,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,user.profile_banner_url,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls,retweeted_status.entities.media,retweeted_status.extended_entities.media,retweeted_status.possibly_sensitive
29,Thu Jan 23 19:36:03 +0000 2020,1220430007983661057,1220430007983661057,@SuzieImberSpace @uniofleicester I love that you were hungry enough to take a chunk out of it before the photo 🤣👏,False,"[33, 113]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.220363371335377e+18,1220363371335376896,8.994027917471908e+17,899402791747190784,SuzieImberSpace,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'SuzieImberSpace', 'name': 'Suzie Imber', 'id': 899402791747190784, 'id_str': '899402791747190784', 'indices': [0, 16]}, {'screen_name': 'uniofleicester', 'name': 'University of Leicester', 'id': 81089247, 'id_str': '81089247', 'indices': [17, 32]}]",[],en,recent,2892094497,2892094497,Nicol Caplin,DrCaplin,The Netherlands,"Astrobiology Research Fellow @esa 🚀 Department of Human Spaceflight and Robotic Exploration SciSpacE Team

🇬🇧 in 🇳🇱",https://t.co/eMMnT5lvWz,[],False,3182,1950,76,Tue Nov 25 15:45:37 +0000 2014,28224,,,True,False,7823,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1196591635204886528/X7aZLTUw_normal.jpg,https://pbs.twimg.com/profile_images/1196591635204886528/X7aZLTUw_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/eMMnT5lvWz', 'expanded_url': 'http://m.esa.int/Our_Activities/Human_Spaceflight/Research/Exobiology', 'display_url': 'm.esa.int/Our_Activities…', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/2892094497/1572998501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Thu Jan 23 19:09:09 +0000 2020,1220423240927141888,1220423240927141888,@IainGillespie5 @Baroness_Verma @uniofleicester Congratulations @Baroness_Verma 🤟 You are an inspiration and role model for so many ✍️ You help shape the lives of millions with your noble acts and service 👍,False,"[48, 206]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.218214364316164e+18,1218214364316164097,1.1564751769698058e+18,1156475176969805824,IainGillespie5,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'IainGillespie5', 'name': 'Iain Gillespie', 'id': 1156475176969805824, 'id_str': '1156475176969805824', 'indices': [0, 15]}, {'screen_name': 'Baroness_Verma', 'name': 'Sandy Verma', 'id': 2912660488, 'id_str': '2912660488', 'indices': [16, 31]}, {'screen_name': 'uniofleicester', 'name': 'University of Leicester', 'id': 81089247, 'id_str': '81089247', 'indices': [32, 47]}, {'screen_name': 'Baroness_Verma', 'name': 'Sandy Verma', 'id': 2912660488, 'id_str': '2912660488', 'indices': [64, 79]}]",[],en,recent,1178887882821402625,1178887882821402625,Tarun Singhal तरुण सिंहल,india_singhal,New Delhi,Director Sopra Steria India|Treasurer BBG Delhi|VP Chevening Alumni India|Vice Chair Tech Cttee IFCCI|Board Member Sanshodhan.Views personal.RTs not endorsement,https://t.co/TCPNbE7OEn,[],False,229,1085,0,Tue Oct 01 04:22:36 +0000 2019,3634,,,True,False,948,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1178888215446478853/rHhRWh5K_normal.jpg,https://pbs.twimg.com/profile_images/1178888215446478853/rHhRWh5K_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,"[{'url': 'https://t.co/TCPNbE7OEn', 'expanded_url': 'https://www.soprasteria.com/', 'display_url': 'soprasteria.com', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/1178887882821402625/1569914341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Thu Jan 23 16:27:26 +0000 2020,1220382543884800000,1220382543884800000,@Samanth53721162 @engineer_nic @SpaceSchoolUK @DrCaplin @LMUKNews @uniofleicester I will hunt it out and get back to you!,False,"[82, 121]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1.220382348002386e+18,1220382348002385920,8.437153865373368e+17,843715386537336833,Samanth53721162,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'Samanth53721162', 'name': 'Samantha Williamson', 'id': 843715386537336833, 'id_str': '843715386537336833', 'indices': [0, 16]}, {'screen_name': 'engineer_nic', 'name': 'Nicola Grahamslaw', 'id': 271697941, 'id_str': '271697941', 'indices': [17, 30]}, {'screen_name': 'SpaceSchoolUK', 'name': 'Space School UK', 'id': 720365611, 'id_str': '720365611', 'indices': [31, 45]}, {'screen_name': 'DrCaplin', 'name': 'Nicol Caplin', 'id': 2892094497, 'id_str': '2892094497', 'indices': [46, 55]}, {'screen_name': 'LMUKNews', 'name': 'Lockheed Martin UK', 'id': 1123903647102971906, 'id_str': '1123903647102971906', 'indices': [56, 65]}, {'screen_name': 'uniofleicester', 'name': 'University of Leicester', 'id': 81089247, 'id_str': '81089247', 'indices': [66, 81]}]",[],en,recent,486776304,486776304,Physics&AstronomyUoL,PhysicsUoL,University of Leicester,News from the School of Physics & Astronomy and Space Research Centre @uniofleicester.,http://t.co/UI0ls5oLOC,[],False,1684,130,47,Wed Feb 08 17:10:31 +0000 2012,1406,,,True,False,3475,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/657485924062900226/8E3ct4i2_normal.jpg,https://pbs.twimg.com/profile_images/657485924062900226/8E3ct4i2_normal.jpg,0080AA,FFFFFF,DDEEF6,333333,False,False,False,False,False,False,False,none,"[{'url': 'http://t.co/UI0ls5oLOC', 'expanded_url': 'http://www.le.ac.uk/physics', 'display_url': 'le.ac.uk/physics', 'indices': [0, 22]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Thu Jan 23 16:22:10 +0000 2020,1220381218539175936,1220381218539175936,@Samanth53721162 @engineer_nic @SpaceSchoolUK @DrCaplin @LMUKNews @uniofleicester Feel free to get in touch if you have any questions!,False,"[82, 134]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1.2203798763703214e+18,1220379876370321409,8.437153865373368e+17,843715386537336833,Samanth53721162,,,,,False,1,1,False,False,en,[],[],"[{'screen_name': 'Samanth53721162', 'name': 'Samantha Williamson', 'id': 843715386537336833, 'id_str': '843715386537336833', 'indices': [0, 16]}, {'screen_name': 'engineer_nic', 'name': 'Nicola Grahamslaw', 'id': 271697941, 'id_str': '271697941', 'indices': [17, 30]}, {'screen_name': 'SpaceSchoolUK', 'name': 'Space School UK', 'id': 720365611, 'id_str': '720365611', 'indices': [31, 45]}, {'screen_name': 'DrCaplin', 'name': 'Nicol Caplin', 'id': 2892094497, 'id_str': '2892094497', 'indices': [46, 55]}, {'screen_name': 'LMUKNews', 'name': 'Lockheed Martin UK', 'id': 1123903647102971906, 'id_str': '1123903647102971906', 'indices': [56, 65]}, {'screen_name': 'uniofleicester', 'name': 'University of Leicester', 'id': 81089247, 'id_str': '81089247', 'indices': [66, 81]}]",[],en,recent,486776304,486776304,Physics&AstronomyUoL,PhysicsUoL,University of Leicester,News from the School of Physics & Astronomy and Space Research Centre @uniofleicester.,http://t.co/UI0ls5oLOC,[],False,1684,130,47,Wed Feb 08 17:10:31 +0000 2012,1406,,,True,False,3475,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/657485924062900226/8E3ct4i2_normal.jpg,https://pbs.twimg.com/profile_images/657485924062900226/8E3ct4i2_normal.jpg,0080AA,FFFFFF,DDEEF6,333333,False,False,False,False,False,False,False,none,"[{'url': 'http://t.co/UI0ls5oLOC', 'expanded_url': 'http://www.le.ac.uk/physics', 'display_url': 'le.ac.uk/physics', 'indices': [0, 22]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Thu Jan 23 16:02:00 +0000 2020,1220376142126964742,1220376142126964742,@DivyaGhelani @HeritageFundUK @WritingEM @shamacentre @uniofleicester Thanks @DivyaGhelani. We'll keep the updates coming.,False,"[70, 122]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220374267801604e+18,1220374267801604096,200717477.0,200717477,DivyaGhelani,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'DivyaGhelani', 'name': 'Divya Ghelani', 'id': 200717477, 'id_str': '200717477', 'indices': [0, 13]}, {'screen_name': 'HeritageFundUK', 'name': 'National Lottery Heritage Fund', 'id': 155576163, 'id_str': '155576163', 'indices': [14, 29]}, {'screen_name': 'WritingEM', 'name': 'WritingEastMidlands', 'id': 45593118, 'id_str': '45593118', 'indices': [30, 40]}, {'screen_name': 'shamacentre', 'name': ""Shama Women's Centre"", 'id': 834401343087529984, 'id_str': '834401343087529984', 'indices': [41, 53]}, {'screen_name': 'uniofleicester', 'name': 'University of Leicester', 'id': 81089247, 'id_str': '81089247', 'indices': [54, 69]}, {'screen_name': 'DivyaGhelani', 'name': 'Divya Ghelani', 'id': 200717477, 'id_str': '200717477', 'indices': [77, 90]}]",[],en,recent,1110519008929988608,1110519008929988608,East Midlands Oral History Archive,EastMidsOHA,"Leicester, England",We are an archive of oral history recordings from the East Midlands based in the East Midlands. Part of the University of Leicester.,https://t.co/ZuASuBz1xG,[],False,267,349,1,Tue Mar 26 12:28:58 +0000 2019,397,,,True,False,392,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1111233605651570690/4QE_9k9w_normal.png,https://pbs.twimg.com/profile_images/1111233605651570690/4QE_9k9w_normal.png,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/ZuASuBz1xG', 'expanded_url': 'https://www.le.ac.uk/emoha/', 'display_url': 'le.ac.uk/emoha/', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/1110519008929988608/1553794655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Thu Jan 23 15:23:14 +0000 2020,1220366387467706370,1220366387467706370,@Glengirly @uniofleicester Haha nope I was so hungry I took a bite before I took a photo!,False,"[27, 89]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.220365095718486e+18,1220365095718486017,472408773.0,472408773,Glengirly,,,,,False,0,4,False,False,en,[],[],"[{'screen_name': 'Glengirly', 'name': 'Clementine', 'id': 472408773, 'id_str': '472408773', 'indices': [0, 10]}, {'screen_name': 'uniofleicester', 'name': 'University of Leicester', 'id': 81089247, 'id_str': '81089247', 'indices': [11, 26]}]",[],en,recent,899402791747190784,899402791747190784,Suzie Imber,SuzieImberSpace,,"Associate Professor of planetary science at the University of Leicester, mountaineer, rower, rock climber, runner",,[],False,7436,93,81,Sun Aug 20 22:48:30 +0000 2017,7719,,,False,False,1068,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/981838010089181186/Stifn20i_normal.jpg,https://pbs.twimg.com/profile_images/981838010089181186/Stifn20i_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Wed Jan 22 22:39:12 +0000 2020,1220113713103020033,1220113713103020033,@MonaBafadhel @LeicesterCTU @uniofleicester @GSK @LeicesterBRC @LeicResearch @Leic_hospital @HargadonBev @CersResearch @NIHRCRNEastMids Thanks @MonaBafadhel. Looking forward to catching up at @CICERO_CRC in 2 weeks!,False,"[136, 215]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220089272562221e+18,1220089272562221060,1.1773290375403028e+18,1177329037540302848,MonaBafadhel,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'MonaBafadhel', 'name': 'Mona Bafadhel', 'id': 1177329037540302848, 'id_str': '1177329037540302848', 'indices': [0, 13]}, {'screen_name': 'LeicesterCTU', 'name': 'Leicester Clinical Trials Unit', 'id': 2876557187, 'id_str': '2876557187', 'indices': [14, 27]}, {'screen_name': 'uniofleicester', 'name': 'University of Leicester', 'id': 81089247, 'id_str': '81089247', 'indices': [28, 43]}, {'screen_name': 'GSK', 'name': 'GSK', 'id': 5383942, 'id_str': '5383942', 'indices': [44, 48]}, {'screen_name': 'LeicesterBRC', 'name': 'NIHR Leicester BRC and CRF', 'id': 4924133667, 'id_str': '4924133667', 'indices': [49, 62]}, {'screen_name': 'LeicResearch', 'name': ""Leicester's Research"", 'id': 860120800837468160, 'id_str': '860120800837468160', 'indices': [63, 76]}, {'screen_name': 'Leic_hospital', 'name': ""Leicester's Hospitals"", 'id': 102643049, 'id_str': '102643049', 'indices': [77, 91]}, {'screen_name': 'HargadonBev', 'name': 'Bev Hargadon', 'id': 1164819088276746241, 'id_str': '1164819088276746241', 'indices': [92, 104]}, {'screen_name': 'CersResearch', 'name': 'CERS Research', 'id': 1176775292247056384, 'id_str': '1176775292247056384', 'indices': [105, 118]}, {'screen_name': 'NIHRCRNEastMids', 'name': 'NIHR CRN East Midlands', 'id': 2849545492, 'id_str': '2849545492', 'indices': [119, 135]}, {'screen_name': 'MonaBafadhel', 'name': 'Mona Bafadhel', 'id': 1177329037540302848, 'id_str': '1177329037540302848', 'indices': [143, 156]}, {'screen_name': 'CICERO_CRC', 'name': 'CICERO Research Collaborative', 'id': 1177275927828606983, 'id_str': '1177275927828606983', 'indices': [192, 203]}]",[],en,recent,1097597963860361217,1097597963860361217,Neil Greening,Greening_COPD,,"Associate Professor at University of Leicester. Research and clinical interest in COPD, especially exacerbations and systemic manifestations such as sarcopenia.",,[],False,513,413,2,Mon Feb 18 20:45:21 +0000 2019,392,,,True,False,191,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1097598769867177985/ZuSavhlO_normal.jpg,https://pbs.twimg.com/profile_images/1097598769867177985/ZuSavhlO_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Wed Jan 22 16:45:43 +0000 2020,1220024756650627074,1220024756650627074,"All of the members of the GIANTCLIMES project funded by @ERC_Research and led by @LeighFletcher at @PhysicsUoL in @uniofleicester were attending #IceGiants2020 in @RoyalAstroSoc : Really happy to be part of this team, we had a great @IcyGiants meeting! See you soon IG community !",False,"[0, 280]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,1,3,False,False,en,"[{'text': 'IceGiants2020', 'indices': [145, 159]}]",[],"[{'screen_name': 'ERC_Research', 'name': 'ERC Europe', 'id': 467551928, 'id_str': '467551928', 'indices': [56, 69]}, {'screen_name': 'LeighFletcher', 'name': 'Leigh Fletcher', 'id': 20117127, 'id_str': '20117127', 'indices': [81, 95]}, {'screen_name': 'PhysicsUoL', 'name': 'Physics&AstronomyUoL', 'id': 486776304, 'id_str': '486776304', 'indices': [99, 110]}, {'screen_name': 'uniofleicester', 'name': 'University of Leicester', 'id': 81089247, 'id_str': '81089247', 'indices': [114, 129]}, {'screen_name': 'RoyalAstroSoc', 'name': 'Royal Astronomical Society', 'id': 124444856, 'id_str': '124444856', 'indices': [163, 177]}, {'screen_name': 'IcyGiants', 'name': 'IceGiants', 'id': 1109903441839775744, 'id_str': '1109903441839775744', 'indices': [233, 243]}]",[],en,recent,748523149323571200,748523149323571200,Jan Vatant d'Ollone,PlanetoJVO,"Paris, France","Planetary climates modeller
 ⌛ Completing PhD at LMD//@IPSL_outreach 
 ⏳ @ERC_research PDRA at @PhysicsUoL
Formerly, science outreach at @citedessciences",https://t.co/lSbStZxje4,[],False,114,176,4,Thu Jun 30 14:26:40 +0000 2016,1954,,,False,False,983,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/829444355945553926/AqiBME63_normal.jpg,https://pbs.twimg.com/profile_images/829444355945553926/AqiBME63_normal.jpg,FF691F,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/lSbStZxje4', 'expanded_url': 'http://www.lmd.jussieu.fr/~jvatant/', 'display_url': 'lmd.jussieu.fr/~jvatant/', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/748523149323571200/1521733779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Wed Jan 22 14:18:54 +0000 2020,1219987807327879170,1219987807327879170,"Currently at the #HolocaustMemorialDay talks at @UniNorthants. Listening to Dr Raul Carstocea from @uniofleicester and soon to hear from our own BME Part-Time Officer, Llnnall.",False,"[0, 176]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,en,"[{'text': 'HolocaustMemorialDay', 'indices': [17, 38]}]",[],"[{'screen_name': 'UniNorthants', 'name': 'UniofNorthampton', 'id': 20668046, 'id_str': '20668046', 'indices': [48, 61]}, {'screen_name': 'uniofleicester', 'name': 'University of Leicester', 'id': 81089247, 'id_str': '81089247', 'indices': [99, 114]}]",[],en,recent,74704922,74704922,Northampton_su,northampton_su,Northampton,Students' Union for the students at The University of Northampton - With you all the way!,https://t.co/cOU0Ao0fBW,[],False,7577,2818,74,Wed Sep 16 11:04:52 +0000 2009,2480,,,True,False,18739,,False,False,False,EBEBEB,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1212696209305014273/x02qYhpk_normal.jpg,https://pbs.twimg.com/profile_images/1212696209305014273/x02qYhpk_normal.jpg,98002E,DFDFDF,F3F3F3,333333,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/cOU0Ao0fBW', 'expanded_url': 'https://northamptonunion.com/', 'display_url': 'northamptonunion.com', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/74704922/1565946865,28b6432fb1eac6d4,https://api.twitter.com/1.1/geo/id/28b6432fb1eac6d4.json,city,Northampton,"Northampton, England",GB,United Kingdom,[],Polygon,"[[[-0.9682187, 52.194932], [-0.797683, 52.194932], [-0.797683, 52.282776], [-0.9682187, 52.282776]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Wed Jan 22 11:37:10 +0000 2020,1219947107123105792,1219947107123105792,@leicestermedic @astronomerslc25 @VictoriaHaunton @uniofleicester @sawhelan95 @panchali_sarmah @brogoyski Might give it a go 😊,False,"[106, 126]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2199214062988616e+18,1219921406298861569,4099238843.0,4099238843,leicestermedic,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'leicestermedic', 'name': 'Sam Khan', 'id': 4099238843, 'id_str': '4099238843', 'indices': [0, 15]}, {'screen_name': 'astronomerslc25', 'name': 'Dr Sarah Casewell', 'id': 475760077, 'id_str': '475760077', 'indices': [16, 32]}, {'screen_name': 'VictoriaHaunton', 'name': 'Victoria Haunton', 'id': 625623287, 'id_str': '625623287', 'indices': [33, 49]}, {'screen_name': 'uniofleicester', 'name': 'University of Leicester', 'id': 81089247, 'id_str': '81089247', 'indices': [50, 65]}, {'screen_name': 'sawhelan95', 'name': 'Sarah Whelan', 'id': 21996321, 'id_str': '21996321', 'indices': [66, 77]}, {'screen_name': 'panchali_sarmah', 'name': 'Panchali Sarmah', 'id': 988057890161389569, 'id_str': '988057890161389569', 'indices': [78, 94]}, {'screen_name': 'brogoyski', 'name': 'Beth Rogoyski', 'id': 855384618178158592, 'id_str': '855384618178158592', 'indices': [95, 105]}]",[],en,recent,1021337493474603009,1021337493474603009,Lynsey Burke,burke_lynsey,"Leicester, England","PhD Student at Leicester Cancer Research Centre.

Women in STEM 💖",,[],False,51,72,0,Mon Jul 23 10:13:28 +0000 2018,293,,,False,False,61,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1118560260556455939/n5dSof_w_normal.jpg,https://pbs.twimg.com/profile_images/1118560260556455939/n5dSof_w_normal.jpg,19CF86,000000,000000,000000,False,True,False,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/1021337493474603009/1578310316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Wed Jan 22 11:16:15 +0000 2020,1219941843800117248,1219941843800117248,@leicestermedic @astronomerslc25 @VictoriaHaunton @uniofleicester @sawhelan95 @burke_lynsey @panchali_sarmah @brogoyski Hahahhaha noooo I was fine out of it 🤣🤣🤣🤣🤣,False,"[120, 162]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2199416668843336e+18,1219941666884333568,4099238843.0,4099238843,leicestermedic,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'leicestermedic', 'name': 'Sam Khan', 'id': 4099238843, 'id_str': '4099238843', 'indices': [0, 15]}, {'screen_name': 'astronomerslc25', 'name': 'Dr Sarah Casewell', 'id': 475760077, 'id_str': '475760077', 'indices': [16, 32]}, {'screen_name': 'VictoriaHaunton', 'name': 'Victoria Haunton', 'id': 625623287, 'id_str': '625623287', 'indices': [33, 49]}, {'screen_name': 'uniofleicester', 'name': 'University of Leicester', 'id': 81089247, 'id_str': '81089247', 'indices': [50, 65]}, {'screen_name': 'sawhelan95', 'name': 'Sarah Whelan', 'id': 21996321, 'id_str': '21996321', 'indices': [66, 77]}, {'screen_name': 'burke_lynsey', 'name': 'Lynsey Burke', 'id': 1021337493474603009, 'id_str': '1021337493474603009', 'indices': [78, 91]}, {'screen_name': 'panchali_sarmah', 'name': 'Panchali Sarmah', 'id': 988057890161389569, 'id_str': '988057890161389569', 'indices': [92, 108]}, {'screen_name': 'brogoyski', 'name': 'Beth Rogoyski', 'id': 855384618178158592, 'id_str': '855384618178158592', 'indices': [109, 119]}]",[],en,recent,923559477714055169,923559477714055169,Grandezza Aburido,Grandezza_,"Leicester, England","PhD student in Cancer Research, EACR Ambassador👩‍🔬🔬",https://t.co/Qgr4fmZJQm,[],False,130,313,0,Thu Oct 26 14:38:33 +0000 2017,299,,,False,False,76,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/923583375348203520/lNPPJRPw_normal.jpg,https://pbs.twimg.com/profile_images/923583375348203520/lNPPJRPw_normal.jpg,F58EA8,000000,000000,000000,False,True,False,False,False,False,False,none,"[{'url': 'https://t.co/Qgr4fmZJQm', 'expanded_url': 'http://Instagram.com/grandezzasjournal', 'display_url': 'Instagram.com/grandezzasjour…', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/923559477714055169/1509035131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
