,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.profile_banner_url,user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls
136,Thu Jan 23 19:59:39 +0000 2020,1220435948472807424,1220435948472807424,"RT @bitjam: Bitjam are looking for an ideal partner in a #sustainable #smartenergy #technology collaboration, utilising @KeeleUniversity fu…",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,5,0,False,False,en,"[{'text': 'sustainable', 'indices': [57, 69]}, {'text': 'smartenergy', 'indices': [70, 82]}, {'text': 'technology', 'indices': [83, 94]}]",[],"[{'screen_name': 'bitjam', 'name': 'bitjam', 'id': 34588094, 'id_str': '34588094', 'indices': [3, 10]}, {'screen_name': 'KeeleUniversity', 'name': 'Keele University', 'id': 15389918, 'id_str': '15389918', 'indices': [120, 136]}]",[],en,recent,835104496246263813,835104496246263813,Mark Ormerod,MarkOrmerod4,Keele and Nantwich,Deputy Vice-Chancellor and Provost @KeeleUniversity. Strategic Lead for @GreenKeele. Tweets about #Sustainability #HigherEd and #KeeleBecause,,[],False,1313,4069,12,Fri Feb 24 12:30:02 +0000 2017,4074,,,False,False,1166,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/954355313280512000/7VAC09KM_normal.jpg,https://pbs.twimg.com/profile_images/954355313280512000/7VAC09KM_normal.jpg,91D2FA,000000,000000,000000,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/835104496246263813/1517582569,,,,,,,,,,,,Mon Jan 20 14:20:47 +0000 2020,1.2192635074615624e+18,1219263507461562368,"Bitjam are looking for an ideal partner in a #sustainable #smartenergy #technology collaboration, utilising @KeeleUniversity funding. 

With experience in environmental monitoring, we are experts in IoT software, big data, R&amp;D. 

Interested? Tweet @bitjam now 🤓 #greenkeele",False,"[0, 277]","[{'text': 'sustainable', 'indices': [45, 57]}, {'text': 'smartenergy', 'indices': [58, 70]}, {'text': 'technology', 'indices': [71, 82]}, {'text': 'greenkeele', 'indices': [266, 277]}]",[],"[{'screen_name': 'KeeleUniversity', 'name': 'Keele University', 'id': 15389918, 'id_str': '15389918', 'indices': [108, 124]}, {'screen_name': 'bitjam', 'name': 'bitjam', 'id': 34588094, 'id_str': '34588094', 'indices': [252, 259]}]",[],en,recent,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,34588094.0,34588094,bitjam,bitjam,"Keele, England",Award winning ethical UK software R&D company. Nurturing partnerships with organisations to develop solutions that have a positive social impact. MD @carlplant.,https://t.co/jG9kPeSTHU,[],False,1627.0,756.0,128.0,Thu Apr 23 11:27:11 +0000 2009,2042.0,,,True,False,5717.0,,False,False,False,9A84B9,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,False,http://pbs.twimg.com/profile_images/900759481444728832/1AP3lv0E_normal.jpg,https://pbs.twimg.com/profile_images/900759481444728832/1AP3lv0E_normal.jpg,https://pbs.twimg.com/profile_banners/34588094/1559120907,9A84B9,FFFFFF,95E8EC,3C3940,True,False,False,False,False,False,False,none,,,,,False,5.0,11.0,False,False,en,"[{'url': 'https://t.co/jG9kPeSTHU', 'expanded_url': 'https://bitjam.org.uk', 'display_url': 'bitjam.org.uk', 'indices': [0, 23]}]"
138,Thu Jan 23 19:39:20 +0000 2020,1220430838195720193,1220430838195720193,"@KeeleGGE @alixcage @wallersaur @KeelePetrology @milgeol @KeeleUniversity @KeeleMScGeoRes @SharonGeorge5 Sorry I couldn't make it, you all look smart!",False,"[105, 150]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2204154100188447e+18,1220415410018844672,2981276992.0,2981276992,KeeleGGE,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'KeeleGGE', 'name': 'Keele GGE', 'id': 2981276992, 'id_str': '2981276992', 'indices': [0, 9]}, {'screen_name': 'alixcage', 'name': 'Alix Cage', 'id': 234335755, 'id_str': '234335755', 'indices': [10, 19]}, {'screen_name': 'wallersaur', 'name': 'Richard Waller', 'id': 275722261, 'id_str': '275722261', 'indices': [20, 31]}, {'screen_name': 'KeelePetrology', 'name': 'Keele Petrology', 'id': 3345542668, 'id_str': '3345542668', 'indices': [32, 47]}, {'screen_name': 'milgeol', 'name': 'Jamie', 'id': 950457942, 'id_str': '950457942', 'indices': [48, 56]}, {'screen_name': 'KeeleUniversity', 'name': 'Keele University', 'id': 15389918, 'id_str': '15389918', 'indices': [57, 73]}, {'screen_name': 'KeeleMScGeoRes', 'name': 'MSc Geoscience Res', 'id': 3345602627, 'id_str': '3345602627', 'indices': [74, 89]}, {'screen_name': 'SharonGeorge5', 'name': 'Sharon George', 'id': 410185758, 'id_str': '410185758', 'indices': [90, 104]}]",[],en,recent,208241260,208241260,Geoman 🏴‍☠️,tande64,"Keele, UK",Catalan-British Lecturer in Human Geography and GIS at @KeeleUniversity. I was beaten up by the Spanish police for trying to vote.,https://t.co/eZ0MUgA6fH,[],False,429,302,16,Tue Oct 26 22:42:33 +0000 2010,1898,,,True,False,15913,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1113440573157982208/OG5jVlJW_normal.jpg,https://pbs.twimg.com/profile_images/1113440573157982208/OG5jVlJW_normal.jpg,1B95E0,FFFFFF,C0DFEC,333333,True,False,False,False,False,False,False,regular,https://pbs.twimg.com/profile_banners/208241260/1457356605,"[{'url': 'https://t.co/eZ0MUgA6fH', 'expanded_url': 'http://www.gisngeo.com', 'display_url': 'gisngeo.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Thu Jan 23 19:23:13 +0000 2020,1220426780185710592,1220426780185710592,"@blaney_louise @English_Keele @KeeleUniversity Congratulations, Amy!",False,"[47, 68]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.220326208036049e+18,1220326208036048896,1.0931737170798592e+18,1093173717079859200,blaney_louise,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'blaney_louise', 'name': 'Amy Louise Blaney', 'id': 1093173717079859200, 'id_str': '1093173717079859200', 'indices': [0, 14]}, {'screen_name': 'English_Keele', 'name': 'Keele English', 'id': 3026233839, 'id_str': '3026233839', 'indices': [15, 29]}, {'screen_name': 'KeeleUniversity', 'name': 'Keele University', 'id': 15389918, 'id_str': '15389918', 'indices': [30, 46]}]",[],en,recent,1035863504228630528,1035863504228630528,Dr Jordan Kistler,drjordankistler,,Lecturer in Victorian Literature at the University of Strathclyde. Interested in literature and science and museum studies.,,[],False,443,200,4,Sat Sep 01 12:14:39 +0000 2018,2373,,,False,False,1036,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1075441972461096961/aApGaqa6_normal.jpg,https://pbs.twimg.com/profile_images/1075441972461096961/aApGaqa6_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Thu Jan 23 18:38:16 +0000 2020,1220415468676272129,1220415468676272129,@talieybita @KeeleUniversity Congratulations! Loved your speech and the obvious passion for the work you do.,False,"[29, 108]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2203694344827453e+18,1220369434482745344,22221089.0,22221089,talieybita,,,,,False,0,5,False,False,en,[],[],"[{'screen_name': 'talieybita', 'name': 'Nataliey Bitature', 'id': 22221089, 'id_str': '22221089', 'indices': [0, 11]}, {'screen_name': 'KeeleUniversity', 'name': 'Keele University', 'id': 15389918, 'id_str': '15389918', 'indices': [12, 28]}]",[],en,recent,928993918112423937,928993918112423937,Emma Bonfiglio,e_bonfiglio,Keele University,"Research and Innovation Advisor for the SMART Innovation Hub at Keele University, Business Owner and Postgraduate Researcher #entrepreneurship #innovation",https://t.co/34OTXo3qU2,[],False,28,86,0,Fri Nov 10 14:33:04 +0000 2017,68,,,False,False,19,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1192187884704616448/X12A76gk_normal.jpg,https://pbs.twimg.com/profile_images/1192187884704616448/X12A76gk_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/928993918112423937/1578943701,"[{'url': 'https://t.co/34OTXo3qU2', 'expanded_url': 'https://www.keele.ac.uk/business/businesssupport/keeleresearchandinnovationsupportprogramme/', 'display_url': 'keele.ac.uk/business/busin…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Thu Jan 23 17:21:16 +0000 2020,1220396091763568640,1220396091763568640,@EllieYatesPhD @English_Keele @KeeleUniversity Thank you!! 🤗,False,"[47, 60]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220378735867781e+18,1220378735867781125,1.1188526142072832e+18,1118852614207283200,EllieYatesPhD,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'EllieYatesPhD', 'name': 'Ellie Yates', 'id': 1118852614207283200, 'id_str': '1118852614207283200', 'indices': [0, 14]}, {'screen_name': 'English_Keele', 'name': 'Keele English', 'id': 3026233839, 'id_str': '3026233839', 'indices': [15, 29]}, {'screen_name': 'KeeleUniversity', 'name': 'Keele University', 'id': 15389918, 'id_str': '15389918', 'indices': [30, 46]}]",[],en,recent,1093173717079859200,1093173717079859200,Amy Louise Blaney,blaney_louise,"Keele, England",She/Her. PhD Student @KeeleUniversity. Committee @KeeleWIP @UCKeele. Student Trustee @KPAKeele. Arthurian nerd. Archive Womble. Views my own.,,[],False,134,278,0,Wed Feb 06 15:44:59 +0000 2019,1432,,,False,False,739,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1220459166642462743/HuTpnI6M_normal.jpg,https://pbs.twimg.com/profile_images/1220459166642462743/HuTpnI6M_normal.jpg,19CF86,000000,000000,000000,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1093173717079859200/1549468706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Thu Jan 23 16:07:56 +0000 2020,1220377637236944897,1220377637236944897,@vamplocks @KeeleUniversity @ForeverKeele @ellislovesyou Congratulations! 🎉,False,"[57, 75]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2203446036410245e+18,1220344603641024515,493367005.0,493367005,vamplocks,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'vamplocks', 'name': 'donna', 'id': 493367005, 'id_str': '493367005', 'indices': [0, 10]}, {'screen_name': 'KeeleUniversity', 'name': 'Keele University', 'id': 15389918, 'id_str': '15389918', 'indices': [11, 27]}, {'screen_name': 'ForeverKeele', 'name': 'Keele Alumni', 'id': 1074088320, 'id_str': '1074088320', 'indices': [28, 41]}, {'screen_name': 'ellislovesyou', 'name': 'Lady Cooper-Collins', 'id': 86710146, 'id_str': '86710146', 'indices': [42, 56]}]",[],en,recent,705818974848679936,705818974848679936,Keele Life Sciences,KeeleLifeSci,"Keele, Staffordshire, UK",News and links from the School of Life Sciences at Keele University. Tweets by @helenpprice,https://t.co/k1SEcDxAX3,[],False,449,205,10,Fri Mar 04 18:15:31 +0000 2016,1119,,,False,False,1054,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/706064486646554624/h3fiCAlw_normal.jpg,https://pbs.twimg.com/profile_images/706064486646554624/h3fiCAlw_normal.jpg,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/705818974848679936/1457177173,"[{'url': 'https://t.co/k1SEcDxAX3', 'expanded_url': 'http://www.keele.ac.uk/lifesci/', 'display_url': 'keele.ac.uk/lifesci/', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Thu Jan 23 15:16:24 +0000 2020,1220364667614351361,1220364667614351361,Dr Kelly Prince outlines the impressive range of initiatives @KeeleUniversity raising awareness of safety and consent. 👏 #WomenHEConf20,False,"[0, 135]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,2,4,False,False,en,"[{'text': 'WomenHEConf20', 'indices': [121, 135]}]",[],"[{'screen_name': 'KeeleUniversity', 'name': 'Keele University', 'id': 15389918, 'id_str': '15389918', 'indices': [61, 77]}]",[],en,recent,1411258891,1411258891,Hester Burnige,HBurnige,,"Works for students, supports Millwall, plays netball, lives and loves Twickenham.",,[],False,124,299,6,Tue May 07 21:06:31 +0000 2013,803,,,False,False,781,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/958082278671994880/PdJgwFAP_normal.jpg,https://pbs.twimg.com/profile_images/958082278671994880/PdJgwFAP_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1411258891/1517259592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Thu Jan 23 14:58:16 +0000 2020,1220360104320622592,1220360104320622592,@JanetSFrancis @KeeleUniversity @callmek4te Congratulations! We hope you've had a really enjoyable day!,False,"[44, 103]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.22028179481532e+18,1220281794815320064,19018001.0,19018001,JanetSFrancis,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'JanetSFrancis', 'name': 'Janet Francis', 'id': 19018001, 'id_str': '19018001', 'indices': [0, 14]}, {'screen_name': 'KeeleUniversity', 'name': 'Keele University', 'id': 15389918, 'id_str': '15389918', 'indices': [15, 31]}, {'screen_name': 'callmek4te', 'name': 'KateⓋ🐰🌱', 'id': 2831604549, 'id_str': '2831604549', 'indices': [32, 43]}]",[],en,recent,842045347656531968,842045347656531968,Keele Social Work,KeeleSW,"Newcastle-under-Lyme, England","Managed by the Social Work Department at Keele University, Staffordshire, ST5 5BG.  Tweets are by academic staff.  M-F, 9-5.",,[],False,214,138,5,Wed Mar 15 16:10:30 +0000 2017,28,,,False,False,207,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/868007112391221248/3OdeURxk_normal.jpg,https://pbs.twimg.com/profile_images/868007112391221248/3OdeURxk_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/842045347656531968/1489595627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Thu Jan 23 14:50:50 +0000 2020,1220358233631494149,1220358233631494149,@SiemensUKNews @KeeleBusiness @KeeleUniversity Equally really proud to be partnering with @SiemensUKNews on our Smart Energy Network Demonstrator @KeeleUniversity - a genuinely transformative low carbon project to tackle #ClimateChange @KeeleBusiness embedding #sustainability in everything we do,False,"[47, 296]","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1.2203455365087805e+18,1220345536508780544,143474585.0,143474585,SiemensUKNews,,,,,False,0,4,False,False,en,"[{'text': 'ClimateChange', 'indices': [221, 235]}, {'text': 'sustainability', 'indices': [261, 276]}]",[],"[{'screen_name': 'SiemensUKNews', 'name': 'Siemens UK', 'id': 143474585, 'id_str': '143474585', 'indices': [0, 14]}, {'screen_name': 'KeeleBusiness', 'name': 'Keele Business Gateway', 'id': 73353278, 'id_str': '73353278', 'indices': [15, 29]}, {'screen_name': 'KeeleUniversity', 'name': 'Keele University', 'id': 15389918, 'id_str': '15389918', 'indices': [30, 46]}, {'screen_name': 'SiemensUKNews', 'name': 'Siemens UK', 'id': 143474585, 'id_str': '143474585', 'indices': [90, 104]}, {'screen_name': 'KeeleUniversity', 'name': 'Keele University', 'id': 15389918, 'id_str': '15389918', 'indices': [146, 162]}, {'screen_name': 'KeeleBusiness', 'name': 'Keele Business Gateway', 'id': 73353278, 'id_str': '73353278', 'indices': [236, 250]}]",[],en,recent,835104496246263813,835104496246263813,Mark Ormerod,MarkOrmerod4,Keele and Nantwich,Deputy Vice-Chancellor and Provost @KeeleUniversity. Strategic Lead for @GreenKeele. Tweets about #Sustainability #HigherEd and #KeeleBecause,,[],False,1313,4069,12,Fri Feb 24 12:30:02 +0000 2017,4074,,,False,False,1166,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/954355313280512000/7VAC09KM_normal.jpg,https://pbs.twimg.com/profile_images/954355313280512000/7VAC09KM_normal.jpg,91D2FA,000000,000000,000000,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/835104496246263813/1517582569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Wed Jan 22 22:22:42 +0000 2020,1220109562818244608,1220109562818244608,@KeeleInnovation @AllisonCGardner @KeeleUniversity @KeeleSCM @KeeleBusiness @TEDx This is great to see #ForeverKeele,False,"[82, 116]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2199487719430758e+18,1219948771943075840,7.52604258944639e+17,752604258944638976,KeeleInnovation,,,,,False,0,1,False,False,en,"[{'text': 'ForeverKeele', 'indices': [103, 116]}]",[],"[{'screen_name': 'KeeleInnovation', 'name': 'KIITE', 'id': 752604258944638976, 'id_str': '752604258944638976', 'indices': [0, 16]}, {'screen_name': 'AllisonCGardner', 'name': 'Dr Allison Gardner', 'id': 17755776, 'id_str': '17755776', 'indices': [17, 33]}, {'screen_name': 'KeeleUniversity', 'name': 'Keele University', 'id': 15389918, 'id_str': '15389918', 'indices': [34, 50]}, {'screen_name': 'KeeleSCM', 'name': 'Keele Computing & Maths', 'id': 620867969, 'id_str': '620867969', 'indices': [51, 60]}, {'screen_name': 'KeeleBusiness', 'name': 'Keele Business Gateway', 'id': 73353278, 'id_str': '73353278', 'indices': [61, 75]}, {'screen_name': 'TEDx', 'name': 'TEDx', 'id': 18080969, 'id_str': '18080969', 'indices': [76, 81]}]",[],en,recent,2325892352,2325892352,Upeshala Jayawardena,UJayawardena,,Sri Lankan | Medic | Organist | London College of Music | Keele University | QMUL Barts and The London,https://t.co/6Hnwx5xMyT,[],False,481,47,10,Mon Feb 03 18:45:59 +0000 2014,3895,,,True,False,9707,,False,False,False,0099B9,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,True,http://pbs.twimg.com/profile_images/1093658872638783488/9uVAAu22_normal.jpg,https://pbs.twimg.com/profile_images/1093658872638783488/9uVAAu22_normal.jpg,0099B9,FFFFFF,95E8EC,3C3940,True,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/2325892352/1551528355,"[{'url': 'https://t.co/6Hnwx5xMyT', 'expanded_url': 'https://www.youtube.com/upeshala890', 'display_url': 'youtube.com/upeshala890', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Wed Jan 22 22:00:38 +0000 2020,1220104006854434822,1220104006854434822,"@KeeleInnovation @KeeleUniversity @KeeleBusiness @ForeverKeele @martinedmondson @TEDx How interesting, I didn't realise there was a #TEDxKeele",False,"[86, 142]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.219913004646572e+18,1219913004646572032,7.52604258944639e+17,752604258944638976,KeeleInnovation,,,,,False,0,1,False,False,en,"[{'text': 'TEDxKeele', 'indices': [132, 142]}]",[],"[{'screen_name': 'KeeleInnovation', 'name': 'KIITE', 'id': 752604258944638976, 'id_str': '752604258944638976', 'indices': [0, 16]}, {'screen_name': 'KeeleUniversity', 'name': 'Keele University', 'id': 15389918, 'id_str': '15389918', 'indices': [17, 33]}, {'screen_name': 'KeeleBusiness', 'name': 'Keele Business Gateway', 'id': 73353278, 'id_str': '73353278', 'indices': [34, 48]}, {'screen_name': 'ForeverKeele', 'name': 'Keele Alumni', 'id': 1074088320, 'id_str': '1074088320', 'indices': [49, 62]}, {'screen_name': 'martinedmondson', 'name': 'Martin Edmondson', 'id': 26492916, 'id_str': '26492916', 'indices': [63, 79]}, {'screen_name': 'TEDx', 'name': 'TEDx', 'id': 18080969, 'id_str': '18080969', 'indices': [80, 85]}]",[],en,recent,385586420,385586420,Anton K Conlon,AntonConlon,"El Paso, TX, USA | London, UK","Graduate @uwcsea_alumni & @KeeleUniversity | Failure is a lack of trying, not a lack of success | My views | COO @GoldsGymElPaso | #BWFC #TDF #EU 🇺🇲🇬🇧🇪🇺",,[],False,168,313,7,Wed Oct 05 19:20:07 +0000 2011,5972,,,True,False,2852,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1116441461204115461/7C-WOl9T_normal.jpg,https://pbs.twimg.com/profile_images/1116441461204115461/7C-WOl9T_normal.jpg,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/385586420/1547960679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
