,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls
36,Thu Jan 23 06:50:12 +0000 2020,1220237276245975041,1220237276245975041,@NienkeMarel @uvic @PHASTatUVIC @almaobs Copernicus and lots of chairs,False,"[41, 70]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2201482682833715e+18,1220148268283371521,8.30120476282409e+17,830120476282408960,NienkeMarel,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'NienkeMarel', 'name': 'Nienke van der Marel', 'id': 830120476282408960, 'id_str': '830120476282408960', 'indices': [0, 12]}, {'screen_name': 'uvic', 'name': 'UniversityOfVictoria', 'id': 256735205, 'id_str': '256735205', 'indices': [13, 18]}, {'screen_name': 'PHASTatUVIC', 'name': 'UVic Physics & Astro', 'id': 317409772, 'id_str': '317409772', 'indices': [19, 31]}, {'screen_name': 'almaobs', 'name': 'ALMA Observatory', 'id': 2228403630, 'id_str': '2228403630', 'indices': [32, 40]}]",[],en,recent,1486454318,1486454318,Wladimir Lyra,astrowlad,"Las Cruces, NM.","Astronomer, professor at New Mexico State University. Brazil site director at @adastrascience. He/his/him 🏳️‍🌈opinions my own",https://t.co/c8zk866b05,"[{'url': 'https://t.co/c8zk866b05', 'expanded_url': 'http://www.wladimirlyra.com', 'display_url': 'wladimirlyra.com', 'indices': [0, 23]}]",[],False,539,915,10,Thu Jun 06 00:58:56 +0000 2013,2349,,,True,False,1643,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1119826690467696641/5rlOJ5fJ_normal.jpg,https://pbs.twimg.com/profile_images/1119826690467696641/5rlOJ5fJ_normal.jpg,https://pbs.twimg.com/profile_banners/1486454318/1402423868,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Thu Jan 23 04:47:33 +0000 2020,1220206413579866112,1220206413579866112,RT @WillWJGreaves: @uvic This is a very disappointing and totally mystifying position. I don’t know why the university has decided to fight…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,3,0,False,False,en,[],[],"[{'screen_name': 'WillWJGreaves', 'name': 'Will “Razzle Dazzle” Greaves', 'id': 719877359, 'id_str': '719877359', 'indices': [3, 17]}, {'screen_name': 'uvic', 'name': 'UniversityOfVictoria', 'id': 256735205, 'id_str': '256735205', 'indices': [19, 24]}]",[],en,recent,480472298,480472298,Efe Türker,Efe_Turker,"Victoria, British Columbia",Director of International Student Relations @UVSS | Atatürkçü |,,,[],False,119,86,3,Wed Feb 01 14:52:39 +0000 2012,4097,,,True,False,4192,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/1115158352445575169/GraajHF-_normal.jpg,https://pbs.twimg.com/profile_images/1115158352445575169/GraajHF-_normal.jpg,https://pbs.twimg.com/profile_banners/480472298/1455952958,2FC2EF,181A1E,252429,666666,True,False,False,False,False,False,False,none,,,,,,,,,,,Thu Jan 23 03:52:48 +0000 2020,1.220192632548266e+18,1220192632548265985,@uvic This is a very disappointing and totally mystifying position. I don’t know why the university has decided to fight this so hard.,False,"[6, 134]",[],[],"[{'screen_name': 'uvic', 'name': 'UniversityOfVictoria', 'id': 256735205, 'id_str': '256735205', 'indices': [0, 5]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2197888699835064e+18,1219788869983506437,256735205.0,256735205,uvic,719877359.0,719877359,Will “Razzle Dazzle” Greaves,WillWJGreaves,Victoria and assorted others,"Assistant Professor of IR @uvicpoli. Ontario boy in BC. Thoughts on politics of the Arctic, climate, energy, and cities. What does ‘security’ mean anyway?",https://t.co/phmjgrBMIs,[],False,997.0,981.0,34.0,Thu Oct 17 22:24:04 +0000 2013,81124.0,,,True,False,8034.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1184561247896899584/ukRdJ8eN_normal.jpg,https://pbs.twimg.com/profile_images/1184561247896899584/ukRdJ8eN_normal.jpg,https://pbs.twimg.com/profile_banners/719877359/1571256386,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,3.0,6.0,False,False,en,"[{'url': 'https://t.co/phmjgrBMIs', 'expanded_url': 'https://www.uvic.ca/socialsciences/politicalscience/people/directory/greaveswill.php', 'display_url': 'uvic.ca/socialsciences…', 'indices': [0, 23]}]"
38,Thu Jan 23 03:55:25 +0000 2020,1220193292857438210,1220193292857438210,RT @WillWJGreaves: @uvic This is a very disappointing and totally mystifying position. I don’t know why the university has decided to fight…,False,"[0, 140]","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,,,,,,,False,3,0,False,False,en,[],[],"[{'screen_name': 'WillWJGreaves', 'name': 'Will “Razzle Dazzle” Greaves', 'id': 719877359, 'id_str': '719877359', 'indices': [3, 17]}, {'screen_name': 'uvic', 'name': 'UniversityOfVictoria', 'id': 256735205, 'id_str': '256735205', 'indices': [19, 24]}]",[],en,recent,16976126,16976126,Janni #BabyYoda Stan Aragon,janniaragon,Everywhere ,"Janni jan/eye Aragon, feminist Political Scientist, educator, another wise Latina & mentor. She/Her #intersectionality #femedtech #edtech",https://t.co/GAo49HVDQA,"[{'url': 'https://t.co/GAo49HVDQA', 'expanded_url': 'http://www.janniaragon.me', 'display_url': 'janniaragon.me', 'indices': [0, 23]}]",[],False,8384,8655,736,Sun Oct 26 03:50:53 +0000 2008,193320,,,True,False,312671,,False,False,False,EBEBEB,http://abs.twimg.com/images/themes/theme7/bg.gif,https://abs.twimg.com/images/themes/theme7/bg.gif,True,http://pbs.twimg.com/profile_images/1095468307337990145/GLm8MLwn_normal.jpg,https://pbs.twimg.com/profile_images/1095468307337990145/GLm8MLwn_normal.jpg,https://pbs.twimg.com/profile_banners/16976126/1398998242,990000,DFDFDF,F3F3F3,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,Thu Jan 23 03:52:48 +0000 2020,1.220192632548266e+18,1220192632548265985,@uvic This is a very disappointing and totally mystifying position. I don’t know why the university has decided to fight this so hard.,False,"[6, 134]",[],[],"[{'screen_name': 'uvic', 'name': 'UniversityOfVictoria', 'id': 256735205, 'id_str': '256735205', 'indices': [0, 5]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2197888699835064e+18,1219788869983506437,256735205.0,256735205,uvic,719877359.0,719877359,Will “Razzle Dazzle” Greaves,WillWJGreaves,Victoria and assorted others,"Assistant Professor of IR @uvicpoli. Ontario boy in BC. Thoughts on politics of the Arctic, climate, energy, and cities. What does ‘security’ mean anyway?",https://t.co/phmjgrBMIs,[],False,997.0,981.0,34.0,Thu Oct 17 22:24:04 +0000 2013,81124.0,,,True,False,8034.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1184561247896899584/ukRdJ8eN_normal.jpg,https://pbs.twimg.com/profile_images/1184561247896899584/ukRdJ8eN_normal.jpg,https://pbs.twimg.com/profile_banners/719877359/1571256386,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,3.0,6.0,False,False,en,"[{'url': 'https://t.co/phmjgrBMIs', 'expanded_url': 'https://www.uvic.ca/socialsciences/politicalscience/people/directory/greaveswill.php', 'display_url': 'uvic.ca/socialsciences…', 'indices': [0, 23]}]"
39,Thu Jan 23 03:52:48 +0000 2020,1220192632548265985,1220192632548265985,@uvic This is a very disappointing and totally mystifying position. I don’t know why the university has decided to fight this so hard.,False,"[6, 134]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2197888699835064e+18,1219788869983506437,256735205.0,256735205,uvic,,,,,False,3,6,False,False,en,[],[],"[{'screen_name': 'uvic', 'name': 'UniversityOfVictoria', 'id': 256735205, 'id_str': '256735205', 'indices': [0, 5]}]",[],en,recent,719877359,719877359,Will “Razzle Dazzle” Greaves,WillWJGreaves,Victoria and assorted others,"Assistant Professor of IR @uvicpoli. Ontario boy in BC. Thoughts on politics of the Arctic, climate, energy, and cities. What does ‘security’ mean anyway?",https://t.co/phmjgrBMIs,"[{'url': 'https://t.co/phmjgrBMIs', 'expanded_url': 'https://www.uvic.ca/socialsciences/politicalscience/people/directory/greaveswill.php', 'display_url': 'uvic.ca/socialsciences…', 'indices': [0, 23]}]",[],False,997,981,34,Thu Oct 17 22:24:04 +0000 2013,81124,,,True,False,8034,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1184561247896899584/ukRdJ8eN_normal.jpg,https://pbs.twimg.com/profile_images/1184561247896899584/ukRdJ8eN_normal.jpg,https://pbs.twimg.com/profile_banners/719877359/1571256386,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Wed Jan 22 23:21:15 +0000 2020,1220124297135394821,1220124297135394821,@csipacific @gameplandematch @uvic Does this mean the event is open to the general public?,False,"[35, 90]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2183052169335808e+18,1218305216933580802,36971104.0,36971104,csipacific,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'csipacific', 'name': 'CDN Sport Institute', 'id': 36971104, 'id_str': '36971104', 'indices': [0, 11]}, {'screen_name': 'gameplandematch', 'name': 'Game Plan', 'id': 1618180196, 'id_str': '1618180196', 'indices': [12, 28]}, {'screen_name': 'uvic', 'name': 'UniversityOfVictoria', 'id': 256735205, 'id_str': '256735205', 'indices': [29, 34]}]",[],en,recent,567650821,567650821,Danelle Kabush,DanelleKabush,"Victoria, B.C.","Recovering competitive athlete 🏊🏼‍♀️🚴‍♀️ 🏃‍♀️Mental Performance Consultant, PhD & Registered Clinical Counsellor with @bccounsellors",https://t.co/WvI5nNF6Ur,"[{'url': 'https://t.co/WvI5nNF6Ur', 'expanded_url': 'http://www.danellekabush.com', 'display_url': 'danellekabush.com', 'indices': [0, 23]}]",[],False,862,718,21,Mon Apr 30 23:21:12 +0000 2012,3910,,,True,False,2734,,False,False,False,B2DFDA,http://abs.twimg.com/images/themes/theme13/bg.gif,https://abs.twimg.com/images/themes/theme13/bg.gif,False,http://pbs.twimg.com/profile_images/1042168782188249088/PDT-ub4g_normal.jpg,https://pbs.twimg.com/profile_images/1042168782188249088/PDT-ub4g_normal.jpg,https://pbs.twimg.com/profile_banners/567650821/1499231694,93A644,EEEEEE,FFFFFF,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Wed Jan 22 21:38:25 +0000 2020,1220098415842996226,1220098415842996226,"RT @KieranCx: Great opportunity Simon Fraser University. Assistant Professor, Ethnoecology.

Review of applications begun Nov 29, and will…",False,"[0, 139]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,7,0,False,False,en,[],[],"[{'screen_name': 'KieranCx', 'name': 'Kieran Cox', 'id': 2836896298, 'id_str': '2836896298', 'indices': [3, 12]}]",[],en,recent,935924601716080641,935924601716080641,Jose Anchieta Nunes,AnchietaNunes,Brazil,"PhD in Ecology ,,, Love conservation, behavior, fish, corals, surf, sailing, wines, beers ...",,,[],False,189,774,0,Wed Nov 29 17:33:08 +0000 2017,2198,,,False,False,276,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/971723336429522949/3h7Qfu8c_normal.jpg,https://pbs.twimg.com/profile_images/971723336429522949/3h7Qfu8c_normal.jpg,https://pbs.twimg.com/profile_banners/935924601716080641/1558820903,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,Thu Jan 02 19:36:06 +0000 2020,1.2128198758333645e+18,1212819875833364480,"Great opportunity Simon Fraser University. Assistant Professor, Ethnoecology.

Review of applications begun Nov 29, and will continue until the position is filled. Share widely @SFU @uvic @UAIberta @ZoologyUBC @UBCoceans",False,"[0, 220]",[],[],"[{'screen_name': 'SFU', 'name': 'Simon Fraser University', 'id': 8071702, 'id_str': '8071702', 'indices': [177, 181]}, {'screen_name': 'uvic', 'name': 'UniversityOfVictoria', 'id': 256735205, 'id_str': '256735205', 'indices': [182, 187]}, {'screen_name': 'UAIberta', 'name': 'UniversityOfAlberta', 'id': 908948558, 'id_str': '908948558', 'indices': [188, 197]}, {'screen_name': 'ZoologyUBC', 'name': 'UBC Zoology', 'id': 1016823757640327168, 'id_str': '1016823757640327168', 'indices': [198, 209]}, {'screen_name': 'UBCoceans', 'name': 'UBC Oceans', 'id': 849983916, 'id_str': '849983916', 'indices': [210, 220]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,2836896298.0,2836896298,Kieran Cox,KieranCx,Victoria,"PhD Candidate, Hakai Scholar & Link Fellow at UVic. Interested in marine biodiversity, global change, shellfish cultivation, statistics, and soundscape ecology.",https://t.co/Kthacgc6AA,[],False,2313.0,3065.0,25.0,Sun Oct 19 05:39:57 +0000 2014,5518.0,,,False,False,2285.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1139430212943278080/6g2AJx8F_normal.png,https://pbs.twimg.com/profile_images/1139430212943278080/6g2AJx8F_normal.png,https://pbs.twimg.com/profile_banners/2836896298/1560496606,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,7.0,4.0,False,False,en,"[{'url': 'https://t.co/Kthacgc6AA', 'expanded_url': 'http://kierancox.weebly.com', 'display_url': 'kierancox.weebly.com', 'indices': [0, 23]}]"
43,Wed Jan 22 21:35:20 +0000 2020,1220097642438352896,1220097642438352896,@rach_munger @UVicGeog @uvic @UVicSocialSci The labs are fun to teach as well!,False,"[44, 78]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2200957191108977e+18,1220095719110897664,1.0537954903140884e+18,1053795490314088448,rach_munger,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'rach_munger', 'name': 'Rachel Munger', 'id': 1053795490314088448, 'id_str': '1053795490314088448', 'indices': [0, 12]}, {'screen_name': 'UVicGeog', 'name': 'UVic Geography', 'id': 1202378150, 'id_str': '1202378150', 'indices': [13, 22]}, {'screen_name': 'uvic', 'name': 'UniversityOfVictoria', 'id': 256735205, 'id_str': '256735205', 'indices': [23, 28]}, {'screen_name': 'UVicSocialSci', 'name': 'UVic Social Sciences', 'id': 166308723, 'id_str': '166308723', 'indices': [29, 43]}]",[],en,recent,1061291577111236609,1061291577111236609,Brian Timmer,Scuba_Timmer,Lekwungen & WSÁNEĆ Territories,"MSc student studying kelp forests, both underwater and from space! CAUS science diver, birder, fossil hunter, all around nerd. he/him",,,[],False,387,905,3,Sat Nov 10 16:16:44 +0000 2018,3572,,,False,False,1001,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1187253835594493952/IkZJUIdK_normal.jpg,https://pbs.twimg.com/profile_images/1187253835594493952/IkZJUIdK_normal.jpg,https://pbs.twimg.com/profile_banners/1061291577111236609/1569079755,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Wed Jan 22 21:27:42 +0000 2020,1220095719110897664,1220095719110897664,@Scuba_Timmer @UVicGeog @uvic @UVicSocialSci I loved this class as a UVic undergrad!!,False,"[45, 85]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220057596071039e+18,1220057596071038976,1.0612915771112366e+18,1061291577111236609,Scuba_Timmer,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'Scuba_Timmer', 'name': 'Brian Timmer', 'id': 1061291577111236609, 'id_str': '1061291577111236609', 'indices': [0, 13]}, {'screen_name': 'UVicGeog', 'name': 'UVic Geography', 'id': 1202378150, 'id_str': '1202378150', 'indices': [14, 23]}, {'screen_name': 'uvic', 'name': 'UniversityOfVictoria', 'id': 256735205, 'id_str': '256735205', 'indices': [24, 29]}, {'screen_name': 'UVicSocialSci', 'name': 'UVic Social Sciences', 'id': 166308723, 'id_str': '166308723', 'indices': [30, 44]}]",[],en,recent,1053795490314088448,1053795490314088448,Rachel Munger,rach_munger,"Vancouver, British Columbia",MSc student @SFU & @E2ocean studying invertebrate-mediated nutrient provisioning! Lover of the underwater world and all wild spaces.,,,[],False,228,455,1,Sat Oct 20 23:49:58 +0000 2018,1173,,,False,False,55,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1173733111873470464/stW1XGkt_normal.jpg,https://pbs.twimg.com/profile_images/1173733111873470464/stW1XGkt_normal.jpg,https://pbs.twimg.com/profile_banners/1053795490314088448/1568311748,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Wed Jan 22 18:27:49 +0000 2020,1220050450306805760,1220050450306805760,@uvic @uvic_healthinfo Thank you!,False,"[23, 33]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2194110291527393e+18,1219411029152739334,256735205.0,256735205,uvic,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'uvic', 'name': 'UniversityOfVictoria', 'id': 256735205, 'id_str': '256735205', 'indices': [0, 5]}, {'screen_name': 'uvic_healthinfo', 'name': 'Health Informatics', 'id': 798642481067757568, 'id_str': '798642481067757568', 'indices': [6, 22]}]",[],en,recent,1059571010691723264,1059571010691723264,NadiaG,NadiaGhalii,,Half Lebanese🇱🇧 Half Persian 🇮🇷                                                            Health Information Science Student - University of Victoria 🖥️🏥,,,[],False,11,181,0,Mon Nov 05 22:19:49 +0000 2018,348,,,False,False,97,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1137962981948416000/nJ7BzEmY_normal.jpg,https://pbs.twimg.com/profile_images/1137962981948416000/nJ7BzEmY_normal.jpg,,981CEB,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Wed Jan 22 18:26:24 +0000 2020,1220050093920980993,1220050093920980993,RT @uvic: @uvic_healthinfo @NadiaGhalii Congratulations Nadia!,False,"[0, 62]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,2,0,False,False,en,[],[],"[{'screen_name': 'uvic', 'name': 'UniversityOfVictoria', 'id': 256735205, 'id_str': '256735205', 'indices': [3, 8]}, {'screen_name': 'uvic_healthinfo', 'name': 'Health Informatics', 'id': 798642481067757568, 'id_str': '798642481067757568', 'indices': [10, 26]}, {'screen_name': 'NadiaGhalii', 'name': 'NadiaG', 'id': 1059571010691723264, 'id_str': '1059571010691723264', 'indices': [27, 39]}]",[],en,recent,1059571010691723264,1059571010691723264,NadiaG,NadiaGhalii,,Half Lebanese🇱🇧 Half Persian 🇮🇷                                                            Health Information Science Student - University of Victoria 🖥️🏥,,,[],False,11,181,0,Mon Nov 05 22:19:49 +0000 2018,348,,,False,False,97,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1137962981948416000/nJ7BzEmY_normal.jpg,https://pbs.twimg.com/profile_images/1137962981948416000/nJ7BzEmY_normal.jpg,,981CEB,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,Tue Jan 21 00:06:59 +0000 2020,1.2194110291527393e+18,1219411029152739334,@uvic_healthinfo @NadiaGhalii Congratulations Nadia!,False,"[30, 52]",[],[],"[{'screen_name': 'uvic_healthinfo', 'name': 'Health Informatics', 'id': 798642481067757568, 'id_str': '798642481067757568', 'indices': [0, 16]}, {'screen_name': 'NadiaGhalii', 'name': 'NadiaG', 'id': 1059571010691723264, 'id_str': '1059571010691723264', 'indices': [17, 29]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2193608572699034e+18,1219360857269903360,7.986424810677576e+17,798642481067757568,uvic_healthinfo,256735205.0,256735205,UniversityOfVictoria,uvic,"Victoria, British Columbia","As a top-ranked university on Canada’s West Coast, we create vital impact and deliver dynamic, hands-on learning. The Edge is here. #UVic",https://t.co/6gqDVCZchu,[],False,19722.0,1443.0,383.0,Wed Feb 23 23:58:49 +0000 2011,10848.0,,,True,True,13794.0,,False,False,False,005493,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/888491906316947456/RGtCyvLI_normal.jpg,https://pbs.twimg.com/profile_images/888491906316947456/RGtCyvLI_normal.jpg,https://pbs.twimg.com/profile_banners/256735205/1578436438,0084B4,FFFFFF,DDEEF6,333333,False,False,False,False,False,False,False,none,,,,,False,2.0,2.0,False,False,en,"[{'url': 'https://t.co/6gqDVCZchu', 'expanded_url': 'http://uvic.ca', 'display_url': 'uvic.ca', 'indices': [0, 23]}]"
48,Wed Jan 22 17:25:21 +0000 2020,1220034731867299854,1220034731867299854,@EBorycki @uvic_healthinfo @uvic @msfhr Congratulations! So exciting and encouraging to see health technology projects and fellow health informaticians being prioritized and funded! 👏🥳,False,"[40, 184]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.219807646917759e+18,1219807646917758977,377017380.0,377017380,EBorycki,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'EBorycki', 'name': 'Elizabeth Borycki', 'id': 377017380, 'id_str': '377017380', 'indices': [0, 9]}, {'screen_name': 'uvic_healthinfo', 'name': 'Health Informatics', 'id': 798642481067757568, 'id_str': '798642481067757568', 'indices': [10, 26]}, {'screen_name': 'uvic', 'name': 'UniversityOfVictoria', 'id': 256735205, 'id_str': '256735205', 'indices': [27, 32]}, {'screen_name': 'msfhr', 'name': 'MSFHR', 'id': 26061064, 'id_str': '26061064', 'indices': [33, 39]}]",[],en,recent,326881710,326881710,Charlene Ronquillo RN,ceronqu,"Toronto, ON",Nurse + Researcher | #healthinformatics #implementationscience #mHealth #academicparent | prefer dogs over people | Views own,,,[],False,1260,3504,86,Thu Jun 30 16:57:35 +0000 2011,6679,,,True,False,3565,,False,False,False,000000,http://abs.twimg.com/images/themes/theme3/bg.gif,https://abs.twimg.com/images/themes/theme3/bg.gif,False,http://pbs.twimg.com/profile_images/1011545436388196353/mZUgSAps_normal.jpg,https://pbs.twimg.com/profile_images/1011545436388196353/mZUgSAps_normal.jpg,https://pbs.twimg.com/profile_banners/326881710/1530006070,94D487,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
