,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,user.profile_banner_url,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
26,Thu Jan 23 22:56:50 +0000 2020,1220480537690853376,1220480537690853376,@CBLevineMS @clpennel @utmbhealth @UTMBGSBS @UTMB_PrevMed Affordable housing and a living wage are fundamental. Access to health care for all.,False,"[58, 142]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220384210445357e+18,1220384210445357057,1.197552513140048e+18,1197552513140047873,CBLevineMS,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'CBLevineMS', 'name': 'Corri Levine', 'id': 1197552513140047873, 'id_str': '1197552513140047873', 'indices': [0, 11]}, {'screen_name': 'clpennel', 'name': 'Cara Pennel', 'id': 184038003, 'id_str': '184038003', 'indices': [12, 21]}, {'screen_name': 'utmbhealth', 'name': 'UTMB Health', 'id': 83675581, 'id_str': '83675581', 'indices': [22, 33]}, {'screen_name': 'UTMBGSBS', 'name': 'UTMBGradSchoolBioSci', 'id': 3188882882, 'id_str': '3188882882', 'indices': [34, 43]}, {'screen_name': 'UTMB_PrevMed', 'name': 'UTMB Preventive Medicine & Population Health', 'id': 1110308703373283328, 'id_str': '1110308703373283328', 'indices': [44, 57]}]",[],en,recent,803749627,803749627,Laura Rudkin,laura_rudkin,"Galveston, Texas",Professor of Preventive Medicine & Population Health @UTMB_PrevMed. Alum of @uiowa @Princeton sociology and demography. she/her,https://t.co/Pu6qmdi0Td,[],False,234,646,1,Wed Sep 05 03:16:25 +0000 2012,1038,,,False,False,633,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/433453666331144192/VqvRvbvw_normal.jpeg,https://pbs.twimg.com/profile_images/433453666331144192/VqvRvbvw_normal.jpeg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/Pu6qmdi0Td', 'expanded_url': 'http://pmch.utmb.edu', 'display_url': 'pmch.utmb.edu', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/803749627/1569896535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Thu Jan 23 18:47:19 +0000 2020,1220417746791469056,1220417746791469056,"@LustmanShelley @PeterHotez @BCM_TropMed @TCHGlobalHealth @TexasChildrens @utmbhealth @NYBloodCenter @FudanUniv 2015 so after big SARS outbreak and during the last big MERS outbreak? Yes, I can quite see how past work on coronovirus done in a period of coronavirus epidemics would be of concern now that we are facing a new coronavirus.",False,"[112, 336]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2203873001288704e+18,1220387300128870400,8.896834376735293e+17,889683437673529346,LustmanShelley,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'LustmanShelley', 'name': 'shelley lustman', 'id': 889683437673529346, 'id_str': '889683437673529346', 'indices': [0, 15]}, {'screen_name': 'PeterHotez', 'name': 'Prof Peter Hotez MD PhD', 'id': 593289567, 'id_str': '593289567', 'indices': [16, 27]}, {'screen_name': 'BCM_TropMed', 'name': 'BCM_TropMed', 'id': 2801959208, 'id_str': '2801959208', 'indices': [28, 40]}, {'screen_name': 'TCHGlobalHealth', 'name': 'TCHGlobalHealth', 'id': 1377714433, 'id_str': '1377714433', 'indices': [41, 57]}, {'screen_name': 'TexasChildrens', 'name': ""Texas Children's"", 'id': 15393700, 'id_str': '15393700', 'indices': [58, 73]}, {'screen_name': 'utmbhealth', 'name': 'UTMB Health', 'id': 83675581, 'id_str': '83675581', 'indices': [74, 85]}, {'screen_name': 'NYBloodCenter', 'name': 'NY Blood Center', 'id': 42145896, 'id_str': '42145896', 'indices': [86, 100]}, {'screen_name': 'FudanUniv', 'name': 'FuDan University', 'id': 392569009, 'id_str': '392569009', 'indices': [101, 111]}]",[],en,recent,19869115,19869115,Helen Valier,HelenValier,"Houston, TX","Medical hist/phil PhD; critical EBM & health systems; forced migration & global health. Roaming Englishwoman in spare time. She/her🏳️‍🌈 UCC, Church in Society",,[],False,179,767,0,Sun Feb 01 18:19:33 +0000 2009,5460,,,True,False,1512,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1216154559204163587/0Sy-E4Gc_normal.jpg,https://pbs.twimg.com/profile_images/1216154559204163587/0Sy-E4Gc_normal.jpg,91D2FA,000000,000000,000000,False,True,False,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/19869115/1578789520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Thu Jan 23 16:44:24 +0000 2020,1220386814294401025,1220386814294401025,"@LustmanShelley @PeterHotez @BCM_TropMed @TCHGlobalHealth @TexasChildrens @utmbhealth @NYBloodCenter @FudanUniv Okay, so for the billionth time for those at the back: patents are routinely filed to prevent public science being meddled with by private interests. Without patent protection, predatory investors cherry pick and market the work of others often against the public interest.",False,"[112, 385]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2203497117579346e+18,1220349711757934592,8.896834376735293e+17,889683437673529346,LustmanShelley,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'LustmanShelley', 'name': 'shelley lustman', 'id': 889683437673529346, 'id_str': '889683437673529346', 'indices': [0, 15]}, {'screen_name': 'PeterHotez', 'name': 'Prof Peter Hotez MD PhD', 'id': 593289567, 'id_str': '593289567', 'indices': [16, 27]}, {'screen_name': 'BCM_TropMed', 'name': 'BCM_TropMed', 'id': 2801959208, 'id_str': '2801959208', 'indices': [28, 40]}, {'screen_name': 'TCHGlobalHealth', 'name': 'TCHGlobalHealth', 'id': 1377714433, 'id_str': '1377714433', 'indices': [41, 57]}, {'screen_name': 'TexasChildrens', 'name': ""Texas Children's"", 'id': 15393700, 'id_str': '15393700', 'indices': [58, 73]}, {'screen_name': 'utmbhealth', 'name': 'UTMB Health', 'id': 83675581, 'id_str': '83675581', 'indices': [74, 85]}, {'screen_name': 'NYBloodCenter', 'name': 'NY Blood Center', 'id': 42145896, 'id_str': '42145896', 'indices': [86, 100]}, {'screen_name': 'FudanUniv', 'name': 'FuDan University', 'id': 392569009, 'id_str': '392569009', 'indices': [101, 111]}]",[],en,recent,19869115,19869115,Helen Valier,HelenValier,"Houston, TX","Medical hist/phil PhD; critical EBM & health systems; forced migration & global health. Roaming Englishwoman in spare time. She/her🏳️‍🌈 UCC, Church in Society",,[],False,179,767,0,Sun Feb 01 18:19:33 +0000 2009,5460,,,True,False,1512,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1216154559204163587/0Sy-E4Gc_normal.jpg,https://pbs.twimg.com/profile_images/1216154559204163587/0Sy-E4Gc_normal.jpg,91D2FA,000000,000000,000000,False,True,False,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/19869115/1578789520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Thu Jan 23 16:34:04 +0000 2020,1220384210445357057,1220384210445357057,"What health concerns do you have for your #community?

This semester I will be posting about my course in #publichealth assessment, planning, and evaluation. @clpennel @utmbhealth @UTMBGSBS @UTMB_PrevMed #AcademicTwitter #gradschool",False,"[0, 232]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,5,False,False,en,"[{'text': 'community', 'indices': [42, 52]}, {'text': 'publichealth', 'indices': [106, 119]}, {'text': 'AcademicTwitter', 'indices': [204, 220]}, {'text': 'gradschool', 'indices': [221, 232]}]",[],"[{'screen_name': 'clpennel', 'name': 'Cara Pennel', 'id': 184038003, 'id_str': '184038003', 'indices': [158, 167]}, {'screen_name': 'utmbhealth', 'name': 'UTMB Health', 'id': 83675581, 'id_str': '83675581', 'indices': [168, 179]}, {'screen_name': 'UTMBGSBS', 'name': 'UTMBGradSchoolBioSci', 'id': 3188882882, 'id_str': '3188882882', 'indices': [180, 189]}, {'screen_name': 'UTMB_PrevMed', 'name': 'UTMB Preventive Medicine & Population Health', 'id': 1110308703373283328, 'id_str': '1110308703373283328', 'indices': [190, 203]}]",[],en,recent,1197552513140047873,1197552513140047873,Corri Levine,CBLevineMS,,PhD candidate studying #ebola @UTMBGSBS. MPH student @UTMB_PrevMed focused on #infection #prevention and control. All opinions are my own.,https://t.co/ZWT3Kiq4my,[],False,49,321,0,Thu Nov 21 16:29:10 +0000 2019,70,,,False,False,52,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1214405513653444608/DcAK8leX_normal.jpg,https://pbs.twimg.com/profile_images/1214405513653444608/DcAK8leX_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,"[{'url': 'https://t.co/ZWT3Kiq4my', 'expanded_url': 'http://www.linkedin.com/in/corri-b-levine', 'display_url': 'linkedin.com/in/corri-b-lev…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Thu Jan 23 16:32:16 +0000 2020,1220383759045926913,1220383759045926913,RT @LeslieStal: Today is a good reminder of why working w/ students is the BEST part of my job! Around 40 @utmbhealth students are voluntee…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,4,0,False,False,en,[],[],"[{'screen_name': 'LeslieStal', 'name': 'Leslie Stalnaker', 'id': 1021417557079855106, 'id_str': '1021417557079855106', 'indices': [3, 14]}, {'screen_name': 'utmbhealth', 'name': 'UTMB Health', 'id': 83675581, 'id_str': '83675581', 'indices': [106, 117]}]",[],en,recent,3307003136,3307003136,Dora Kuntz,KuntzDora,"Galveston, TX","Mom, Grandma, Traveler, Advocator, Educator, and Nurse...oh yeah...and PhD candidate...",,[],False,258,597,13,Wed Aug 05 14:18:38 +0000 2015,12052,,,True,False,4315,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1220600824184877056/ASUVpseg_normal.jpg,https://pbs.twimg.com/profile_images/1220600824184877056/ASUVpseg_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/3307003136/1579848890,,,,,,,,,,,Thu Jan 23 16:24:28 +0000 2020,1.2203817959397663e+18,1220381795939766272,Today is a good reminder of why working w/ students is the BEST part of my job! Around 40 @utmbhealth students are volunteering throughout the day for the #PITCount to survey unsheltered homeless individuals in Galveston. I love their passion &amp; willingness to serve!,False,"[0, 270]","[{'text': 'PITCount', 'indices': [155, 164]}]",[],"[{'screen_name': 'utmbhealth', 'name': 'UTMB Health', 'id': 83675581, 'id_str': '83675581', 'indices': [90, 101]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,1.0214175570798551e+18,1021417557079855106,Leslie Stalnaker,LeslieStal,,"Program Manager for @UTMB_PrevMed in Galveston, TX. Student at @UTexasSPH. Passionate about public health, social justice, and education.

Tweets are my own.",,,[],False,96.0,329.0,1.0,Mon Jul 23 15:31:37 +0000 2018,1386.0,,,True,False,266.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1024332426179297280/PqYxzHy9_normal.jpg,https://pbs.twimg.com/profile_images/1024332426179297280/PqYxzHy9_normal.jpg,https://pbs.twimg.com/profile_banners/1021417557079855106/1576040820,91D2FA,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,False,4.0,15.0,False,False,en,,,,,,,,,,
45,Thu Jan 23 16:24:28 +0000 2020,1220381795939766272,1220381795939766272,Today is a good reminder of why working w/ students is the BEST part of my job! Around 40 @utmbhealth students are volunteering throughout the day for the #PITCount to survey unsheltered homeless individuals in Galveston. I love their passion &amp; willingness to serve!,False,"[0, 270]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,4,15,False,False,en,"[{'text': 'PITCount', 'indices': [155, 164]}]",[],"[{'screen_name': 'utmbhealth', 'name': 'UTMB Health', 'id': 83675581, 'id_str': '83675581', 'indices': [90, 101]}]",[],en,recent,1021417557079855106,1021417557079855106,Leslie Stalnaker,LeslieStal,,"Program Manager for @UTMB_PrevMed in Galveston, TX. Student at @UTexasSPH. Passionate about public health, social justice, and education.

Tweets are my own.",,[],False,96,329,1,Mon Jul 23 15:31:37 +0000 2018,1386,,,True,False,266,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1024332426179297280/PqYxzHy9_normal.jpg,https://pbs.twimg.com/profile_images/1024332426179297280/PqYxzHy9_normal.jpg,91D2FA,000000,000000,000000,False,True,False,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/1021417557079855106/1576040820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Thu Jan 23 12:41:12 +0000 2020,1220325608762286080,1220325608762286080,"@BCM_TropMed @TCHGlobalHealth @TexasChildrens @utmbhealth @NYBloodCenter @FudanUniv Despite what #antivax lobby wants you to believe, for purposes of safety #vaccines are the most thoroughly tested pharmaceuticals ever developed",False,"[84, 228]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2203253632152166e+18,1220325363215216640,593289567.0,593289567,PeterHotez,,,,,False,2,26,False,False,en,"[{'text': 'antivax', 'indices': [97, 105]}, {'text': 'vaccines', 'indices': [157, 166]}]",[],"[{'screen_name': 'BCM_TropMed', 'name': 'BCM_TropMed', 'id': 2801959208, 'id_str': '2801959208', 'indices': [0, 12]}, {'screen_name': 'TCHGlobalHealth', 'name': 'TCHGlobalHealth', 'id': 1377714433, 'id_str': '1377714433', 'indices': [13, 29]}, {'screen_name': 'TexasChildrens', 'name': ""Texas Children's"", 'id': 15393700, 'id_str': '15393700', 'indices': [30, 45]}, {'screen_name': 'utmbhealth', 'name': 'UTMB Health', 'id': 83675581, 'id_str': '83675581', 'indices': [46, 57]}, {'screen_name': 'NYBloodCenter', 'name': 'NY Blood Center', 'id': 42145896, 'id_str': '42145896', 'indices': [58, 72]}, {'screen_name': 'FudanUniv', 'name': 'FuDan University', 'id': 392569009, 'id_str': '392569009', 'indices': [73, 83]}]",[],en,recent,593289567,593289567,Prof Peter Hotez MD PhD,PeterHotez,"Montrose, Houston TX","Vaccine Scientist-Pediatrician-Author, Prof Dean @BCM_TropMed @TexasChildrens, Univ Prof @Baylor, Hagler Inst Advanced Study @TAMU, Founding Editor @PLOSNTDs",https://t.co/csAXK7y1kE,[],False,24042,1128,471,Tue May 29 00:46:55 +0000 2012,15328,,,False,False,12660,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1059947506275049473/qLf-czJy_normal.jpg,https://pbs.twimg.com/profile_images/1059947506275049473/qLf-czJy_normal.jpg,1B95E0,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/csAXK7y1kE', 'expanded_url': 'https://www.goodreads.com/author/show/1417088.Peter_J_Hotez', 'display_url': 'goodreads.com/author/show/14…', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/593289567/1537459889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Wed Jan 22 20:50:53 +0000 2020,1220086454522728454,1220086454522728454,@DrMattDacso @UTMBInternalMed @UTMBProvost Thank you so much @DrMattDacso ! Thankful to the awesome team @utmbhealth for support in this work !,False,"[43, 143]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.219951445077844e+18,1219951445077843973,16590785.0,16590785,DrMattDacso,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'DrMattDacso', 'name': 'Dr. Matthew Dacso', 'id': 16590785, 'id_str': '16590785', 'indices': [0, 12]}, {'screen_name': 'UTMBInternalMed', 'name': 'UTMB Internal Med', 'id': 633943740, 'id_str': '633943740', 'indices': [13, 29]}, {'screen_name': 'UTMBProvost', 'name': ""UTMB Provost's Office"", 'id': 973196664797323271, 'id_str': '973196664797323271', 'indices': [30, 42]}, {'screen_name': 'DrMattDacso', 'name': 'Dr. Matthew Dacso', 'id': 16590785, 'id_str': '16590785', 'indices': [61, 73]}, {'screen_name': 'utmbhealth', 'name': 'UTMB Health', 'id': 83675581, 'id_str': '83675581', 'indices': [105, 116]}]",[],en,recent,147183804,147183804,"Mohammad Bilal, MD",BilalMohammadMD,"Boston, MA",Advanced Endoscopy Fellow @BIDMCHealth @HarvardMed | GI Fellowship @UTMBHealth | IM residency @AHNtoday | Passionate about #MedEd #AdvancedEndo #EarlyOnsetCRC,,[],False,2118,1039,13,Sun May 23 12:40:30 +0000 2010,10769,,,False,False,3059,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1108954314188320774/7zX7fhYN_normal.jpg,https://pbs.twimg.com/profile_images/1108954314188320774/7zX7fhYN_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/147183804/1553226733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Tue Jan 21 23:46:14 +0000 2020,1219768192828104705,1219768192828104705,"@PatrikHornakMD @utmbhealth @BIDMChealth @LindsaySonstein Thank you @PatrikHornakMD ! I miss all of you at @UTMBInternalMed as well ! You guys pushed me to become a mentor ! 

Cant wait to see the great things you will accomplish in #ID !",False,"[58, 238]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.219767274225197e+18,1219767274225197056,8.362808096067584e+17,836280809606758400,PatrikHornakMD,,,,,False,0,0,False,False,en,"[{'text': 'ID', 'indices': [233, 236]}]",[],"[{'screen_name': 'PatrikHornakMD', 'name': 'J. Patrik Hornak, MD', 'id': 836280809606758400, 'id_str': '836280809606758400', 'indices': [0, 15]}, {'screen_name': 'utmbhealth', 'name': 'UTMB Health', 'id': 83675581, 'id_str': '83675581', 'indices': [16, 27]}, {'screen_name': 'BIDMChealth', 'name': 'BIDMC', 'id': 19185441, 'id_str': '19185441', 'indices': [28, 40]}, {'screen_name': 'LindsaySonstein', 'name': 'Lindsay Sonstein, MD', 'id': 705619842, 'id_str': '705619842', 'indices': [41, 57]}, {'screen_name': 'PatrikHornakMD', 'name': 'J. Patrik Hornak, MD', 'id': 836280809606758400, 'id_str': '836280809606758400', 'indices': [68, 83]}, {'screen_name': 'UTMBInternalMed', 'name': 'UTMB Internal Med', 'id': 633943740, 'id_str': '633943740', 'indices': [107, 123]}]",[],en,recent,147183804,147183804,"Mohammad Bilal, MD",BilalMohammadMD,"Boston, MA",Advanced Endoscopy Fellow @BIDMCHealth @HarvardMed | GI Fellowship @UTMBHealth | IM residency @AHNtoday | Passionate about #MedEd #AdvancedEndo #EarlyOnsetCRC,,[],False,2118,1039,13,Sun May 23 12:40:30 +0000 2010,10769,,,False,False,3059,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1108954314188320774/7zX7fhYN_normal.jpg,https://pbs.twimg.com/profile_images/1108954314188320774/7zX7fhYN_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/147183804/1553226733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Tue Jan 21 13:50:06 +0000 2020,1219618171738558464,1219618171738558464,@Rosewind2007 @kmerian @PeterHotez @elizcohencnn @CNN @TexasChildrens @BCM_TropMed @utmbhealth @NYBloodCenter @FudanUniv @mebottazzi 🤦‍♂️always with the vaccine conspiracies. Look how profitable the EBOV vaccine has been...licensed after 15years of development (it’s not). And coronavirus vaccines are a goldmine (nope). These CHUDs will latch onto anything to get some likes and new followers,False,"[133, 393]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.219617288321667e+18,1219617288321667072,8.271197535379374e+17,827119753537937408,Rosewind2007,,,,,False,1,5,False,False,en,[],[],"[{'screen_name': 'Rosewind2007', 'name': 'Rosewind', 'id': 827119753537937408, 'id_str': '827119753537937408', 'indices': [0, 13]}, {'screen_name': 'kmerian', 'name': 'kmerian', 'id': 16356624, 'id_str': '16356624', 'indices': [14, 22]}, {'screen_name': 'PeterHotez', 'name': 'Prof Peter Hotez MD PhD', 'id': 593289567, 'id_str': '593289567', 'indices': [23, 34]}, {'screen_name': 'elizcohencnn', 'name': 'elizabeth cohen', 'id': 19090300, 'id_str': '19090300', 'indices': [35, 48]}, {'screen_name': 'CNN', 'name': 'CNN', 'id': 759251, 'id_str': '759251', 'indices': [49, 53]}, {'screen_name': 'TexasChildrens', 'name': ""Texas Children's"", 'id': 15393700, 'id_str': '15393700', 'indices': [54, 69]}, {'screen_name': 'BCM_TropMed', 'name': 'BCM_TropMed', 'id': 2801959208, 'id_str': '2801959208', 'indices': [70, 82]}, {'screen_name': 'utmbhealth', 'name': 'UTMB Health', 'id': 83675581, 'id_str': '83675581', 'indices': [83, 94]}, {'screen_name': 'NYBloodCenter', 'name': 'NY Blood Center', 'id': 42145896, 'id_str': '42145896', 'indices': [95, 109]}, {'screen_name': 'FudanUniv', 'name': 'FuDan University', 'id': 392569009, 'id_str': '392569009', 'indices': [110, 120]}, {'screen_name': 'mebottazzi', 'name': 'Maria Elena Bottazzi', 'id': 1706042856, 'id_str': '1706042856', 'indices': [121, 132]}]",[],en,recent,1071978579934765061,1071978579934765061,Jason Kindrachuk,KindrachukJason,"Winnipeg, Manitoba",Assistant Professor/Canada Research Chair U Manitoba| PhD| Emerging viruses| Surveillance| Outbreak resp & advocacy| One Health| Programs in 🇸🇱 & 🇬🇦| He/him,,[],False,1206,1939,46,Mon Dec 10 04:03:04 +0000 2018,15017,,,True,False,5212,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1139925499130601473/Xoz_zYKD_normal.jpg,https://pbs.twimg.com/profile_images/1139925499130601473/Xoz_zYKD_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/1071978579934765061/1563370470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
