,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,possibly_sensitive,entities.media,extended_entities.media,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.entities.media,retweeted_status.extended_entities.media,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.possibly_sensitive,retweeted_status.lang,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
379,Wed Jan 22 23:41:39 +0000 2020,1220129430535843843,1220129430535843843,"RT @barbaracoll_: BREAKING: Martin A. Philbert, @UMich provost and executive vice president for academic affairs, has been placed on admini…",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,41,0,False,False,en,[],[],"[{'screen_name': 'barbaracoll_', 'name': 'Barbara Collins', 'id': 1092170103142187008, 'id_str': '1092170103142187008', 'indices': [3, 16]}, {'screen_name': 'UMich', 'name': 'University of Michigan', 'id': 88836132, 'id_str': '88836132', 'indices': [48, 54]}]",[],en,recent,70161890,70161890,Chrissy Weathersby Ball,cweathersbyball,,"Stuntwoman, yoga instructor and owner of Ball Yoga, survivor, speaker, weight coach. Advocate for student-athletes (NCPA)and kids #autismparent",https://t.co/Na6NrgqKID,"[{'url': 'https://t.co/Na6NrgqKID', 'expanded_url': 'http://www.ball.yoga', 'display_url': 'ball.yoga', 'indices': [0, 23]}]",[],False,273,254,0,Sun Aug 30 17:03:56 +0000 2009,4066,,,False,False,1062,,False,False,False,DBE9ED,http://abs.twimg.com/images/themes/theme17/bg.gif,https://abs.twimg.com/images/themes/theme17/bg.gif,False,http://pbs.twimg.com/profile_images/389690152/securedownload_normal.jpeg,https://pbs.twimg.com/profile_images/389690152/securedownload_normal.jpeg,https://pbs.twimg.com/profile_banners/70161890/1574481826,CC3366,DBE9ED,E6F6F9,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,Wed Jan 22 20:10:52 +0000 2020,1.2200763836337193e+18,1220076383633719296,"BREAKING: Martin A. Philbert, @UMich provost and executive vice president for academic affairs, has been placed on administrative leave effective Jan. 21 due to multiple allegations of sexual misconduct, according to an email sent to students this afternoon.",False,"[0, 258]",[],[],"[{'screen_name': 'UMich', 'name': 'University of Michigan', 'id': 88836132, 'id_str': '88836132', 'indices': [30, 36]}]",[],,,en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,1.092170103142187e+18,1092170103142187008,Barbara Collins,barbaracoll_,Ann Arbor MI/Downers Grove IL,Senior News Editor @michigandaily advising city coverage | @UM_CommStudies 2022 | Tips? bcolli@michigandaily.com,https://t.co/aLGhCA2q8E,"[{'url': 'https://t.co/aLGhCA2q8E', 'expanded_url': 'http://michigandaily.com', 'display_url': 'michigandaily.com', 'indices': [0, 23]}]",[],False,138.0,151.0,2.0,Sun Feb 03 21:16:58 +0000 2019,466.0,,,False,False,220.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1110644993453101056/gVTAR4Yp_normal.jpg,https://pbs.twimg.com/profile_images/1110644993453101056/gVTAR4Yp_normal.jpg,https://pbs.twimg.com/profile_banners/1092170103142187008/1576195209,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,41.0,66.0,False,False,,en,,,,,,,,,,
386,Wed Jan 22 23:20:11 +0000 2020,1220124027848732673,1220124027848732673,"@stinkytcat1 @canarymission @UMich The communist who would NOT live in a communist country, this Angela Davis.",False,"[35, 110]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2201215736649687e+18,1220121573664968707,1.1250980150044754e+18,1125098015004475392,stinkytcat1,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'stinkytcat1', 'name': 'Stinky T. Cat', 'id': 1125098015004475392, 'id_str': '1125098015004475392', 'indices': [0, 12]}, {'screen_name': 'canarymission', 'name': 'Canary Mission', 'id': 3107509399, 'id_str': '3107509399', 'indices': [13, 27]}, {'screen_name': 'UMich', 'name': 'University of Michigan', 'id': 88836132, 'id_str': '88836132', 'indices': [28, 34]}]",[],en,recent,750789474058006528,750789474058006528,memoryisourhome,memoryisourhome,"HHI, SC USA","Born in communist Poland after the war, lived under until late 1960s. Memory is Our Home is a rich, living document. Fascism and Communism enslaved the masses.",https://t.co/EYtUlurYbm,"[{'url': 'https://t.co/EYtUlurYbm', 'expanded_url': 'http://memoryisourhome.com/', 'display_url': 'memoryisourhome.com', 'indices': [0, 23]}]",[],False,331,235,8,Wed Jul 06 20:32:14 +0000 2016,36992,,,False,False,11080,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/750792237039050752/53fpmvMr_normal.jpg,https://pbs.twimg.com/profile_images/750792237039050752/53fpmvMr_normal.jpg,https://pbs.twimg.com/profile_banners/750789474058006528/1506527280,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Wed Jan 22 23:18:43 +0000 2020,1220123658565365763,1220123658565365763,@canarymission @UMich It’s .@UMich why are y’all surprised!,False,"[22, 59]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2201191378228716e+18,1220119137822871552,3107509399.0,3107509399,canarymission,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'canarymission', 'name': 'Canary Mission', 'id': 3107509399, 'id_str': '3107509399', 'indices': [0, 14]}, {'screen_name': 'UMich', 'name': 'University of Michigan', 'id': 88836132, 'id_str': '88836132', 'indices': [15, 21]}, {'screen_name': 'UMich', 'name': 'University of Michigan', 'id': 88836132, 'id_str': '88836132', 'indices': [28, 34]}]",[],en,recent,750789474058006528,750789474058006528,memoryisourhome,memoryisourhome,"HHI, SC USA","Born in communist Poland after the war, lived under until late 1960s. Memory is Our Home is a rich, living document. Fascism and Communism enslaved the masses.",https://t.co/EYtUlurYbm,"[{'url': 'https://t.co/EYtUlurYbm', 'expanded_url': 'http://memoryisourhome.com/', 'display_url': 'memoryisourhome.com', 'indices': [0, 23]}]",[],False,331,235,8,Wed Jul 06 20:32:14 +0000 2016,36992,,,False,False,11080,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/750792237039050752/53fpmvMr_normal.jpg,https://pbs.twimg.com/profile_images/750792237039050752/53fpmvMr_normal.jpg,https://pbs.twimg.com/profile_banners/750789474058006528/1506527280,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Wed Jan 22 23:10:26 +0000 2020,1220121573664968707,1220121573664968707,@canarymission @UMich Look into what Angela Davis has been saying,False,"[22, 65]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2201191378228716e+18,1220119137822871552,3107509399.0,3107509399,canarymission,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'canarymission', 'name': 'Canary Mission', 'id': 3107509399, 'id_str': '3107509399', 'indices': [0, 14]}, {'screen_name': 'UMich', 'name': 'University of Michigan', 'id': 88836132, 'id_str': '88836132', 'indices': [15, 21]}]",[],en,recent,1125098015004475392,1125098015004475392,Stinky T. Cat,stinkytcat1,DC area ,male cat lady. Me/meow RIP Leo T. Cat 2009-2018 😿. Michigan alum. Go Blue! 〽️ עם ישראל חי . Blocked by antisemite Farrakhan supporter Linda Sarsour,,,[],False,309,774,2,Sun May 05 18:00:44 +0000 2019,5539,,,False,False,32188,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1126567739588513792/I41iLxtJ_normal.jpg,https://pbs.twimg.com/profile_images/1126567739588513792/I41iLxtJ_normal.jpg,https://pbs.twimg.com/profile_banners/1125098015004475392/1576687375,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Wed Jan 22 22:52:54 +0000 2020,1220117161932394502,1220117161932394502,"RT @michigandaily: BREAKING: Martin A. Philbert, @UMich provost and executive vice president for academic affairs, has been placed on admin…",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,46,0,False,False,en,[],[],"[{'screen_name': 'michigandaily', 'name': 'The Michigan Daily', 'id': 11735652, 'id_str': '11735652', 'indices': [3, 17]}, {'screen_name': 'UMich', 'name': 'University of Michigan', 'id': 88836132, 'id_str': '88836132', 'indices': [49, 55]}]",[],en,recent,1969477843,1969477843,Madeline Carter,maddycar_,"Washington, DC",@fordschool @UMich alumna. Policy researcher. Opinions are (unfortunately) my own. Let’s talk justice. 🏳️‍🌈,,,[],False,447,369,3,Fri Oct 18 19:28:56 +0000 2013,52113,,,True,False,25183,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1177635871815880704/O50NKstU_normal.jpg,https://pbs.twimg.com/profile_images/1177635871815880704/O50NKstU_normal.jpg,https://pbs.twimg.com/profile_banners/1969477843/1575824338,1B95E0,000000,DDEEF6,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,Wed Jan 22 20:14:07 +0000 2020,1.220077201657254e+18,1220077201657253889,"BREAKING: Martin A. Philbert, @UMich provost and executive vice president for academic affairs, has been placed on administrative leave effective Jan. 21 due to multiple allegations of sexual misconduct, according to an email sent to students this afternoon. Story to come.",False,"[0, 273]",[],[],"[{'screen_name': 'UMich', 'name': 'University of Michigan', 'id': 88836132, 'id_str': '88836132', 'indices': [30, 36]}]",[],,,en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,11735652.0,11735652,The Michigan Daily,michigandaily,"Ann Arbor, Michigan","An independent, student-run newspaper serving the University of Michigan and Ann Arbor communities since 1890.",https://t.co/aSqEUPF26U,"[{'url': 'https://t.co/aSqEUPF26U', 'expanded_url': 'http://www.michigandaily.com', 'display_url': 'michigandaily.com', 'indices': [0, 23]}]",[],False,50864.0,738.0,937.0,Wed Jan 02 01:07:42 +0000 2008,2553.0,,,True,True,33217.0,,False,False,False,2D4066,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1220888266183991296/CYdYzqx1_normal.jpg,https://pbs.twimg.com/profile_images/1220888266183991296/CYdYzqx1_normal.jpg,https://pbs.twimg.com/profile_banners/11735652/1579917260,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,False,46.0,94.0,False,False,,en,,,,,,,,,,
408,Wed Jan 22 22:42:43 +0000 2020,1220114598822473728,1220114598822473728,"RT @michigandaily: BREAKING: Martin A. Philbert, @UMich provost and executive vice president for academic affairs, has been placed on admin…",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,46,0,False,False,en,[],[],"[{'screen_name': 'michigandaily', 'name': 'The Michigan Daily', 'id': 11735652, 'id_str': '11735652', 'indices': [3, 17]}, {'screen_name': 'UMich', 'name': 'University of Michigan', 'id': 88836132, 'id_str': '88836132', 'indices': [49, 55]}]",[],en,recent,2940119906,2940119906,Kristina Zheng,ktina456,,"@umich 2023 | news staff reporter, social media asst editor @michigandaily",,,[],False,61,88,1,Tue Dec 23 01:12:33 +0000 2014,49,,,False,False,9,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1196292769389527041/OaEzUB0a_normal.jpg,https://pbs.twimg.com/profile_images/1196292769389527041/OaEzUB0a_normal.jpg,https://pbs.twimg.com/profile_banners/2940119906/1574038982,89C9FA,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,Wed Jan 22 20:14:07 +0000 2020,1.220077201657254e+18,1220077201657253889,"BREAKING: Martin A. Philbert, @UMich provost and executive vice president for academic affairs, has been placed on administrative leave effective Jan. 21 due to multiple allegations of sexual misconduct, according to an email sent to students this afternoon. Story to come.",False,"[0, 273]",[],[],"[{'screen_name': 'UMich', 'name': 'University of Michigan', 'id': 88836132, 'id_str': '88836132', 'indices': [30, 36]}]",[],,,en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,11735652.0,11735652,The Michigan Daily,michigandaily,"Ann Arbor, Michigan","An independent, student-run newspaper serving the University of Michigan and Ann Arbor communities since 1890.",https://t.co/aSqEUPF26U,"[{'url': 'https://t.co/aSqEUPF26U', 'expanded_url': 'http://www.michigandaily.com', 'display_url': 'michigandaily.com', 'indices': [0, 23]}]",[],False,50864.0,738.0,937.0,Wed Jan 02 01:07:42 +0000 2008,2553.0,,,True,True,33217.0,,False,False,False,2D4066,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1220888266183991296/CYdYzqx1_normal.jpg,https://pbs.twimg.com/profile_images/1220888266183991296/CYdYzqx1_normal.jpg,https://pbs.twimg.com/profile_banners/11735652/1579917260,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,False,46.0,94.0,False,False,,en,,,,,,,,,,
416,Wed Jan 22 22:28:49 +0000 2020,1220111100362002437,1220111100362002437,@Zirtun5k @UMichFootball @UMich No shit pal,False,"[32, 43]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2201109477019935e+18,1220110947701993475,1.20809132339755e+18,1208091323397550080,Zirtun5k,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'Zirtun5k', 'name': 'Zirtun', 'id': 1208091323397550080, 'id_str': '1208091323397550080', 'indices': [0, 9]}, {'screen_name': 'UMichFootball', 'name': 'Michigan Football', 'id': 27902825, 'id_str': '27902825', 'indices': [10, 24]}, {'screen_name': 'UMich', 'name': 'University of Michigan', 'id': 88836132, 'id_str': '88836132', 'indices': [25, 31]}]",[],en,recent,1217361402194726912,1217361402194726912,"Jonathan Stevens, PhD",JStevensPhD,"Des Moines, IA","Jonathan Stevens, PhD in pediatric health from the University of Washington.",,,[],False,7,123,0,Wed Jan 15 08:22:47 +0000 2020,11,,,False,False,55,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1217362260429021184/wOhxFiv4_normal.jpg,https://pbs.twimg.com/profile_images/1217362260429021184/wOhxFiv4_normal.jpg,https://pbs.twimg.com/profile_banners/1217361402194726912/1579077768,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Wed Jan 22 22:24:47 +0000 2020,1220110083914289152,1220110083914289152,"@UMichFootball @UMich You guys don’t happen to be looking for a zero-star 145-pound 5’10 defensive back, do you?",False,"[22, 112]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2201092778780877e+18,1220109277878087680,27902825.0,27902825,UMichFootball,,,,,False,0,30,False,False,en,[],[],"[{'screen_name': 'UMichFootball', 'name': 'Michigan Football', 'id': 27902825, 'id_str': '27902825', 'indices': [0, 14]}, {'screen_name': 'UMich', 'name': 'University of Michigan', 'id': 88836132, 'id_str': '88836132', 'indices': [15, 21]}]",[],en,recent,2569213994,2569213994,Joseph Aronoff,jaronoff38,"Ann Arbor, MI",@UMich @UMichLSA ‘21 | Detroit sports fan and politics/history buff,,,[],False,74,503,1,Sun Jun 15 15:34:51 +0000 2014,38676,,,False,False,1579,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1138032773418049536/Qv_ZRjx0_normal.jpg,https://pbs.twimg.com/profile_images/1138032773418049536/Qv_ZRjx0_normal.jpg,https://pbs.twimg.com/profile_banners/2569213994/1571960152,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Wed Jan 22 22:24:00 +0000 2020,1220109886413058048,1220109886413058048,"RT @davidalangrier: @UMichFootball @UMich CoolCoolCool, what time?",False,"[0, 66]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'davidalangrier', 'name': 'David Alan Grier', 'id': 18144089, 'id_str': '18144089', 'indices': [3, 18]}, {'screen_name': 'UMichFootball', 'name': 'Michigan Football', 'id': 27902825, 'id_str': '27902825', 'indices': [20, 34]}, {'screen_name': 'UMich', 'name': 'University of Michigan', 'id': 88836132, 'id_str': '88836132', 'indices': [35, 41]}]",[],en,recent,117861947,117861947,† Wolverine Devotee🧢,UMichWD,Roaming,"Catholic † || Loving, proud supporter of ALL 31 Michigan teams || @UMichBBall season ticket holder || Been to over 150 @UMichAthletics games || Ohio State sucks",https://t.co/npUTZHHXPJ,"[{'url': 'https://t.co/npUTZHHXPJ', 'expanded_url': 'http://www.youtube.com/WolverineDevotee', 'display_url': 'youtube.com/WolverineDevot…', 'indices': [0, 23]}]",[],False,2830,1010,54,Fri Feb 26 21:29:39 +0000 2010,29945,,,True,False,76941,,False,False,False,00274C,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1208930239989944321/DgDrLwa3_normal.jpg,https://pbs.twimg.com/profile_images/1208930239989944321/DgDrLwa3_normal.jpg,https://pbs.twimg.com/profile_banners/117861947/1565643665,FFCD05,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,Wed Jan 22 22:22:57 +0000 2020,1.2201096221760307e+18,1220109622176030722,"@UMichFootball @UMich CoolCoolCool, what time?",False,"[22, 46]",[],[],"[{'screen_name': 'UMichFootball', 'name': 'Michigan Football', 'id': 27902825, 'id_str': '27902825', 'indices': [0, 14]}, {'screen_name': 'UMich', 'name': 'University of Michigan', 'id': 88836132, 'id_str': '88836132', 'indices': [15, 21]}]",[],,,en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2201092778780877e+18,1220109277878087680,27902825.0,27902825,UMichFootball,18144089.0,18144089,David Alan Grier,davidalangrier,LA,"Gentleman of leisure, raconteur, liar, con man, teller of tall tales.",https://t.co/sTb4eRQ7I5,"[{'url': 'https://t.co/sTb4eRQ7I5', 'expanded_url': 'http://davidalangrier.com', 'display_url': 'davidalangrier.com', 'indices': [0, 23]}]",[],False,120366.0,1939.0,1269.0,Mon Dec 15 19:30:48 +0000 2008,34181.0,,,False,True,27210.0,,False,False,False,102178,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/732300364708466689/tqJrqAFX_normal.jpg,https://pbs.twimg.com/profile_images/732300364708466689/tqJrqAFX_normal.jpg,https://pbs.twimg.com/profile_banners/18144089/1447423632,B40004,03254F,D6D0CE,A21616,False,False,False,False,False,False,False,none,,,,,False,1.0,56.0,False,False,,en,,,,,,,,,,
426,Wed Jan 22 22:05:12 +0000 2020,1220105158450929664,1220105158450929664,"RT @barbaracoll_: BREAKING: Martin A. Philbert, @UMich provost and executive vice president for academic affairs, has been placed on admini…",False,"[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,41,0,False,False,en,[],[],"[{'screen_name': 'barbaracoll_', 'name': 'Barbara Collins', 'id': 1092170103142187008, 'id_str': '1092170103142187008', 'indices': [3, 16]}, {'screen_name': 'UMich', 'name': 'University of Michigan', 'id': 88836132, 'id_str': '88836132', 'indices': [48, 54]}]",[],en,recent,40330824,40330824,Hannah Lupi,HannahLupi,,"PR @martinwaymire📍Lansing, MI | U-M Alum #GoBlue #LoveLansing",,,[],False,711,551,1,Fri May 15 20:53:09 +0000 2009,9750,,,True,False,3155,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1149407101321719811/SaK6Tdbt_normal.jpg,https://pbs.twimg.com/profile_images/1149407101321719811/SaK6Tdbt_normal.jpg,https://pbs.twimg.com/profile_banners/40330824/1574552164,0084B4,C0DEED,DDEEF6,333333,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,Wed Jan 22 20:10:52 +0000 2020,1.2200763836337193e+18,1220076383633719296,"BREAKING: Martin A. Philbert, @UMich provost and executive vice president for academic affairs, has been placed on administrative leave effective Jan. 21 due to multiple allegations of sexual misconduct, according to an email sent to students this afternoon.",False,"[0, 258]",[],[],"[{'screen_name': 'UMich', 'name': 'University of Michigan', 'id': 88836132, 'id_str': '88836132', 'indices': [30, 36]}]",[],,,en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,1.092170103142187e+18,1092170103142187008,Barbara Collins,barbaracoll_,Ann Arbor MI/Downers Grove IL,Senior News Editor @michigandaily advising city coverage | @UM_CommStudies 2022 | Tips? bcolli@michigandaily.com,https://t.co/aLGhCA2q8E,"[{'url': 'https://t.co/aLGhCA2q8E', 'expanded_url': 'http://michigandaily.com', 'display_url': 'michigandaily.com', 'indices': [0, 23]}]",[],False,138.0,151.0,2.0,Sun Feb 03 21:16:58 +0000 2019,466.0,,,False,False,220.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1110644993453101056/gVTAR4Yp_normal.jpg,https://pbs.twimg.com/profile_images/1110644993453101056/gVTAR4Yp_normal.jpg,https://pbs.twimg.com/profile_banners/1092170103142187008/1576195209,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,41.0,66.0,False,False,,en,,,,,,,,,,
