,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.profile_banner_url,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.user.entities.url.urls,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
81,Fri Jan 24 15:06:27 +0000 2020,1220724552214499328,1220724552214499328,@janeparsons4gm1 @SussexUni Thank you Jane 🙏🏾,False,"[28, 45]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2201126228524933e+18,1220112622852493312,1.0575646909712753e+18,1057564690971275264,janeparsons4gm1,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'janeparsons4gm1', 'name': 'Jane Parsons', 'id': 1057564690971275264, 'id_str': '1057564690971275264', 'indices': [0, 16]}, {'screen_name': 'SussexUni', 'name': 'University of Sussex', 'id': 21000110, 'id_str': '21000110', 'indices': [17, 27]}]",[],en,recent,2296689098,2296689098,Sanjeev Bhaskar,TVSanjeev,Here,"Added ""Chuddies"" to OED #Chancellor@SussexUni #Yesterday #Unforgotten #Paddington2 #Spamalot #GGM #IndianDr #Kumars@42 Agent: SGascoine@unitedagents.co.uk #YNWA",,[],False,59910,1111,225,Fri Jan 17 19:57:59 +0000 2014,20484,,,False,True,29232,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/724321011286609920/qAHRQWLt_normal.jpg,https://pbs.twimg.com/profile_images/724321011286609920/qAHRQWLt_normal.jpg,0084B4,000000,DDEEF6,333333,True,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/2296689098/1391422154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Fri Jan 24 15:04:09 +0000 2020,1220723973476012035,1220723973476012035,"@MatthewFraney @SussexUni Congratulations to your son and to the family.  Hope the warm up, warmed up!",False,"[26, 102]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2203334379885486e+18,1220333437988548611,20933873.0,20933873,MatthewFraney,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'MatthewFraney', 'name': 'Matthew Franey', 'id': 20933873, 'id_str': '20933873', 'indices': [0, 14]}, {'screen_name': 'SussexUni', 'name': 'University of Sussex', 'id': 21000110, 'id_str': '21000110', 'indices': [15, 25]}]",[],en,recent,2296689098,2296689098,Sanjeev Bhaskar,TVSanjeev,Here,"Added ""Chuddies"" to OED #Chancellor@SussexUni #Yesterday #Unforgotten #Paddington2 #Spamalot #GGM #IndianDr #Kumars@42 Agent: SGascoine@unitedagents.co.uk #YNWA",,[],False,59910,1111,225,Fri Jan 17 19:57:59 +0000 2014,20484,,,False,True,29232,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/724321011286609920/qAHRQWLt_normal.jpg,https://pbs.twimg.com/profile_images/724321011286609920/qAHRQWLt_normal.jpg,0084B4,000000,DDEEF6,333333,True,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/2296689098/1391422154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Fri Jan 24 15:01:39 +0000 2020,1220723341172133888,1220723341172133888,@Rahario @SussexUni @fullnommunism Thank you Alex but I think the graduates and their families are sensational.  All those efforts and sacrifices.  I'm the lucky so and so that gets to meet them.,False,"[35, 195]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2203392928342712e+18,1220339292834271232,59439007.0,59439007,Rahario,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'Rahario', 'name': 'Alex Raha', 'id': 59439007, 'id_str': '59439007', 'indices': [0, 8]}, {'screen_name': 'SussexUni', 'name': 'University of Sussex', 'id': 21000110, 'id_str': '21000110', 'indices': [9, 19]}, {'screen_name': 'fullnommunism', 'name': 'nat raha', 'id': 239340958, 'id_str': '239340958', 'indices': [20, 34]}]",[],en,recent,2296689098,2296689098,Sanjeev Bhaskar,TVSanjeev,Here,"Added ""Chuddies"" to OED #Chancellor@SussexUni #Yesterday #Unforgotten #Paddington2 #Spamalot #GGM #IndianDr #Kumars@42 Agent: SGascoine@unitedagents.co.uk #YNWA",,[],False,59910,1111,225,Fri Jan 17 19:57:59 +0000 2014,20484,,,False,True,29232,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/724321011286609920/qAHRQWLt_normal.jpg,https://pbs.twimg.com/profile_images/724321011286609920/qAHRQWLt_normal.jpg,0084B4,000000,DDEEF6,333333,True,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/2296689098/1391422154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Fri Jan 24 14:40:31 +0000 2020,1220718026145832960,1220718026145832960,"@thelauraclarke @SussexUni Yeah, sorry about my oversized head Laura.  Congratulations again",False,"[27, 92]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.22045561099255e+18,1220455610992549889,51089487.0,51089487,thelauraclarke,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'thelauraclarke', 'name': 'Laura Clarke', 'id': 51089487, 'id_str': '51089487', 'indices': [0, 15]}, {'screen_name': 'SussexUni', 'name': 'University of Sussex', 'id': 21000110, 'id_str': '21000110', 'indices': [16, 26]}]",[],en,recent,2296689098,2296689098,Sanjeev Bhaskar,TVSanjeev,Here,"Added ""Chuddies"" to OED #Chancellor@SussexUni #Yesterday #Unforgotten #Paddington2 #Spamalot #GGM #IndianDr #Kumars@42 Agent: SGascoine@unitedagents.co.uk #YNWA",,[],False,59910,1111,225,Fri Jan 17 19:57:59 +0000 2014,20484,,,False,True,29232,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/724321011286609920/qAHRQWLt_normal.jpg,https://pbs.twimg.com/profile_images/724321011286609920/qAHRQWLt_normal.jpg,0084B4,000000,DDEEF6,333333,True,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/2296689098/1391422154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Fri Jan 24 10:45:14 +0000 2020,1220658814409678848,1220658814409678848,RT @climate101net: Thanks to @EnvironmentDave and @payo for telling the #landscapeinnovation conference about Climate101. It is inspiring t…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,2,0,False,False,en,"[{'text': 'landscapeinnovation', 'indices': [72, 92]}]",[],"[{'screen_name': 'climate101net', 'name': 'Climate 101', 'id': 1158335552820842497, 'id_str': '1158335552820842497', 'indices': [3, 17]}, {'screen_name': 'EnvironmentDave', 'name': 'David Saddington', 'id': 54856292, 'id_str': '54856292', 'indices': [29, 45]}, {'screen_name': 'Payo', 'name': 'Paul Youlten', 'id': 887281, 'id_str': '887281', 'indices': [50, 55]}]",[],en,recent,841257080669536256,841257080669536256,Rosa,rosablaus,"London, England","Service Design MA student at @RCA
Founder @Climate101net",https://t.co/Om7qMkaMqZ,[],False,84,621,0,Mon Mar 13 11:58:12 +0000 2017,227,,,True,False,155,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1218538933048483840/MpYyyrrh_normal.jpg,https://pbs.twimg.com/profile_images/1218538933048483840/MpYyyrrh_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,"[{'url': 'https://t.co/Om7qMkaMqZ', 'expanded_url': 'http://rosablaus.com', 'display_url': 'rosablaus.com', 'indices': [0, 23]}]",Fri Jan 24 10:31:48 +0000 2020,1.2206554314770555e+18,1220655431477055488,Thanks to @EnvironmentDave and @payo for telling the #landscapeinnovation conference about Climate101. It is inspiring that organisations like @SussexWildlife and @SussexUni can bring such a great community together to make things happen.,False,"[0, 238]","[{'text': 'landscapeinnovation', 'indices': [53, 73]}]",[],"[{'screen_name': 'EnvironmentDave', 'name': 'David Saddington', 'id': 54856292, 'id_str': '54856292', 'indices': [10, 26]}, {'screen_name': 'Payo', 'name': 'Paul Youlten', 'id': 887281, 'id_str': '887281', 'indices': [31, 36]}, {'screen_name': 'SussexWildlife', 'name': 'Sussex Wildlife Trust 🍄', 'id': 28174699, 'id_str': '28174699', 'indices': [143, 158]}, {'screen_name': 'SussexUni', 'name': 'University of Sussex', 'id': 21000110, 'id_str': '21000110', 'indices': [163, 173]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,1.1583355528208425e+18,1158335552820842497,Climate 101,climate101net,London,Incubating at @RCA_SD we want to embed climate change into every degree course in the world.,https://t.co/t7Hon3uAb5,[],False,125.0,703.0,0.0,Mon Aug 05 11:14:51 +0000 2019,168.0,,,False,False,179.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1159039683394965504/xuXA445x_normal.png,https://pbs.twimg.com/profile_images/1159039683394965504/xuXA445x_normal.png,https://pbs.twimg.com/profile_banners/1158335552820842497/1565171343,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,2.0,5.0,False,False,en,,,,,,,,,,,"[{'url': 'https://t.co/t7Hon3uAb5', 'expanded_url': 'http://climate101.net', 'display_url': 'climate101.net', 'indices': [0, 23]}]",,,,,,,,,,
124,Fri Jan 24 10:04:35 +0000 2020,1220648584279883777,1220648584279883777,@DrGeoffreyWell1 @BSMSMedSchool @SussexUni @uniofbrighton @SussexUniStaff @bmj_latest @BSUH_NHS Absolutely -we should chat 👍🏼,False,"[96, 125]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2206453267737231e+18,1220645326773723137,1.0887299796120044e+18,1088729979612004352,DrGeoffreyWell1,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'DrGeoffreyWell1', 'name': 'Dr Geoffrey Wells', 'id': 1088729979612004352, 'id_str': '1088729979612004352', 'indices': [0, 16]}, {'screen_name': 'BSMSMedSchool', 'name': 'BSMS', 'id': 2341816213, 'id_str': '2341816213', 'indices': [17, 31]}, {'screen_name': 'SussexUni', 'name': 'University of Sussex', 'id': 21000110, 'id_str': '21000110', 'indices': [32, 42]}, {'screen_name': 'uniofbrighton', 'name': 'University of Brighton', 'id': 38673476, 'id_str': '38673476', 'indices': [43, 57]}, {'screen_name': 'SussexUniStaff', 'name': 'Sussex staff news', 'id': 78258277, 'id_str': '78258277', 'indices': [58, 73]}, {'screen_name': 'bmj_latest', 'name': 'The BMJ', 'id': 16949344, 'id_str': '16949344', 'indices': [74, 85]}, {'screen_name': 'BSUH_NHS', 'name': 'BSUH NHS', 'id': 350836656, 'id_str': '350836656', 'indices': [86, 95]}]",[],en,recent,4387069649,4387069649,Tulsi Foundation,TulsiF,"London, England","Dr Chet Trivedy PhD, EM consultant - cricket doc @boundaries4life Academic at QMUL children’s author, ex-dentist, conservationist and One Health at WCT",https://t.co/9fEUabhRzx,[],False,1413,2204,30,Sat Dec 05 21:34:02 +0000 2015,6464,,,True,False,6267,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1113542553071124482/DdjxSIHj_normal.jpg,https://pbs.twimg.com/profile_images/1113542553071124482/DdjxSIHj_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/4387069649/1578764043,"[{'url': 'https://t.co/9fEUabhRzx', 'expanded_url': 'http://www.tulsifoundation.co.uk', 'display_url': 'tulsifoundation.co.uk', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Fri Jan 24 09:48:19 +0000 2020,1220644488261132289,1220644488261132289,@BSMSMedSchool @SussexUni @uniofbrighton @SussexUniStaff @bmj_latest @DrGeoffreyWell1 This is a really important and useful bit of work we are doing something similar at @BSUH_NHS  in the Emergency Department which we hope to publish soon.,False,"[86, 239]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2206237741790863e+18,1220623774179086336,2341816213.0,2341816213,BSMSMedSchool,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'BSMSMedSchool', 'name': 'BSMS', 'id': 2341816213, 'id_str': '2341816213', 'indices': [0, 14]}, {'screen_name': 'SussexUni', 'name': 'University of Sussex', 'id': 21000110, 'id_str': '21000110', 'indices': [15, 25]}, {'screen_name': 'uniofbrighton', 'name': 'University of Brighton', 'id': 38673476, 'id_str': '38673476', 'indices': [26, 40]}, {'screen_name': 'SussexUniStaff', 'name': 'Sussex staff news', 'id': 78258277, 'id_str': '78258277', 'indices': [41, 56]}, {'screen_name': 'bmj_latest', 'name': 'The BMJ', 'id': 16949344, 'id_str': '16949344', 'indices': [57, 68]}, {'screen_name': 'DrGeoffreyWell1', 'name': 'Dr Geoffrey Wells', 'id': 1088729979612004352, 'id_str': '1088729979612004352', 'indices': [69, 85]}, {'screen_name': 'BSUH_NHS', 'name': 'BSUH NHS', 'id': 350836656, 'id_str': '350836656', 'indices': [170, 179]}]",[],en,recent,4387069649,4387069649,Tulsi Foundation,TulsiF,"London, England","Dr Chet Trivedy PhD, EM consultant - cricket doc @boundaries4life Academic at QMUL children’s author, ex-dentist, conservationist and One Health at WCT",https://t.co/9fEUabhRzx,[],False,1413,2204,30,Sat Dec 05 21:34:02 +0000 2015,6464,,,True,False,6267,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1113542553071124482/DdjxSIHj_normal.jpg,https://pbs.twimg.com/profile_images/1113542553071124482/DdjxSIHj_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/4387069649/1578764043,"[{'url': 'https://t.co/9fEUabhRzx', 'expanded_url': 'http://www.tulsifoundation.co.uk', 'display_url': 'tulsifoundation.co.uk', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Fri Jan 24 07:47:01 +0000 2020,1220613965610389504,1220613965610389504,@KenrickMark2 @Sueddieagema @SussexUni @cheveningfco Yes he is.,False,"[53, 63]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2205405805996483e+18,1220540580599648260,1.1052384493538386e+18,1105238449353838592,KenrickMark2,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'KenrickMark2', 'name': 'Kenrick Mark', 'id': 1105238449353838592, 'id_str': '1105238449353838592', 'indices': [0, 13]}, {'screen_name': 'Sueddieagema', 'name': 'African Writer, Brighton Scholar', 'id': 183148647, 'id_str': '183148647', 'indices': [14, 27]}, {'screen_name': 'SussexUni', 'name': 'University of Sussex', 'id': 21000110, 'id_str': '21000110', 'indices': [28, 38]}, {'screen_name': 'cheveningfco', 'name': 'Chevening Awards🇬🇧', 'id': 71529987, 'id_str': '71529987', 'indices': [39, 52]}]",[],en,recent,3522554537,3522554537,Aduro Jennifer,DJennie_J,,"Occupational Therapist ||Education advoate|| Educational  Technology Enthusiast||@UNAOC Alumna.
Exploring how technology can serve the underserved in education.",https://t.co/mHEp3Tx9Qp,[],False,306,184,2,Wed Sep 02 11:03:11 +0000 2015,7076,,,False,False,1607,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/989539314097905665/6gcJLZvB_normal.jpg,https://pbs.twimg.com/profile_images/989539314097905665/6gcJLZvB_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,"[{'url': 'https://t.co/mHEp3Tx9Qp', 'expanded_url': 'http://www.djenniej.wordpress.com', 'display_url': 'djenniej.wordpress.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Fri Jan 24 05:31:55 +0000 2020,1220579966695485440,1220579966695485440,"@KenrickMark2 @DJennie_J @SussexUni @cheveningfco #CheveningAlum 😂
Thank you!",False,"[50, 77]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2205405805996483e+18,1220540580599648260,1.1052384493538386e+18,1105238449353838592,KenrickMark2,,,,,False,0,0,False,False,en,"[{'text': 'CheveningAlum', 'indices': [50, 64]}]",[],"[{'screen_name': 'KenrickMark2', 'name': 'Kenrick Mark', 'id': 1105238449353838592, 'id_str': '1105238449353838592', 'indices': [0, 13]}, {'screen_name': 'DJennie_J', 'name': 'Aduro Jennifer', 'id': 3522554537, 'id_str': '3522554537', 'indices': [14, 24]}, {'screen_name': 'SussexUni', 'name': 'University of Sussex', 'id': 21000110, 'id_str': '21000110', 'indices': [25, 35]}, {'screen_name': 'cheveningfco', 'name': 'Chevening Awards🇬🇧', 'id': 71529987, 'id_str': '71529987', 'indices': [36, 49]}]",[],en,recent,183148647,183148647,"African Writer, Brighton Scholar",Sueddieagema,Nigeria,"Husband/Dad. Editor. Social Activist. Publisher. Winner ANAPoetryPrize '14. Curator Black History @sussexuni
#CheveningAlum @sussexCIE
CEO SEVHAGE Literary Movt",https://t.co/4XAGZvz6A5,[],False,1210,359,17,Thu Aug 26 07:46:30 +0000 2010,2164,,,False,False,7957,,False,False,False,000000,http://abs.twimg.com/images/themes/theme2/bg.gif,https://abs.twimg.com/images/themes/theme2/bg.gif,False,http://pbs.twimg.com/profile_images/1095148838460014592/yDUPY4xK_normal.jpg,https://pbs.twimg.com/profile_images/1095148838460014592/yDUPY4xK_normal.jpg,89C9FA,000000,000000,000000,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/183148647/1432369086,"[{'url': 'https://t.co/4XAGZvz6A5', 'expanded_url': 'http://sueddie.wordpress.com', 'display_url': 'sueddie.wordpress.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Fri Jan 24 05:30:33 +0000 2020,1220579620963135488,1220579620963135488,"@PrinxLouis @SussexUni @SussexUniESW @SussexCIE @SussexNigSoc @SussexUniWA 🤗

Thanks bro...mek my head no come swell too much. 🙂",False,"[75, 128]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2203874033844593e+18,1220387403384459264,327896237.0,327896237,PrinxLouis,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'PrinxLouis', 'name': 'Prince Louis O. Adekola', 'id': 327896237, 'id_str': '327896237', 'indices': [0, 11]}, {'screen_name': 'SussexUni', 'name': 'University of Sussex', 'id': 21000110, 'id_str': '21000110', 'indices': [12, 22]}, {'screen_name': 'SussexUniESW', 'name': 'School of Education & Social Work', 'id': 3030077333, 'id_str': '3030077333', 'indices': [23, 36]}, {'screen_name': 'SussexCIE', 'name': 'Sussex CIE', 'id': 496926805, 'id_str': '496926805', 'indices': [37, 47]}, {'screen_name': 'SussexNigSoc', 'name': 'Sussex Nigerian Society', 'id': 4047755188, 'id_str': '4047755188', 'indices': [48, 61]}, {'screen_name': 'SussexUniWA', 'name': 'University of Sussex, West Africa Regional Office', 'id': 1052851250700673024, 'id_str': '1052851250700673024', 'indices': [62, 74]}]",[],en,recent,183148647,183148647,"African Writer, Brighton Scholar",Sueddieagema,Nigeria,"Husband/Dad. Editor. Social Activist. Publisher. Winner ANAPoetryPrize '14. Curator Black History @sussexuni
#CheveningAlum @sussexCIE
CEO SEVHAGE Literary Movt",https://t.co/4XAGZvz6A5,[],False,1210,359,17,Thu Aug 26 07:46:30 +0000 2010,2164,,,False,False,7957,,False,False,False,000000,http://abs.twimg.com/images/themes/theme2/bg.gif,https://abs.twimg.com/images/themes/theme2/bg.gif,False,http://pbs.twimg.com/profile_images/1095148838460014592/yDUPY4xK_normal.jpg,https://pbs.twimg.com/profile_images/1095148838460014592/yDUPY4xK_normal.jpg,89C9FA,000000,000000,000000,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/183148647/1432369086,"[{'url': 'https://t.co/4XAGZvz6A5', 'expanded_url': 'http://sueddie.wordpress.com', 'display_url': 'sueddie.wordpress.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Thu Jan 23 23:20:31 +0000 2020,1220486497805197321,1220486497805197321,@ZahiraJaser @SussexUni And warmth😀,False,"[24, 35]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2199595173094728e+18,1219959517309472768,1154239220.0,1154239220,ZahiraJaser,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'ZahiraJaser', 'name': 'Dr Zahira Jaser', 'id': 1154239220, 'id_str': '1154239220', 'indices': [0, 12]}, {'screen_name': 'SussexUni', 'name': 'University of Sussex', 'id': 21000110, 'id_str': '21000110', 'indices': [13, 23]}]",[],en,recent,1074598668,1074598668,Gill HampdenThompson,HampdenThompson,"Brighton, UK","Professor of Education, Head of the School of Education and Social Work, University of Sussex, UK. College governor.
All my own views and RTs not endorsements.",https://t.co/HpwblVPBug,[],False,1817,1559,65,Wed Jan 09 19:03:19 +0000 2013,4341,,,True,False,12963,,False,False,False,709397,http://abs.twimg.com/images/themes/theme6/bg.gif,https://abs.twimg.com/images/themes/theme6/bg.gif,False,http://pbs.twimg.com/profile_images/527869452973375488/Ry5MZXF9_normal.jpeg,https://pbs.twimg.com/profile_images/527869452973375488/Ry5MZXF9_normal.jpeg,3B94D9,86A4A6,A0C5C7,333333,True,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1074598668/1571758183,"[{'url': 'https://t.co/HpwblVPBug', 'expanded_url': 'http://www.sussex.ac.uk/esw', 'display_url': 'sussex.ac.uk/esw', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
