,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,user.entities.url.urls,user.profile_banner_url,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.user.entities.url.urls,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
63,Thu Jan 23 15:14:13 +0000 2020,1220364116923224064,1220364116923224064,"RT @NSF_MPS: @NorthwesternU This tremendous achievement (new material for neutron detection, no helium required!) was enabled by funding fr…",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'NSF_MPS', 'name': 'NSF Math & Phys Sci', 'id': 23454450, 'id_str': '23454450', 'indices': [3, 11]}, {'screen_name': 'NorthwesternU', 'name': 'Northwestern', 'id': 33639255, 'id_str': '33639255', 'indices': [13, 27]}]",[],en,recent,3240197969,3240197969,sciencenews,Scieducation1,,Science News,,[],False,1435,1029,760,Thu May 07 09:53:04 +0000 2015,600,,,True,False,84801,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,3B94D9,000000,000000,000000,False,False,False,True,False,False,False,none,Thu Jan 23 14:04:20 +0000 2020,1.220346529787056e+18,1220346529787056128,"@NorthwesternU This tremendous achievement (new material for neutron detection, no helium required!) was enabled by funding from the Solid State and Materials Chemistry program in the Division of Materials Research.",False,"[15, 215]",[],[],"[{'screen_name': 'NorthwesternU', 'name': 'Northwestern', 'id': 33639255, 'id_str': '33639255', 'indices': [0, 14]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2178050956409774e+18,1217805095640977411,23454450.0,23454450,NSF_MPS,23454450.0,23454450,NSF Math & Phys Sci,NSF_MPS,"Alexandria, VA","The mathematics, chemistry, physics, astronomy and material science directorate of the #1 US agency funding basic research in service to society.",http://t.co/EgZQgaPFpk,[],False,16237.0,139.0,575.0,Mon Mar 09 16:23:02 +0000 2009,3561.0,,,True,False,11087.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/91107143/nsf1_normal.jpg,https://pbs.twimg.com/profile_images/91107143/nsf1_normal.jpg,https://pbs.twimg.com/profile_banners/23454450/1499868535,7FDBB6,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,False,1.0,1.0,False,False,en,,https://pbs.twimg.com/profile_banners/3240197969/1442510659,,,,,,,,,,,"[{'url': 'http://t.co/EgZQgaPFpk', 'expanded_url': 'http://www.nsf.gov/dir/index.jsp?org=MPS', 'display_url': 'nsf.gov/dir/index.jsp?…', 'indices': [0, 22]}]",,,,,,,,,,
64,Thu Jan 23 14:04:20 +0000 2020,1220346529787056128,1220346529787056128,"@NorthwesternU This tremendous achievement (new material for neutron detection, no helium required!) was enabled by funding from the Solid State and Materials Chemistry program in the Division of Materials Research.",False,"[15, 215]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2178050956409774e+18,1217805095640977411,23454450.0,23454450,NSF_MPS,,,,,False,1,1,False,False,en,[],[],"[{'screen_name': 'NorthwesternU', 'name': 'Northwestern', 'id': 33639255, 'id_str': '33639255', 'indices': [0, 14]}]",[],en,recent,23454450,23454450,NSF Math & Phys Sci,NSF_MPS,"Alexandria, VA","The mathematics, chemistry, physics, astronomy and material science directorate of the #1 US agency funding basic research in service to society.",http://t.co/EgZQgaPFpk,[],False,16237,139,575,Mon Mar 09 16:23:02 +0000 2009,3561,,,True,False,11087,,False,False,False,000000,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/91107143/nsf1_normal.jpg,https://pbs.twimg.com/profile_images/91107143/nsf1_normal.jpg,7FDBB6,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'http://t.co/EgZQgaPFpk', 'expanded_url': 'http://www.nsf.gov/dir/index.jsp?org=MPS', 'display_url': 'nsf.gov/dir/index.jsp?…', 'indices': [0, 22]}]",https://pbs.twimg.com/profile_banners/23454450/1499868535,,,,,,,,,,,,,,,,,,,,,
72,Wed Jan 22 23:29:17 +0000 2020,1220126315078176774,1220126315078176774,@nickarner @zck Two world class universities @UChicago @NorthwesternU,False,"[16, 69]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2201250646428795e+18,1220125064642879488,102205557.0,102205557,nickarner,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'nickarner', 'name': 'Nick Arner', 'id': 102205557, 'id_str': '102205557', 'indices': [0, 10]}, {'screen_name': 'zck', 'name': 'Zak Kukoff', 'id': 106008077, 'id_str': '106008077', 'indices': [11, 15]}, {'screen_name': 'UChicago', 'name': 'The University of Chicago', 'id': 131144285, 'id_str': '131144285', 'indices': [45, 54]}, {'screen_name': 'NorthwesternU', 'name': 'Northwestern', 'id': 33639255, 'id_str': '33639255', 'indices': [55, 69]}]",[],en,recent,45489027,45489027,Adam Pumm,pummer,🌐,•Co-founder/Head of Product @AgnesIntel •Former Co-founder/CEO @HiveGlobal •BA Econ/CS @NorthwesternU •Proud @BuffaloBills fan,,[],False,977,2987,53,Mon Jun 08 03:18:00 +0000 2009,27429,,,True,False,5606,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme6/bg.gif,https://abs.twimg.com/images/themes/theme6/bg.gif,False,http://pbs.twimg.com/profile_images/720397057635131392/pG25m4Nn_normal.jpg,https://pbs.twimg.com/profile_images/720397057635131392/pG25m4Nn_normal.jpg,87788F,FFFFFF,111111,666666,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/45489027/1519574904,,,,,,,,,,,,,,,,,,,,,
75,Wed Jan 22 21:00:18 +0000 2020,1220088824505753603,1220088824505753603,@thejerrylu @zacktrak We have a fantastic storytelling course at @NorthwesternU taught by a ⭐️ @lizlukehart,False,"[22, 107]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2200848232571658e+18,1220084823257165825,198765252.0,198765252,thejerrylu,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'thejerrylu', 'name': 'Jerry Lu', 'id': 198765252, 'id_str': '198765252', 'indices': [0, 11]}, {'screen_name': 'zacktrak', 'name': 'Zack Schildhorn', 'id': 16686583, 'id_str': '16686583', 'indices': [12, 21]}, {'screen_name': 'NorthwesternU', 'name': 'Northwestern', 'id': 33639255, 'id_str': '33639255', 'indices': [65, 79]}, {'screen_name': 'lizlukehart', 'name': 'Elizabeth Lukehart', 'id': 27901473, 'id_str': '27901473', 'indices': [95, 107]}]",[],en,recent,113589218,113589218,Aditya Nidmarti,adityanidmarti,"Chicago, IL",econ: @northwesternu 📚 / previously: @mckinsey 🧑🏽‍💻 & 2x @SpotHero 🚙 / blog: https://t.co/yfPijIqKmc ✏️,https://t.co/yfPijIqKmc,"[{'url': 'https://t.co/yfPijIqKmc', 'expanded_url': 'http://adityanidmarti.com/blog', 'display_url': 'adityanidmarti.com/blog', 'indices': [77, 100]}]",False,251,378,1,Fri Feb 12 09:41:10 +0000 2010,937,,,True,False,133,,False,False,False,EBDAC1,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1103760365958164487/1gfYVmYT_normal.jpg,https://pbs.twimg.com/profile_images/1103760365958164487/1gfYVmYT_normal.jpg,09B300,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/yfPijIqKmc', 'expanded_url': 'http://adityanidmarti.com/blog', 'display_url': 'adityanidmarti.com/blog', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/113589218/1579577602,,,,,,,,,,,,,,,,,,,,,
76,Wed Jan 22 20:27:32 +0000 2020,1220080576763498502,1220080576763498502,A shoutout to the Sexualities Project at Northwestern for funding me and my colleague @DAdamsSantos as Dissertation Fellows this year. We were invited to present at @NorthwesternU's Gender and Sexualities Studies. An amazing group of talented scholars with great feedback!,False,"[0, 272]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,11,False,False,en,[],[],"[{'screen_name': 'DAdamsSantos', 'name': 'Dominique Adams-Santos', 'id': 2887859425, 'id_str': '2887859425', 'indices': [86, 99]}, {'screen_name': 'NorthwesternU', 'name': 'Northwestern', 'id': 33639255, 'id_str': '33639255', 'indices': [165, 179]}]",[],en,recent,4333071208,4333071208,Erik Lovell,socintraining,"Chicago, IL","PhD Cand @ NU Soc - LGBTQ+ homelessness, poverty, inequality, US social policy. Also sometimes tweet about Mormonism and being an uncle. | he/him/they/them",https://t.co/fsZXDS7XL6,[],False,302,1031,5,Mon Nov 30 21:42:00 +0000 2015,1604,,,False,False,637,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/688533105813106688/m58gNn7w_normal.jpg,https://pbs.twimg.com/profile_images/688533105813106688/m58gNn7w_normal.jpg,FA743E,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/fsZXDS7XL6', 'expanded_url': 'https://www.sociology.northwestern.edu/people/graduate-students/profiles/erik-lovell.html', 'display_url': 'sociology.northwestern.edu/people/graduat…', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/4333071208/1561325953,,,,,,,,,,,,,,,,,,,,,
77,Wed Jan 22 18:52:03 +0000 2020,1220056548979937283,1220056548979937283,"@UMtony @NUAlumni @NorthwesternU @CentrallyHuman @JonathanKamel @LakshmanBoddoju @ChicagoPython @umsi Looking forward to meeting everyone at @NUAlumni #NUConnects! But @UMtony, what's up with all this Blue stuff?? :) Go #Cats!! #PurplePride @CentrallyHuman, @JonathanKamel, @LakshmanBoddoju",False,"[102, 290]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1.2197042930259558e+18,1219704293025955840,1.156719981511549e+18,1156719981511548928,UMtony,,,,,False,0,2,False,False,en,"[{'text': 'NUConnects', 'indices': [151, 162]}, {'text': 'Cats', 'indices': [220, 225]}, {'text': 'PurplePride', 'indices': [228, 240]}]",[],"[{'screen_name': 'UMtony', 'name': 'Tony Purkal', 'id': 1156719981511548928, 'id_str': '1156719981511548928', 'indices': [0, 7]}, {'screen_name': 'NUAlumni', 'name': 'Northwestern Alumni', 'id': 76071004, 'id_str': '76071004', 'indices': [8, 17]}, {'screen_name': 'NorthwesternU', 'name': 'Northwestern', 'id': 33639255, 'id_str': '33639255', 'indices': [18, 32]}, {'screen_name': 'CentrallyHuman', 'name': 'Centrally Human', 'id': 2422390650, 'id_str': '2422390650', 'indices': [33, 48]}, {'screen_name': 'JonathanKamel', 'name': 'Jonathan Kamel', 'id': 429458286, 'id_str': '429458286', 'indices': [49, 63]}, {'screen_name': 'LakshmanBoddoju', 'name': 'Lakshman Pavan Kumar', 'id': 202074416, 'id_str': '202074416', 'indices': [64, 80]}, {'screen_name': 'ChicagoPython', 'name': 'ChiPy', 'id': 4145734157, 'id_str': '4145734157', 'indices': [81, 95]}, {'screen_name': 'umsi', 'name': 'School of Information', 'id': 18033550, 'id_str': '18033550', 'indices': [96, 101]}, {'screen_name': 'NUAlumni', 'name': 'Northwestern Alumni', 'id': 76071004, 'id_str': '76071004', 'indices': [141, 150]}, {'screen_name': 'UMtony', 'name': 'Tony Purkal', 'id': 1156719981511548928, 'id_str': '1156719981511548928', 'indices': [168, 175]}, {'screen_name': 'CentrallyHuman', 'name': 'Centrally Human', 'id': 2422390650, 'id_str': '2422390650', 'indices': [241, 256]}, {'screen_name': 'JonathanKamel', 'name': 'Jonathan Kamel', 'id': 429458286, 'id_str': '429458286', 'indices': [258, 272]}, {'screen_name': 'LakshmanBoddoju', 'name': 'Lakshman Pavan Kumar', 'id': 202074416, 'id_str': '202074416', 'indices': [274, 290]}]",[],en,recent,32403365,32403365,Diane Saucier,ChicagoDiane,Chicago,"#FinTech/#RegTech @HitachiVantara, Founding Board Member @WILDerivatives, NU alum, road warrior, amateur chef, serious Cubs fan & scuba diver, un-serious golfer",http://t.co/XYn6e8J2ka,[],False,5373,2459,383,Fri Apr 17 13:28:17 +0000 2009,812,,,True,False,44555,,False,False,False,020B3B,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,False,http://pbs.twimg.com/profile_images/459709868513824769/vISfs4va_normal.jpeg,https://pbs.twimg.com/profile_images/459709868513824769/vISfs4va_normal.jpeg,B4BECF,FFFFFF,19212E,7F8899,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'http://t.co/XYn6e8J2ka', 'expanded_url': 'http://www.linkedin.com/in/dianesaucier', 'display_url': 'linkedin.com/in/dianesaucier', 'indices': [0, 22]}]",https://pbs.twimg.com/profile_banners/32403365/1490913782,,,,,,,,,,,,,,,,,,,,,
78,Wed Jan 22 18:51:39 +0000 2020,1220056449503592449,1220056449503592449,@TortoiseBooks @wcfbook @ChristineSneed So so excited for tomorrow’s book launch event for my novel Fishhead. Republic of Want! Thanks @TortoiseBooks @ChristineSneed and @wcfbook Carrying forward all the impressions and life-changing experiences gleaned from life and the best @NorthwesternU #indieauthors #publishing,False,"[40, 317]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2200407565864796e+18,1220040756586479618,518118652.0,518118652,TortoiseBooks,,,,,False,0,2,False,False,en,"[{'text': 'indieauthors', 'indices': [292, 305]}, {'text': 'publishing', 'indices': [306, 317]}]",[],"[{'screen_name': 'TortoiseBooks', 'name': 'Tortoise Books', 'id': 518118652, 'id_str': '518118652', 'indices': [0, 14]}, {'screen_name': 'wcfbook', 'name': 'Women & Children 1st', 'id': 96832021, 'id_str': '96832021', 'indices': [15, 23]}, {'screen_name': 'ChristineSneed', 'name': 'Christine Sneed', 'id': 520540280, 'id_str': '520540280', 'indices': [24, 39]}, {'screen_name': 'TortoiseBooks', 'name': 'Tortoise Books', 'id': 518118652, 'id_str': '518118652', 'indices': [135, 149]}, {'screen_name': 'ChristineSneed', 'name': 'Christine Sneed', 'id': 520540280, 'id_str': '520540280', 'indices': [150, 165]}, {'screen_name': 'wcfbook', 'name': 'Women & Children 1st', 'id': 96832021, 'id_str': '96832021', 'indices': [170, 178]}, {'screen_name': 'NorthwesternU', 'name': 'Northwestern', 'id': 33639255, 'id_str': '33639255', 'indices': [277, 291]}]",[],en,recent,274854300,274854300,Ignatius V Aloysius,ignatius2u,Follow me at,"Writer, Designer, Teacher, Musician. Graduate Lecturer at Northwestern University and the School of the Art Institute of Chicago Writing Program (SAIC), and CCC",https://t.co/f6o6bIK2mm,[],False,134,184,2,Thu Mar 31 04:29:13 +0000 2011,277,,,False,False,398,,False,False,False,D00173,http://abs.twimg.com/images/themes/theme2/bg.gif,https://abs.twimg.com/images/themes/theme2/bg.gif,True,http://pbs.twimg.com/profile_images/882452753158733824/aGvY5xgM_normal.jpg,https://pbs.twimg.com/profile_images/882452753158733824/aGvY5xgM_normal.jpg,637C3B,106C6E,0F3C3F,EDAC3C,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/f6o6bIK2mm', 'expanded_url': 'http://www.ignatiusaloysius.com', 'display_url': 'ignatiusaloysius.com', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/274854300/1571675280,,,,,,,,,,,,,,,,,,,,,
81,Wed Jan 22 16:31:31 +0000 2020,1220021182000439300,1220021182000439300,"@Sms0210 @mrose1965 Colbert &amp; I same class @NorthwesternU 
along with many others!😅 Steve Albini '81.
@UrgeOverkill members, hey Nate! Eddie💘
#OldEnoughToKnowBetter",False,"[20, 168]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200026941124035e+18,1220002694112403458,8.958422472493466e+17,895842247249346562,Sms0210,,,,,False,0,1,False,False,en,"[{'text': 'OldEnoughToKnowBetter', 'indices': [146, 168]}]",[],"[{'screen_name': 'Sms0210', 'name': 'Suzan Schaaf', 'id': 895842247249346562, 'id_str': '895842247249346562', 'indices': [0, 8]}, {'screen_name': 'mrose1965', 'name': 'Sister Golden Hair 🇺🇸 🌊 🌈 ❄️🙋🎶♊', 'id': 1672760570, 'id_str': '1672760570', 'indices': [9, 19]}, {'screen_name': 'NorthwesternU', 'name': 'Northwestern', 'id': 33639255, 'id_str': '33639255', 'indices': [47, 61]}, {'screen_name': 'UrgeOverkill', 'name': 'Urge Overkill', 'id': 99209502, 'id_str': '99209502', 'indices': [106, 119]}]",[],en,recent,1154891471360876546,1154891471360876546,💃Jerry Garcia's never 'Old & In The Way' 🎶💘💫🌊,SElizabethMark1,,"Just legalize all drugs already.
#resist💫 ROCK out & laugh HARD!🎶
#Art #NPR #Science—Lifelong nerd-grrrl😅
#BlackLivesMatter #NaziRaus
💯#Kindness💖—No lists",,[],False,375,1376,4,Fri Jul 26 23:09:18 +0000 2019,4898,,,False,False,1564,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1198535519296200705/4hLuoVhi_normal.jpg,https://pbs.twimg.com/profile_images/1198535519296200705/4hLuoVhi_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/1154891471360876546/1572390661,,,,,,,,,,,,,,,,,,,,,
82,Wed Jan 22 15:47:12 +0000 2020,1220010027936702464,1220010027936702464,"@jeffreylinder @NorthwesternU @rebeccabermanmd @UCSF @UCSFMedicine @BrighamWomens @MGHMedicine Oh the ever quotable @rebeccabermanmd! 

My favorite Berman-ism  from med school: ""Life is long. Change your mind a few times.""",False,"[95, 222]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200071859267748e+18,1220007185926774786,62933454.0,62933454,jeffreylinder,,,,,False,0,4,False,False,en,[],[],"[{'screen_name': 'jeffreylinder', 'name': 'Jeff Linder', 'id': 62933454, 'id_str': '62933454', 'indices': [0, 14]}, {'screen_name': 'NorthwesternU', 'name': 'Northwestern', 'id': 33639255, 'id_str': '33639255', 'indices': [15, 29]}, {'screen_name': 'rebeccabermanmd', 'name': 'Rebecca Berman', 'id': 742066837651894272, 'id_str': '742066837651894272', 'indices': [30, 46]}, {'screen_name': 'UCSF', 'name': 'UC San Francisco', 'id': 15458277, 'id_str': '15458277', 'indices': [47, 52]}, {'screen_name': 'UCSFMedicine', 'name': 'UCSF School of Medicine', 'id': 64862896, 'id_str': '64862896', 'indices': [53, 66]}, {'screen_name': 'BrighamWomens', 'name': ""Brigham and Women's"", 'id': 3355281, 'id_str': '3355281', 'indices': [67, 81]}, {'screen_name': 'MGHMedicine', 'name': 'MassGeneral Medicine', 'id': 4728562041, 'id_str': '4728562041', 'indices': [82, 94]}, {'screen_name': 'rebeccabermanmd', 'name': 'Rebecca Berman', 'id': 742066837651894272, 'id_str': '742066837651894272', 'indices': [116, 132]}]",[],en,recent,3243937191,3243937191,Paula Chatterjee,ChatterjeePaula,"Philadelphia, PA",Doctor @PennMedicine | Health Policy Researcher @PennLDI | Alum @Yale @HarvardMed @BrighamChiefs | Home @FirstAvenue,,[],False,385,383,14,Sat May 09 20:52:43 +0000 2015,438,,,False,False,107,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/597142969062281216/LBZv3Ami_normal.jpg,https://pbs.twimg.com/profile_images/597142969062281216/LBZv3Ami_normal.jpg,3B94D9,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/3243937191/1431225865,,,,,,,,,,,,,,,,,,,,,
84,Wed Jan 22 15:32:10 +0000 2020,1220006245798514688,1220006245798514688,@jeffreylinder @NorthwesternU Ooh ooh! Was it @rebeccabermanmd?,False,"[30, 63]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2193415856593306e+18,1219341585659330561,62933454.0,62933454,jeffreylinder,,,,,False,0,4,False,False,en,[],[],"[{'screen_name': 'jeffreylinder', 'name': 'Jeff Linder', 'id': 62933454, 'id_str': '62933454', 'indices': [0, 14]}, {'screen_name': 'NorthwesternU', 'name': 'Northwestern', 'id': 33639255, 'id_str': '33639255', 'indices': [15, 29]}, {'screen_name': 'rebeccabermanmd', 'name': 'Rebecca Berman', 'id': 742066837651894272, 'id_str': '742066837651894272', 'indices': [46, 62]}]",[],en,recent,3243937191,3243937191,Paula Chatterjee,ChatterjeePaula,"Philadelphia, PA",Doctor @PennMedicine | Health Policy Researcher @PennLDI | Alum @Yale @HarvardMed @BrighamChiefs | Home @FirstAvenue,,[],False,385,383,14,Sat May 09 20:52:43 +0000 2015,438,,,False,False,107,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/597142969062281216/LBZv3Ami_normal.jpg,https://pbs.twimg.com/profile_images/597142969062281216/LBZv3Ami_normal.jpg,3B94D9,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/3243937191/1431225865,,,,,,,,,,,,,,,,,,,,,
