,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls
94,Thu Jan 23 07:18:36 +0000 2020,1220244426309562368,1220244426309562368,@chhendon @Chemjobber @Matter_CP @uoregon @strivefortone Nice paper! Was actually in tailored coffee this morning. Fun seeing them in the acknowledgements!,False,"[57, 155]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2200159147933532e+18,1220015914793353216,848349637.0,848349637,chhendon,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'chhendon', 'name': 'Christopher H. Hendon', 'id': 848349637, 'id_str': '848349637', 'indices': [0, 9]}, {'screen_name': 'Chemjobber', 'name': 'Chemjobber', 'id': 189364778, 'id_str': '189364778', 'indices': [10, 21]}, {'screen_name': 'Matter_CP', 'name': 'Matter_CP', 'id': 1050083147432509443, 'id_str': '1050083147432509443', 'indices': [22, 32]}, {'screen_name': 'uoregon', 'name': 'University of Oregon', 'id': 40940457, 'id_str': '40940457', 'indices': [33, 41]}, {'screen_name': 'strivefortone', 'name': 'Michael Cameron', 'id': 239720673, 'id_str': '239720673', 'indices': [42, 56]}]",[],en,recent,897917800865345536,897917800865345536,Andrew Carpenter,apcarpenter1,"Eugene, OR",| Scientist | Runner | PhD candidate in the Richmond Lab | Economic/Political Junkie |,,[],False,18,43,0,Wed Aug 16 20:27:41 +0000 2017,91,,,True,False,18,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/897920312104239104/qPUrnx_A_normal.jpg,https://pbs.twimg.com/profile_images/897920312104239104/qPUrnx_A_normal.jpg,https://pbs.twimg.com/profile_banners/897917800865345536/1502915906,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,01241e9666cacdd2,https://api.twitter.com/1.1/geo/id/01241e9666cacdd2.json,city,Eugene,"Eugene, OR",US,United States,[],Polygon,"[[[-123.208615, 43.988281], [-123.0361879, 43.988281], [-123.0361879, 44.142961], [-123.208615, 44.142961]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Thu Jan 23 05:04:49 +0000 2020,1220210756374818816,1220210756374818816,@btguiles @Matter_CP @uoregon @strivefortone Send em over. chendon@uoregon.edu,False,"[45, 78]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2202085592053883e+18,1220208559205388290,26173022.0,26173022,btguiles,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'btguiles', 'name': 'Ben Guiles', 'id': 26173022, 'id_str': '26173022', 'indices': [0, 9]}, {'screen_name': 'Matter_CP', 'name': 'Matter_CP', 'id': 1050083147432509443, 'id_str': '1050083147432509443', 'indices': [10, 20]}, {'screen_name': 'uoregon', 'name': 'University of Oregon', 'id': 40940457, 'id_str': '40940457', 'indices': [21, 29]}, {'screen_name': 'strivefortone', 'name': 'Michael Cameron', 'id': 239720673, 'id_str': '239720673', 'indices': [30, 44]}]",[],en,recent,848349637,848349637,Christopher H. Hendon,chhendon,"Eugene, OR",assistant professor of chemistry at @uoregon. energy materials modeling. coffee. water for coffee ed2 is coming. promise.,https://t.co/mSn3yqSl2B,[],False,2111,692,44,Wed Sep 26 23:58:47 +0000 2012,3086,,,True,False,523,,False,False,False,3C3C3C,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1088888952843464704/sCEajVnA_normal.jpg,https://pbs.twimg.com/profile_images/1088888952843464704/sCEajVnA_normal.jpg,https://pbs.twimg.com/profile_banners/848349637/1542927885,144633,000000,000000,000000,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/mSn3yqSl2B', 'expanded_url': 'http://pages.uoregon.edu/chendon', 'display_url': 'pages.uoregon.edu/chendon', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Thu Jan 23 03:26:39 +0000 2020,1220186053895573504,1220186053895573504,"@ReignOfApril @uoregon @UOREGONBSU @UOEquity Up the road @OregonState we do the same! @eatfreeOSU will announce free leftover food and we have a food pantry, textbook rentals, and laundry facilities for our student community! Would be great to have you speak here in the future too!",False,"[45, 282]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2201665318305341e+18,1220166531830534144,119972954.0,119972954,ReignOfApril,,,,,False,2,3,False,False,en,[],[],"[{'screen_name': 'ReignOfApril', 'name': 'April is in Oregon', 'id': 119972954, 'id_str': '119972954', 'indices': [0, 13]}, {'screen_name': 'uoregon', 'name': 'University of Oregon', 'id': 40940457, 'id_str': '40940457', 'indices': [14, 22]}, {'screen_name': 'UOREGONBSU', 'name': 'UO BSU', 'id': 108764411, 'id_str': '108764411', 'indices': [23, 34]}, {'screen_name': 'UOEquity', 'name': 'Equity and Inclusion', 'id': 1900789958, 'id_str': '1900789958', 'indices': [35, 44]}, {'screen_name': 'OregonState', 'name': 'Oregon State University', 'id': 18178876, 'id_str': '18178876', 'indices': [57, 69]}, {'screen_name': 'eatfreeOSU', 'name': 'HSRC- Oregon State', 'id': 834443314367565824, 'id_str': '834443314367565824', 'indices': [86, 97]}]",[],en,recent,787607113,787607113,Dr. Kari-Lyn Sakuma,karilynsakuma,,Assist Prof @CPHHS; Tobacco and Race/ethnic minority health disparity researcher; Personal account. See my cool public health students @towertotown.,,[],False,251,964,7,Tue Aug 28 18:39:28 +0000 2012,16612,,,False,False,680,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/2553179699/Kari_PSU-Headshot_normal.jpg,https://pbs.twimg.com/profile_images/2553179699/Kari_PSU-Headshot_normal.jpg,,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Thu Jan 23 03:16:09 +0000 2020,1220183409000996865,1220183409000996865,@zach_halvorson @Jason_Burroughs @Matter_CP @uoregon @strivefortone Good spot! Although technically it could go either way. Yep the figure should read coarser sorry!,False,"[68, 165]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.220180713795797e+18,1220180713795796992,372573963.0,372573963,zach_halvorson,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'zach_halvorson', 'name': 'Zach Halvorson', 'id': 372573963, 'id_str': '372573963', 'indices': [0, 15]}, {'screen_name': 'Jason_Burroughs', 'name': 'Jason Burroughs', 'id': 15249233, 'id_str': '15249233', 'indices': [16, 32]}, {'screen_name': 'Matter_CP', 'name': 'Matter_CP', 'id': 1050083147432509443, 'id_str': '1050083147432509443', 'indices': [33, 43]}, {'screen_name': 'uoregon', 'name': 'University of Oregon', 'id': 40940457, 'id_str': '40940457', 'indices': [44, 52]}, {'screen_name': 'strivefortone', 'name': 'Michael Cameron', 'id': 239720673, 'id_str': '239720673', 'indices': [53, 67]}]",[],en,recent,848349637,848349637,Christopher H. Hendon,chhendon,"Eugene, OR",assistant professor of chemistry at @uoregon. energy materials modeling. coffee. water for coffee ed2 is coming. promise.,https://t.co/mSn3yqSl2B,[],False,2111,692,44,Wed Sep 26 23:58:47 +0000 2012,3086,,,True,False,523,,False,False,False,3C3C3C,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1088888952843464704/sCEajVnA_normal.jpg,https://pbs.twimg.com/profile_images/1088888952843464704/sCEajVnA_normal.jpg,https://pbs.twimg.com/profile_banners/848349637/1542927885,144633,000000,000000,000000,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/mSn3yqSl2B', 'expanded_url': 'http://pages.uoregon.edu/chendon', 'display_url': 'pages.uoregon.edu/chendon', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Thu Jan 23 02:22:01 +0000 2020,1220169786723840000,1220169786723840000,@chhendon @ezradbaker @uoregon @strivefortone @Joule_CP @Chem_CP We’re doing our best to push the boundaries of (materials) science! Great contributions make our job easy.,False,"[65, 171]","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1.2201688136032215e+18,1220168813603221504,848349637.0,848349637,chhendon,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'chhendon', 'name': 'Christopher H. Hendon', 'id': 848349637, 'id_str': '848349637', 'indices': [0, 9]}, {'screen_name': 'ezradbaker', 'name': 'Ezra Baker', 'id': 764630546, 'id_str': '764630546', 'indices': [10, 21]}, {'screen_name': 'uoregon', 'name': 'University of Oregon', 'id': 40940457, 'id_str': '40940457', 'indices': [22, 30]}, {'screen_name': 'strivefortone', 'name': 'Michael Cameron', 'id': 239720673, 'id_str': '239720673', 'indices': [31, 45]}, {'screen_name': 'Joule_CP', 'name': 'Joule', 'id': 832269702818885632, 'id_str': '832269702818885632', 'indices': [46, 55]}, {'screen_name': 'Chem_CP', 'name': 'Chem_Cell_Press', 'id': 3601635861, 'id_str': '3601635861', 'indices': [56, 64]}]",[],en,recent,1050083147432509443,1050083147432509443,Matter_CP,Matter_CP,"Cambridge, MA",A new materials sciences journal published by @CellPressNews and the home for transformative research | Editor-in-Chief: Steve Cranford @cranfordMATTER,https://t.co/H6CF0WCFMu,[],False,3445,759,14,Wed Oct 10 17:58:26 +0000 2018,476,,,False,False,526,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1220396894238707712/MiC784Cz_normal.jpg,https://pbs.twimg.com/profile_images/1220396894238707712/MiC784Cz_normal.jpg,https://pbs.twimg.com/profile_banners/1050083147432509443/1542667620,ABB8C2,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/H6CF0WCFMu', 'expanded_url': 'http://www.cell.com/matter', 'display_url': 'cell.com/matter', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Thu Jan 23 02:18:09 +0000 2020,1220168813603221504,1220168813603221504,@ezradbaker @Matter_CP @uoregon @strivefortone They are @Joule_CP @Chem_CP and @Matter_CP .  This paper is published in the Matter journal.  We think it will become equally prestigious and we are really happy to have the paper find a home there!,False,"[47, 245]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2201647492598907e+18,1220164749259890689,764630546.0,764630546,ezradbaker,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'ezradbaker', 'name': 'Ezra Baker', 'id': 764630546, 'id_str': '764630546', 'indices': [0, 11]}, {'screen_name': 'Matter_CP', 'name': 'Matter_CP', 'id': 1050083147432509443, 'id_str': '1050083147432509443', 'indices': [12, 22]}, {'screen_name': 'uoregon', 'name': 'University of Oregon', 'id': 40940457, 'id_str': '40940457', 'indices': [23, 31]}, {'screen_name': 'strivefortone', 'name': 'Michael Cameron', 'id': 239720673, 'id_str': '239720673', 'indices': [32, 46]}, {'screen_name': 'Joule_CP', 'name': 'Joule', 'id': 832269702818885632, 'id_str': '832269702818885632', 'indices': [56, 65]}, {'screen_name': 'Chem_CP', 'name': 'Chem_Cell_Press', 'id': 3601635861, 'id_str': '3601635861', 'indices': [66, 74]}, {'screen_name': 'Matter_CP', 'name': 'Matter_CP', 'id': 1050083147432509443, 'id_str': '1050083147432509443', 'indices': [79, 89]}]",[],en,recent,848349637,848349637,Christopher H. Hendon,chhendon,"Eugene, OR",assistant professor of chemistry at @uoregon. energy materials modeling. coffee. water for coffee ed2 is coming. promise.,https://t.co/mSn3yqSl2B,[],False,2111,692,44,Wed Sep 26 23:58:47 +0000 2012,3086,,,True,False,523,,False,False,False,3C3C3C,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1088888952843464704/sCEajVnA_normal.jpg,https://pbs.twimg.com/profile_images/1088888952843464704/sCEajVnA_normal.jpg,https://pbs.twimg.com/profile_banners/848349637/1542927885,144633,000000,000000,000000,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/mSn3yqSl2B', 'expanded_url': 'http://pages.uoregon.edu/chendon', 'display_url': 'pages.uoregon.edu/chendon', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Thu Jan 23 02:18:05 +0000 2020,1220168796817612800,1220168796817612800,"@ezradbaker @Matter_CP @uoregon @strivefortone Just to clarify this (ever so slightly because I appreciate the praise), but Cell actually diversified their offerings recently and have three journals for the chemical science.",False,"[47, 224]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2201647492598907e+18,1220164749259890689,764630546.0,764630546,ezradbaker,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'ezradbaker', 'name': 'Ezra Baker', 'id': 764630546, 'id_str': '764630546', 'indices': [0, 11]}, {'screen_name': 'Matter_CP', 'name': 'Matter_CP', 'id': 1050083147432509443, 'id_str': '1050083147432509443', 'indices': [12, 22]}, {'screen_name': 'uoregon', 'name': 'University of Oregon', 'id': 40940457, 'id_str': '40940457', 'indices': [23, 31]}, {'screen_name': 'strivefortone', 'name': 'Michael Cameron', 'id': 239720673, 'id_str': '239720673', 'indices': [32, 46]}]",[],en,recent,848349637,848349637,Christopher H. Hendon,chhendon,"Eugene, OR",assistant professor of chemistry at @uoregon. energy materials modeling. coffee. water for coffee ed2 is coming. promise.,https://t.co/mSn3yqSl2B,[],False,2111,692,44,Wed Sep 26 23:58:47 +0000 2012,3086,,,True,False,523,,False,False,False,3C3C3C,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1088888952843464704/sCEajVnA_normal.jpg,https://pbs.twimg.com/profile_images/1088888952843464704/sCEajVnA_normal.jpg,https://pbs.twimg.com/profile_banners/848349637/1542927885,144633,000000,000000,000000,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/mSn3yqSl2B', 'expanded_url': 'http://pages.uoregon.edu/chendon', 'display_url': 'pages.uoregon.edu/chendon', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Thu Jan 23 02:00:03 +0000 2020,1220164260459737088,1220164260459737088,@ezradbaker @Matter_CP @uoregon @strivefortone Regular ass science shit... Right?,False,"[47, 81]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2201641145988465e+18,1220164114598846464,764630546.0,764630546,ezradbaker,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'ezradbaker', 'name': 'Ezra Baker', 'id': 764630546, 'id_str': '764630546', 'indices': [0, 11]}, {'screen_name': 'Matter_CP', 'name': 'Matter_CP', 'id': 1050083147432509443, 'id_str': '1050083147432509443', 'indices': [12, 22]}, {'screen_name': 'uoregon', 'name': 'University of Oregon', 'id': 40940457, 'id_str': '40940457', 'indices': [23, 31]}, {'screen_name': 'strivefortone', 'name': 'Michael Cameron', 'id': 239720673, 'id_str': '239720673', 'indices': [32, 46]}]",[],en,recent,848349637,848349637,Christopher H. Hendon,chhendon,"Eugene, OR",assistant professor of chemistry at @uoregon. energy materials modeling. coffee. water for coffee ed2 is coming. promise.,https://t.co/mSn3yqSl2B,[],False,2111,692,44,Wed Sep 26 23:58:47 +0000 2012,3086,,,True,False,523,,False,False,False,3C3C3C,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1088888952843464704/sCEajVnA_normal.jpg,https://pbs.twimg.com/profile_images/1088888952843464704/sCEajVnA_normal.jpg,https://pbs.twimg.com/profile_banners/848349637/1542927885,144633,000000,000000,000000,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/mSn3yqSl2B', 'expanded_url': 'http://pages.uoregon.edu/chendon', 'display_url': 'pages.uoregon.edu/chendon', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Wed Jan 22 23:14:06 +0000 2020,1220122495455391744,1220122495455391744,@chhendon @Matter_CP @uoregon @strivefortone Paging @csmayhew and @ScottRidesBikes,False,"[45, 82]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2200159147933532e+18,1220015914793353216,848349637.0,848349637,chhendon,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'chhendon', 'name': 'Christopher H. Hendon', 'id': 848349637, 'id_str': '848349637', 'indices': [0, 9]}, {'screen_name': 'Matter_CP', 'name': 'Matter_CP', 'id': 1050083147432509443, 'id_str': '1050083147432509443', 'indices': [10, 20]}, {'screen_name': 'uoregon', 'name': 'University of Oregon', 'id': 40940457, 'id_str': '40940457', 'indices': [21, 29]}, {'screen_name': 'strivefortone', 'name': 'Michael Cameron', 'id': 239720673, 'id_str': '239720673', 'indices': [30, 44]}, {'screen_name': 'csmayhew', 'name': ""Maples' union organizer"", 'id': 198351663, 'id_str': '198351663', 'indices': [52, 61]}, {'screen_name': 'ScottRidesBikes', 'name': 'Big Foot Energy', 'id': 75861614, 'id_str': '75861614', 'indices': [66, 82]}]",[],en,recent,908605338,908605338,science maker,johnkavouris,"Boston, MA","Organic Chemistry Grad Student Emeritus at BU. Hottest chemist inna streets, y’already know who it is.",,[],False,520,1305,17,Sat Oct 27 17:56:51 +0000 2012,9864,,,True,False,6238,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1142535293410717697/nZRHtbaQ_normal.jpg,https://pbs.twimg.com/profile_images/1142535293410717697/nZRHtbaQ_normal.jpg,https://pbs.twimg.com/profile_banners/908605338/1561236616,3B94D9,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Wed Jan 22 22:54:24 +0000 2020,1220117537167269888,1220117537167269888,@_CandiceMadison @Matter_CP @uoregon @strivefortone Sadly not. Eugene only,False,"[52, 74]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2201132984540406e+18,1220113298454040576,15452697.0,15452697,_CandiceMadison,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': '_CandiceMadison', 'name': 'Candice Madison Zachary', 'id': 15452697, 'id_str': '15452697', 'indices': [0, 16]}, {'screen_name': 'Matter_CP', 'name': 'Matter_CP', 'id': 1050083147432509443, 'id_str': '1050083147432509443', 'indices': [17, 27]}, {'screen_name': 'uoregon', 'name': 'University of Oregon', 'id': 40940457, 'id_str': '40940457', 'indices': [28, 36]}, {'screen_name': 'strivefortone', 'name': 'Michael Cameron', 'id': 239720673, 'id_str': '239720673', 'indices': [37, 51]}]",[],en,recent,848349637,848349637,Christopher H. Hendon,chhendon,"Eugene, OR",assistant professor of chemistry at @uoregon. energy materials modeling. coffee. water for coffee ed2 is coming. promise.,https://t.co/mSn3yqSl2B,[],False,2111,692,44,Wed Sep 26 23:58:47 +0000 2012,3086,,,True,False,523,,False,False,False,3C3C3C,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1088888952843464704/sCEajVnA_normal.jpg,https://pbs.twimg.com/profile_images/1088888952843464704/sCEajVnA_normal.jpg,https://pbs.twimg.com/profile_banners/848349637/1542927885,144633,000000,000000,000000,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/mSn3yqSl2B', 'expanded_url': 'http://pages.uoregon.edu/chendon', 'display_url': 'pages.uoregon.edu/chendon', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Wed Jan 22 21:21:16 +0000 2020,1220094101556645888,1220094101556645888,"@dylanmc @uoregon I see your point on this.  In our hands, however, we used a coffee that was roasted (developed) for about 45 seconds past first crack and our coffee was tasting exceptional – definitely not under extracted, but also definitely bright.",False,"[18, 252]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220093312511529e+18,1220093312511528960,16373.0,16373,dylanmc,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'dylanmc', 'name': 'dylan mcnamee', 'id': 16373, 'id_str': '16373', 'indices': [0, 8]}, {'screen_name': 'uoregon', 'name': 'University of Oregon', 'id': 40940457, 'id_str': '40940457', 'indices': [9, 17]}]",[],en,recent,848349637,848349637,Christopher H. Hendon,chhendon,"Eugene, OR",assistant professor of chemistry at @uoregon. energy materials modeling. coffee. water for coffee ed2 is coming. promise.,https://t.co/mSn3yqSl2B,[],False,2111,692,44,Wed Sep 26 23:58:47 +0000 2012,3086,,,True,False,523,,False,False,False,3C3C3C,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1088888952843464704/sCEajVnA_normal.jpg,https://pbs.twimg.com/profile_images/1088888952843464704/sCEajVnA_normal.jpg,https://pbs.twimg.com/profile_banners/848349637/1542927885,144633,000000,000000,000000,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/mSn3yqSl2B', 'expanded_url': 'http://pages.uoregon.edu/chendon', 'display_url': 'pages.uoregon.edu/chendon', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Wed Jan 22 20:59:04 +0000 2020,1220088511975411712,1220088511975411712,@nfchilton @Matter_CP @uoregon @strivefortone I reckon I need a different sort of drink after today,False,"[46, 99]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2200878876743803e+18,1220087887674380289,7.679790939126538e+17,767979093912653824,nfchilton,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'nfchilton', 'name': 'Nicholas F Chilton', 'id': 767979093912653824, 'id_str': '767979093912653824', 'indices': [0, 10]}, {'screen_name': 'Matter_CP', 'name': 'Matter_CP', 'id': 1050083147432509443, 'id_str': '1050083147432509443', 'indices': [11, 21]}, {'screen_name': 'uoregon', 'name': 'University of Oregon', 'id': 40940457, 'id_str': '40940457', 'indices': [22, 30]}, {'screen_name': 'strivefortone', 'name': 'Michael Cameron', 'id': 239720673, 'id_str': '239720673', 'indices': [31, 45]}]",[],en,recent,848349637,848349637,Christopher H. Hendon,chhendon,"Eugene, OR",assistant professor of chemistry at @uoregon. energy materials modeling. coffee. water for coffee ed2 is coming. promise.,https://t.co/mSn3yqSl2B,[],False,2111,692,44,Wed Sep 26 23:58:47 +0000 2012,3086,,,True,False,523,,False,False,False,3C3C3C,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1088888952843464704/sCEajVnA_normal.jpg,https://pbs.twimg.com/profile_images/1088888952843464704/sCEajVnA_normal.jpg,https://pbs.twimg.com/profile_banners/848349637/1542927885,144633,000000,000000,000000,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/mSn3yqSl2B', 'expanded_url': 'http://pages.uoregon.edu/chendon', 'display_url': 'pages.uoregon.edu/chendon', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
