,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,user.profile_banner_url,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,possibly_sensitive,retweeted_status.user.entities.url.urls
94,Sun Jan 19 20:40:32 +0000 2020,1218996686527266816,1218996686527266816,@NimaOmidvar @GWtweets @BermudaPremier @gwbusiness @GWStudents_ @GWAlumni @GWGeorgesArmy @gwhatchet @GWsports @ElliottSchoolGW @Bermuda @GWGeorge @JohnSquare20 And a good guy to boot,False,"[160, 182]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2189859224375665e+18,1218985922437566469,103664214.0,103664214,NimaOmidvar,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'NimaOmidvar', 'name': 'Nima Omidvar', 'id': 103664214, 'id_str': '103664214', 'indices': [0, 12]}, {'screen_name': 'GWtweets', 'name': 'GW University', 'id': 28101965, 'id_str': '28101965', 'indices': [13, 22]}, {'screen_name': 'BermudaPremier', 'name': 'Premier David Burt', 'id': 2654708274, 'id_str': '2654708274', 'indices': [23, 38]}, {'screen_name': 'gwbusiness', 'name': 'GW School of Business', 'id': 23439032, 'id_str': '23439032', 'indices': [39, 50]}, {'screen_name': 'GWStudents_', 'name': 'GW Student Association', 'id': 130186450, 'id_str': '130186450', 'indices': [51, 63]}, {'screen_name': 'GWAlumni', 'name': 'GW Alumni', 'id': 19290137, 'id_str': '19290137', 'indices': [64, 73]}, {'screen_name': 'GWGeorgesArmy', 'name': 'George’s Army', 'id': 46562295, 'id_str': '46562295', 'indices': [74, 88]}, {'screen_name': 'gwhatchet', 'name': 'The GW Hatchet', 'id': 18263820, 'id_str': '18263820', 'indices': [89, 99]}, {'screen_name': 'GWsports', 'name': 'GW Sports', 'id': 54627173, 'id_str': '54627173', 'indices': [100, 109]}, {'screen_name': 'ElliottSchoolGW', 'name': 'The Elliott School', 'id': 18683120, 'id_str': '18683120', 'indices': [110, 126]}, {'screen_name': 'Bermuda', 'name': 'Bermuda', 'id': 19731047, 'id_str': '19731047', 'indices': [127, 135]}, {'screen_name': 'GWGeorge', 'name': 'George Washington', 'id': 54340959, 'id_str': '54340959', 'indices': [136, 145]}, {'screen_name': 'JohnSquare20', 'name': 'Internal OPS_GWU Athletics', 'id': 1035582516860805120, 'id_str': '1035582516860805120', 'indices': [146, 159]}]",[],en,recent,109100204,109100204,Michael Quinn,msqquinn,"Denver, CO",Partner and Founder of Q Advisors a global TMT investment banking firm. Tennis Junkie and  Proud GW Alum,https://t.co/h236XgkGV4,[],False,208,308,5,Thu Jan 28 00:02:32 +0000 2010,13696,,,False,False,1170,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1195693993524367360/r6Pnyai__normal.jpg,https://pbs.twimg.com/profile_images/1195693993524367360/r6Pnyai__normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/h236XgkGV4', 'expanded_url': 'http://qllc.com', 'display_url': 'qllc.com', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/109100204/1531190682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Sun Jan 19 15:24:59 +0000 2020,1218917276914765824,1218917276914765824,@GWtweets we’re here!! Join us for Sunday service!!!,False,"[0, 52]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,28101965.0,28101965,GWtweets,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'GWtweets', 'name': 'GW University', 'id': 28101965, 'id_str': '28101965', 'indices': [0, 9]}]",[],en,recent,777682711368626181,777682711368626181,Citizen Shuttle,ch_shuttle,"Washington, DC","CH Shuttle, @HowardU bookstore (10:10) @GWtweets 21st and H (10:30) @Georgetown main entrance  (10:50) @GWmvc circle (11:05) @AmericanU south bus stop (11:15)",https://t.co/OpHCXwTied,[],False,32,27,0,Mon Sep 19 01:36:21 +0000 2016,38,,,False,False,784,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/901449572253302784/XQVOu48U_normal.jpg,https://pbs.twimg.com/profile_images/901449572253302784/XQVOu48U_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/OpHCXwTied', 'expanded_url': 'http://citizenheights.com', 'display_url': 'citizenheights.com', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/777682711368626181/1505130619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Sun Jan 19 15:09:54 +0000 2020,1218913481585500164,1218913481585500164,We are on our way @GWtweets see you at 10:30,False,"[0, 44]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'GWtweets', 'name': 'GW University', 'id': 28101965, 'id_str': '28101965', 'indices': [18, 27]}]",[],en,recent,777682711368626181,777682711368626181,Citizen Shuttle,ch_shuttle,"Washington, DC","CH Shuttle, @HowardU bookstore (10:10) @GWtweets 21st and H (10:30) @Georgetown main entrance  (10:50) @GWmvc circle (11:05) @AmericanU south bus stop (11:15)",https://t.co/OpHCXwTied,[],False,32,27,0,Mon Sep 19 01:36:21 +0000 2016,38,,,False,False,784,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/901449572253302784/XQVOu48U_normal.jpg,https://pbs.twimg.com/profile_images/901449572253302784/XQVOu48U_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/OpHCXwTied', 'expanded_url': 'http://citizenheights.com', 'display_url': 'citizenheights.com', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/777682711368626181/1505130619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Sun Jan 19 14:29:36 +0000 2020,1218903339464888320,1218903339464888320,Good morning &amp; Happy Sunday!!!! See you soon @HowardU @GWtweets @Georgetown @GWmvc @AmericanU,False,"[0, 97]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'HowardU', 'name': 'Howard University', 'id': 27147528, 'id_str': '27147528', 'indices': [49, 57]}, {'screen_name': 'GWtweets', 'name': 'GW University', 'id': 28101965, 'id_str': '28101965', 'indices': [58, 67]}, {'screen_name': 'Georgetown', 'name': 'Georgetown Univ.', 'id': 7856542, 'id_str': '7856542', 'indices': [68, 79]}, {'screen_name': 'GWmvc', 'name': 'Mount Vernon Campus', 'id': 73444807, 'id_str': '73444807', 'indices': [80, 86]}, {'screen_name': 'AmericanU', 'name': 'American University', 'id': 32433037, 'id_str': '32433037', 'indices': [87, 97]}]",[],en,recent,777682711368626181,777682711368626181,Citizen Shuttle,ch_shuttle,"Washington, DC","CH Shuttle, @HowardU bookstore (10:10) @GWtweets 21st and H (10:30) @Georgetown main entrance  (10:50) @GWmvc circle (11:05) @AmericanU south bus stop (11:15)",https://t.co/OpHCXwTied,[],False,32,27,0,Mon Sep 19 01:36:21 +0000 2016,38,,,False,False,784,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/901449572253302784/XQVOu48U_normal.jpg,https://pbs.twimg.com/profile_images/901449572253302784/XQVOu48U_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/OpHCXwTied', 'expanded_url': 'http://citizenheights.com', 'display_url': 'citizenheights.com', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/777682711368626181/1505130619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Sun Jan 19 01:56:24 +0000 2020,1218713789912084481,1218713789912084481,"@GWtweets @TheGWMagazine another time, we requested a fixit on the faucet which had a chunk taken out of it and we were left with a faucetless sink for 3 days",False,"[25, 158]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2187134355731456e+18,1218713435573145600,310030469.0,310030469,SchwartzBrooke,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'GWtweets', 'name': 'GW University', 'id': 28101965, 'id_str': '28101965', 'indices': [0, 9]}, {'screen_name': 'TheGWMagazine', 'name': 'GW Magazine', 'id': 1270339141, 'id_str': '1270339141', 'indices': [10, 24]}]",[],en,recent,310030469,310030469,Brooke Schwartz,SchwartzBrooke,"Washington, DC","Chi town (area) native, @GWTweets alum, @GeorgetownLaw 2L, and voting rights aficionado.",,[],False,147,188,1,Fri Jun 03 02:40:30 +0000 2011,526,,,False,False,519,,False,False,False,000000,http://abs.twimg.com/images/themes/theme11/bg.gif,https://abs.twimg.com/images/themes/theme11/bg.gif,False,http://pbs.twimg.com/profile_images/1191050158940868609/wFTnNCG7_normal.jpg,https://pbs.twimg.com/profile_images/1191050158940868609/wFTnNCG7_normal.jpg,7FDBB6,000000,000000,000000,False,True,False,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/310030469/1511899635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Sun Jan 19 01:55:00 +0000 2020,1218713435573145600,1218713435573145600,@GWtweets @TheGWMagazine one time our ceiling collapsed into our bathtub and facilities fixed it with a &amp;pizza box,False,"[25, 118]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2182449668682998e+18,1218244966868299777,28101965.0,28101965,GWtweets,,,,,False,0,4,False,False,en,[],[],"[{'screen_name': 'GWtweets', 'name': 'GW University', 'id': 28101965, 'id_str': '28101965', 'indices': [0, 9]}, {'screen_name': 'TheGWMagazine', 'name': 'GW Magazine', 'id': 1270339141, 'id_str': '1270339141', 'indices': [10, 24]}]",[],en,recent,310030469,310030469,Brooke Schwartz,SchwartzBrooke,"Washington, DC","Chi town (area) native, @GWTweets alum, @GeorgetownLaw 2L, and voting rights aficionado.",,[],False,147,188,1,Fri Jun 03 02:40:30 +0000 2011,526,,,False,False,519,,False,False,False,000000,http://abs.twimg.com/images/themes/theme11/bg.gif,https://abs.twimg.com/images/themes/theme11/bg.gif,False,http://pbs.twimg.com/profile_images/1191050158940868609/wFTnNCG7_normal.jpg,https://pbs.twimg.com/profile_images/1191050158940868609/wFTnNCG7_normal.jpg,7FDBB6,000000,000000,000000,False,True,False,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/310030469/1511899635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Sat Jan 18 23:16:42 +0000 2020,1218673600074526723,1218673600074526723,"RT @GWtweets: Did you live in Thurston Hall? Ahead of the planned renovations, @TheGWMagazine is collecting stories from life in Thurston —…",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,14,0,False,False,en,[],[],"[{'screen_name': 'GWtweets', 'name': 'GW University', 'id': 28101965, 'id_str': '28101965', 'indices': [3, 12]}, {'screen_name': 'TheGWMagazine', 'name': 'GW Magazine', 'id': 1270339141, 'id_str': '1270339141', 'indices': [79, 93]}]",[],en,recent,130186450,130186450,GW Student Association,GWStudents_,"Foggy Bottom, Washington","Student Association of the George Washington University. Supporting you by bringing your voices to the table, together. Email us at gwsa@gwu.edu.",,[],False,6152,450,81,Tue Apr 06 15:38:15 +0000 2010,2067,,,True,False,6364,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1149747744531255296/tiv-lrIR_normal.jpg,https://pbs.twimg.com/profile_images/1149747744531255296/tiv-lrIR_normal.jpg,123070,FFFFFF,DDEEF6,333333,False,False,False,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/130186450/1535159400,,,,,,,,,,,Fri Jan 17 18:53:28 +0000 2020,1.2182449668682998e+18,1218244966868299777,"Did you live in Thurston Hall? Ahead of the planned renovations, @TheGWMagazine is collecting stories from life in Thurston — memories of all stripes, from all eras — for an upcoming feature. Send yours to magazine@gwu.edu!",False,"[0, 223]",[],[],"[{'screen_name': 'TheGWMagazine', 'name': 'GW Magazine', 'id': 1270339141, 'id_str': '1270339141', 'indices': [65, 79]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,28101965.0,28101965,GW University,GWtweets,"Washington, D.C.","The official Twitter account for the George Washington University, a university actively engaging Washington and the world.",https://t.co/t6McJpXlQo,[],False,54749.0,1770.0,1004.0,Wed Apr 01 13:10:09 +0000 2009,2830.0,,,True,True,9647.0,,False,False,False,7796C5,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1191353695520329729/Cuj0C3Wd_normal.jpg,https://pbs.twimg.com/profile_images/1191353695520329729/Cuj0C3Wd_normal.jpg,https://pbs.twimg.com/profile_banners/28101965/1501781935,033C5A,FFFFFF,FFECA3,005581,True,False,False,False,False,False,False,none,,,,,False,14.0,81.0,False,False,en,,"[{'url': 'https://t.co/t6McJpXlQo', 'expanded_url': 'http://www.gwu.edu', 'display_url': 'gwu.edu', 'indices': [0, 23]}]"
123,Sat Jan 18 16:45:33 +0000 2020,1218575162729279494,1218575162729279494,@KyleGiunta @GWtweets @GWAlumni The kicker is @_morevang (the agency) signing the apology note 🤦‍♀️,False,"[32, 99]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2185720454343926e+18,1218572045434392577,25369944.0,25369944,KyleGiunta,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'KyleGiunta', 'name': 'Kyle Giunta', 'id': 25369944, 'id_str': '25369944', 'indices': [0, 11]}, {'screen_name': 'GWtweets', 'name': 'GW University', 'id': 28101965, 'id_str': '28101965', 'indices': [12, 21]}, {'screen_name': 'GWAlumni', 'name': 'GW Alumni', 'id': 19290137, 'id_str': '19290137', 'indices': [22, 31]}, {'screen_name': '_morevang', 'name': 'More Vang', 'id': 162017557, 'id_str': '162017557', 'indices': [46, 56]}]",[],en,recent,24246342,24246342,Asha Aravindakshan,DCasha,"New York, USA",Trisector Ldr @sprinklr | Advisor @BasketSavings @MITSloanAlumni NYC @MITSloanFellows Summit '20 | Fmr @octodc @gatesus @Ashoka @buscatuclase,https://t.co/swejeWcAmt,[],False,2487,3386,487,Fri Mar 13 20:27:01 +0000 2009,1221,,,True,False,14936,,False,False,False,C8ECAB,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,True,http://pbs.twimg.com/profile_images/1074477482529697792/f8S6qkWi_normal.jpg,https://pbs.twimg.com/profile_images/1074477482529697792/f8S6qkWi_normal.jpg,7FDBB6,28152D,5A7181,8BCCD5,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/swejeWcAmt', 'expanded_url': 'http://www.linkedin.com/in/ashaa12', 'display_url': 'linkedin.com/in/ashaa12', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/24246342/1440291421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Sat Jan 18 08:16:54 +0000 2020,1218447157537017856,1218447157537017856,"@tristanemoss @GWtweets @UNSWCanberra @AustAmFulbright Huge! Congratulations, Tristan!",False,"[55, 86]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.218086677341778e+18,1218086677341777921,418378301.0,418378301,tristanemoss,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'tristanemoss', 'name': 'Tristan Moss', 'id': 418378301, 'id_str': '418378301', 'indices': [0, 13]}, {'screen_name': 'GWtweets', 'name': 'GW University', 'id': 28101965, 'id_str': '28101965', 'indices': [14, 23]}, {'screen_name': 'UNSWCanberra', 'name': 'UNSW Canberra', 'id': 273251881, 'id_str': '273251881', 'indices': [24, 37]}, {'screen_name': 'AustAmFulbright', 'name': 'Fulbright Australia', 'id': 588793115, 'id_str': '588793115', 'indices': [38, 54]}]",[],en,recent,883918654412177408,883918654412177408,Annemarie McLaren,AMcLarenHistory,"Brisbane, Queensland",Indigenous-Colonial Histories • museums • Indigineity • HGRC Fellow @GU_SocialCultur • reviews ed @AboriginalHist • former postdoc @MAACambridge • PhD @ANU,https://t.co/dk4dSQ45dH,[],False,725,1383,6,Sun Jul 09 05:20:04 +0000 2017,2381,,,True,False,559,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1128511330237988864/0SuYI_yc_normal.png,https://pbs.twimg.com/profile_images/1128511330237988864/0SuYI_yc_normal.png,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/dk4dSQ45dH', 'expanded_url': 'https://griffith.academia.edu/AnnemarieMcLaren', 'display_url': 'griffith.academia.edu/AnnemarieMcLar…', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/883918654412177408/1565396175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Sat Jan 18 01:02:41 +0000 2020,1218337883947511808,1218337883947511808,"RT @GWtweets: Did you live in Thurston Hall? Ahead of the planned renovations, @TheGWMagazine is collecting stories from life in Thurston —…",False,"[0, 140]","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,,,,,,,False,14,0,False,False,en,[],[],"[{'screen_name': 'GWtweets', 'name': 'GW University', 'id': 28101965, 'id_str': '28101965', 'indices': [3, 12]}, {'screen_name': 'TheGWMagazine', 'name': 'GW Magazine', 'id': 1270339141, 'id_str': '1270339141', 'indices': [79, 93]}]",[],en,recent,122194247,122194247,John McGlasson,jmcglasson,"Alexandria, VA",New dad • Graphic Design • Illustration • Washington Capitals • Edinburgh Capitals • DC Rollergirls • Mng AD #inhouse creative services @gwtweets #OnlyatGW,,[],False,217,492,33,Thu Mar 11 22:49:17 +0000 2010,42185,,,True,False,5837,,False,False,False,C6E2EE,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/908467281474269186/oPcTkgVk_normal.jpg,https://pbs.twimg.com/profile_images/908467281474269186/oPcTkgVk_normal.jpg,1F98C7,C6E2EE,DAECF4,663B12,True,False,False,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/122194247/1395716888,,,,,,,,,,,Fri Jan 17 18:53:28 +0000 2020,1.2182449668682998e+18,1218244966868299777,"Did you live in Thurston Hall? Ahead of the planned renovations, @TheGWMagazine is collecting stories from life in Thurston — memories of all stripes, from all eras — for an upcoming feature. Send yours to magazine@gwu.edu!",False,"[0, 223]",[],[],"[{'screen_name': 'TheGWMagazine', 'name': 'GW Magazine', 'id': 1270339141, 'id_str': '1270339141', 'indices': [65, 79]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,28101965.0,28101965,GW University,GWtweets,"Washington, D.C.","The official Twitter account for the George Washington University, a university actively engaging Washington and the world.",https://t.co/t6McJpXlQo,[],False,54749.0,1770.0,1004.0,Wed Apr 01 13:10:09 +0000 2009,2830.0,,,True,True,9647.0,,False,False,False,7796C5,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1191353695520329729/Cuj0C3Wd_normal.jpg,https://pbs.twimg.com/profile_images/1191353695520329729/Cuj0C3Wd_normal.jpg,https://pbs.twimg.com/profile_banners/28101965/1501781935,033C5A,FFFFFF,FFECA3,005581,True,False,False,False,False,False,False,none,,,,,False,14.0,81.0,False,False,en,,"[{'url': 'https://t.co/t6McJpXlQo', 'expanded_url': 'http://www.gwu.edu', 'display_url': 'gwu.edu', 'indices': [0, 23]}]"
139,Sat Jan 18 00:16:27 +0000 2020,1218326247375364101,1218326247375364101,@jbteller @GWtweets @TheGWMagazine I'd ask @jonlhussey to weigh in here but he's off to @dartmouth so your turn @JSchimmerling @jmcglasson,False,"[35, 138]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2183244334896865e+18,1218324433489686528,18608764.0,18608764,jbteller,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'jbteller', 'name': 'Jordan Teller', 'id': 18608764, 'id_str': '18608764', 'indices': [0, 9]}, {'screen_name': 'GWtweets', 'name': 'GW University', 'id': 28101965, 'id_str': '28101965', 'indices': [10, 19]}, {'screen_name': 'TheGWMagazine', 'name': 'GW Magazine', 'id': 1270339141, 'id_str': '1270339141', 'indices': [20, 34]}, {'screen_name': 'jonlhussey', 'name': 'Jon Hussey', 'id': 47366869, 'id_str': '47366869', 'indices': [43, 54]}, {'screen_name': 'dartmouth', 'name': 'Dartmouth', 'id': 21226678, 'id_str': '21226678', 'indices': [88, 98]}, {'screen_name': 'JSchimmerling', 'name': 'Josh Schimmerling', 'id': 300243762, 'id_str': '300243762', 'indices': [112, 126]}, {'screen_name': 'jmcglasson', 'name': 'John McGlasson', 'id': 122194247, 'id_str': '122194247', 'indices': [127, 138]}]",[],en,recent,54793896,54793896,Steve Roche,srochedc,"Hyattsville, MD",@GWAlumni #GWU | @EmoryAlumni staff | sports fanatic @Nationals @washcaps @eagles @dcunited | total pop culture nerd | proud father & husband,https://t.co/OCkdgrgw8J,[],False,418,1953,11,Wed Jul 08 04:10:47 +0000 2009,1672,,,True,False,8636,,False,False,False,022330,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/1016393103240880128/AB9jKqXl_normal.jpg,https://pbs.twimg.com/profile_images/1016393103240880128/AB9jKqXl_normal.jpg,F50A0A,A8C7F7,C0DFEC,333333,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/OCkdgrgw8J', 'expanded_url': 'https://www.linkedin.com/in/steveroche', 'display_url': 'linkedin.com/in/steveroche', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/54793896/1572496997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
