,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.place,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.scopes.followers
141,Fri Jan 24 10:25:50 +0000 2020,1220653932000747520,1220653932000747520,RT @CountRessYvonne: @RoyalFamily @KingsCollegeLon Very nice Ma'am.👑🌹🧡,False,"[0, 70]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,2,0,False,False,en,[],[],"[{'screen_name': 'CountRessYvonne', 'name': ""CountRessYvonne Nya'Osome"", 'id': 919610278312136704, 'id_str': '919610278312136704', 'indices': [3, 19]}, {'screen_name': 'RoyalFamily', 'name': 'The Royal Family', 'id': 36042554, 'id_str': '36042554', 'indices': [21, 33]}, {'screen_name': 'KingsCollegeLon', 'name': ""King's College London"", 'id': 22624441, 'id_str': '22624441', 'indices': [34, 50]}]",[],en,recent,919610278312136704,919610278312136704,CountRessYvonne Nya'Osome,CountRessYvonne,"London, England","Catholic, All Saint's, Student, Niece, Cousin, Aunty, Daughter, Mother, Friend, Loved, HopeFull, Wifed.🌹💙",,,[],False,1113,62,2,Sun Oct 15 17:05:50 +0000 2017,94935,,,True,False,100412,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1198645926417580034/t8qFNiOw_normal.jpg,https://pbs.twimg.com/profile_images/1198645926417580034/t8qFNiOw_normal.jpg,https://pbs.twimg.com/profile_banners/919610278312136704/1579123352,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,Tue Mar 19 15:00:58 +0000 2019,1.1080205465144812e+18,1108020546514481153,@RoyalFamily @KingsCollegeLon Very nice Ma'am.👑🌹🧡,False,"[30, 49]",[],[],"[{'screen_name': 'RoyalFamily', 'name': 'The Royal Family', 'id': 36042554, 'id_str': '36042554', 'indices': [0, 12]}, {'screen_name': 'KingsCollegeLon', 'name': ""King's College London"", 'id': 22624441, 'id_str': '22624441', 'indices': [13, 29]}]",[],en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.1080110580678943e+18,1108011058067894272,36042554.0,36042554,RoyalFamily,9.196102783121367e+17,919610278312136704,CountRessYvonne Nya'Osome,CountRessYvonne,"London, England","Catholic, All Saint's, Student, Niece, Cousin, Aunty, Daughter, Mother, Friend, Loved, HopeFull, Wifed.🌹💙",,,[],False,1113.0,62.0,2.0,Sun Oct 15 17:05:50 +0000 2017,94935.0,,,True,False,100412.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1198645926417580034/t8qFNiOw_normal.jpg,https://pbs.twimg.com/profile_images/1198645926417580034/t8qFNiOw_normal.jpg,https://pbs.twimg.com/profile_banners/919610278312136704/1579123352,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,4393349f368f67a1,https://api.twitter.com/1.1/geo/id/4393349f368f67a1.json,city,Lambeth,"Lambeth, London",GB,United Kingdom,[],Polygon,"[[[-0.15191, 51.410792], [-0.078902, 51.410792], [-0.078902, 51.509887], [-0.15191, 51.509887]]]",,False,2.0,5.0,False,False,en,,,,,,,,,,,,
144,Fri Jan 24 08:38:59 +0000 2020,1220627042896699393,1220627042896699393,@MaddyMicroscope @KingsCollegeLon @LIDo_DTP Looking forward to hear more about it,False,"[44, 81]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2204618244764262e+18,1220461824476426240,1.2204577869597164e+18,1220457786959716353,MaddyMicroscope,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'MaddyMicroscope', 'name': 'Madeline Carpenter', 'id': 1220457786959716353, 'id_str': '1220457786959716353', 'indices': [0, 16]}, {'screen_name': 'KingsCollegeLon', 'name': ""King's College London"", 'id': 22624441, 'id_str': '22624441', 'indices': [17, 33]}, {'screen_name': 'LIDo_DTP', 'name': 'LIDo', 'id': 866955647732076544, 'id_str': '866955647732076544', 'indices': [34, 43]}]",[],en,recent,69302673,69302673,Ricardo Henriques,HenriquesLab,"London, England","#OpticalBiologist. Full Professor, NanoBioPhysics lab @MRC_LMCB & @TheCrick. #SRRF Sensei. We do #OpenSource & #OpenAccess Science. Opinions my own",https://t.co/d8qDHzvtOI,"[{'url': 'https://t.co/d8qDHzvtOI', 'expanded_url': 'http://www.ucl.ac.uk/lmcb/users/ricardo-henriques', 'display_url': 'ucl.ac.uk/lmcb/users/ric…', 'indices': [0, 23]}]",[],False,6889,3769,54,Thu Aug 27 14:21:04 +0000 2009,44239,,,True,False,10223,,False,False,False,352726,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,False,http://pbs.twimg.com/profile_images/938865697593098240/wXh2oLHv_normal.jpg,https://pbs.twimg.com/profile_images/938865697593098240/wXh2oLHv_normal.jpg,https://pbs.twimg.com/profile_banners/69302673/1467631350,D02B55,829D5E,99CC33,3E4415,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Fri Jan 24 07:06:59 +0000 2020,1220603889386430464,1220603889386430464,"RT @MaddyMicroscope: Finally! I've made a science focused Twitter, I will update about my PhD work developing a 3D isotropic lightsheet cap…",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,2,0,False,False,en,[],[],"[{'screen_name': 'MaddyMicroscope', 'name': 'Madeline Carpenter', 'id': 1220457786959716353, 'id_str': '1220457786959716353', 'indices': [3, 19]}]",[],en,recent,866955647732076544,866955647732076544,LIDo,LIDo_DTP,"London, England",The London Interdisciplinary Biosciences Consortium is one of the largest BBSRC funded Doctoral Training Partnerships in the UK.,https://t.co/sTnwci8qbg,"[{'url': 'https://t.co/sTnwci8qbg', 'expanded_url': 'http://lido-dtp.ac.uk/', 'display_url': 'lido-dtp.ac.uk', 'indices': [0, 23]}]",[],False,386,320,3,Tue May 23 09:55:08 +0000 2017,244,,,True,False,361,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/866960842268581889/QgW_7Z9L_normal.jpg,https://pbs.twimg.com/profile_images/866960842268581889/QgW_7Z9L_normal.jpg,https://pbs.twimg.com/profile_banners/866955647732076544/1495534260,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,Thu Jan 23 21:42:28 +0000 2020,1.2204618244764262e+18,1220461824476426240,"Finally! I've made a science focused Twitter, I will update about my PhD work developing a 3D isotropic lightsheet capable of FLIM data acquisition at @KingsCollegeLon and other developments on the @LIDo_DTP program",False,"[0, 215]",[],[],"[{'screen_name': 'KingsCollegeLon', 'name': ""King's College London"", 'id': 22624441, 'id_str': '22624441', 'indices': [151, 167]}, {'screen_name': 'LIDo_DTP', 'name': 'LIDo', 'id': 866955647732076544, 'id_str': '866955647732076544', 'indices': [198, 207]}]",[],en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.2204577869597164e+18,1220457786959716353,Madeline Carpenter,MaddyMicroscopy,,"@LiDo_DTP PhD @kingscollegelon ♀️👩‍🔬 biologist, novel isotropic lightsheet microscopy developer, programmer, 3D printer and iPSC fiend.",,,[],False,46.0,96.0,0.0,Thu Jan 23 21:26:34 +0000 2020,8.0,,,False,False,3.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1220685109017415681/2lw8-tK7_normal.jpg,https://pbs.twimg.com/profile_images/1220685109017415681/2lw8-tK7_normal.jpg,https://pbs.twimg.com/profile_banners/1220457786959716353/1579819710,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,False,2.0,29.0,False,False,en,,,,,,,,,,,,
153,Thu Jan 23 21:42:28 +0000 2020,1220461824476426240,1220461824476426240,"Finally! I've made a science focused Twitter, I will update about my PhD work developing a 3D isotropic lightsheet capable of FLIM data acquisition at @KingsCollegeLon and other developments on the @LIDo_DTP program",False,"[0, 215]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,2,29,False,False,en,[],[],"[{'screen_name': 'KingsCollegeLon', 'name': ""King's College London"", 'id': 22624441, 'id_str': '22624441', 'indices': [151, 167]}, {'screen_name': 'LIDo_DTP', 'name': 'LIDo', 'id': 866955647732076544, 'id_str': '866955647732076544', 'indices': [198, 207]}]",[],en,recent,1220457786959716353,1220457786959716353,Madeline Carpenter,MaddyMicroscopy,,"@LiDo_DTP PhD @kingscollegelon ♀️👩‍🔬 biologist, novel isotropic lightsheet microscopy developer, programmer, 3D printer and iPSC fiend.",,,[],False,46,96,0,Thu Jan 23 21:26:34 +0000 2020,8,,,False,False,3,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1220685109017415681/2lw8-tK7_normal.jpg,https://pbs.twimg.com/profile_images/1220685109017415681/2lw8-tK7_normal.jpg,https://pbs.twimg.com/profile_banners/1220457786959716353/1579819710,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Thu Jan 23 21:37:19 +0000 2020,1220460527727665177,1220460527727665177,RT @AndreasXyrichis: Congratulations to @bahran_mohammed for a successful MPhil/PhD upgrade Viva @KingsCollegeLon for a study examining the…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,6,0,False,False,en,[],[],"[{'screen_name': 'AndreasXyrichis', 'name': 'Andreas Xyrichis', 'id': 858607148, 'id_str': '858607148', 'indices': [3, 19]}, {'screen_name': 'bahran_mohammed', 'name': 'Mohammed Bahran', 'id': 1040287147922784256, 'id_str': '1040287147922784256', 'indices': [40, 56]}, {'screen_name': 'KingsCollegeLon', 'name': ""King's College London"", 'id': 22624441, 'id_str': '22624441', 'indices': [97, 113]}]",[],en,recent,1040287147922784256,1040287147922784256,Mohammed Bahran,bahran_mohammed,"London, England",Cardiothoracic Surgical Care Practitioner. PhD Researcher @KingsCollegelon,,,[],False,200,642,1,Thu Sep 13 17:12:38 +0000 2018,844,,,False,False,1570,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1102439033270083586/GNdXaBOt_normal.jpg,https://pbs.twimg.com/profile_images/1102439033270083586/GNdXaBOt_normal.jpg,https://pbs.twimg.com/profile_banners/1040287147922784256/1536859730,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,Thu Jan 23 12:18:12 +0000 2020,1.2203198203585413e+18,1220319820358541312,"Congratulations to @bahran_mohammed for a successful MPhil/PhD upgrade Viva @KingsCollegeLon for a study examining the design of new health professional roles in the KSA #phdlife #phdchat 

@Gerrythecynic @roks_starodub",False,"[0, 219]","[{'text': 'phdlife', 'indices': [170, 178]}, {'text': 'phdchat', 'indices': [179, 187]}]",[],"[{'screen_name': 'bahran_mohammed', 'name': 'Mohammed Bahran', 'id': 1040287147922784256, 'id_str': '1040287147922784256', 'indices': [19, 35]}, {'screen_name': 'KingsCollegeLon', 'name': ""King's College London"", 'id': 22624441, 'id_str': '22624441', 'indices': [76, 92]}, {'screen_name': 'Gerrythecynic', 'name': 'Dr Gerry Lee 🇮🇪🇪🇺📚', 'id': 170613759, 'id_str': '170613759', 'indices': [190, 204]}, {'screen_name': 'roks_starodub', 'name': 'Roksolana Starodub', 'id': 998936319995850752, 'id_str': '998936319995850752', 'indices': [205, 219]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,858607148.0,858607148,Andreas Xyrichis,AndreasXyrichis,London,"Social scientist @KingsCollegeLon | Editor in Chief - Journal of Interprofessional Care | Improving health care, one team at a time #NHS #interprofessional",,,[],False,794.0,885.0,16.0,Tue Oct 02 19:45:50 +0000 2012,2901.0,,,False,False,3584.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1103680028288667649/P_PNiO8U_normal.jpg,https://pbs.twimg.com/profile_images/1103680028288667649/P_PNiO8U_normal.jpg,https://pbs.twimg.com/profile_banners/858607148/1414528071,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,False,6.0,16.0,False,False,en,,,,,,,,,,,,
155,Thu Jan 23 21:37:14 +0000 2020,1220460506378534912,1220460506378534912,@AndreasXyrichis @KingsCollegeLon @Gerrythecynic @roks_starodub Thanks Andreas,False,"[64, 78]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2203198203585413e+18,1220319820358541312,858607148.0,858607148,AndreasXyrichis,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'AndreasXyrichis', 'name': 'Andreas Xyrichis', 'id': 858607148, 'id_str': '858607148', 'indices': [0, 16]}, {'screen_name': 'KingsCollegeLon', 'name': ""King's College London"", 'id': 22624441, 'id_str': '22624441', 'indices': [17, 33]}, {'screen_name': 'Gerrythecynic', 'name': 'Dr Gerry Lee 🇮🇪🇪🇺📚', 'id': 170613759, 'id_str': '170613759', 'indices': [34, 48]}, {'screen_name': 'roks_starodub', 'name': 'Roksolana Starodub', 'id': 998936319995850752, 'id_str': '998936319995850752', 'indices': [49, 63]}]",[],en,recent,1040287147922784256,1040287147922784256,Mohammed Bahran,bahran_mohammed,"London, England",Cardiothoracic Surgical Care Practitioner. PhD Researcher @KingsCollegelon,,,[],False,200,642,1,Thu Sep 13 17:12:38 +0000 2018,844,,,False,False,1570,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1102439033270083586/GNdXaBOt_normal.jpg,https://pbs.twimg.com/profile_images/1102439033270083586/GNdXaBOt_normal.jpg,https://pbs.twimg.com/profile_banners/1040287147922784256/1536859730,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Thu Jan 23 20:43:15 +0000 2020,1220446921577369601,1220446921577369601,@KingsCollegeLon can we have some guidance pls on how you respond to students returning from China after holiday to protect students and staff? @uochester @UniofNewcastle are taking precautions and issues advice! #coronovirus,False,"[0, 225]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,22624441.0,22624441,KingsCollegeLon,,,,,False,0,0,False,False,en,"[{'text': 'coronovirus', 'indices': [213, 225]}]",[],"[{'screen_name': 'KingsCollegeLon', 'name': ""King's College London"", 'id': 22624441, 'id_str': '22624441', 'indices': [0, 16]}, {'screen_name': 'uochester', 'name': 'University of Chester', 'id': 25898223, 'id_str': '25898223', 'indices': [144, 154]}, {'screen_name': 'UniofNewcastle', 'name': 'Newcastle University', 'id': 96741105, 'id_str': '96741105', 'indices': [155, 170]}]",[],en,recent,913751739635027969,913751739635027969,Chris Hazlehurst,TheReadingChris,"London, England","PhD Student at @kingsbschool, HS at @LCFLondon. Interest in Org Behaviour, Strategy Development &Analysis, Corporate Governance & Managerial Networks",,,[],False,58,63,1,Fri Sep 29 13:06:06 +0000 2017,949,,,True,False,631,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/914792430716833792/IuJ5EA5E_normal.jpg,https://pbs.twimg.com/profile_images/914792430716833792/IuJ5EA5E_normal.jpg,,981CEB,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Thu Jan 23 17:27:32 +0000 2020,1220397666737278976,1220397666737278976,"@AraldoB @UniofOxford @KingsCollegeLon @BABCP @NKVTS With over 40 million copies sold worldwide, it's a far-reaching strategy!",False,"[53, 126]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2203964863845908e+18,1220396486384590849,232269358.0,232269358,AraldoB,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'AraldoB', 'name': 'Harald Bækkelund', 'id': 232269358, 'id_str': '232269358', 'indices': [0, 8]}, {'screen_name': 'UniofOxford', 'name': 'Oxford University', 'id': 48289662, 'id_str': '48289662', 'indices': [9, 21]}, {'screen_name': 'KingsCollegeLon', 'name': ""King's College London"", 'id': 22624441, 'id_str': '22624441', 'indices': [22, 38]}, {'screen_name': 'BABCP', 'name': 'BABCP', 'id': 130157056, 'id_str': '130157056', 'indices': [39, 45]}, {'screen_name': 'NKVTS', 'name': 'NKVTS', 'id': 365976605, 'id_str': '365976605', 'indices': [46, 52]}]",[],en,recent,210567050,210567050,Dr Jennifer Wild,DrJenWild,London,"Psychological Scientist @UniofOxford Consultant Clinical Psychologist @BBCOne Vertigo Road Trip #CBT, #PTSD, #Memory, #Psychology. Author of Be Extraordinary.",https://t.co/JeFwMgyfgv,"[{'url': 'https://t.co/JeFwMgyfgv', 'expanded_url': 'http://www.beextraordinarybook.com', 'display_url': 'beextraordinarybook.com', 'indices': [0, 23]}]",[],False,1184,249,25,Sun Oct 31 19:03:28 +0000 2010,204,,,True,False,482,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1198300061584822272/nDa-zeXk_normal.jpg,https://pbs.twimg.com/profile_images/1198300061584822272/nDa-zeXk_normal.jpg,https://pbs.twimg.com/profile_banners/210567050/1574526556,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Thu Jan 23 17:02:47 +0000 2020,1220391437696716807,1220391437696716807,"@jesswade @KingsCollegeLon @JaneFeinmann So sorry about this, Jess. This kind of research is so relevant nowadays too!",False,"[41, 118]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2203094300022333e+18,1220309430002233345,20904490.0,20904490,jesswade,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'jesswade', 'name': 'Dr Jess Wade 👩🏻\u200d🔬', 'id': 20904490, 'id_str': '20904490', 'indices': [0, 9]}, {'screen_name': 'KingsCollegeLon', 'name': ""King's College London"", 'id': 22624441, 'id_str': '22624441', 'indices': [10, 26]}, {'screen_name': 'JaneFeinmann', 'name': 'Jane Feinmann', 'id': 256988072, 'id_str': '256988072', 'indices': [27, 40]}]",[],en,recent,2798711324,2798711324,AnnaC,AnnaCupani,"London, England","Recovering Academic, now Research Manager @ImperialCollege, ex-teacher, part-time comedian and musician. Believer in the benefits of art & science (she/her)",,,[],False,448,575,16,Mon Sep 08 22:17:30 +0000 2014,10014,,,False,False,4215,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/512014284084092928/_VH6VqTV_normal.jpeg,https://pbs.twimg.com/profile_images/512014284084092928/_VH6VqTV_normal.jpeg,https://pbs.twimg.com/profile_banners/2798711324/1410908844,3B94D9,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Thu Jan 23 14:28:38 +0000 2020,1220352645216526342,1220352645216526342,@gravywavylucy @KingsCollegeLon @southbankcentre Sharp!!! Also you might have met @usmankayaniphd !,False,"[49, 99]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200546432476692e+18,1220054643247669249,1125719304.0,1125719304,gravywavylucy,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'gravywavylucy', 'name': 'Lucy Thomas 🔭🌌', 'id': 1125719304, 'id_str': '1125719304', 'indices': [0, 14]}, {'screen_name': 'KingsCollegeLon', 'name': ""King's College London"", 'id': 22624441, 'id_str': '22624441', 'indices': [15, 31]}, {'screen_name': 'southbankcentre', 'name': 'Southbank Centre', 'id': 17185109, 'id_str': '17185109', 'indices': [32, 48]}, {'screen_name': 'usmankayaniphd', 'name': 'Dr_ℜobot.ipynb ⚛️🤖 عثمان', 'id': 1092880541026787330, 'id_str': '1092880541026787330', 'indices': [82, 97]}]",[],en,recent,1007284936720740352,1007284936720740352,Dr Claudia Antolini 🌌🚀she/her 🐯,CA_AstroComm,"Cardiff, Wales",#Scicomm | space wizard | #STEMinist | #mentalhealth | immigrant | @tigerinstemm 🇮🇹🇪🇺🏴󠁧󠁢󠁷󠁬󠁳󠁿 #PublicEngagement @PhysicsNews (own views). Pass the 🍨!,,,[],False,12133,1920,125,Thu Jun 14 15:33:38 +0000 2018,85074,,,True,False,26141,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1153409564756336640/MTnKSacj_normal.jpg,https://pbs.twimg.com/profile_images/1153409564756336640/MTnKSacj_normal.jpg,https://pbs.twimg.com/profile_banners/1007284936720740352/1557611773,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Thu Jan 23 13:07:29 +0000 2020,1220332222793863168,1220332222793863168,@cdlorenz @KingsCollegeLon @southbankcentre Thank you Chris! 🤩🥳,False,"[44, 63]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2203311635684844e+18,1220331163568484353,32820363.0,32820363,cdlorenz,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'cdlorenz', 'name': 'Chris Lorenz', 'id': 32820363, 'id_str': '32820363', 'indices': [0, 9]}, {'screen_name': 'KingsCollegeLon', 'name': ""King's College London"", 'id': 22624441, 'id_str': '22624441', 'indices': [10, 26]}, {'screen_name': 'southbankcentre', 'name': 'Southbank Centre', 'id': 17185109, 'id_str': '17185109', 'indices': [27, 43]}]",[],en,recent,1125719304,1125719304,Lucy Thomas 🔭🌌,gravywavylucy,"Birmingham, England",Gravitational wave astrophysics PhD student at @UoBIGWaves. I study gravitational wave signals from compact binary mergers 💥🔭🌈 🇪🇺🏳️‍🌈she/her,,,[],False,448,1086,3,Sun Jan 27 17:48:48 +0000 2013,2366,,,True,False,2149,,False,False,False,EDD8BE,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1183046064825348099/Lug9yxSl_normal.jpg,https://pbs.twimg.com/profile_images/1183046064825348099/Lug9yxSl_normal.jpg,https://pbs.twimg.com/profile_banners/1125719304/1577925330,91D2FA,000000,DDEEF6,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53b67b1d1cc81a51,https://api.twitter.com/1.1/geo/id/53b67b1d1cc81a51.json,city,Birmingham,"Birmingham, England",GB,United Kingdom,[],Polygon,"[[[-2.033651, 52.381063], [-1.74763, 52.381063], [-1.74763, 52.60687], [-2.033651, 52.60687]]]",
