,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang
55,Fri Jan 24 00:42:32 +0000 2020,1220507139363524608,1220507139363524608,@haleydowns @jbueno2292 @EastCarolina @dunkindonuts i drink black coffee 😬,False,"[52, 74]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220506990562218e+18,1220506990562217986,22261912.0,22261912,haleydowns,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'haleydowns', 'name': 'Haley', 'id': 22261912, 'id_str': '22261912', 'indices': [0, 11]}, {'screen_name': 'jbueno2292', 'name': 'Joshua Bueno', 'id': 853316395056205824, 'id_str': '853316395056205824', 'indices': [12, 23]}, {'screen_name': 'EastCarolina', 'name': 'ECU', 'id': 179111246, 'id_str': '179111246', 'indices': [24, 37]}, {'screen_name': 'dunkindonuts', 'name': ""Dunkin'"", 'id': 8771022, 'id_str': '8771022', 'indices': [38, 51]}]",[],en,recent,950617826,950617826,Karlee Hardison,karsheahar,"North Carolina, USA",east carolina university,,[],False,324,234,6,Thu Nov 15 23:07:24 +0000 2012,28691,,,True,False,13766,,False,False,False,F5ABB5,http://abs.twimg.com/images/themes/theme11/bg.gif,https://abs.twimg.com/images/themes/theme11/bg.gif,True,http://pbs.twimg.com/profile_images/1216423586384224259/zsdZFUAb_normal.jpg,https://pbs.twimg.com/profile_images/1216423586384224259/zsdZFUAb_normal.jpg,https://pbs.twimg.com/profile_banners/950617826/1578191645,F58EA8,D4D1DD,E6F3CD,C7B5AC,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Fri Jan 24 00:39:08 +0000 2020,1220506283012476928,1220506283012476928,@jbueno2292 @haleydowns @EastCarolina @dunkindonuts okay i like strong coffee. so starbucks is better. but dunkin’ coffee isn’t bad. and it’s way cheaper lol,False,"[52, 157]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2205060820926833e+18,1220506082092683264,8.533163950562058e+17,853316395056205824,jbueno2292,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'jbueno2292', 'name': 'Joshua Bueno', 'id': 853316395056205824, 'id_str': '853316395056205824', 'indices': [0, 11]}, {'screen_name': 'haleydowns', 'name': 'Haley', 'id': 22261912, 'id_str': '22261912', 'indices': [12, 23]}, {'screen_name': 'EastCarolina', 'name': 'ECU', 'id': 179111246, 'id_str': '179111246', 'indices': [24, 37]}, {'screen_name': 'dunkindonuts', 'name': ""Dunkin'"", 'id': 8771022, 'id_str': '8771022', 'indices': [38, 51]}]",[],en,recent,950617826,950617826,Karlee Hardison,karsheahar,"North Carolina, USA",east carolina university,,[],False,324,234,6,Thu Nov 15 23:07:24 +0000 2012,28691,,,True,False,13766,,False,False,False,F5ABB5,http://abs.twimg.com/images/themes/theme11/bg.gif,https://abs.twimg.com/images/themes/theme11/bg.gif,True,http://pbs.twimg.com/profile_images/1216423586384224259/zsdZFUAb_normal.jpg,https://pbs.twimg.com/profile_images/1216423586384224259/zsdZFUAb_normal.jpg,https://pbs.twimg.com/profile_banners/950617826/1578191645,F58EA8,D4D1DD,E6F3CD,C7B5AC,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Fri Jan 24 00:35:47 +0000 2020,1220505441865695237,1220505441865695237,@haleydowns @jbueno2292 @EastCarolina @dunkindonuts OH YOURE RIGHT I DIDNT,False,"[52, 74]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220505351746982e+18,1220505351746981889,22261912.0,22261912,haleydowns,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'haleydowns', 'name': 'Haley', 'id': 22261912, 'id_str': '22261912', 'indices': [0, 11]}, {'screen_name': 'jbueno2292', 'name': 'Joshua Bueno', 'id': 853316395056205824, 'id_str': '853316395056205824', 'indices': [12, 23]}, {'screen_name': 'EastCarolina', 'name': 'ECU', 'id': 179111246, 'id_str': '179111246', 'indices': [24, 37]}, {'screen_name': 'dunkindonuts', 'name': ""Dunkin'"", 'id': 8771022, 'id_str': '8771022', 'indices': [38, 51]}]",[],en,recent,950617826,950617826,Karlee Hardison,karsheahar,"North Carolina, USA",east carolina university,,[],False,324,234,6,Thu Nov 15 23:07:24 +0000 2012,28691,,,True,False,13766,,False,False,False,F5ABB5,http://abs.twimg.com/images/themes/theme11/bg.gif,https://abs.twimg.com/images/themes/theme11/bg.gif,True,http://pbs.twimg.com/profile_images/1216423586384224259/zsdZFUAb_normal.jpg,https://pbs.twimg.com/profile_images/1216423586384224259/zsdZFUAb_normal.jpg,https://pbs.twimg.com/profile_banners/950617826/1578191645,F58EA8,D4D1DD,E6F3CD,C7B5AC,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Fri Jan 24 00:34:25 +0000 2020,1220505096213057536,1220505096213057536,@jbueno2292 @haleydowns @EastCarolina @dunkindonuts Bueno there are literally 10 starbucks on campus,False,"[52, 100]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2204870779655004e+18,1220487077965500416,8.533163950562058e+17,853316395056205824,jbueno2292,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'jbueno2292', 'name': 'Joshua Bueno', 'id': 853316395056205824, 'id_str': '853316395056205824', 'indices': [0, 11]}, {'screen_name': 'haleydowns', 'name': 'Haley', 'id': 22261912, 'id_str': '22261912', 'indices': [12, 23]}, {'screen_name': 'EastCarolina', 'name': 'ECU', 'id': 179111246, 'id_str': '179111246', 'indices': [24, 37]}, {'screen_name': 'dunkindonuts', 'name': ""Dunkin'"", 'id': 8771022, 'id_str': '8771022', 'indices': [38, 51]}]",[],en,recent,950617826,950617826,Karlee Hardison,karsheahar,"North Carolina, USA",east carolina university,,[],False,324,234,6,Thu Nov 15 23:07:24 +0000 2012,28691,,,True,False,13766,,False,False,False,F5ABB5,http://abs.twimg.com/images/themes/theme11/bg.gif,https://abs.twimg.com/images/themes/theme11/bg.gif,True,http://pbs.twimg.com/profile_images/1216423586384224259/zsdZFUAb_normal.jpg,https://pbs.twimg.com/profile_images/1216423586384224259/zsdZFUAb_normal.jpg,https://pbs.twimg.com/profile_banners/950617826/1578191645,F58EA8,D4D1DD,E6F3CD,C7B5AC,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Thu Jan 23 23:25:46 +0000 2020,1220487821850443784,1220487821850443784,"To answer @cgodwin23's question during @billyweaver14's interview, temperatures are about 5 degrees cooler this year than 2019. Time to jump! @EastCarolina #polarbearplunge",False,"[0, 172]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,4,False,False,en,"[{'text': 'polarbearplunge', 'indices': [156, 172]}]",[],"[{'screen_name': 'cgodwin23', 'name': 'Cliff Godwin', 'id': 169067072, 'id_str': '169067072', 'indices': [10, 20]}, {'screen_name': 'billyweaver14', 'name': 'billy weaver', 'id': 104627506, 'id_str': '104627506', 'indices': [39, 53]}, {'screen_name': 'EastCarolina', 'name': 'ECU', 'id': 179111246, 'id_str': '179111246', 'indices': [142, 155]}]",[],en,recent,890974573,890974573,Matt Engelbrecht,EngelWX,"Greenville, NC","Chief Meteorologist - WITN, '08 Valpo graduate, Detroit sports fan and all around science enthusiast #NC https://t.co/ZR2IFoTGy7… https://t.co/k0OnutGuHw",https://t.co/gaHF0HRCnV,"[{'url': 'https://t.co/ZR2IFoTGy7', 'expanded_url': 'http://facebook.com/matt.engelbrec', 'display_url': 'facebook.com/matt.engelbrec', 'indices': [105, 128]}, {'url': 'https://t.co/k0OnutGuHw', 'expanded_url': 'http://lnkd.in/RM2Nvt', 'display_url': 'lnkd.in/RM2Nvt', 'indices': [130, 153]}]",False,3935,997,148,Fri Oct 19 13:17:34 +0000 2012,26121,,,True,True,31566,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1032736078048964608/XMojn1Qh_normal.jpg,https://pbs.twimg.com/profile_images/1032736078048964608/XMojn1Qh_normal.jpg,https://pbs.twimg.com/profile_banners/890974573/1397148123,009999,EEEEEE,EFEFEF,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,"[{'url': 'https://t.co/gaHF0HRCnV', 'expanded_url': 'https://www.facebook.com/matt.engelbrechtwitn', 'display_url': 'facebook.com/matt.engelbrec…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Thu Jan 23 19:37:38 +0000 2020,1220430408493551617,1220430408493551617,@haleydowns @EastCarolina @dunkindonuts we have 17 starbs but can’t get a dunkin. drives me nuts lol,False,"[40, 100]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220429514628649e+18,1220429514628648961,22261912.0,22261912,haleydowns,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'haleydowns', 'name': 'Haley', 'id': 22261912, 'id_str': '22261912', 'indices': [0, 11]}, {'screen_name': 'EastCarolina', 'name': 'ECU', 'id': 179111246, 'id_str': '179111246', 'indices': [12, 25]}, {'screen_name': 'dunkindonuts', 'name': ""Dunkin'"", 'id': 8771022, 'id_str': '8771022', 'indices': [26, 39]}]",[],en,recent,950617826,950617826,Karlee Hardison,karsheahar,"North Carolina, USA",east carolina university,,[],False,324,234,6,Thu Nov 15 23:07:24 +0000 2012,28691,,,True,False,13766,,False,False,False,F5ABB5,http://abs.twimg.com/images/themes/theme11/bg.gif,https://abs.twimg.com/images/themes/theme11/bg.gif,True,http://pbs.twimg.com/profile_images/1216423586384224259/zsdZFUAb_normal.jpg,https://pbs.twimg.com/profile_images/1216423586384224259/zsdZFUAb_normal.jpg,https://pbs.twimg.com/profile_banners/950617826/1578191645,F58EA8,D4D1DD,E6F3CD,C7B5AC,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Thu Jan 23 19:37:15 +0000 2020,1220430312301387776,1220430312301387776,RT @haleydowns: hi @EastCarolina can we pls get a @dunkindonuts on campus?? im currently in my mid afternoon slump and need coffee but i wa…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'haleydowns', 'name': 'Haley', 'id': 22261912, 'id_str': '22261912', 'indices': [3, 14]}, {'screen_name': 'EastCarolina', 'name': 'ECU', 'id': 179111246, 'id_str': '179111246', 'indices': [19, 32]}, {'screen_name': 'dunkindonuts', 'name': ""Dunkin'"", 'id': 8771022, 'id_str': '8771022', 'indices': [50, 63]}]",[],en,recent,950617826,950617826,Karlee Hardison,karsheahar,"North Carolina, USA",east carolina university,,[],False,324,234,6,Thu Nov 15 23:07:24 +0000 2012,28691,,,True,False,13766,,False,False,False,F5ABB5,http://abs.twimg.com/images/themes/theme11/bg.gif,https://abs.twimg.com/images/themes/theme11/bg.gif,True,http://pbs.twimg.com/profile_images/1216423586384224259/zsdZFUAb_normal.jpg,https://pbs.twimg.com/profile_images/1216423586384224259/zsdZFUAb_normal.jpg,https://pbs.twimg.com/profile_banners/950617826/1578191645,F58EA8,D4D1DD,E6F3CD,C7B5AC,True,True,False,False,False,False,False,none,,,,,,,,,,,,Thu Jan 23 19:34:05 +0000 2020,1.220429514628649e+18,1220429514628648961,hi @EastCarolina can we pls get a @dunkindonuts on campus?? im currently in my mid afternoon slump and need coffee but i want dunkin and not starbucks lol,False,"[0, 154]",[],[],"[{'screen_name': 'EastCarolina', 'name': 'ECU', 'id': 179111246, 'id_str': '179111246', 'indices': [3, 16]}, {'screen_name': 'dunkindonuts', 'name': ""Dunkin'"", 'id': 8771022, 'id_str': '8771022', 'indices': [34, 47]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,22261912.0,22261912,Haley,haleydowns,North Carolina,my favorite basketball players are troy bolton & nathan scott,https://t.co/qQ6C7EBn32,"[{'url': 'https://t.co/qQ6C7EBn32', 'expanded_url': 'http://instagram.com/haleyldowns', 'display_url': 'instagram.com/haleyldowns', 'indices': [0, 23]}]",[],False,754.0,290.0,2.0,Sat Feb 28 14:58:49 +0000 2009,1150.0,,,True,False,23232.0,,False,False,False,050505,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1205258222959026178/sgpSgQ0D_normal.jpg,https://pbs.twimg.com/profile_images/1205258222959026178/sgpSgQ0D_normal.jpg,https://pbs.twimg.com/profile_banners/22261912/1578973693,1D78AD,FFFFFF,737373,13C1ED,False,True,False,False,False,False,False,none,,,,,False,1.0,2.0,False,False,en
77,Thu Jan 23 17:26:13 +0000 2020,1220397335475302403,1220397335475302403,@CAMontgomeryEDU @Publix @EastCarolina That is awesome,False,"[39, 54]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220205421631279e+18,1220205421631279104,8.348531387713454e+17,834853138771345409,CAMontgomeryEDU,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'CAMontgomeryEDU', 'name': 'Chelsea A. Montgomery', 'id': 834853138771345409, 'id_str': '834853138771345409', 'indices': [0, 16]}, {'screen_name': 'Publix', 'name': 'Publix', 'id': 14784550, 'id_str': '14784550', 'indices': [17, 24]}, {'screen_name': 'EastCarolina', 'name': 'ECU', 'id': 179111246, 'id_str': '179111246', 'indices': [25, 38]}]",[],en,recent,603750591,603750591,Lewis M. Gale,lewismgale,,ECU alumni. Most tweets are about Pirates and Golf. ☠️⛳️ Educational and Entertaining. RTs are not endorsements.,,[],False,578,1432,29,Sat Jun 09 14:59:37 +0000 2012,31268,,,False,False,20543,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1192985560270417921/kTr6Rgl5_normal.jpg,https://pbs.twimg.com/profile_images/1192985560270417921/kTr6Rgl5_normal.jpg,https://pbs.twimg.com/profile_banners/603750591/1578782388,0084B4,FFFFFF,DDEEF6,333333,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Thu Jan 23 04:57:41 +0000 2020,1220208960919220226,1220208960919220226,@CAMontgomeryEDU @Publix @EastCarolina Gotta love the #252!,False,"[39, 59]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220205421631279e+18,1220205421631279104,8.348531387713454e+17,834853138771345409,CAMontgomeryEDU,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'CAMontgomeryEDU', 'name': 'Chelsea A. Montgomery', 'id': 834853138771345409, 'id_str': '834853138771345409', 'indices': [0, 16]}, {'screen_name': 'Publix', 'name': 'Publix', 'id': 14784550, 'id_str': '14784550', 'indices': [17, 24]}, {'screen_name': 'EastCarolina', 'name': 'ECU', 'id': 179111246, 'id_str': '179111246', 'indices': [25, 38]}]",[],en,recent,3412983549,3412983549,Johnathan Hall,MrHall437,,Morehouse Alumnus:: Social Studies Teacher & Department Chair::TFA Alumnus:: @Creekside_High TOTY 2018-2019,,[],False,395,331,2,Mon Aug 10 16:29:51 +0000 2015,2083,,,True,False,1313,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1012328678645170176/yxcdyrrE_normal.jpg,https://pbs.twimg.com/profile_images/1012328678645170176/yxcdyrrE_normal.jpg,https://pbs.twimg.com/profile_banners/3412983549/1494251131,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,d1683f3c5c646d61,https://api.twitter.com/1.1/geo/id/d1683f3c5c646d61.json,city,Union City,"Union City, GA",US,United States,[],Polygon,"[[[-84.597615, 33.542538], [-84.485509, 33.542538], [-84.485509, 33.633988], [-84.597615, 33.633988]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Thu Jan 23 03:24:12 +0000 2020,1220185435462303744,1220185435462303744,"@EastCarolina @TEC_newspaper Get Lg 2 Topping, 8 Wings &amp; 2LtCoke $19.99. Or Med 3 Topping $9.99. Add LavaCaake $4.49, CinnaTwist $5.99 or Cookie Brownie $6.49.",False,"[0, 163]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,179111246.0,179111246,EastCarolina,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'EastCarolina', 'name': 'ECU', 'id': 179111246, 'id_str': '179111246', 'indices': [0, 13]}, {'screen_name': 'TEC_newspaper', 'name': 'The East Carolinian', 'id': 38582082, 'id_str': '38582082', 'indices': [14, 28]}]",[],en,recent,1141543392,1141543392,1201SCharlesBlvdGrvl,NCECUDominos,"1201S.CharlesB.Greenville,NC",Proudly Serving East Carolina University and the surrounding area since 1979. Follow us for daily specials. Phone# (252)758-6660 Online: http://t.co/chn09qZS,,"[{'url': 'http://t.co/chn09qZS', 'expanded_url': 'http://Dominos.com', 'display_url': 'Dominos.com', 'indices': [137, 157]}]",False,203,229,3,Sat Feb 02 05:20:19 +0000 2013,199,,,False,False,5295,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/3202810354/c1324be645565e8500c15824b549d727_normal.jpeg,https://pbs.twimg.com/profile_images/3202810354/c1324be645565e8500c15824b549d727_normal.jpeg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Wed Jan 22 23:32:40 +0000 2020,1220127167998300160,1220127167998300160,At @EastCarolina to listen and be imparted by the one and only @AprilDRyan   Lashes dropping knowledge already. “I wish my mama would’ve given me a $1 phone” 🤣 #MLK,False,"[0, 164]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,en,"[{'text': 'MLK', 'indices': [160, 164]}]",[],"[{'screen_name': 'EastCarolina', 'name': 'ECU', 'id': 179111246, 'id_str': '179111246', 'indices': [3, 16]}, {'screen_name': 'AprilDRyan', 'name': 'AprilDRyan', 'id': 18018355, 'id_str': '18018355', 'indices': [63, 74]}]",[],en,recent,123745681,123745681,Nate Alexander,HeisANate,"Jamestown, NC ","NCAT ALUM | ΦΒΣ | Carolina Bred | Advocate | Believer | Family | Love | Life | Young, Black and EDUcated 💁🏿‍♂️",https://t.co/zYVuj7rXX8,[],False,199,1131,5,Wed Mar 17 03:20:04 +0000 2010,17650,,,True,False,2362,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme2/bg.gif,https://abs.twimg.com/images/themes/theme2/bg.gif,True,http://pbs.twimg.com/profile_images/1219857900052647936/lFytcLqW_normal.jpg,https://pbs.twimg.com/profile_images/1219857900052647936/lFytcLqW_normal.jpg,https://pbs.twimg.com/profile_banners/123745681/1579671763,89C9FA,000000,E6EDEC,000000,True,True,False,False,False,False,False,none,,,,,,,,,,,"[{'url': 'https://t.co/zYVuj7rXX8', 'expanded_url': 'http://www.facebook.com/nathankemp', 'display_url': 'facebook.com/nathankemp', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Wed Jan 22 18:49:31 +0000 2020,1220055912636960770,1220055912636960770,@EastCarolina your broken elevators in my dorm building are making me late for class. This has been ongoing for months. WTF?,False,"[0, 124]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,179111246.0,179111246,EastCarolina,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'EastCarolina', 'name': 'ECU', 'id': 179111246, 'id_str': '179111246', 'indices': [0, 13]}]",[],en,recent,1202661306807005185,1202661306807005185,ECU for Bernie Sanders☠️,ECUBerning,"Greenville, NC",ECU students committed to electing #BernieSanders the 46th President of the United States! #ECUBerning,,[],False,101,101,1,Thu Dec 05 18:49:42 +0000 2019,276,,,False,False,79,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1220001248965021698/dfCC2SQ5_normal.jpg,https://pbs.twimg.com/profile_images/1220001248965021698/dfCC2SQ5_normal.jpg,https://pbs.twimg.com/profile_banners/1202661306807005185/1579705939,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Wed Jan 22 15:37:28 +0000 2020,1220007581118291968,1220007581118291968,"THCAS alumni receive prestigious jobs, just like @EastCarolina alumnus Joseph Hoyt, who received his degree from the @ecuhistorydept and maritime studies. Hoyt is now chief historian and national maritime heritage program coordinator for the Office of National Marine Sanctuaries.",False,"[0, 280]","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,,,,,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'EastCarolina', 'name': 'ECU', 'id': 179111246, 'id_str': '179111246', 'indices': [49, 62]}, {'screen_name': 'ecuhistorydept', 'name': 'ECU Department of History', 'id': 1035526006260592640, 'id_str': '1035526006260592640', 'indices': [117, 132]}]",[],en,recent,2712548856,2712548856,Harriot College,ecuhcas,"Greenville, NC","The College of Arts & Sciences is the largest and most diverse academic unit at East Carolina University, with 16 departments and 16 interdisciplinary programs.",http://t.co/hAkHTMttus,[],False,686,304,9,Wed Aug 06 17:42:39 +0000 2014,285,,,False,False,1457,,False,False,False,CCCCCC,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/1169225681793773568/1uFZstck_normal.jpg,https://pbs.twimg.com/profile_images/1169225681793773568/1uFZstck_normal.jpg,https://pbs.twimg.com/profile_banners/2712548856/1567167495,592A8A,FFFFFF,EFEFEF,333333,False,False,False,False,False,False,False,none,,,,,,,,,,,"[{'url': 'http://t.co/hAkHTMttus', 'expanded_url': 'http://www.ecu.edu/cas', 'display_url': 'ecu.edu/cas', 'indices': [0, 22]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
