,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
50,Wed Jan 22 21:24:19 +0000 2020,1220094866757169152,1220094866757169152,"RT @NurseL23004537: @WeStudentNurse @BSUH_NHS have 2 days of trust induction for us at @uniofbrighton, one day at the hospital and one on c…",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'NurseL23004537', 'name': 'Student Nurse Laura', 'id': 1182372310373818370, 'id_str': '1182372310373818370', 'indices': [3, 18]}, {'screen_name': 'WeStudentNurse', 'name': 'WeStudentNurses', 'id': 939235274554560512, 'id_str': '939235274554560512', 'indices': [20, 35]}, {'screen_name': 'BSUH_NHS', 'name': 'BSUH NHS', 'id': 350836656, 'id_str': '350836656', 'indices': [36, 45]}, {'screen_name': 'uniofbrighton', 'name': 'University of Brighton', 'id': 38673476, 'id_str': '38673476', 'indices': [87, 101]}]",[],en,recent,905736554785763329,905736554785763329,Brighton Nurses,BrightonNurses,"Brighton, England","University of Brighton @BrightonNurses. BSc (Hons) Nursing (Adult, Child and Mental Health) at Uni of Brighton. ‘You are never just a student’ #futurenurses",,[],False,1800,2945,8,Thu Sep 07 10:16:37 +0000 2017,11483,,,False,False,3201,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/905742704507834370/80A4ediQ_normal.jpg,https://pbs.twimg.com/profile_images/905742704507834370/80A4ediQ_normal.jpg,https://pbs.twimg.com/profile_banners/905736554785763329/1504780275,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,Wed Jan 22 21:00:48 +0000 2020,1.2200889505571717e+18,1220088950557171713,"@WeStudentNurse @BSUH_NHS have 2 days of trust induction for us at @uniofbrighton, one day at the hospital and one on campus. We also have representatives from the community trust there as well as East &amp; West Sussex trusts as well!",False,"[16, 235]",[],[],"[{'screen_name': 'WeStudentNurse', 'name': 'WeStudentNurses', 'id': 939235274554560512, 'id_str': '939235274554560512', 'indices': [0, 15]}, {'screen_name': 'BSUH_NHS', 'name': 'BSUH NHS', 'id': 350836656, 'id_str': '350836656', 'indices': [16, 25]}, {'screen_name': 'uniofbrighton', 'name': 'University of Brighton', 'id': 38673476, 'id_str': '38673476', 'indices': [67, 81]}]",[],en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.220034907168301e+18,1220034907168301056,9.392352745545605e+17,939235274554560512,WeStudentNurse,1.1823723103738184e+18,1182372310373818370,Student Nurse Laura,NurseL23004537,"Henfield, England",Student Nurse studying a BSc in Children's nursing at Brighton University,,[],False,69.0,82.0,0.0,Thu Oct 10 19:09:57 +0000 2019,488.0,,,True,False,166.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1214276684960149505/td3wf9yd_normal.jpg,https://pbs.twimg.com/profile_images/1214276684960149505/td3wf9yd_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,1.0,4.0,False,False,en,,,,,,,,,,,,,,,,,,,,,
53,Wed Jan 22 21:00:48 +0000 2020,1220088950557171713,1220088950557171713,"@WeStudentNurse @BSUH_NHS have 2 days of trust induction for us at @uniofbrighton, one day at the hospital and one on campus. We also have representatives from the community trust there as well as East &amp; West Sussex trusts as well!",False,"[16, 235]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.220034907168301e+18,1220034907168301056,9.392352745545605e+17,939235274554560512,WeStudentNurse,,,,,False,1,4,False,False,en,[],[],"[{'screen_name': 'WeStudentNurse', 'name': 'WeStudentNurses', 'id': 939235274554560512, 'id_str': '939235274554560512', 'indices': [0, 15]}, {'screen_name': 'BSUH_NHS', 'name': 'BSUH NHS', 'id': 350836656, 'id_str': '350836656', 'indices': [16, 25]}, {'screen_name': 'uniofbrighton', 'name': 'University of Brighton', 'id': 38673476, 'id_str': '38673476', 'indices': [67, 81]}]",[],en,recent,1182372310373818370,1182372310373818370,Student Nurse Laura,NurseL23004537,"Henfield, England",Student Nurse studying a BSc in Children's nursing at Brighton University,,[],False,69,82,0,Thu Oct 10 19:09:57 +0000 2019,488,,,True,False,166,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1214276684960149505/td3wf9yd_normal.jpg,https://pbs.twimg.com/profile_images/1214276684960149505/td3wf9yd_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Wed Jan 22 15:35:57 +0000 2020,1220007197243068417,1220007197243068417,"@uniofbrighton @AldrichLib I wondered if you would please display a couple of these info sheets in the library, if I drop them off to you? Pleeeaaaase. 😊@BethThomasHanco @johnlynch18",False,"[15, 182]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2145153662794301e+18,1214515366279430150,3405708694.0,3405708694,Kat_Saunders_,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'uniofbrighton', 'name': 'University of Brighton', 'id': 38673476, 'id_str': '38673476', 'indices': [0, 14]}, {'screen_name': 'AldrichLib', 'name': 'Aldrich Library, University of Brighton', 'id': 1585833997, 'id_str': '1585833997', 'indices': [15, 26]}, {'screen_name': 'BethThomasHanco', 'name': 'Beth Thomas-Hancock', 'id': 954309666, 'id_str': '954309666', 'indices': [153, 169]}, {'screen_name': 'johnlynch18', 'name': 'john lynch', 'id': 403037748, 'id_str': '403037748', 'indices': [170, 182]}]",[],en,recent,3405708694,3405708694,Kat Saunders,Kat_Saunders_,"Brighton, England","Co-ordinate volunteering/placements & Project Officer Uni-School Mentoring @uniofbrightoncs, UoB LGBT+ Ally, @sportbrighton volunteer & L3 PT in training! 💚",,[],False,151,415,2,Thu Aug 06 13:49:33 +0000 2015,115,,,False,False,222,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1214491438060376065/oOOrVHeP_normal.jpg,https://pbs.twimg.com/profile_images/1214491438060376065/oOOrVHeP_normal.jpg,https://pbs.twimg.com/profile_banners/3405708694/1556628268,19CF86,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Wed Jan 22 15:19:06 +0000 2020,1220002957925801985,1220002957925801985,@ehatzi @CCCUCascade @SHSUnivBrighton @uniofbrighton @healthandeurope @tidmarsh_anne Likewise! I hope this is the beginning of a long term collaboration!,False,"[85, 153]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.219988075889283e+18,1219988075889283074,73438537.0,73438537,ehatzi,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'ehatzi', 'name': 'Prof Eleni Hatzidimitriadou', 'id': 73438537, 'id_str': '73438537', 'indices': [0, 7]}, {'screen_name': 'CCCUCascade', 'name': 'CCCU-CASCADEEU', 'id': 1128210510695026688, 'id_str': '1128210510695026688', 'indices': [8, 20]}, {'screen_name': 'SHSUnivBrighton', 'name': 'Health Sciences', 'id': 843899320537702401, 'id_str': '843899320537702401', 'indices': [21, 37]}, {'screen_name': 'uniofbrighton', 'name': 'University of Brighton', 'id': 38673476, 'id_str': '38673476', 'indices': [38, 52]}, {'screen_name': 'healthandeurope', 'name': 'The Health and Europe Centre', 'id': 3440281876, 'id_str': '3440281876', 'indices': [53, 69]}, {'screen_name': 'tidmarsh_anne', 'name': 'Anne Tidmarsh', 'id': 1012283533, 'id_str': '1012283533', 'indices': [70, 84]}]",[],en,recent,2244204973,2244204973,Dr Theo Fotis,tfotis73,Brighton,Nursing Futurist Principal Lecturer RN @uniofbrighton #HIMSSFuture50 #LivingLabBrighton #DigitalNursing #DigitalHealth #Wearables #pinksocks Own Views,https://t.co/WNhgGAZiuq,[],False,2270,2318,266,Fri Dec 13 17:14:17 +0000 2013,3988,,,True,False,6888,,False,False,True,ABB8C2,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/997446024107933696/bzPd9Kn-_normal.jpg,https://pbs.twimg.com/profile_images/997446024107933696/bzPd9Kn-_normal.jpg,https://pbs.twimg.com/profile_banners/2244204973/1386967228,4A913C,86A4A6,A0C5C7,333333,True,False,False,False,False,False,False,regular,"[{'url': 'https://t.co/WNhgGAZiuq', 'expanded_url': 'https://about.brighton.ac.uk/staff/details.php?uid=tf75', 'display_url': 'about.brighton.ac.uk/staff/details.…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Wed Jan 22 13:13:12 +0000 2020,1219971275025678338,1219971275025678338,@ASundaralingam @SHSUnivBrighton @uniofbrighton @healthandeurope Your #LivingLabBrighton heritage continues!,False,"[65, 108]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.21996283250833e+18,1219962832508329985,497897611.0,497897611,ASundaralingam,,,,,False,0,2,False,False,en,"[{'text': 'LivingLabBrighton', 'indices': [70, 88]}]",[],"[{'screen_name': 'ASundaralingam', 'name': 'Anand', 'id': 497897611, 'id_str': '497897611', 'indices': [0, 15]}, {'screen_name': 'SHSUnivBrighton', 'name': 'Health Sciences', 'id': 843899320537702401, 'id_str': '843899320537702401', 'indices': [16, 32]}, {'screen_name': 'uniofbrighton', 'name': 'University of Brighton', 'id': 38673476, 'id_str': '38673476', 'indices': [33, 47]}, {'screen_name': 'healthandeurope', 'name': 'The Health and Europe Centre', 'id': 3440281876, 'id_str': '3440281876', 'indices': [48, 64]}]",[],en,recent,2244204973,2244204973,Dr Theo Fotis,tfotis73,Brighton,Nursing Futurist Principal Lecturer RN @uniofbrighton #HIMSSFuture50 #LivingLabBrighton #DigitalNursing #DigitalHealth #Wearables #pinksocks Own Views,https://t.co/WNhgGAZiuq,[],False,2270,2318,266,Fri Dec 13 17:14:17 +0000 2013,3988,,,True,False,6888,,False,False,True,ABB8C2,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/997446024107933696/bzPd9Kn-_normal.jpg,https://pbs.twimg.com/profile_images/997446024107933696/bzPd9Kn-_normal.jpg,https://pbs.twimg.com/profile_banners/2244204973/1386967228,4A913C,86A4A6,A0C5C7,333333,True,False,False,False,False,False,False,regular,"[{'url': 'https://t.co/WNhgGAZiuq', 'expanded_url': 'https://about.brighton.ac.uk/staff/details.php?uid=tf75', 'display_url': 'about.brighton.ac.uk/staff/details.…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Wed Jan 22 13:12:26 +0000 2020,1219971080581939200,1219971080581939200,RT @PDumolein: @tfotis73 @SHSUnivBrighton @uniofbrighton @healthandeurope Looking forward as well Theo !!,False,"[0, 105]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'PDumolein', 'name': 'Pieter-Jan Dumolein', 'id': 2158576767, 'id_str': '2158576767', 'indices': [3, 13]}, {'screen_name': 'tfotis73', 'name': 'Dr Theo Fotis', 'id': 2244204973, 'id_str': '2244204973', 'indices': [15, 24]}, {'screen_name': 'SHSUnivBrighton', 'name': 'Health Sciences', 'id': 843899320537702401, 'id_str': '843899320537702401', 'indices': [25, 41]}, {'screen_name': 'uniofbrighton', 'name': 'University of Brighton', 'id': 38673476, 'id_str': '38673476', 'indices': [42, 56]}, {'screen_name': 'healthandeurope', 'name': 'The Health and Europe Centre', 'id': 3440281876, 'id_str': '3440281876', 'indices': [57, 73]}]",[],en,recent,2244204973,2244204973,Dr Theo Fotis,tfotis73,Brighton,Nursing Futurist Principal Lecturer RN @uniofbrighton #HIMSSFuture50 #LivingLabBrighton #DigitalNursing #DigitalHealth #Wearables #pinksocks Own Views,https://t.co/WNhgGAZiuq,[],False,2270,2318,266,Fri Dec 13 17:14:17 +0000 2013,3988,,,True,False,6888,,False,False,True,ABB8C2,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/997446024107933696/bzPd9Kn-_normal.jpg,https://pbs.twimg.com/profile_images/997446024107933696/bzPd9Kn-_normal.jpg,https://pbs.twimg.com/profile_banners/2244204973/1386967228,4A913C,86A4A6,A0C5C7,333333,True,False,False,False,False,False,False,regular,"[{'url': 'https://t.co/WNhgGAZiuq', 'expanded_url': 'https://about.brighton.ac.uk/staff/details.php?uid=tf75', 'display_url': 'about.brighton.ac.uk/staff/details.…', 'indices': [0, 23]}]",Wed Jan 22 13:05:12 +0000 2020,1.2199692600485233e+18,1219969260048523264,@tfotis73 @SHSUnivBrighton @uniofbrighton @healthandeurope Looking forward as well Theo !!,False,"[59, 90]",[],[],"[{'screen_name': 'tfotis73', 'name': 'Dr Theo Fotis', 'id': 2244204973, 'id_str': '2244204973', 'indices': [0, 9]}, {'screen_name': 'SHSUnivBrighton', 'name': 'Health Sciences', 'id': 843899320537702401, 'id_str': '843899320537702401', 'indices': [10, 26]}, {'screen_name': 'uniofbrighton', 'name': 'University of Brighton', 'id': 38673476, 'id_str': '38673476', 'indices': [27, 41]}, {'screen_name': 'healthandeurope', 'name': 'The Health and Europe Centre', 'id': 3440281876, 'id_str': '3440281876', 'indices': [42, 58]}]",[],en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2199447475712573e+18,1219944747571257344,2244204973.0,2244204973,tfotis73,2158576767.0,2158576767,Pieter-Jan Dumolein,PDumolein,"Hooglede, België","Zaakvoerder ProJect.S
Projectcoördinator PRoF / Boone",,[],False,41.0,140.0,1.0,Tue Oct 29 12:44:03 +0000 2013,112.0,,,True,False,101.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/778134455034740736/Z4CgBlZM_normal.jpg,https://pbs.twimg.com/profile_images/778134455034740736/Z4CgBlZM_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,1.0,1.0,False,False,en,,,,,,,,,,,,17cd88de6c977e69,https://api.twitter.com/1.1/geo/id/17cd88de6c977e69.json,city,Canterbury,"Canterbury, England",GB,United Kingdom,[],Polygon,"[[[1.043809, 51.2532603], [1.136462, 51.2532603], [1.136462, 51.3002514], [1.043809, 51.3002514]]]"
67,Wed Jan 22 12:39:39 +0000 2020,1219962832508329985,1219962832508329985,@tfotis73 @SHSUnivBrighton @uniofbrighton @healthandeurope Congrats @tfotis73 and team!,False,"[59, 87]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2199447475712573e+18,1219944747571257344,2244204973.0,2244204973,tfotis73,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'tfotis73', 'name': 'Dr Theo Fotis', 'id': 2244204973, 'id_str': '2244204973', 'indices': [0, 9]}, {'screen_name': 'SHSUnivBrighton', 'name': 'Health Sciences', 'id': 843899320537702401, 'id_str': '843899320537702401', 'indices': [10, 26]}, {'screen_name': 'uniofbrighton', 'name': 'University of Brighton', 'id': 38673476, 'id_str': '38673476', 'indices': [27, 41]}, {'screen_name': 'healthandeurope', 'name': 'The Health and Europe Centre', 'id': 3440281876, 'id_str': '3440281876', 'indices': [42, 58]}, {'screen_name': 'tfotis73', 'name': 'Dr Theo Fotis', 'id': 2244204973, 'id_str': '2244204973', 'indices': [68, 77]}]",[],en,recent,497897611,497897611,Anand,ASundaralingam,,Resp Doc | Darzi Alum | Lung Ca + Pleural | #FOAMED | #VBHC | #QI,,[],False,398,752,17,Mon Feb 20 13:39:10 +0000 2012,4658,,,True,False,1746,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/996849308245872650/nWwl4AE5_normal.jpg,https://pbs.twimg.com/profile_images/996849308245872650/nWwl4AE5_normal.jpg,https://pbs.twimg.com/profile_banners/497897611/1526503267,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Wed Jan 22 11:55:35 +0000 2020,1219951742009344001,1219951742009344001,@brightonlyndon @SHSUnivBrighton @uniofbrighton @healthandeurope @patientsco I will do,False,"[77, 86]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2199501983922668e+18,1219950198392266752,56493316.0,56493316,brightonlyndon,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'brightonlyndon', 'name': 'Lyndon Johnson', 'id': 56493316, 'id_str': '56493316', 'indices': [0, 15]}, {'screen_name': 'SHSUnivBrighton', 'name': 'Health Sciences', 'id': 843899320537702401, 'id_str': '843899320537702401', 'indices': [16, 32]}, {'screen_name': 'uniofbrighton', 'name': 'University of Brighton', 'id': 38673476, 'id_str': '38673476', 'indices': [33, 47]}, {'screen_name': 'healthandeurope', 'name': 'The Health and Europe Centre', 'id': 3440281876, 'id_str': '3440281876', 'indices': [48, 64]}, {'screen_name': 'patientsco', 'name': 'Patients Know Best', 'id': 247196136, 'id_str': '247196136', 'indices': [65, 76]}]",[],en,recent,2244204973,2244204973,Dr Theo Fotis,tfotis73,Brighton,Nursing Futurist Principal Lecturer RN @uniofbrighton #HIMSSFuture50 #LivingLabBrighton #DigitalNursing #DigitalHealth #Wearables #pinksocks Own Views,https://t.co/WNhgGAZiuq,[],False,2270,2318,266,Fri Dec 13 17:14:17 +0000 2013,3988,,,True,False,6888,,False,False,True,ABB8C2,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/997446024107933696/bzPd9Kn-_normal.jpg,https://pbs.twimg.com/profile_images/997446024107933696/bzPd9Kn-_normal.jpg,https://pbs.twimg.com/profile_banners/2244204973/1386967228,4A913C,86A4A6,A0C5C7,333333,True,False,False,False,False,False,False,regular,"[{'url': 'https://t.co/WNhgGAZiuq', 'expanded_url': 'https://about.brighton.ac.uk/staff/details.php?uid=tf75', 'display_url': 'about.brighton.ac.uk/staff/details.…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Wed Jan 22 11:55:01 +0000 2020,1219951599545733121,1219951599545733121,@healthandeurope Very excited being part of this project! #2SeasEMPOWER @SHSUnivBrighton @uniofbrighton #LivingLabBrighton,False,"[17, 122]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2199499738376356e+18,1219949973837635584,3440281876.0,3440281876,healthandeurope,,,,,False,0,4,False,False,en,"[{'text': '2SeasEMPOWER', 'indices': [58, 71]}, {'text': 'LivingLabBrighton', 'indices': [104, 122]}]",[],"[{'screen_name': 'healthandeurope', 'name': 'The Health and Europe Centre', 'id': 3440281876, 'id_str': '3440281876', 'indices': [0, 16]}, {'screen_name': 'SHSUnivBrighton', 'name': 'Health Sciences', 'id': 843899320537702401, 'id_str': '843899320537702401', 'indices': [72, 88]}, {'screen_name': 'uniofbrighton', 'name': 'University of Brighton', 'id': 38673476, 'id_str': '38673476', 'indices': [89, 103]}]",[],en,recent,2244204973,2244204973,Dr Theo Fotis,tfotis73,Brighton,Nursing Futurist Principal Lecturer RN @uniofbrighton #HIMSSFuture50 #LivingLabBrighton #DigitalNursing #DigitalHealth #Wearables #pinksocks Own Views,https://t.co/WNhgGAZiuq,[],False,2270,2318,266,Fri Dec 13 17:14:17 +0000 2013,3988,,,True,False,6888,,False,False,True,ABB8C2,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/997446024107933696/bzPd9Kn-_normal.jpg,https://pbs.twimg.com/profile_images/997446024107933696/bzPd9Kn-_normal.jpg,https://pbs.twimg.com/profile_banners/2244204973/1386967228,4A913C,86A4A6,A0C5C7,333333,True,False,False,False,False,False,False,regular,"[{'url': 'https://t.co/WNhgGAZiuq', 'expanded_url': 'https://about.brighton.ac.uk/staff/details.php?uid=tf75', 'display_url': 'about.brighton.ac.uk/staff/details.…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Wed Jan 22 11:27:47 +0000 2020,1219944747571257344,1219944747571257344,Very pleased and excited to share the news for our successful funding application! #2seasEMPOWER Looking forward to work with our partners on empowering citizens to manage their own care @SHSUnivBrighton @uniofbrighton @healthandeurope #LivinglabBrighton,False,"[0, 254]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,6,25,False,False,en,"[{'text': '2seasEMPOWER', 'indices': [83, 96]}, {'text': 'LivinglabBrighton', 'indices': [236, 254]}]",[],"[{'screen_name': 'SHSUnivBrighton', 'name': 'Health Sciences', 'id': 843899320537702401, 'id_str': '843899320537702401', 'indices': [187, 203]}, {'screen_name': 'uniofbrighton', 'name': 'University of Brighton', 'id': 38673476, 'id_str': '38673476', 'indices': [204, 218]}, {'screen_name': 'healthandeurope', 'name': 'The Health and Europe Centre', 'id': 3440281876, 'id_str': '3440281876', 'indices': [219, 235]}]",[],en,recent,2244204973,2244204973,Dr Theo Fotis,tfotis73,Brighton,Nursing Futurist Principal Lecturer RN @uniofbrighton #HIMSSFuture50 #LivingLabBrighton #DigitalNursing #DigitalHealth #Wearables #pinksocks Own Views,https://t.co/WNhgGAZiuq,[],False,2270,2318,266,Fri Dec 13 17:14:17 +0000 2013,3988,,,True,False,6888,,False,False,True,ABB8C2,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/997446024107933696/bzPd9Kn-_normal.jpg,https://pbs.twimg.com/profile_images/997446024107933696/bzPd9Kn-_normal.jpg,https://pbs.twimg.com/profile_banners/2244204973/1386967228,4A913C,86A4A6,A0C5C7,333333,True,False,False,False,False,False,False,regular,"[{'url': 'https://t.co/WNhgGAZiuq', 'expanded_url': 'https://about.brighton.ac.uk/staff/details.php?uid=tf75', 'display_url': 'about.brighton.ac.uk/staff/details.…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
