,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.profile_banner_url,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.user.entities.url.urls
148,Wed Jan 22 02:34:08 +0000 2020,1219810447051776000,1219810447051776000,"@AHardProblem @ctr4neurotech @AllenInstitute @UW @uwcnc Has Christof Koch figured out how we perceive a color from the firing of a neuron yet? I mean, he's been at this for a long time.",False,"[56, 185]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2198072825206743e+18,1219807282520674304,8.238198499692093e+17,823819849969209344,AHardProblem,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'AHardProblem', 'name': 'Hard Problem', 'id': 823819849969209344, 'id_str': '823819849969209344', 'indices': [0, 13]}, {'screen_name': 'ctr4neurotech', 'name': 'Center for Neurotechnology', 'id': 2252627132, 'id_str': '2252627132', 'indices': [14, 28]}, {'screen_name': 'AllenInstitute', 'name': 'Allen Institute', 'id': 209309794, 'id_str': '209309794', 'indices': [29, 44]}, {'screen_name': 'UW', 'name': 'University of Washington', 'id': 27103822, 'id_str': '27103822', 'indices': [45, 48]}, {'screen_name': 'uwcnc', 'name': 'UW Computational Neuroscience Center', 'id': 964234705414467584, 'id_str': '964234705414467584', 'indices': [49, 55]}]",[],en,recent,116882097,116882097,Rebel Science,RebelScience,,"Christian neuroscience & AGI. Perception without representations. We, Christians, will solve AGI. We have sacred knowledge. ✝️🧠

https://t.co/KlSX2j2VjA",,,"[{'url': 'https://t.co/KlSX2j2VjA', 'expanded_url': 'http://gab.com/RebelScience', 'display_url': 'gab.com/RebelScience', 'indices': [129, 152]}]",False,738,119,21,Tue Feb 23 21:42:43 +0000 2010,29566,,,False,False,14789,,False,False,False,022330,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/1168940772164538368/aEHvQXCr_normal.jpg,https://pbs.twimg.com/profile_images/1168940772164538368/aEHvQXCr_normal.jpg,0084B4,A8C7F7,C0DFEC,333333,True,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/116882097/1506035632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Wed Jan 22 02:21:33 +0000 2020,1219807282520674304,1219807282520674304,@ctr4neurotech @AllenInstitute @UW @uwcnc Thank you! 🙂,False,"[42, 54]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2198001205201388e+18,1219800120520138752,2252627132.0,2252627132,ctr4neurotech,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'ctr4neurotech', 'name': 'Center for Neurotechnology', 'id': 2252627132, 'id_str': '2252627132', 'indices': [0, 14]}, {'screen_name': 'AllenInstitute', 'name': 'Allen Institute', 'id': 209309794, 'id_str': '209309794', 'indices': [15, 30]}, {'screen_name': 'UW', 'name': 'University of Washington', 'id': 27103822, 'id_str': '27103822', 'indices': [31, 34]}, {'screen_name': 'uwcnc', 'name': 'UW Computational Neuroscience Center', 'id': 964234705414467584, 'id_str': '964234705414467584', 'indices': [35, 41]}]",[],en,recent,823819849969209344,823819849969209344,Hard Problem,AHardProblem,,"Article reads and tweets on research efforts in Brain science & the ""hard problem"" of consciousness #science  #AI #brain #neuro #selfaware #tech",,,[],False,89,76,3,Tue Jan 24 09:08:52 +0000 2017,218,,,False,False,705,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1187558899051712512/VjwGk1zP_normal.jpg,https://pbs.twimg.com/profile_images/1187558899051712512/VjwGk1zP_normal.jpg,F58EA8,000000,000000,000000,False,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/823819849969209344/1571971809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Wed Jan 22 01:53:06 +0000 2020,1219800120520138752,1219800120520138752,"@AHardProblem @AllenInstitute @UW Good question @AHardProblem. I'm tagging @uwcnc, who is sponsoring the lecture, for a reply.",False,"[34, 126]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2195468657476813e+18,1219546865747681280,8.238198499692093e+17,823819849969209344,AHardProblem,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'AHardProblem', 'name': 'Hard Problem', 'id': 823819849969209344, 'id_str': '823819849969209344', 'indices': [0, 13]}, {'screen_name': 'AllenInstitute', 'name': 'Allen Institute', 'id': 209309794, 'id_str': '209309794', 'indices': [14, 29]}, {'screen_name': 'UW', 'name': 'University of Washington', 'id': 27103822, 'id_str': '27103822', 'indices': [30, 33]}, {'screen_name': 'AHardProblem', 'name': 'Hard Problem', 'id': 823819849969209344, 'id_str': '823819849969209344', 'indices': [48, 61]}, {'screen_name': 'uwcnc', 'name': 'UW Computational Neuroscience Center', 'id': 964234705414467584, 'id_str': '964234705414467584', 'indices': [75, 81]}]",[],en,recent,2252627132,2252627132,Center for Neurotechnology,ctr4neurotech,"Seattle, WA",The Center for Neurotechnology is improving health and function by engineering neural devices. We are a collaboration of @UW @MIT @SDSU and the @NSF,https://t.co/J4DRMx4b4i,"[{'url': 'https://t.co/J4DRMx4b4i', 'expanded_url': 'http://centerforneurotech.org', 'display_url': 'centerforneurotech.org', 'indices': [0, 23]}]",[],False,2561,746,98,Wed Dec 18 22:35:20 +0000 2013,884,,,True,False,4211,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1038179667314794496/LTAE4hhB_normal.jpg,https://pbs.twimg.com/profile_images/1038179667314794496/LTAE4hhB_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/2252627132/1579823678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Tue Jan 21 23:11:04 +0000 2020,1219759346172776454,1219759346172776454,@dalcantonJD @UW @emsque Awesome!,False,"[25, 33]","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1.219662415870288e+18,1219662415870287872,458733840.0,458733840,dalcantonJD,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'dalcantonJD', 'name': 'Julianne Dalcanton', 'id': 458733840, 'id_str': '458733840', 'indices': [0, 12]}, {'screen_name': 'UW', 'name': 'University of Washington', 'id': 27103822, 'id_str': '27103822', 'indices': [13, 16]}, {'screen_name': 'emsque', 'name': 'Emily Levesque 🤓✨🔭📚', 'id': 114562472, 'id_str': '114562472', 'indices': [17, 24]}]",[],en,recent,36942698,36942698,Dr. Rachel Osten,rachelosten,Maryland,"Stars (in the sky) are fascinating! Deputy Mission Head for HST @stsci. Astronomer, mother, runner. My tweets are my own. she/her/hers",,,[],False,1155,267,46,Fri May 01 13:33:09 +0000 2009,3430,,,True,False,2296,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/378800000073513323/16e23edeb9fe3fdc8d62637f9fa8a580_normal.jpeg,https://pbs.twimg.com/profile_images/378800000073513323/16e23edeb9fe3fdc8d62637f9fa8a580_normal.jpeg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Tue Jan 21 22:27:29 +0000 2020,1219748376536702976,1219748376536702976,@le_gatsby @UW @UW_ECC hehe thanks babe!,False,"[23, 40]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2197473932114862e+18,1219747393211486208,1169802596.0,1169802596,le_gatsby,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'le_gatsby', 'name': 'Simon', 'id': 1169802596, 'id_str': '1169802596', 'indices': [0, 10]}, {'screen_name': 'UW', 'name': 'University of Washington', 'id': 27103822, 'id_str': '27103822', 'indices': [11, 14]}, {'screen_name': 'UW_ECC', 'name': 'Samuel E. Kelly ECC', 'id': 69363498, 'id_str': '69363498', 'indices': [15, 22]}]",[],en,recent,57280645,57280645,teena thach 🌙,teena_thach,tacoma/seattle,@wwu alum // social media @starbucks // creative // music • art • fashion // ig: @teena_thach // views are my own,https://t.co/q13fdibSEI,"[{'url': 'https://t.co/q13fdibSEI', 'expanded_url': 'http://www.teenathach.com/', 'display_url': 'teenathach.com', 'indices': [0, 23]}]",[],False,23970,1072,548,Thu Jul 16 08:29:28 +0000 2009,127882,,,True,False,85657,,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1204891638226505728/S2FZ97Hq_normal.jpg,https://pbs.twimg.com/profile_images/1204891638226505728/S2FZ97Hq_normal.jpg,F58EA8,FFFFFF,B1DCE8,6B15D4,True,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/57280645/1554421444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Tue Jan 21 22:27:20 +0000 2020,1219748338238574592,1219748338238574592,RT @le_gatsby: @teena_thach @UW @UW_ECC Such a great opportunity! Students pull up and soak up some knowledge☝🏽,False,"[0, 111]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'le_gatsby', 'name': 'Simon', 'id': 1169802596, 'id_str': '1169802596', 'indices': [3, 13]}, {'screen_name': 'teena_thach', 'name': 'teena thach 🌙', 'id': 57280645, 'id_str': '57280645', 'indices': [15, 27]}, {'screen_name': 'UW', 'name': 'University of Washington', 'id': 27103822, 'id_str': '27103822', 'indices': [28, 31]}, {'screen_name': 'UW_ECC', 'name': 'Samuel E. Kelly ECC', 'id': 69363498, 'id_str': '69363498', 'indices': [32, 39]}]",[],en,recent,57280645,57280645,teena thach 🌙,teena_thach,tacoma/seattle,@wwu alum // social media @starbucks // creative // music • art • fashion // ig: @teena_thach // views are my own,https://t.co/q13fdibSEI,"[{'url': 'https://t.co/q13fdibSEI', 'expanded_url': 'http://www.teenathach.com/', 'display_url': 'teenathach.com', 'indices': [0, 23]}]",[],False,23970,1072,548,Thu Jul 16 08:29:28 +0000 2009,127882,,,True,False,85657,,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1204891638226505728/S2FZ97Hq_normal.jpg,https://pbs.twimg.com/profile_images/1204891638226505728/S2FZ97Hq_normal.jpg,F58EA8,FFFFFF,B1DCE8,6B15D4,True,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/57280645/1554421444,Tue Jan 21 22:23:35 +0000 2020,1.2197473932114862e+18,1219747393211486208,@teena_thach @UW @UW_ECC Such a great opportunity! Students pull up and soak up some knowledge☝🏽,False,"[25, 96]",[],[],"[{'screen_name': 'teena_thach', 'name': 'teena thach 🌙', 'id': 57280645, 'id_str': '57280645', 'indices': [0, 12]}, {'screen_name': 'UW', 'name': 'University of Washington', 'id': 27103822, 'id_str': '27103822', 'indices': [13, 16]}, {'screen_name': 'UW_ECC', 'name': 'Samuel E. Kelly ECC', 'id': 69363498, 'id_str': '69363498', 'indices': [17, 24]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2197328927056445e+18,1219732892705644549,57280645.0,57280645,teena_thach,1169802596.0,1169802596,Simon,le_gatsby,,📍 𝐬𝐞𝐚𝐭𝐭𝐥𝐞 • i make art • commissions 𝐨𝐩𝐞𝐧 • legatsbyart@gmail.com • IG @ le.gatsby,https://t.co/uJe3w3m7GH,[],False,548.0,208.0,5.0,Mon Feb 11 19:22:36 +0000 2013,5405.0,,,False,False,4415.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1191568881665503233/jyJ7p18Z_normal.jpg,https://pbs.twimg.com/profile_images/1191568881665503233/jyJ7p18Z_normal.jpg,https://pbs.twimg.com/profile_banners/1169802596/1573614065,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,1.0,1.0,False,False,en,,,,,,,,,,,"[{'url': 'https://t.co/uJe3w3m7GH', 'expanded_url': 'http://legatsbyart.bigcartel.com', 'display_url': 'legatsbyart.bigcartel.com', 'indices': [0, 23]}]"
173,Tue Jan 21 21:56:34 +0000 2020,1219740598187376640,1219740598187376640,"Can't wait to see how the research community will use MICOM &amp; improve upon our methods! 

Thanks so much to @isbsci, @wrfseattle, @uwescience, @CMiST_UW, and @UW for supporting our lab's efforts!",False,"[0, 199]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2197405967277752e+18,1219740596727775232,769790761.0,769790761,gibbological,,,,,False,1,1,False,False,en,[],[],"[{'screen_name': 'isbsci', 'name': 'ISB', 'id': 348061274, 'id_str': '348061274', 'indices': [112, 119]}, {'screen_name': 'wrfseattle', 'name': 'Washington Research Foundation/WRF Capital', 'id': 3298575026, 'id_str': '3298575026', 'indices': [121, 132]}, {'screen_name': 'uwescience', 'name': 'UW eScience Institute', 'id': 20826738, 'id_str': '20826738', 'indices': [134, 145]}, {'screen_name': 'CMiST_UW', 'name': 'CMiST 🔬🧬🧫🧪💩', 'id': 768597278567256064, 'id_str': '768597278567256064', 'indices': [147, 156]}, {'screen_name': 'UW', 'name': 'University of Washington', 'id': 27103822, 'id_str': '27103822', 'indices': [162, 165]}]",[],en,recent,769790761,769790761,Sean Gibbons,gibbological,"Seattle, WA",asst prof @isbsci | affiliate prof @UW | @uwescience data sci fellow | @wrfseattle investigator | ecology & evolution of 💩 bacteria | 🧫🔬🧬💻📉🌈 | he/him/his,https://t.co/QvQHcRydwY,"[{'url': 'https://t.co/QvQHcRydwY', 'expanded_url': 'https://gibbons.isbscience.org/', 'display_url': 'gibbons.isbscience.org', 'indices': [0, 23]}]",[],False,2077,1110,56,Mon Aug 20 16:13:56 +0000 2012,6910,,,True,False,5336,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/1220243890386567170/VwK5sfC1_normal.jpg,https://pbs.twimg.com/profile_images/1220243890386567170/VwK5sfC1_normal.jpg,1B95E0,181A1E,252429,666666,True,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/769790761/1564761910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Tue Jan 21 17:59:08 +0000 2020,1219680842970058752,1219680842970058752,"@dalcantonJD @NGC3314 @UW @emsque Huge congrats, Emily!! Very much deserved!",False,"[34, 76]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.219662415870288e+18,1219662415870287872,458733840.0,458733840,dalcantonJD,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'dalcantonJD', 'name': 'Julianne Dalcanton', 'id': 458733840, 'id_str': '458733840', 'indices': [0, 12]}, {'screen_name': 'NGC3314', 'name': 'William Keel', 'id': 108681761, 'id_str': '108681761', 'indices': [13, 21]}, {'screen_name': 'UW', 'name': 'University of Washington', 'id': 27103822, 'id_str': '27103822', 'indices': [22, 25]}, {'screen_name': 'emsque', 'name': 'Emily Levesque 🤓✨🔭📚', 'id': 114562472, 'id_str': '114562472', 'indices': [26, 33]}]",[],en,recent,297860824,297860824,Ángel López-Sánchez,El_Lobo_Rayado,"Sydney, Australia",🇪🇸🇦🇺 Astrophysicist & Science Communicator at @AAOMacquarie @MQPhysAstro Australia. Español: https://t.co/qPaSJrZj7o y https://t.co/jYnDPE3jZ5,https://t.co/1CoqRp3vEZ,"[{'url': 'https://t.co/1CoqRp3vEZ', 'expanded_url': 'https://angelrls.wordpress.com/', 'display_url': 'angelrls.wordpress.com', 'indices': [0, 23]}]","[{'url': 'https://t.co/qPaSJrZj7o', 'expanded_url': 'http://angelrls.blogalia.com', 'display_url': 'angelrls.blogalia.com', 'indices': [93, 116]}, {'url': 'https://t.co/jYnDPE3jZ5', 'expanded_url': 'http://universorayado.naukas.com', 'display_url': 'universorayado.naukas.com', 'indices': [119, 142]}]",False,8479,1789,378,Fri May 13 07:34:30 +0000 2011,58326,,,True,False,37376,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1083385487178383360/_HckAs9f_normal.jpg,https://pbs.twimg.com/profile_images/1083385487178383360/_HckAs9f_normal.jpg,0084B4,C0DEED,DDEEF6,333333,True,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/297860824/1399097444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265b933184e2b88a,https://api.twitter.com/1.1/geo/id/265b933184e2b88a.json,admin,New South Wales,"New South Wales, Australia",AU,Australia,[],Polygon,"[[[140.999474522999, -37.5050599967256], [159.109219005872, -37.5050599967256], [159.109219005872, -28.1570199141289], [140.999474522999, -28.1570199141289]]]",
194,Tue Jan 21 17:02:37 +0000 2020,1219666620504608770,1219666620504608770,@UW ban cars,False,"[0, 12]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2196645023685878e+18,1219664502368587776,1695722822.0,1695722822,bispectral,,,,,False,1,2,False,False,en,[],[],"[{'screen_name': 'UW', 'name': 'University of Washington', 'id': 27103822, 'id_str': '27103822', 'indices': [0, 3]}]",[],en,recent,1695722822,1695722822,guy fieri debord,bispectral,unceded duwamish land,astrophysics grad student & resident department cryptid // they/them,https://t.co/Go1SjddTUn,"[{'url': 'https://t.co/Go1SjddTUn', 'expanded_url': 'http://meredith-durbin.github.io', 'display_url': 'meredith-durbin.github.io', 'indices': [0, 23]}]",[],False,1158,425,43,Sat Aug 24 06:26:11 +0000 2013,42982,,,True,False,13580,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1057674752460869633/NxlblHZ4_normal.jpg,https://pbs.twimg.com/profile_images/1057674752460869633/NxlblHZ4_normal.jpg,000000,000000,000000,000000,False,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1695722822/1538243331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Tue Jan 21 16:31:26 +0000 2020,1219658772156534785,1219658772156534785,@Brian_J_Harvey @UW @UWMadison @NSF @HartsTrees @ThomasTVeblen @MonicaGTurner @FreshwaterSteve @UW_SEFS Sounds awesome!!,False,"[104, 120]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2196581902136607e+18,1219658190213660672,2448690416.0,2448690416,Brian_J_Harvey,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'Brian_J_Harvey', 'name': 'Brian J Harvey', 'id': 2448690416, 'id_str': '2448690416', 'indices': [0, 15]}, {'screen_name': 'UW', 'name': 'University of Washington', 'id': 27103822, 'id_str': '27103822', 'indices': [16, 19]}, {'screen_name': 'UWMadison', 'name': 'UW-Madison', 'id': 15763818, 'id_str': '15763818', 'indices': [20, 30]}, {'screen_name': 'NSF', 'name': 'National Science Foundation', 'id': 16245822, 'id_str': '16245822', 'indices': [31, 35]}, {'screen_name': 'HartsTrees', 'name': 'Sarah Hart', 'id': 2481268148, 'id_str': '2481268148', 'indices': [36, 47]}, {'screen_name': 'ThomasTVeblen', 'name': 'Thomas T Veblen', 'id': 2458774663, 'id_str': '2458774663', 'indices': [48, 62]}, {'screen_name': 'MonicaGTurner', 'name': 'Monica G. Turner', 'id': 2445453643, 'id_str': '2445453643', 'indices': [63, 77]}, {'screen_name': 'FreshwaterSteve', 'name': 'Steve Carpenter', 'id': 343573021, 'id_str': '343573021', 'indices': [78, 94]}, {'screen_name': 'UW_SEFS', 'name': 'UW SEFS 🌲', 'id': 2954017344, 'id_str': '2954017344', 'indices': [95, 103]}]",[],en,recent,1951518644,1951518644,Gavin Jones,ecologyofgavin,"Gainesville, FL","Postdoc @UF | PhD @UWMadison | wildlife & conservation science [🏔🦉] forests, fire, climate [🌲🔥📈] stats & models [👨🏼‍💻📊] dad x2, husband, he/his",https://t.co/x1ApBRkb7A,"[{'url': 'https://t.co/x1ApBRkb7A', 'expanded_url': 'http://gavinmjones.com', 'display_url': 'gavinmjones.com', 'indices': [0, 23]}]",[],False,5318,702,49,Thu Oct 10 11:27:19 +0000 2013,34932,,,True,False,6907,,False,False,False,000000,http://abs.twimg.com/images/themes/theme13/bg.gif,https://abs.twimg.com/images/themes/theme13/bg.gif,False,http://pbs.twimg.com/profile_images/1208905797691957249/lO7oMMom_normal.jpg,https://pbs.twimg.com/profile_images/1208905797691957249/lO7oMMom_normal.jpg,ABB8C2,000000,000000,000000,False,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1951518644/1576596018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Tue Jan 21 09:06:45 +0000 2020,1219546865747681280,1219546865747681280,@ctr4neurotech @AllenInstitute @UW Will this talk have a livestream?,False,"[35, 68]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2194453450437796e+18,1219445345043779586,2252627132.0,2252627132,ctr4neurotech,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'ctr4neurotech', 'name': 'Center for Neurotechnology', 'id': 2252627132, 'id_str': '2252627132', 'indices': [0, 14]}, {'screen_name': 'AllenInstitute', 'name': 'Allen Institute', 'id': 209309794, 'id_str': '209309794', 'indices': [15, 30]}, {'screen_name': 'UW', 'name': 'University of Washington', 'id': 27103822, 'id_str': '27103822', 'indices': [31, 34]}]",[],en,recent,823819849969209344,823819849969209344,Hard Problem,AHardProblem,,"Article reads and tweets on research efforts in Brain science & the ""hard problem"" of consciousness #science  #AI #brain #neuro #selfaware #tech",,,[],False,89,76,3,Tue Jan 24 09:08:52 +0000 2017,218,,,False,False,705,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1187558899051712512/VjwGk1zP_normal.jpg,https://pbs.twimg.com/profile_images/1187558899051712512/VjwGk1zP_normal.jpg,F58EA8,000000,000000,000000,False,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/823819849969209344/1571971809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
