,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates,possibly_sensitive
37,Fri Jan 24 18:41:50 +0000 2020,1220778755699793920,1220778755699793920,Eduardo Bruera @edubru @MDAndersonNews: San Francisco is the best city to have a conversation about #marijuana and opioids. #GI20,False,"[0, 129]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,2,False,False,en,"[{'text': 'marijuana', 'indices': [100, 110]}, {'text': 'GI20', 'indices': [124, 129]}]",[],"[{'screen_name': 'edubru', 'name': 'Eduardo Bruera MD', 'id': 35890731, 'id_str': '35890731', 'indices': [15, 22]}, {'screen_name': 'MDAndersonNews', 'name': 'MD Anderson Cancer Center', 'id': 14062554, 'id_str': '14062554', 'indices': [23, 38]}]",[],en,recent,954687664095092736,954687664095092736,Liz Highleyman,LizCancerHealth,"San Francisco, CA","Medical journalist, Cancer Health (@CancerHealthmag) science editor, travel aficionado & research beagle adopter. lizh@cancerhealth.com https://t.co/N4Ljmll4aq",https://t.co/8885Af2kZF,"[{'url': 'https://t.co/8885Af2kZF', 'expanded_url': 'http://www.cancerhealth.com', 'display_url': 'cancerhealth.com', 'indices': [0, 23]}]","[{'url': 'https://t.co/N4Ljmll4aq', 'expanded_url': 'http://CancerHealth.com', 'display_url': 'CancerHealth.com', 'indices': [136, 159]}]",False,1660,2864,18,Sat Jan 20 12:10:51 +0000 2018,7745,,,True,False,5532,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/954690767775150080/WAxdYvZ0_normal.jpg,https://pbs.twimg.com/profile_images/954690767775150080/WAxdYvZ0_normal.jpg,https://pbs.twimg.com/profile_banners/954687664095092736/1579560076,978BB8,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Fri Jan 24 17:35:37 +0000 2020,1220762090622849024,1220762090622849024,"@Joel_Dahmen @GUP_GCFFG @MDAndersonNews @FarmersInsOpen @WMPhoenixOpen Can we get a @Joel_Dahmen and @zacksucherpga pairing at the Zurich this year?  It would be a DFS fan all-star pairing. Also, congrats on no skin cancer and thanks for delivering that message to pasty guys like me who need it!!!",False,"[71, 298]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2205021355756667e+18,1220502135575666689,236748766.0,236748766,Joel_Dahmen,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'Joel_Dahmen', 'name': 'Joel Dahmen', 'id': 236748766, 'id_str': '236748766', 'indices': [0, 12]}, {'screen_name': 'GUP_GCFFG', 'name': 'Brandon Guptill', 'id': 283401341, 'id_str': '283401341', 'indices': [13, 23]}, {'screen_name': 'MDAndersonNews', 'name': 'MD Anderson Cancer Center', 'id': 14062554, 'id_str': '14062554', 'indices': [24, 39]}, {'screen_name': 'FarmersInsOpen', 'name': 'Farmers Ins Open', 'id': 96185164, 'id_str': '96185164', 'indices': [40, 55]}, {'screen_name': 'WMPhoenixOpen', 'name': 'WM Phoenix Open', 'id': 98486241, 'id_str': '98486241', 'indices': [56, 70]}, {'screen_name': 'Joel_Dahmen', 'name': 'Joel Dahmen', 'id': 236748766, 'id_str': '236748766', 'indices': [84, 96]}, {'screen_name': 'zacksucherpga', 'name': 'Zack Sucher', 'id': 54784040, 'id_str': '54784040', 'indices': [101, 115]}]",[],en,recent,234447577,234447577,Dennis Celery,bydefault904,"Jacksonville, FL","Iowa State Alumni, Class of ‘97. #Sacksonville fan, Halos Fan and 20 years in Mortgage Servicing.",,,[],False,263,829,15,Wed Jan 05 17:47:25 +0000 2011,10336,,,True,False,8019,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1155974211099222021/Ln4N-WQA_normal.jpg,https://pbs.twimg.com/profile_images/1155974211099222021/Ln4N-WQA_normal.jpg,https://pbs.twimg.com/profile_banners/234447577/1545761453,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Fri Jan 24 17:30:30 +0000 2020,1220760803294502912,1220760803294502912,Today's Winter Conference expo hours are from 1-5 pm @HyattAustin on the 2nd floor. Visit with @TMAIT @TMLT_TMIC @Humana @TMAPracticeEdge and @MDAndersonNews #tmamtg,False,"[0, 165]","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,,,,,,,,,False,1,3,False,False,en,"[{'text': 'tmamtg', 'indices': [158, 165]}]",[],"[{'screen_name': 'HyattAustin', 'name': 'Hyatt Regency Austin', 'id': 21147473, 'id_str': '21147473', 'indices': [53, 65]}, {'screen_name': 'TMAIT', 'name': 'TMA Insurance Trust', 'id': 33519312, 'id_str': '33519312', 'indices': [95, 101]}, {'screen_name': 'TMLT_TMIC', 'name': 'TMLT', 'id': 41208939, 'id_str': '41208939', 'indices': [102, 112]}, {'screen_name': 'Humana', 'name': 'Humana', 'id': 24160942, 'id_str': '24160942', 'indices': [113, 120]}, {'screen_name': 'TMAPracticeEdge', 'name': 'TMA PracticeEdge', 'id': 3029057097, 'id_str': '3029057097', 'indices': [121, 137]}, {'screen_name': 'MDAndersonNews', 'name': 'MD Anderson Cancer Center', 'id': 14062554, 'id_str': '14062554', 'indices': [142, 157]}]",[],en,recent,12831902,12831902,Texas Medical Association,texmed,"Austin, TX","TMA is more than 53,000 physicians and medical students caring for Texans. We are experts on all things health care in Texas. (RT's don't equal endorsements)",https://t.co/ZvySIqh2v1,"[{'url': 'https://t.co/ZvySIqh2v1', 'expanded_url': 'https://www.texmed.org/', 'display_url': 'texmed.org', 'indices': [0, 23]}]",[],False,23536,8328,633,Tue Jan 29 15:18:01 +0000 2008,3593,,,True,True,39526,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/464134704766013441/TWsPbRdt_normal.jpeg,https://pbs.twimg.com/profile_images/464134704766013441/TWsPbRdt_normal.jpeg,https://pbs.twimg.com/profile_banners/12831902/1578499711,015E54,FFFFFF,EFEFEF,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Fri Jan 24 16:00:15 +0000 2020,1220738090576371717,1220738090576371717,RT @MelissaChenMD: @CancerGeek @MDAndersonNews @PercyLeeMD So great seeing you! Wish you have safe travels!,False,"[0, 107]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,2,0,False,False,en,[],[],"[{'screen_name': 'MelissaChenMD', 'name': 'Melissa Chen MD', 'id': 2870251292, 'id_str': '2870251292', 'indices': [3, 17]}, {'screen_name': 'CancerGeek', 'name': 'CancerGeek', 'id': 50200233, 'id_str': '50200233', 'indices': [19, 30]}, {'screen_name': 'MDAndersonNews', 'name': 'MD Anderson Cancer Center', 'id': 14062554, 'id_str': '14062554', 'indices': [31, 46]}, {'screen_name': 'PercyLeeMD', 'name': 'Percy Lee MD', 'id': 93795620, 'id_str': '93795620', 'indices': [47, 58]}]",[],en,recent,49697441,49697441,"Richard Strax, MD, FACR ☯️",rstraxMD,"Houston, TX","@NYUAlumni @BCMHouston @RadiologyACR Passionate ❤️ about Mentoring and Diversity, Subspecialty and Multispecialty Imaging - #Running #Yoga #Mindfulness",,,[],False,1330,1821,18,Mon Jun 22 17:27:38 +0000 2009,5858,,,False,False,3907,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1027008037305896960/jCHsokI7_normal.jpg,https://pbs.twimg.com/profile_images/1027008037305896960/jCHsokI7_normal.jpg,https://pbs.twimg.com/profile_banners/49697441/1532483077,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,Thu Jan 23 23:32:07 +0000 2020,1.220489418131243e+18,1220489418131243008,@CancerGeek @MDAndersonNews @PercyLeeMD So great seeing you! Wish you have safe travels!,False,"[40, 88]",[],[],"[{'screen_name': 'CancerGeek', 'name': 'CancerGeek', 'id': 50200233, 'id_str': '50200233', 'indices': [0, 11]}, {'screen_name': 'MDAndersonNews', 'name': 'MD Anderson Cancer Center', 'id': 14062554, 'id_str': '14062554', 'indices': [12, 27]}, {'screen_name': 'PercyLeeMD', 'name': 'Percy Lee MD', 'id': 93795620, 'id_str': '93795620', 'indices': [28, 39]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2204887882852516e+18,1220488788285251584,50200233.0,50200233,CancerGeek,2870251292.0,2870251292,Melissa Chen MD,MelissaChenMD,"Houston, TX","#Neurorad #HNrad @MDAndersonNews, @TheASNR RUC advisor, #PFCC, wife/mother/amateur chef/master of the 30 min quickfire challenge, Tweets my own",https://t.co/urzt33XcHn,"[{'url': 'https://t.co/urzt33XcHn', 'expanded_url': 'https://faculty.mdanderson.org/profiles/melissa_chen.html', 'display_url': 'faculty.mdanderson.org/profiles/melis…', 'indices': [0, 23]}]",[],False,2678.0,1610.0,77.0,Wed Oct 22 05:45:35 +0000 2014,7394.0,,,False,False,3839.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/882703434784268288/kZznQpTW_normal.jpg,https://pbs.twimg.com/profile_images/882703434784268288/kZznQpTW_normal.jpg,https://pbs.twimg.com/profile_banners/2870251292/1519333788,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,False,2.0,2.0,False,False,en,,,,,,,,,,,
54,Fri Jan 24 13:14:37 +0000 2020,1220696408090648577,1220696408090648577,"@ppisters @MDAndersonNews I am thrilled to be part of this organization, I am at the same time feeling betrayed by that  organization. After 42 years of serving the mission at Science Park, to make Cancer History -the leadership has decided close Science Park. 250 employees not included  #savesciencepark",False,"[26, 305]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2204365199258214e+18,1220436519925821442,217997153.0,217997153,ppisters,,,,,False,0,0,False,False,en,"[{'text': 'savesciencepark', 'indices': [289, 305]}]",[],"[{'screen_name': 'ppisters', 'name': 'Peter WT Pisters, MD', 'id': 217997153, 'id_str': '217997153', 'indices': [0, 9]}, {'screen_name': 'MDAndersonNews', 'name': 'MD Anderson Cancer Center', 'id': 14062554, 'id_str': '14062554', 'indices': [10, 25]}]",[],en,recent,1389875580,1389875580,Dale A Weiss,DaleAWeiss,"Bastrop, TX","Associate Director, Animal Facility -The University of Texas M. D. Anderson Cancer Center Science Park-42+ yrs.  Views are my own.  #endcancer  #Savesciencepark",,,[],False,80,358,0,Mon Apr 29 16:34:36 +0000 2013,342,,,True,False,240,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1113807996180672518/pN5EnySc_normal.png,https://pbs.twimg.com/profile_images/1113807996180672518/pN5EnySc_normal.png,https://pbs.twimg.com/profile_banners/1389875580/1420746762,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,e0060cda70f5f341,https://api.twitter.com/1.1/geo/id/e0060cda70f5f341.json,admin,Texas,"Texas, USA",US,United States,[],Polygon,"[[[-106.645646, 25.837092], [-93.508131, 25.837092], [-93.508131, 36.500695], [-106.645646, 36.500695]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Fri Jan 24 01:28:43 +0000 2020,1220518760496365569,1220518760496365569,@JulieLarkin305 @ACKoongMDPhD @MDAndersonNews @IshwariaMD @DrEmmaHolliday @TaniguchiMD @cd_fuller Yes. Given the reports I think it’s important to survey patient preference before and after the bell.,False,"[98, 199]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2204302375461847e+18,1220430237546184706,9.820864228984013e+17,982086422898401283,JulieLarkin305,,,,,False,0,4,False,False,en,[],[],"[{'screen_name': 'JulieLarkin305', 'name': 'Julianne Pollard-Larkin, PhD', 'id': 982086422898401283, 'id_str': '982086422898401283', 'indices': [0, 15]}, {'screen_name': 'ACKoongMDPhD', 'name': 'Albert Koong, MD PhD', 'id': 911647670833434626, 'id_str': '911647670833434626', 'indices': [16, 29]}, {'screen_name': 'MDAndersonNews', 'name': 'MD Anderson Cancer Center', 'id': 14062554, 'id_str': '14062554', 'indices': [30, 45]}, {'screen_name': 'IshwariaMD', 'name': 'Ishwaria Subbiah, MD MS', 'id': 175735226, 'id_str': '175735226', 'indices': [46, 57]}, {'screen_name': 'DrEmmaHolliday', 'name': 'Emma B. Holliday MD', 'id': 962034966635806720, 'id_str': '962034966635806720', 'indices': [58, 73]}, {'screen_name': 'TaniguchiMD', 'name': 'Cullen Taniguchi, MD', 'id': 813216678930739200, 'id_str': '813216678930739200', 'indices': [74, 86]}, {'screen_name': 'cd_fuller', 'name': 'dave fuller', 'id': 931068577, 'id_str': '931068577', 'indices': [87, 97]}]",[],en,recent,93795620,93795620,Percy Lee MD,PercyLeeMD,"Houston, TX","Professor and Section Chief of Thoracic Radiation Oncology @MDAndersonNews, Father of 2, Wannabe prof. 🏀player, Tweets=own views, RT ≠endorsement",https://t.co/Z9geoujTD4,"[{'url': 'https://t.co/Z9geoujTD4', 'expanded_url': 'https://faculty.mdanderson.org/profiles/percy_lee.html', 'display_url': 'faculty.mdanderson.org/profiles/percy…', 'indices': [0, 23]}]",[],False,2202,338,25,Tue Dec 01 05:16:03 +0000 2009,8019,,,True,False,3700,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1181719979353346048/ykitn6Hf_normal.jpg,https://pbs.twimg.com/profile_images/1181719979353346048/ykitn6Hf_normal.jpg,https://pbs.twimg.com/profile_banners/93795620/1570578830,91D2FA,000000,000000,000000,False,False,False,False,False,False,False,none,1c69a67ad480e1b1,https://api.twitter.com/1.1/geo/id/1c69a67ad480e1b1.json,city,Houston,"Houston, TX",US,United States,[],Polygon,"[[[-95.823268, 29.522325], [-95.069705, 29.522325], [-95.069705, 30.1546646], [-95.823268, 30.1546646]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Fri Jan 24 01:24:27 +0000 2020,1220517686871982080,1220517686871982080,@CancerGeek @MDAndersonNews @MelissaChenMD Thank you for sharing the vision of @Accuray with us!,False,"[43, 96]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2204887882852516e+18,1220488788285251584,50200233.0,50200233,CancerGeek,,,,,False,1,4,False,False,en,[],[],"[{'screen_name': 'CancerGeek', 'name': 'CancerGeek', 'id': 50200233, 'id_str': '50200233', 'indices': [0, 11]}, {'screen_name': 'MDAndersonNews', 'name': 'MD Anderson Cancer Center', 'id': 14062554, 'id_str': '14062554', 'indices': [12, 27]}, {'screen_name': 'MelissaChenMD', 'name': 'Melissa Chen MD', 'id': 2870251292, 'id_str': '2870251292', 'indices': [28, 42]}, {'screen_name': 'Accuray', 'name': 'Accuray Incorporated', 'id': 305089378, 'id_str': '305089378', 'indices': [79, 87]}]",[],en,recent,93795620,93795620,Percy Lee MD,PercyLeeMD,"Houston, TX","Professor and Section Chief of Thoracic Radiation Oncology @MDAndersonNews, Father of 2, Wannabe prof. 🏀player, Tweets=own views, RT ≠endorsement",https://t.co/Z9geoujTD4,"[{'url': 'https://t.co/Z9geoujTD4', 'expanded_url': 'https://faculty.mdanderson.org/profiles/percy_lee.html', 'display_url': 'faculty.mdanderson.org/profiles/percy…', 'indices': [0, 23]}]",[],False,2202,338,25,Tue Dec 01 05:16:03 +0000 2009,8019,,,True,False,3700,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1181719979353346048/ykitn6Hf_normal.jpg,https://pbs.twimg.com/profile_images/1181719979353346048/ykitn6Hf_normal.jpg,https://pbs.twimg.com/profile_banners/93795620/1570578830,91D2FA,000000,000000,000000,False,False,False,False,False,False,False,none,1c69a67ad480e1b1,https://api.twitter.com/1.1/geo/id/1c69a67ad480e1b1.json,city,Houston,"Houston, TX",US,United States,[],Polygon,"[[[-95.823268, 29.522325], [-95.069705, 29.522325], [-95.069705, 30.1546646], [-95.823268, 30.1546646]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Thu Jan 23 23:32:07 +0000 2020,1220489418131243008,1220489418131243008,@CancerGeek @MDAndersonNews @PercyLeeMD So great seeing you! Wish you have safe travels!,False,"[40, 88]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2204887882852516e+18,1220488788285251584,50200233.0,50200233,CancerGeek,,,,,False,2,2,False,False,en,[],[],"[{'screen_name': 'CancerGeek', 'name': 'CancerGeek', 'id': 50200233, 'id_str': '50200233', 'indices': [0, 11]}, {'screen_name': 'MDAndersonNews', 'name': 'MD Anderson Cancer Center', 'id': 14062554, 'id_str': '14062554', 'indices': [12, 27]}, {'screen_name': 'PercyLeeMD', 'name': 'Percy Lee MD', 'id': 93795620, 'id_str': '93795620', 'indices': [28, 39]}]",[],en,recent,2870251292,2870251292,Melissa Chen MD,MelissaChenMD,"Houston, TX","#Neurorad #HNrad @MDAndersonNews, @TheASNR RUC advisor, #PFCC, wife/mother/amateur chef/master of the 30 min quickfire challenge, Tweets my own",https://t.co/urzt33XcHn,"[{'url': 'https://t.co/urzt33XcHn', 'expanded_url': 'https://faculty.mdanderson.org/profiles/melissa_chen.html', 'display_url': 'faculty.mdanderson.org/profiles/melis…', 'indices': [0, 23]}]",[],False,2678,1610,77,Wed Oct 22 05:45:35 +0000 2014,7394,,,False,False,3839,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/882703434784268288/kZznQpTW_normal.jpg,https://pbs.twimg.com/profile_images/882703434784268288/kZznQpTW_normal.jpg,https://pbs.twimg.com/profile_banners/2870251292/1519333788,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Thu Jan 23 22:27:32 +0000 2020,1220473165115207682,1220473165115207682,"Thank you @JaniceSimon and @rtillman for inviting me to share my experience and learning on #ADHD, time management, and #neurodiversity with your fantastic people @MDAndersonNews. Truly an honor and a privilege!",False,"[0, 211]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,5,False,False,en,"[{'text': 'ADHD', 'indices': [92, 97]}, {'text': 'neurodiversity', 'indices': [120, 135]}]",[],"[{'screen_name': 'JaniceSimon', 'name': 'Janice Simon', 'id': 12950182, 'id_str': '12950182', 'indices': [10, 22]}, {'screen_name': 'rtillman', 'name': 'Bob Tillman', 'id': 21564040, 'id_str': '21564040', 'indices': [27, 36]}, {'screen_name': 'MDAndersonNews', 'name': 'MD Anderson Cancer Center', 'id': 14062554, 'id_str': '14062554', 'indices': [163, 178]}]",[],en,recent,3249977282,3249977282,Shelly Collins | 🎙️: Translating ADHD,coachshellyc,"St. Louis, MO",ADHD Coach. Host @translatingadhd. Deadhead. Phan. Fascinated by people + their stories; I'll tell you mine if you tell me yours #DREADpirate #neurodiversesquad,https://t.co/vs7S6PYEaO,"[{'url': 'https://t.co/vs7S6PYEaO', 'expanded_url': 'http://www.gatewayproductivity.com', 'display_url': 'gatewayproductivity.com', 'indices': [0, 23]}]",[],False,356,183,3,Fri Jun 19 17:33:55 +0000 2015,551,,,False,False,295,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1194844299642515456/-m14Fbdc_normal.jpg,https://pbs.twimg.com/profile_images/1194844299642515456/-m14Fbdc_normal.jpg,https://pbs.twimg.com/profile_banners/3249977282/1571890783,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Thu Jan 23 22:09:30 +0000 2020,1220468628337897473,1220468628337897473,@TirathPatelMD @MDAndersonNews @Kallenwright1 Agree.,False,"[46, 52]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220467845294891e+18,1220467845294891009,1334161688.0,1334161688,TirathPatelMD,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'TirathPatelMD', 'name': 'Tirath Patel, MD', 'id': 1334161688, 'id_str': '1334161688', 'indices': [0, 14]}, {'screen_name': 'MDAndersonNews', 'name': 'MD Anderson Cancer Center', 'id': 14062554, 'id_str': '14062554', 'indices': [15, 30]}, {'screen_name': 'Kallenwright1', 'name': 'Katrina Wright', 'id': 29987039, 'id_str': '29987039', 'indices': [31, 45]}]",[],en,recent,2870251292,2870251292,Melissa Chen MD,MelissaChenMD,"Houston, TX","#Neurorad #HNrad @MDAndersonNews, @TheASNR RUC advisor, #PFCC, wife/mother/amateur chef/master of the 30 min quickfire challenge, Tweets my own",https://t.co/urzt33XcHn,"[{'url': 'https://t.co/urzt33XcHn', 'expanded_url': 'https://faculty.mdanderson.org/profiles/melissa_chen.html', 'display_url': 'faculty.mdanderson.org/profiles/melis…', 'indices': [0, 23]}]",[],False,2678,1610,77,Wed Oct 22 05:45:35 +0000 2014,7394,,,False,False,3839,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/882703434784268288/kZznQpTW_normal.jpg,https://pbs.twimg.com/profile_images/882703434784268288/kZznQpTW_normal.jpg,https://pbs.twimg.com/profile_banners/2870251292/1519333788,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
