,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.user.entities.url.urls
52,Fri Jan 24 17:22:07 +0000 2020,1220758690225119234,1220758690225119234,Happy 169th Birthday to THE @FloridaState University. 🎉,False,"[0, 55]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'floridastate', 'name': 'Florida State University', 'id': 154533838, 'id_str': '154533838', 'indices': [28, 41]}]",[],en,recent,25780913,25780913,Joshua Hicks,joshuarhicks,"Atlantic Beach, FL",Floridian... @floridastate alum. @phillipperry's husband. Dachshund dad to @dexterdc & @dirkdox. Democrat. Comments are my own. #StillWithHer #Warren2020 🏳️‍🌈,,[],False,1250,2191,56,Sun Mar 22 04:30:45 +0000 2009,39368,,,True,False,23518,,False,False,False,022330,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/1220149350795501568/3Bd17nb0_normal.jpg,https://pbs.twimg.com/profile_images/1220149350795501568/3Bd17nb0_normal.jpg,https://pbs.twimg.com/profile_banners/25780913/1578763049,0084B4,A8C7F7,C0DFEC,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Fri Jan 24 17:08:07 +0000 2020,1220755167622115329,1220755167622115329,@NolesAndPhins @steelers1288 @KCStar @YanksGalaxy28 @POLIV411 @Dstrang63 @floridastate @TeamThirstTrap JT died?,False,"[103, 111]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2207549515945656e+18,1220754951594565633,626842231.0,626842231,NolesAndPhins,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'NolesAndPhins', 'name': 'Ludo Bagman', 'id': 626842231, 'id_str': '626842231', 'indices': [0, 14]}, {'screen_name': 'steelers1288', 'name': 'Robert McKenzie®', 'id': 30952201, 'id_str': '30952201', 'indices': [15, 28]}, {'screen_name': 'KCStar', 'name': 'The Kansas City Star', 'id': 14955722, 'id_str': '14955722', 'indices': [29, 36]}, {'screen_name': 'YanksGalaxy28', 'name': '𝕲𝖊𝖗𝖗𝖎𝖙 𝕮𝖔𝖑𝖊 𝖎𝖘 𝖆 𝖄𝖆𝖓𝖐𝖊𝖊', 'id': 946768547828654081, 'id_str': '946768547828654081', 'indices': [37, 51]}, {'screen_name': 'POLIV411', 'name': 'Pat Oliverio', 'id': 290739286, 'id_str': '290739286', 'indices': [52, 61]}, {'screen_name': 'Dstrang63', 'name': 'David Strang', 'id': 778729967269969921, 'id_str': '778729967269969921', 'indices': [62, 72]}, {'screen_name': 'floridastate', 'name': 'Florida State University', 'id': 154533838, 'id_str': '154533838', 'indices': [73, 86]}, {'screen_name': 'TeamThirstTrap', 'name': 'Patrick My Homes', 'id': 23760571, 'id_str': '23760571', 'indices': [87, 102]}]",[],en,recent,187721335,187721335,Unconquered Seminole.,TheSportsGuy212,Harlem/Charlotte.,"Seminole Forever.

#FSU Sports. #NYY. #NYR. #NYG. #UNCHoops.

#FSU Grad. 

#UNCG Alum. #Mercy Alum. #SetonHall Alum. #TheHall. #Georgetown Alum. #HoyaSaxa.",https://t.co/2foaInrbbi,[],False,309,296,1,Tue Sep 07 00:09:18 +0000 2010,14022,,,True,False,25773,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1207828740840939521/U8yn8ePI_normal.jpg,https://pbs.twimg.com/profile_images/1207828740840939521/U8yn8ePI_normal.jpg,https://pbs.twimg.com/profile_banners/187721335/1575147806,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,"[{'url': 'https://t.co/2foaInrbbi', 'expanded_url': 'https://mrwright212.wordpress.com', 'display_url': 'mrwright212.wordpress.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Fri Jan 24 17:07:15 +0000 2020,1220754951594565633,1220754951594565633,@TheSportsGuy212 @steelers1288 @KCStar @YanksGalaxy28 @POLIV411 @Dstrang63 @floridastate @TeamThirstTrap No qb or OL but I sure hope so,False,"[105, 135]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2207537388451062e+18,1220753738845106176,187721335.0,187721335,TheSportsGuy212,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'TheSportsGuy212', 'name': 'Unconquered Seminole.', 'id': 187721335, 'id_str': '187721335', 'indices': [0, 16]}, {'screen_name': 'steelers1288', 'name': 'Robert McKenzie®', 'id': 30952201, 'id_str': '30952201', 'indices': [17, 30]}, {'screen_name': 'KCStar', 'name': 'The Kansas City Star', 'id': 14955722, 'id_str': '14955722', 'indices': [31, 38]}, {'screen_name': 'YanksGalaxy28', 'name': '𝕲𝖊𝖗𝖗𝖎𝖙 𝕮𝖔𝖑𝖊 𝖎𝖘 𝖆 𝖄𝖆𝖓𝖐𝖊𝖊', 'id': 946768547828654081, 'id_str': '946768547828654081', 'indices': [39, 53]}, {'screen_name': 'POLIV411', 'name': 'Pat Oliverio', 'id': 290739286, 'id_str': '290739286', 'indices': [54, 63]}, {'screen_name': 'Dstrang63', 'name': 'David Strang', 'id': 778729967269969921, 'id_str': '778729967269969921', 'indices': [64, 74]}, {'screen_name': 'floridastate', 'name': 'Florida State University', 'id': 154533838, 'id_str': '154533838', 'indices': [75, 88]}, {'screen_name': 'TeamThirstTrap', 'name': 'Patrick My Homes', 'id': 23760571, 'id_str': '23760571', 'indices': [89, 104]}]",[],en,recent,626842231,626842231,Ludo Bagman,NolesAndPhins,"Stuart, FL","Husband, Father, Teacher. Nole Alum and Dolphins fan. Liverpool #UpTheReds, DC Comics, Star Wars, Harry Potter.",,[],False,1130,1117,26,Wed Jul 04 22:25:20 +0000 2012,110542,,,True,False,51727,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/479010788007747584/RqULcqBn_normal.jpeg,https://pbs.twimg.com/profile_images/479010788007747584/RqULcqBn_normal.jpeg,https://pbs.twimg.com/profile_banners/626842231/1386787395,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Fri Jan 24 14:28:58 +0000 2020,1220715116146188289,1220715116146188289,Happy birthday to my alma matter @floridastate !   ❤️💛❤️,False,"[0, 56]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'floridastate', 'name': 'Florida State University', 'id': 154533838, 'id_str': '154533838', 'indices': [33, 46]}]",[],en,recent,2415972685,2415972685,Eileen GetsonBentley,fsueileen92,,"PR/writer extraordinaire, Nole Girl, FSU & Disney alumni, Gymnastics/Tennis mom, Passion 4 Fashion, A smile is your best accessory!",,[],False,64,112,1,Fri Mar 28 14:09:55 +0000 2014,1212,,,True,False,637,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/449553049602625537/vKMF6Jsz_normal.jpeg,https://pbs.twimg.com/profile_images/449553049602625537/vKMF6Jsz_normal.jpeg,https://pbs.twimg.com/profile_banners/2415972685/1405528356,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Fri Jan 24 14:28:18 +0000 2020,1220714950412423171,1220714950412423171,"Happy Birthday @floridastate! We wouldn’t want to spread spirit for any other school! We are Lady Spirithunters because of you, and forever we will be thankful!",False,"[0, 160]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,5,26,False,False,en,[],[],"[{'screen_name': 'floridastate', 'name': 'Florida State University', 'id': 154533838, 'id_str': '154533838', 'indices': [15, 28]}]",[],en,recent,789666542,789666542,Lady Spirithunters,spirithunterfsu,Florida State University,Spreading Seminole spirit at Florida State University one warstripe at a time.,https://t.co/HwNKqYnZ7t,[],False,392,112,4,Wed Aug 29 16:20:05 +0000 2012,183,,,True,False,305,,False,False,False,EBEBEB,http://abs.twimg.com/images/themes/theme7/bg.gif,https://abs.twimg.com/images/themes/theme7/bg.gif,False,http://pbs.twimg.com/profile_images/2556237753/vio7cy4yvmqu734h99br_normal.jpeg,https://pbs.twimg.com/profile_images/2556237753/vio7cy4yvmqu734h99br_normal.jpeg,https://pbs.twimg.com/profile_banners/789666542/1574797407,990000,DFDFDF,F3F3F3,333333,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/HwNKqYnZ7t', 'expanded_url': 'https://ladyspirithunter.wixsite.com/ladyspirithunters', 'display_url': 'ladyspirithunter.wixsite.com/ladyspirithunt…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Fri Jan 24 14:23:25 +0000 2020,1220713720835399680,1220713720835399680,@Pboyz4 @Seminoles @floridastate You are extremely talented! Amazing work!,False,"[33, 74]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2207135700921754e+18,1220713570092175367,606407527.0,606407527,Pboyz4,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'Pboyz4', 'name': 'KP✍🏽😏 Father of a Princess👑', 'id': 606407527, 'id_str': '606407527', 'indices': [0, 7]}, {'screen_name': 'Seminoles', 'name': 'FSU Seminoles', 'id': 19273542, 'id_str': '19273542', 'indices': [8, 18]}, {'screen_name': 'floridastate', 'name': 'Florida State University', 'id': 154533838, 'id_str': '154533838', 'indices': [19, 32]}]",[],en,recent,1171798647748595713,1171798647748595713,Holli- Memphis is our coach,NolesStacey,,Nole fam that loves her noles🍢🍢🍢 I’m biased but my nephew is the most amazing Nole student. raised in THE G.B.,,[],False,144,283,1,Wed Sep 11 14:52:32 +0000 2019,5004,,,False,False,3267,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1208020224525643776/TKvwIwY6_normal.jpg,https://pbs.twimg.com/profile_images/1208020224525643776/TKvwIwY6_normal.jpg,https://pbs.twimg.com/profile_banners/1171798647748595713/1568214118,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Fri Jan 24 14:15:50 +0000 2020,1220711812372537344,1220711812372537344,@Pboyz4 @Seminoles @floridastate Just wow!,False,"[33, 42]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220702796330283e+18,1220702796330283008,606407527.0,606407527,Pboyz4,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'Pboyz4', 'name': 'KP✍🏽😏 Father of a Princess👑', 'id': 606407527, 'id_str': '606407527', 'indices': [0, 7]}, {'screen_name': 'Seminoles', 'name': 'FSU Seminoles', 'id': 19273542, 'id_str': '19273542', 'indices': [8, 18]}, {'screen_name': 'floridastate', 'name': 'Florida State University', 'id': 154533838, 'id_str': '154533838', 'indices': [19, 32]}]",[],en,recent,1171798647748595713,1171798647748595713,Holli- Memphis is our coach,NolesStacey,,Nole fam that loves her noles🍢🍢🍢 I’m biased but my nephew is the most amazing Nole student. raised in THE G.B.,,[],False,144,283,1,Wed Sep 11 14:52:32 +0000 2019,5004,,,False,False,3267,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1208020224525643776/TKvwIwY6_normal.jpg,https://pbs.twimg.com/profile_images/1208020224525643776/TKvwIwY6_normal.jpg,https://pbs.twimg.com/profile_banners/1171798647748595713/1568214118,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Fri Jan 24 14:15:30 +0000 2020,1220711727664377861,1220711727664377861,@Pboyz4 @Seminoles @floridastate That’s awesome and beautiful!,False,"[33, 62]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220702796330283e+18,1220702796330283008,606407527.0,606407527,Pboyz4,,,,,False,1,2,False,False,en,[],[],"[{'screen_name': 'Pboyz4', 'name': 'KP✍🏽😏 Father of a Princess👑', 'id': 606407527, 'id_str': '606407527', 'indices': [0, 7]}, {'screen_name': 'Seminoles', 'name': 'FSU Seminoles', 'id': 19273542, 'id_str': '19273542', 'indices': [8, 18]}, {'screen_name': 'floridastate', 'name': 'Florida State University', 'id': 154533838, 'id_str': '154533838', 'indices': [19, 32]}]",[],en,recent,1171798647748595713,1171798647748595713,Holli- Memphis is our coach,NolesStacey,,Nole fam that loves her noles🍢🍢🍢 I’m biased but my nephew is the most amazing Nole student. raised in THE G.B.,,[],False,144,283,1,Wed Sep 11 14:52:32 +0000 2019,5004,,,False,False,3267,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1208020224525643776/TKvwIwY6_normal.jpg,https://pbs.twimg.com/profile_images/1208020224525643776/TKvwIwY6_normal.jpg,https://pbs.twimg.com/profile_banners/1171798647748595713/1568214118,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Fri Jan 24 13:40:43 +0000 2020,1220702975913611269,1220702975913611269,"@Seminoles @FSUHoops @floridastate Happy birthday, @floridastate! #ProudAlumx2",False,"[35, 78]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2207019692386468e+18,1220701969238646784,19273542.0,19273542,Seminoles,,,,,False,0,0,False,False,en,"[{'text': 'ProudAlumx2', 'indices': [66, 78]}]",[],"[{'screen_name': 'Seminoles', 'name': 'FSU Seminoles', 'id': 19273542, 'id_str': '19273542', 'indices': [0, 10]}, {'screen_name': 'FSUHoops', 'name': 'FSU Hoops', 'id': 21407694, 'id_str': '21407694', 'indices': [11, 20]}, {'screen_name': 'floridastate', 'name': 'Florida State University', 'id': 154533838, 'id_str': '154533838', 'indices': [21, 34]}, {'screen_name': 'floridastate', 'name': 'Florida State University', 'id': 154533838, 'id_str': '154533838', 'indices': [51, 64]}]",[],en,recent,1214907354266918914,1214907354266918914,Michael Lisle,_michaellisle_,"Summerville, SC","econ+comm developer @SummervilleSC | husband | dad | @floridastate x2 | @Cubs | books/politics/coffee/dad jokes | opinions mine, RT≠endorsement | @Businessville",https://t.co/837sG0WiNv,[],False,37,221,0,Wed Jan 08 13:51:08 +0000 2020,102,,,False,False,136,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1214907704566845440/H3aEYDi__normal.png,https://pbs.twimg.com/profile_images/1214907704566845440/H3aEYDi__normal.png,https://pbs.twimg.com/profile_banners/1214907354266918914/1578498158,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,"[{'url': 'https://t.co/837sG0WiNv', 'expanded_url': 'http://www.summervillesc.gov/165/Economic-Development', 'display_url': 'summervillesc.gov/165/Economic-D…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Fri Jan 24 13:28:08 +0000 2020,1220699810157731840,1220699810157731840,Congratulations @CocoGauff ...I have watched this young lady perform long before many knew who she was because her mom is a classmate of mine from @floridastate ...very proud of this young lady who is basically the same age as @arissashepherd,False,"[0, 242]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,2,19,False,False,en,[],[],"[{'screen_name': 'CocoGauff', 'name': 'Coco Gauff', 'id': 982105080353574912, 'id_str': '982105080353574912', 'indices': [16, 26]}, {'screen_name': 'floridastate', 'name': 'Florida State University', 'id': 154533838, 'id_str': '154533838', 'indices': [147, 160]}, {'screen_name': 'arissashepherd', 'name': 'ArissaShepherdVBall', 'id': 1032352689760415745, 'id_str': '1032352689760415745', 'indices': [227, 242]}]",[],en,recent,810709142,810709142,Marshall Shepherd,DrShepherd2013,,"Atmospheric Sciences Professor, Fmr AMS Prez/NASA scientist, Host, Weather Geeks, Alpha, 3x FSU Alum, Forbes Contributor, Tweets just mine. RT not endorsement",https://t.co/0SdGGOugfg,[],False,47849,3795,1443,Sat Sep 08 11:09:09 +0000 2012,18762,,,True,True,64395,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1145012578403454984/NsI5JkQK_normal.jpg,https://pbs.twimg.com/profile_images/1145012578403454984/NsI5JkQK_normal.jpg,https://pbs.twimg.com/profile_banners/810709142/1356091357,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/0SdGGOugfg', 'expanded_url': 'http://www.drmarshallshepherd.com', 'display_url': 'drmarshallshepherd.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Wed Jan 22 19:24:50 +0000 2020,1220064800727801858,1220064800727801858,"@FSUAlumni @floridastate Love these three, they’re such great ambassadors for FSU!",False,"[25, 82]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220061212530135e+18,1220061212530135040,21904921.0,21904921,FSUAlumni,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'FSUAlumni', 'name': 'FSU Alumni Assoc.', 'id': 21904921, 'id_str': '21904921', 'indices': [0, 10]}, {'screen_name': 'floridastate', 'name': 'Florida State University', 'id': 154533838, 'id_str': '154533838', 'indices': [11, 24]}]",[],en,recent,242394943,242394943,Kelli Gemmer,kelligemmer,"Tallahassee, FL","@FSUAlumni Editor-in-Chief, two-time @FloridaState alumna, @TallyNYP President, #travel lover, #cat enthusiast. Tweets are my own.",https://t.co/aADuksEGlW,[],False,554,885,63,Mon Jan 24 17:49:10 +0000 2011,4628,,,True,False,4397,,False,False,False,EBEBEB,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,True,http://pbs.twimg.com/profile_images/1009869919813447680/doYChmza_normal.jpg,https://pbs.twimg.com/profile_images/1009869919813447680/doYChmza_normal.jpg,https://pbs.twimg.com/profile_banners/242394943/1487361872,990000,000000,000000,000000,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/aADuksEGlW', 'expanded_url': 'http://kelligemmer.com/', 'display_url': 'kelligemmer.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Wed Jan 22 09:03:43 +0000 2020,1219908491353174016,1219908491353174016,RT @SallyRWatkins: “A multicultural campus enriches the life of every one of us.” Yes! @FSUPresThrasher @floridastate,False,"[0, 117]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'SallyRWatkins', 'name': 'Sally Watkins', 'id': 600390580, 'id_str': '600390580', 'indices': [3, 17]}, {'screen_name': 'FSUPresThrasher', 'name': 'President John Thrasher', 'id': 1038131866203836418, 'id_str': '1038131866203836418', 'indices': [87, 103]}, {'screen_name': 'floridastate', 'name': 'Florida State University', 'id': 154533838, 'id_str': '154533838', 'indices': [104, 117]}]",[],en,recent,245099751,245099751,Erik M. Hines,EHinesPhD,,"Entrepreneur|School Counselor Educator @floridastate in @fsueducation|Research Agenda: Academic, College, and Career Outcomes for African American Males",,[],False,1635,1497,129,Sun Jan 30 21:52:33 +0000 2011,12031,,,True,False,32670,,False,False,False,B2DFDA,http://abs.twimg.com/images/themes/theme13/bg.gif,https://abs.twimg.com/images/themes/theme13/bg.gif,False,http://pbs.twimg.com/profile_images/1103345825692991489/VU-f-xad_normal.jpg,https://pbs.twimg.com/profile_images/1103345825692991489/VU-f-xad_normal.jpg,https://pbs.twimg.com/profile_banners/245099751/1564525837,93A644,EEEEEE,FFFFFF,333333,True,False,False,False,False,False,False,none,,Wed Jan 22 00:05:16 +0000 2020,1.219772984606503e+18,1219772984606502912,“A multicultural campus enriches the life of every one of us.” Yes! @FSUPresThrasher @floridastate,False,"[0, 98]",[],[],"[{'screen_name': 'FSUPresThrasher', 'name': 'President John Thrasher', 'id': 1038131866203836418, 'id_str': '1038131866203836418', 'indices': [68, 84]}, {'screen_name': 'floridastate', 'name': 'Florida State University', 'id': 154533838, 'id_str': '154533838', 'indices': [85, 98]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,600390580.0,600390580,Sally Watkins,SallyRWatkins,Florida,#TeachingFac | #LeadEd | #Maker,,[],False,680.0,484.0,55.0,Tue Jun 05 20:17:37 +0000 2012,10519.0,,,True,False,12333.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/964003392732397569/oK82E6s6_normal.jpg,https://pbs.twimg.com/profile_images/964003392732397569/oK82E6s6_normal.jpg,https://pbs.twimg.com/profile_banners/600390580/1540560430,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,1.0,8.0,False,False,en,,,,,,,,,,,
