,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.profile_banner_url,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls,retweeted_status.user.profile_banner_url,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates
171,Thu Jan 23 07:35:14 +0000 2020,1220248610450944004,1220248610450944004,@SteveDunbobbin1 @ERCollege @UniOfYork @UniOfHull It was the most difficult module to be honest hence I got stuck.,False,"[50, 114]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2202368288103383e+18,1220236828810338304,1366538678.0,1366538678,SteveDunbobbin1,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'SteveDunbobbin1', 'name': 'Steve Dunbobbin', 'id': 1366538678, 'id_str': '1366538678', 'indices': [0, 16]}, {'screen_name': 'ERCollege', 'name': 'East Riding College', 'id': 130487064, 'id_str': '130487064', 'indices': [17, 27]}, {'screen_name': 'UniOfYork', 'name': 'University of York', 'id': 27035508, 'id_str': '27035508', 'indices': [28, 38]}, {'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [39, 49]}]",[],en,recent,853205707,853205707,Vinny Shepherd,CubaDrive_Vinny,Hull,"Northern humanoid, head boy of the band CubaDrive. Ink leaker of multiple thoughts available on Bandcamp. 2nd year University of Hull student. History/Politics.",https://t.co/Vhwy5TrvPG,[],False,1996,3015,31,Sat Sep 29 16:38:21 +0000 2012,16041,,,True,False,40766,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/790627849195626498/vaQUfo0N_normal.jpg,https://pbs.twimg.com/profile_images/790627849195626498/vaQUfo0N_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/853205707/1483473430,"[{'url': 'https://t.co/Vhwy5TrvPG', 'expanded_url': 'http://cubadrive.bandcamp.com/album/10-messages-received', 'display_url': 'cubadrive.bandcamp.com/album/10-messa…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Thu Jan 23 07:34:23 +0000 2020,1220248398319824896,1220248398319824896,@SteveDunbobbin1 @ERCollege @UniOfYork @UniOfHull I tried but I still look like me.,False,"[50, 83]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2202361523320832e+18,1220236152332083201,1366538678.0,1366538678,SteveDunbobbin1,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'SteveDunbobbin1', 'name': 'Steve Dunbobbin', 'id': 1366538678, 'id_str': '1366538678', 'indices': [0, 16]}, {'screen_name': 'ERCollege', 'name': 'East Riding College', 'id': 130487064, 'id_str': '130487064', 'indices': [17, 27]}, {'screen_name': 'UniOfYork', 'name': 'University of York', 'id': 27035508, 'id_str': '27035508', 'indices': [28, 38]}, {'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [39, 49]}]",[],en,recent,853205707,853205707,Vinny Shepherd,CubaDrive_Vinny,Hull,"Northern humanoid, head boy of the band CubaDrive. Ink leaker of multiple thoughts available on Bandcamp. 2nd year University of Hull student. History/Politics.",https://t.co/Vhwy5TrvPG,[],False,1996,3015,31,Sat Sep 29 16:38:21 +0000 2012,16041,,,True,False,40766,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/790627849195626498/vaQUfo0N_normal.jpg,https://pbs.twimg.com/profile_images/790627849195626498/vaQUfo0N_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/853205707/1483473430,"[{'url': 'https://t.co/Vhwy5TrvPG', 'expanded_url': 'http://cubadrive.bandcamp.com/album/10-messages-received', 'display_url': 'cubadrive.bandcamp.com/album/10-messa…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Wed Jan 22 22:54:30 +0000 2020,1220117561666416640,1220117561666416640,"@BarrowLynne @UniOfHull Thank you Lynne, I will need a floor to unravel all the contributions, too much for the table.",False,"[24, 118]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.22011477967684e+18,1220114779676839937,2347727584.0,2347727584,BarrowLynne,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'BarrowLynne', 'name': 'Lynne Barrow', 'id': 2347727584, 'id_str': '2347727584', 'indices': [0, 12]}, {'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [13, 23]}]",[],en,recent,2199824920,2199824920,Phil Gilmartin,PMGilmartin,"Hull, Yorkshire, 🌍,🌏, or 🌎",Pro Vice Chancellor International & Professor of Plant Molecular Genetics @UniofHull. Primula heterostyly research @Earlhaminst. Tweets on mixed topics are mine,,[],False,2517,2469,22,Thu Nov 28 22:37:19 +0000 2013,15907,,,False,False,9388,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1061530323958280193/CN58OQZH_normal.jpg,https://pbs.twimg.com/profile_images/1061530323958280193/CN58OQZH_normal.jpg,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/2199824920/1482402781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Wed Jan 22 22:45:02 +0000 2020,1220115181352759303,1220115181352759303,"@hulllive Come on @hulllive we have told you before this mapping is misleading. Stop pedalling s#it. Yes, 2m of sea-level rise by 2100 massively increases flood risk in Hull, but report facts not fiction! We would happily do feature w/ you on robust predictions based on our @UniOfHull work",False,"[10, 290]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.219922653076607e+18,1219922653076606976,143050159.0,143050159,hulllive,,,,,False,10,74,False,False,en,[],[],"[{'screen_name': 'hulllive', 'name': 'Hull Live', 'id': 143050159, 'id_str': '143050159', 'indices': [0, 9]}, {'screen_name': 'hulllive', 'name': 'Hull Live', 'id': 143050159, 'id_str': '143050159', 'indices': [18, 27]}, {'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [275, 285]}]",[],en,recent,267450541,267450541,Prof. Dan Parsons 🇪🇺 🌏💧🛰🌊,bedform,"Beverley, Yorkshire","Dad to three 😍. Director of Energy & Environment Institute @UniofHull. Geoscientist: floods, muds, sands, plastics. Sustainable energy & low carbon transition.",https://t.co/lAvSyig2NJ,[],False,4864,5198,113,Wed Mar 16 23:58:48 +0000 2011,43524,,,True,False,18301,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1176238749350584323/n6NxpkEP_normal.jpg,https://pbs.twimg.com/profile_images/1176238749350584323/n6NxpkEP_normal.jpg,1B95E0,C0DEED,DDEEF6,333333,True,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/267450541/1397665861,"[{'url': 'https://t.co/lAvSyig2NJ', 'expanded_url': 'http://www.hull.ac.uk/eei', 'display_url': 'hull.ac.uk/eei', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Wed Jan 22 22:43:26 +0000 2020,1220114779676839937,1220114779676839937,"@PMGilmartin @UniOfHull It truly was an exciting day! You don’t need a bigger table, you need an entire floor. It was a great way to capture the vision and values of everyone involved in international activities 😊",False,"[24, 213]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2201004831232369e+18,1220100483123236865,2199824920.0,2199824920,PMGilmartin,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'PMGilmartin', 'name': 'Phil Gilmartin', 'id': 2199824920, 'id_str': '2199824920', 'indices': [0, 12]}, {'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [13, 23]}]",[],en,recent,2347727584,2347727584,Lynne Barrow,BarrowLynne,"Hull, England","Associate Dean International, University of Hull Faculty of Business, Law and Politics, Qualitative Accountant & Mother. Usual caveats - all views my own!",https://t.co/GDIqGOicfW,[],False,109,267,0,Sun Feb 16 23:11:03 +0000 2014,676,,,True,False,243,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1126940363858554880/WtkF4izt_normal.jpg,https://pbs.twimg.com/profile_images/1126940363858554880/WtkF4izt_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,"[{'url': 'https://t.co/GDIqGOicfW', 'expanded_url': 'http://hull.ac.uk', 'display_url': 'hull.ac.uk', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Wed Jan 22 21:47:39 +0000 2020,1220100740531834881,1220100740531834881,"@amandaleehull @UniOfHull Thank you Amanda, a great day, fantastic contributions from the 🌏🌎🌍team",False,"[26, 97]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2200521958334546e+18,1220052195833454592,567692337.0,567692337,amandaleehull,,,,,False,1,2,False,False,en,[],[],"[{'screen_name': 'amandaleehull', 'name': 'Dr Amanda Lee', 'id': 567692337, 'id_str': '567692337', 'indices': [0, 14]}, {'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [15, 25]}]",[],en,recent,2199824920,2199824920,Phil Gilmartin,PMGilmartin,"Hull, Yorkshire, 🌍,🌏, or 🌎",Pro Vice Chancellor International & Professor of Plant Molecular Genetics @UniofHull. Primula heterostyly research @Earlhaminst. Tweets on mixed topics are mine,,[],False,2517,2469,22,Thu Nov 28 22:37:19 +0000 2013,15907,,,False,False,9388,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1061530323958280193/CN58OQZH_normal.jpg,https://pbs.twimg.com/profile_images/1061530323958280193/CN58OQZH_normal.jpg,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/2199824920/1482402781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Wed Jan 22 21:46:38 +0000 2020,1220100483123236865,1220100483123236865,"@BarrowLynne @UniOfHull Thank you Lynne for your contributions &amp; support. An exciting day. As I joked, I need a bigger dining table! So much great input from the 🌍🌏🌎team",False,"[24, 173]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.22009970085197e+18,1220099700851970049,2347727584.0,2347727584,BarrowLynne,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'BarrowLynne', 'name': 'Lynne Barrow', 'id': 2347727584, 'id_str': '2347727584', 'indices': [0, 12]}, {'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [13, 23]}]",[],en,recent,2199824920,2199824920,Phil Gilmartin,PMGilmartin,"Hull, Yorkshire, 🌍,🌏, or 🌎",Pro Vice Chancellor International & Professor of Plant Molecular Genetics @UniofHull. Primula heterostyly research @Earlhaminst. Tweets on mixed topics are mine,,[],False,2517,2469,22,Thu Nov 28 22:37:19 +0000 2013,15907,,,False,False,9388,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1061530323958280193/CN58OQZH_normal.jpg,https://pbs.twimg.com/profile_images/1061530323958280193/CN58OQZH_normal.jpg,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/2199824920/1482402781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Wed Jan 22 21:43:31 +0000 2020,1220099700851970049,1220099700851970049,"@PMGilmartin @UniOfHull Thanks for hosting a great day, was wonderful to see so many people in one room with the same shared vision!",False,"[24, 132]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2200431247954125e+18,1220043124795412481,2199824920.0,2199824920,PMGilmartin,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'PMGilmartin', 'name': 'Phil Gilmartin', 'id': 2199824920, 'id_str': '2199824920', 'indices': [0, 12]}, {'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [13, 23]}]",[],en,recent,2347727584,2347727584,Lynne Barrow,BarrowLynne,"Hull, England","Associate Dean International, University of Hull Faculty of Business, Law and Politics, Qualitative Accountant & Mother. Usual caveats - all views my own!",https://t.co/GDIqGOicfW,[],False,109,267,0,Sun Feb 16 23:11:03 +0000 2014,676,,,True,False,243,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1126940363858554880/WtkF4izt_normal.jpg,https://pbs.twimg.com/profile_images/1126940363858554880/WtkF4izt_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,"[{'url': 'https://t.co/GDIqGOicfW', 'expanded_url': 'http://hull.ac.uk', 'display_url': 'hull.ac.uk', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Wed Jan 22 17:07:52 +0000 2020,1220030331056730115,1220030331056730115,"RT @laurastunurse: I will aim to become healthier and aim to lead by example to others that may look to me for help and advice, in the hope…",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'laurastunurse', 'name': 'Laura Greaves', 'id': 1216429088140820481, 'id_str': '1216429088140820481', 'indices': [3, 17]}]",[],en,recent,2644622095,2644622095,Uni of Hull Nursing,HullNursing,Hull,The official Twitter for the BSc (Hons.) Nursing programmes here @uniofhull,https://t.co/4WKY0YbcGx,[],False,1962,1496,42,Mon Jul 14 08:46:57 +0000 2014,6055,,,True,False,5655,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/768756927971135489/U4LDSSSt_normal.jpg,https://pbs.twimg.com/profile_images/768756927971135489/U4LDSSSt_normal.jpg,1B95E0,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/2644622095/1473758089,"[{'url': 'https://t.co/4WKY0YbcGx', 'expanded_url': 'https://www.hull.ac.uk/faculties/subjects/health-nursing-and-midwifery.aspx', 'display_url': 'hull.ac.uk/faculties/subj…', 'indices': [0, 23]}]",Wed Jan 22 15:14:45 +0000 2020,1.220001862369366e+18,1220001862369366022,"I will aim to become healthier and aim to lead by example to others that may look to me for help and advice, in the hope to prevent illnesses contributed to by obesity and inactivity #allourhealth @HullNursing @UniOfHull @FacHealthHull",False,"[0, 235]","[{'text': 'allourhealth', 'indices': [183, 196]}]",[],"[{'screen_name': 'HullNursing', 'name': 'Uni of Hull Nursing', 'id': 2644622095, 'id_str': '2644622095', 'indices': [197, 209]}, {'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [210, 220]}, {'screen_name': 'FacHealthHull', 'name': 'Hull Health Sciences', 'id': 971909150, 'id_str': '971909150', 'indices': [221, 235]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,1.2164290881408205e+18,1216429088140820481,Laura Greaves,laurastunurse,"Hull, England",2nd year student nurse at hull uni . I love animals ( more than most humans) like to try and stay fit but that's more of a challenge than a 4k word assignment!,,[],False,36.0,37.0,0.0,Sun Jan 12 18:37:55 +0000 2020,146.0,,,False,False,93.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1216739728562774016/0C0X3hJ7_normal.jpg,https://pbs.twimg.com/profile_images/1216739728562774016/0C0X3hJ7_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,1.0,4.0,False,False,en,,,,,,,,,,,,,,,,,,,,,,
192,Wed Jan 22 17:07:45 +0000 2020,1220030300316667907,1220030300316667907,RT @WeLearnOutLoud: @laurastunurse @UniOfHull @HullNursing well done Laura ... ace work :D #AllOurHealth,False,"[0, 104]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,0,False,False,en,"[{'text': 'AllOurHealth', 'indices': [91, 104]}]",[],"[{'screen_name': 'WeLearnOutLoud', 'name': 'WeLearn', 'id': 927480028870467585, 'id_str': '927480028870467585', 'indices': [3, 18]}, {'screen_name': 'laurastunurse', 'name': 'Laura Greaves', 'id': 1216429088140820481, 'id_str': '1216429088140820481', 'indices': [20, 34]}, {'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [35, 45]}, {'screen_name': 'HullNursing', 'name': 'Uni of Hull Nursing', 'id': 2644622095, 'id_str': '2644622095', 'indices': [46, 58]}]",[],en,recent,2644622095,2644622095,Uni of Hull Nursing,HullNursing,Hull,The official Twitter for the BSc (Hons.) Nursing programmes here @uniofhull,https://t.co/4WKY0YbcGx,[],False,1962,1496,42,Mon Jul 14 08:46:57 +0000 2014,6055,,,True,False,5655,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/768756927971135489/U4LDSSSt_normal.jpg,https://pbs.twimg.com/profile_images/768756927971135489/U4LDSSSt_normal.jpg,1B95E0,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/2644622095/1473758089,"[{'url': 'https://t.co/4WKY0YbcGx', 'expanded_url': 'https://www.hull.ac.uk/faculties/subjects/health-nursing-and-midwifery.aspx', 'display_url': 'hull.ac.uk/faculties/subj…', 'indices': [0, 23]}]",Wed Jan 22 15:27:53 +0000 2020,1.220005169729024e+18,1220005169729024001,@laurastunurse @UniOfHull @HullNursing well done Laura ... ace work :D #AllOurHealth,False,"[39, 84]","[{'text': 'AllOurHealth', 'indices': [71, 84]}]",[],"[{'screen_name': 'laurastunurse', 'name': 'Laura Greaves', 'id': 1216429088140820481, 'id_str': '1216429088140820481', 'indices': [0, 14]}, {'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [15, 25]}, {'screen_name': 'HullNursing', 'name': 'Uni of Hull Nursing', 'id': 2644622095, 'id_str': '2644622095', 'indices': [26, 38]}]",[],en,recent,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1.2199954222882202e+18,1219995422288220160,1.2164290881408205e+18,1216429088140820481,laurastunurse,9.274800288704676e+17,927480028870467585,WeLearn,WeLearnOutLoud,UK,"WeLearn is a social learning initiative, bringing healthcare professionals together to collaborate, share & discuss learning.",,[],False,3550.0,1670.0,7.0,Mon Nov 06 10:17:25 +0000 2017,338.0,,,False,False,4991.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/927480290464890880/csSMARd2_normal.jpg,https://pbs.twimg.com/profile_images/927480290464890880/csSMARd2_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,1.0,2.0,False,False,en,,https://pbs.twimg.com/profile_banners/927480028870467585/1546884456,,,,,,,,,,,,,,,,,,,,
193,Wed Jan 22 16:36:00 +0000 2020,1220022311123742720,1220022311123742720,"@rwatson1955 @MarkHayter1 @FacHealthHull @UniOfHull You are very lucky as me because you have worked with the Great Alvisa! She is the Number One as a researcher, professor and mentor. She has helped me to learn How to plan, write and pubblish my research! #nurse #udine #nursing #Italy #phd",False,"[52, 291]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2181660363626455e+18,1218166036362645504,75360703.0,75360703,rwatson1955,,,,,False,0,2,False,False,en,"[{'text': 'nurse', 'indices': [257, 263]}, {'text': 'udine', 'indices': [264, 270]}, {'text': 'nursing', 'indices': [271, 279]}, {'text': 'Italy', 'indices': [280, 286]}, {'text': 'phd', 'indices': [287, 291]}]",[],"[{'screen_name': 'rwatson1955', 'name': 'Roger Watson 🇬🇧🖋🏃\u200d♂️🐸', 'id': 75360703, 'id_str': '75360703', 'indices': [0, 12]}, {'screen_name': 'MarkHayter1', 'name': 'Mark Hayter', 'id': 76296654, 'id_str': '76296654', 'indices': [13, 25]}, {'screen_name': 'FacHealthHull', 'name': 'Hull Health Sciences', 'id': 971909150, 'id_str': '971909150', 'indices': [26, 40]}, {'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [41, 51]}]",[],en,recent,932646247818780672,932646247818780672,Giacomo Rossettini,GiacomoRoss86,,"PhD (placebo, nocebo, context effect), Physiotherapist. Course - ‘Enhance placebo, avoid nocebo: how to manage contextual factors aimed at improving outcomes’",https://t.co/jKg0pIbQYg,[],False,693,515,7,Mon Nov 20 16:26:08 +0000 2017,8591,,,False,False,4518,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1067801576604139520/gqLuYwYF_normal.jpg,https://pbs.twimg.com/profile_images/1067801576604139520/gqLuYwYF_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/932646247818780672/1560185054,"[{'url': 'https://t.co/jKg0pIbQYg', 'expanded_url': 'https://www.researchgate.net/profile/Giacomo_Rossettini', 'display_url': 'researchgate.net/profile/Giacom…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
