,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
34,Wed Jan 22 19:08:01 +0000 2020,1220060568075161600,1220060568075161600,RT @DavidMaslove: Newly-minted @CIHR_IRSC researcher @jgordonboyd celebrating with the @queensu team on the heels of amazing news today - 5…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,6,0,False,False,en,[],[],"[{'screen_name': 'DavidMaslove', 'name': 'David Maslove', 'id': 951267291722932226, 'id_str': '951267291722932226', 'indices': [3, 16]}, {'screen_name': 'CIHR_IRSC', 'name': 'CIHR', 'id': 76332033, 'id_str': '76332033', 'indices': [31, 41]}, {'screen_name': 'jgordonboyd', 'name': 'J Gordon Boyd', 'id': 2610172631, 'id_str': '2610172631', 'indices': [53, 65]}, {'screen_name': 'queensu', 'name': ""Queen's University"", 'id': 19429847, 'id_str': '19429847', 'indices': [87, 95]}]",[],en,recent,811029198882111490,811029198882111490,Alison Fox-Robichaud,drfoxrob,"Hamilton, Ontario","Prof @McMasterU #CCM Prez @CanSepsisFdn, Scientific Director Sepsis Canada, 2018 GSA individual award, HEWS Lead, Dir of #MedEd @HamHealthSci, wife, mom.",,[],False,1450,2372,12,Tue Dec 20 02:03:24 +0000 2016,12256,,,True,False,6625,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/962785988107014145/TcY-8PW3_normal.jpg,https://pbs.twimg.com/profile_images/962785988107014145/TcY-8PW3_normal.jpg,https://pbs.twimg.com/profile_banners/811029198882111490/1518528071,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,Wed Jan 22 18:36:51 +0000 2020,1.2200527243074314e+18,1220052724307431430,Newly-minted @CIHR_IRSC researcher @jgordonboyd celebrating with the @queensu team on the heels of amazing news today - 5 years of CONFOCAL funding! @QueensuDOM @KingstonHSC,False,"[0, 173]",[],[],"[{'screen_name': 'CIHR_IRSC', 'name': 'CIHR', 'id': 76332033, 'id_str': '76332033', 'indices': [13, 23]}, {'screen_name': 'jgordonboyd', 'name': 'J Gordon Boyd', 'id': 2610172631, 'id_str': '2610172631', 'indices': [35, 47]}, {'screen_name': 'queensu', 'name': ""Queen's University"", 'id': 19429847, 'id_str': '19429847', 'indices': [69, 77]}, {'screen_name': 'QueensuDOM', 'name': 'Queensu DOM', 'id': 760501956184080385, 'id_str': '760501956184080385', 'indices': [149, 160]}, {'screen_name': 'KingstonHSC', 'name': 'KingstonHSC', 'id': 355581570, 'id_str': '355581570', 'indices': [161, 173]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,9.512672917229322e+17,951267291722932226,David Maslove,DavidMaslove,"Kingston, Ontario","Intensivist, Internist, Informatician. Associate Editor for Data Science @CritCareMed.",https://t.co/S1Jaw1RxT2,"[{'url': 'https://t.co/S1Jaw1RxT2', 'expanded_url': 'http://www.conduitlab.org', 'display_url': 'conduitlab.org', 'indices': [0, 23]}]",[],False,252.0,54.0,0.0,Thu Jan 11 01:39:30 +0000 2018,84.0,,,True,False,150.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/955811667463626753/YmLHg-q2_normal.jpg,https://pbs.twimg.com/profile_images/955811667463626753/YmLHg-q2_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,6.0,71.0,False,False,en,,,,,,,,,,,,,,,,,,,,
35,Wed Jan 22 19:07:57 +0000 2020,1220060551247589377,1220060551247589377,RT @rvanwylick: @DavidMaslove @CIHR_IRSC @jgordonboyd @queensu @QueensuDOM @KingstonHSC Congratulations @jgordonboyd and team! Amazing acco…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'rvanwylick', 'name': 'Richard van Wylick', 'id': 194747021, 'id_str': '194747021', 'indices': [3, 14]}, {'screen_name': 'DavidMaslove', 'name': 'David Maslove', 'id': 951267291722932226, 'id_str': '951267291722932226', 'indices': [16, 29]}, {'screen_name': 'CIHR_IRSC', 'name': 'CIHR', 'id': 76332033, 'id_str': '76332033', 'indices': [30, 40]}, {'screen_name': 'jgordonboyd', 'name': 'J Gordon Boyd', 'id': 2610172631, 'id_str': '2610172631', 'indices': [41, 53]}, {'screen_name': 'queensu', 'name': ""Queen's University"", 'id': 19429847, 'id_str': '19429847', 'indices': [54, 62]}, {'screen_name': 'QueensuDOM', 'name': 'Queensu DOM', 'id': 760501956184080385, 'id_str': '760501956184080385', 'indices': [63, 74]}, {'screen_name': 'KingstonHSC', 'name': 'KingstonHSC', 'id': 355581570, 'id_str': '355581570', 'indices': [75, 87]}, {'screen_name': 'jgordonboyd', 'name': 'J Gordon Boyd', 'id': 2610172631, 'id_str': '2610172631', 'indices': [104, 116]}]",[],en,recent,811029198882111490,811029198882111490,Alison Fox-Robichaud,drfoxrob,"Hamilton, Ontario","Prof @McMasterU #CCM Prez @CanSepsisFdn, Scientific Director Sepsis Canada, 2018 GSA individual award, HEWS Lead, Dir of #MedEd @HamHealthSci, wife, mom.",,[],False,1450,2372,12,Tue Dec 20 02:03:24 +0000 2016,12256,,,True,False,6625,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/962785988107014145/TcY-8PW3_normal.jpg,https://pbs.twimg.com/profile_images/962785988107014145/TcY-8PW3_normal.jpg,https://pbs.twimg.com/profile_banners/811029198882111490/1518528071,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,Wed Jan 22 18:42:10 +0000 2020,1.2200540625126482e+18,1220054062512648194,@DavidMaslove @CIHR_IRSC @jgordonboyd @queensu @QueensuDOM @KingstonHSC Congratulations @jgordonboyd and team! Amazing accomplishment!,False,"[72, 134]",[],[],"[{'screen_name': 'DavidMaslove', 'name': 'David Maslove', 'id': 951267291722932226, 'id_str': '951267291722932226', 'indices': [0, 13]}, {'screen_name': 'CIHR_IRSC', 'name': 'CIHR', 'id': 76332033, 'id_str': '76332033', 'indices': [14, 24]}, {'screen_name': 'jgordonboyd', 'name': 'J Gordon Boyd', 'id': 2610172631, 'id_str': '2610172631', 'indices': [25, 37]}, {'screen_name': 'queensu', 'name': ""Queen's University"", 'id': 19429847, 'id_str': '19429847', 'indices': [38, 46]}, {'screen_name': 'QueensuDOM', 'name': 'Queensu DOM', 'id': 760501956184080385, 'id_str': '760501956184080385', 'indices': [47, 58]}, {'screen_name': 'KingstonHSC', 'name': 'KingstonHSC', 'id': 355581570, 'id_str': '355581570', 'indices': [59, 71]}, {'screen_name': 'jgordonboyd', 'name': 'J Gordon Boyd', 'id': 2610172631, 'id_str': '2610172631', 'indices': [88, 100]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2200527243074314e+18,1220052724307431430,9.512672917229322e+17,951267291722932226,DavidMaslove,194747021.0,194747021,Richard van Wylick,rvanwylick,"Kingston, Ontario, Canada","Husband, Father of 3. Otherwise boring. Oh yeah, Associate Dean Professional Development and pediatrician too. Opinions are mine alone.",,,[],False,1194.0,931.0,43.0,Fri Sep 24 22:26:20 +0000 2010,2088.0,,,False,False,6191.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1152734030984560645/f7JFMYNF_normal.jpg,https://pbs.twimg.com/profile_images/1152734030984560645/f7JFMYNF_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,1.0,5.0,False,False,en,,,,,,,,,,,,,,,,,,,,
37,Wed Jan 22 18:36:51 +0000 2020,1220052724307431430,1220052724307431430,Newly-minted @CIHR_IRSC researcher @jgordonboyd celebrating with the @queensu team on the heels of amazing news today - 5 years of CONFOCAL funding! @QueensuDOM @KingstonHSC,False,"[0, 173]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,6,71,False,False,en,[],[],"[{'screen_name': 'CIHR_IRSC', 'name': 'CIHR', 'id': 76332033, 'id_str': '76332033', 'indices': [13, 23]}, {'screen_name': 'jgordonboyd', 'name': 'J Gordon Boyd', 'id': 2610172631, 'id_str': '2610172631', 'indices': [35, 47]}, {'screen_name': 'queensu', 'name': ""Queen's University"", 'id': 19429847, 'id_str': '19429847', 'indices': [69, 77]}, {'screen_name': 'QueensuDOM', 'name': 'Queensu DOM', 'id': 760501956184080385, 'id_str': '760501956184080385', 'indices': [149, 160]}, {'screen_name': 'KingstonHSC', 'name': 'KingstonHSC', 'id': 355581570, 'id_str': '355581570', 'indices': [161, 173]}]",[],en,recent,951267291722932226,951267291722932226,David Maslove,DavidMaslove,"Kingston, Ontario","Intensivist, Internist, Informatician. Associate Editor for Data Science @CritCareMed.",https://t.co/S1Jaw1RxT2,[],False,252,54,0,Thu Jan 11 01:39:30 +0000 2018,84,,,True,False,150,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/955811667463626753/YmLHg-q2_normal.jpg,https://pbs.twimg.com/profile_images/955811667463626753/YmLHg-q2_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/S1Jaw1RxT2', 'expanded_url': 'http://www.conduitlab.org', 'display_url': 'conduitlab.org', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Wed Jan 22 15:34:51 +0000 2020,1220006920486117379,1220006920486117379,@NicGerman @queensu @queensualumni You were phenomenal! @QSAA was thrilled you were able to share your insight.,False,"[35, 111]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.21976254614571e+18,1219762546145710080,147794676.0,147794676,NicGerman,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'NicGerman', 'name': 'Nicole German', 'id': 147794676, 'id_str': '147794676', 'indices': [0, 10]}, {'screen_name': 'queensu', 'name': ""Queen's University"", 'id': 19429847, 'id_str': '19429847', 'indices': [11, 19]}, {'screen_name': 'queensualumni', 'name': ""Queen's Alumni"", 'id': 155551280, 'id_str': '155551280', 'indices': [20, 34]}, {'screen_name': 'QSAA', 'name': 'QueensStudentAlumniAssoc.', 'id': 56389444, 'id_str': '56389444', 'indices': [56, 61]}]",[],en,recent,77294660,77294660,Ben Seewald,bseewald,"Kingston, ON","Alumni Officer at Queen's University | Brain tumour survivor | Recreational athlete | Blood donor | Baseball, music, movie aficionado | All opinions my own.",https://t.co/aFL70smRpl,[],False,525,782,22,Fri Sep 25 19:48:16 +0000 2009,9584,,,False,False,1626,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/378800000825903313/d257a5b8760a4864fd6bd8fa6a12b3fd_normal.jpeg,https://pbs.twimg.com/profile_images/378800000825903313/d257a5b8760a4864fd6bd8fa6a12b3fd_normal.jpeg,https://pbs.twimg.com/profile_banners/77294660/1398087289,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/aFL70smRpl', 'expanded_url': 'http://ca.linkedin.com/in/benseewald/', 'display_url': 'ca.linkedin.com/in/benseewald/', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Wed Jan 22 13:22:05 +0000 2020,1219973511579652102,1219973511579652102,"@Dr_ChrisSimpson @QueensUHealth What a loss for @queensu, @TheNeuro_MNI ,and the MS world. I first met Sam as an undergrad, and remember looking over slides with him fondly. He will be missed. @MSSocietyCanada @mssociety",False,"[32, 220]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.219754216429736e+18,1219754216429735937,14252011.0,14252011,Dr_ChrisSimpson,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'Dr_ChrisSimpson', 'name': 'Dr. Chris Simpson', 'id': 14252011, 'id_str': '14252011', 'indices': [0, 16]}, {'screen_name': 'QueensUHealth', 'name': ""Queen's Health Sci"", 'id': 4230733031, 'id_str': '4230733031', 'indices': [17, 31]}, {'screen_name': 'queensu', 'name': ""Queen's University"", 'id': 19429847, 'id_str': '19429847', 'indices': [48, 56]}, {'screen_name': 'TheNeuro_MNI', 'name': 'The Neuro', 'id': 202719554, 'id_str': '202719554', 'indices': [58, 71]}, {'screen_name': 'MSSocietyCanada', 'name': 'MS Society of Canada', 'id': 29209374, 'id_str': '29209374', 'indices': [193, 209]}, {'screen_name': 'mssociety', 'name': 'National MS Society', 'id': 23126875, 'id_str': '23126875', 'indices': [210, 220]}]",[],en,recent,4717674617,4717674617,Nader Ghasemlou,ghasemloulab,"Kingston, Ontario",pain chronobiology & neuroimmunology lab @ Queen's University,https://t.co/dg2h2EyBA0,[],False,262,325,3,Tue Jan 05 19:38:16 +0000 2016,1146,,,True,False,333,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1032297348720803840/bDcl4dyv_normal.jpg,https://pbs.twimg.com/profile_images/1032297348720803840/bDcl4dyv_normal.jpg,https://pbs.twimg.com/profile_banners/4717674617/1533879276,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/dg2h2EyBA0', 'expanded_url': 'https://dbms.queensu.ca/faculty/nader_ghasemlou', 'display_url': 'dbms.queensu.ca/faculty/nader_…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Tue Jan 21 20:47:43 +0000 2020,1219723271710674947,1219723271710674947,@KingstonMuslims @queensu Plus they have popcorn!,False,"[26, 49]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.21972303405303e+18,1219723034053029888,4787666543.0,4787666543,KingstonMuslims,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'KingstonMuslims', 'name': 'ISK', 'id': 4787666543, 'id_str': '4787666543', 'indices': [0, 16]}, {'screen_name': 'queensu', 'name': ""Queen's University"", 'id': 19429847, 'id_str': '19429847', 'indices': [17, 25]}]",[],en,recent,1187125267,1187125267,Mona Rahman,naeema_mnr,"Kingston, ON",Small town Muslimah. Doer of Science. Lifetime Student. Teacher of BIG & small. Opinions expressed are my own...unless you concur and then we can share.,https://t.co/YYAk0TKl6e,[],False,393,419,15,Sat Feb 16 18:51:04 +0000 2013,5373,,,False,False,9509,,False,False,False,000000,http://abs.twimg.com/images/themes/theme7/bg.gif,https://abs.twimg.com/images/themes/theme7/bg.gif,False,http://pbs.twimg.com/profile_images/1218645799611047936/ScCbXgRT_normal.jpg,https://pbs.twimg.com/profile_images/1218645799611047936/ScCbXgRT_normal.jpg,https://pbs.twimg.com/profile_banners/1187125267/1579382777,FF691F,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/YYAk0TKl6e', 'expanded_url': 'http://www.Give30.org', 'display_url': 'Give30.org', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Tue Jan 21 05:32:03 +0000 2020,1219492833905823744,1219492833905823744,"@anshumangaur Thank you so much for your time and the support you are willing to provide to all the Indian students @queensu.
I would like to apologize on behalf of some students involved in the incident today, also I truly appreciate your patience and how you handled the situation today.",False,"[14, 289]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2194208135285678e+18,1219420813528567810,68119551.0,68119551,anshumangaur,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'anshumangaur', 'name': 'Anshuman Gaur', 'id': 68119551, 'id_str': '68119551', 'indices': [0, 13]}, {'screen_name': 'queensu', 'name': ""Queen's University"", 'id': 19429847, 'id_str': '19429847', 'indices': [116, 124]}]",[],en,recent,2201486112,2201486112,Bhavya Gopalani,BhavyaaGopalani,"kingston, Canada","Commerce undergrad at kozminski University, Poland and University of Exeter, UK.
Currently an exchange student Queens University, Canada.",,[],False,5,66,0,Mon Nov 18 15:28:33 +0000 2013,1,,,True,False,1,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1155050903474331648/mjGTj0x7_normal.jpg,https://pbs.twimg.com/profile_images/1155050903474331648/mjGTj0x7_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Tue Jan 21 04:28:14 +0000 2020,1219476774104465409,1219476774104465409,@notzohaibahmed @queensu We miss you!,False,"[25, 37]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2194296528439583e+18,1219429652843958272,1.1463635305406587e+18,1146363530540658688,notzohaibahmed,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'notzohaibahmed', 'name': 'Zohaib Ahmed', 'id': 1146363530540658688, 'id_str': '1146363530540658688', 'indices': [0, 15]}, {'screen_name': 'queensu', 'name': ""Queen's University"", 'id': 19429847, 'id_str': '19429847', 'indices': [16, 24]}]",[],en,recent,51514769,51514769,Darian Doblej,dariandoblej,"Thunder Bay, Ontario","Nerding about at @queensulaw. Bridge builder & go getter. Plays soccer, d-ball, Star Wars, and Halo - all with more enthusiasm than talent. Tweets personally.",,[],False,1055,1003,39,Sat Jun 27 18:31:02 +0000 2009,23040,,,True,False,19232,,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme16/bg.gif,https://abs.twimg.com/images/themes/theme16/bg.gif,False,http://pbs.twimg.com/profile_images/1204902201266708480/1eDwLJi4_normal.jpg,https://pbs.twimg.com/profile_images/1204902201266708480/1eDwLJi4_normal.jpg,https://pbs.twimg.com/profile_banners/51514769/1448325810,FA743E,FFFFFF,E2EAEF,6C961C,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Mon Jan 20 22:42:59 +0000 2020,1219389890565222400,1219389890565222400,@MayorPaterson @queensu @whatsinsideslc @InnovationSLC We cannot wait for future collaborations! So excited for MIC 2020!,False,"[55, 121]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2193668287383347e+18,1219366828738334728,2892159742.0,2892159742,MayorPaterson,,,,,False,0,4,False,False,en,[],[],"[{'screen_name': 'MayorPaterson', 'name': 'Bryan Paterson', 'id': 2892159742, 'id_str': '2892159742', 'indices': [0, 14]}, {'screen_name': 'queensu', 'name': ""Queen's University"", 'id': 19429847, 'id_str': '19429847', 'indices': [15, 23]}, {'screen_name': 'whatsinsideslc', 'name': 'St. Lawrence College', 'id': 204442056, 'id_str': '204442056', 'indices': [24, 39]}, {'screen_name': 'InnovationSLC', 'name': 'Innovation Hub SLC', 'id': 1033015682068344833, 'id_str': '1033015682068344833', 'indices': [40, 54]}]",[],en,recent,960631830,960631830,Dunin-Deshpande Queen's Innovation Centre,ddqic,Kingston,"The Dunin-Deshpande Queen’s Innovation Centre supports the innovation activities of students, alumni and Canadian companies.",https://t.co/uw93Qgq8rT,[],False,1420,900,49,Tue Nov 20 15:13:01 +0000 2012,1592,,,True,False,1442,,False,False,False,000000,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1221259222521929728/93uu3ner_normal.jpg,https://pbs.twimg.com/profile_images/1221259222521929728/93uu3ner_normal.jpg,https://pbs.twimg.com/profile_banners/960631830/1580006419,DD2E44,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/uw93Qgq8rT', 'expanded_url': 'http://linktr.ee/ddqic', 'display_url': 'linktr.ee/ddqic', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Mon Jan 20 15:06:42 +0000 2020,1219275062534008832,1219275062534008832,"@afmcdnl @queensu @hightech_u @FMPSD @DiscoverCoding @usask @UBC @STEM_Fellowship @yorkuniversity @uLethbridge @afmcdnl great to hear! If you have any questions or would like feedback on ideas, please feel free to email us at contact@callysto.ca. :)",False,"[111, 249]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2185608250043843e+18,1218560825004384258,27691643.0,27691643,afmcdnl,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'afmcdnl', 'name': 'Andrew McDonald', 'id': 27691643, 'id_str': '27691643', 'indices': [0, 8]}, {'screen_name': 'queensu', 'name': ""Queen's University"", 'id': 19429847, 'id_str': '19429847', 'indices': [9, 17]}, {'screen_name': 'hightech_u', 'name': 'HighTechU', 'id': 964313487806615558, 'id_str': '964313487806615558', 'indices': [18, 29]}, {'screen_name': 'FMPSD', 'name': 'FMPSD', 'id': 108987706, 'id_str': '108987706', 'indices': [30, 36]}, {'screen_name': 'DiscoverCoding', 'name': 'Discover Coding', 'id': 886713108722458625, 'id_str': '886713108722458625', 'indices': [37, 52]}, {'screen_name': 'usask', 'name': 'U of Saskatchewan', 'id': 24954656, 'id_str': '24954656', 'indices': [53, 59]}, {'screen_name': 'UBC', 'name': 'University of British Columbia', 'id': 28453440, 'id_str': '28453440', 'indices': [60, 64]}, {'screen_name': 'STEM_Fellowship', 'name': 'STEM Fellowship', 'id': 3390405255, 'id_str': '3390405255', 'indices': [65, 81]}, {'screen_name': 'yorkuniversity', 'name': 'York University', 'id': 4836947526, 'id_str': '4836947526', 'indices': [82, 97]}, {'screen_name': 'uLethbridge', 'name': 'uLethbridge', 'id': 17219450, 'id_str': '17219450', 'indices': [98, 110]}, {'screen_name': 'afmcdnl', 'name': 'Andrew McDonald', 'id': 27691643, 'id_str': '27691643', 'indices': [111, 119]}]",[],en,recent,961770035625607168,961770035625607168,Callysto,callysto_canada,Western Canada,Callysto is a #CanCode funded project that centres around adapting the Jupyter ‘All-in-One’ Science Platform for a younger audience in a classroom setting.,https://t.co/s8DtKH19Vn,[],False,172,199,0,Fri Feb 09 01:13:40 +0000 2018,333,,,False,False,465,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/987389329671577600/Ahr28lKo_normal.jpg,https://pbs.twimg.com/profile_images/987389329671577600/Ahr28lKo_normal.jpg,https://pbs.twimg.com/profile_banners/961770035625607168/1520886548,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/s8DtKH19Vn', 'expanded_url': 'http://callysto.ca', 'display_url': 'callysto.ca', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
