,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates,retweeted_status.entities.media,retweeted_status.extended_entities.media,retweeted_status.possibly_sensitive
70,Thu Jan 23 22:51:39 +0000 2020,1220479235745361920,1220479235745361920,RT @HellRoosters: The Univ of South Carolina is the only D1 school to have finished in the Top 4 of colleges this decade (2010-2019) in Foo…,False,"[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,237,0,False,False,en,[],[],"[{'screen_name': 'HellRoosters', 'name': 'GAMECOCKNATION', 'id': 425223416, 'id_str': '425223416', 'indices': [3, 16]}]",[],en,recent,1012736461043625985,1012736461043625985,Wardlaw News Network,LeeWardlaw3,"Columbia, SC","Reporter @ColaDaily RT’s not endorsements, opinions my own.
@UofSC_SJMC alum, Gamecock born and bred. Go @Canes @Raiders 

News Tips: wardlaww@email.sc.edu",https://t.co/Qa9wjxrbBi,[],False,182,633,0,Fri Jun 29 16:36:02 +0000 2018,97,,,False,False,193,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1016875732755238912/uG6X-_o4_normal.jpg,https://pbs.twimg.com/profile_images/1016875732755238912/uG6X-_o4_normal.jpg,https://pbs.twimg.com/profile_banners/1012736461043625985/1530290412,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,"[{'url': 'https://t.co/Qa9wjxrbBi', 'expanded_url': 'https://leewardlaw1996.wixsite.com/website/', 'display_url': 'leewardlaw1996.wixsite.com/website/', 'indices': [0, 23]}]",Tue Dec 24 01:55:08 +0000 2019,1.2092913860774912e+18,1209291386077491200,"The Univ of South Carolina is the only D1 school to have finished in the Top 4 of colleges this decade (2010-2019) in Football, Mens Hoops, Women’s Hoops and Baseball.  No other school in the nation can say that.  @UofSC @GamecockFB @GamecockMBB @GamecockWBB @GamecockBasebll",False,"[0, 275]",[],[],"[{'screen_name': 'UofSC', 'name': 'University of South Carolina', 'id': 28161251, 'id_str': '28161251', 'indices': [214, 220]}, {'screen_name': 'GamecockFB', 'name': 'Gamecock Football', 'id': 171116456, 'id_str': '171116456', 'indices': [221, 232]}, {'screen_name': 'GamecockMBB', 'name': 'Gamecock MBB', 'id': 106767235, 'id_str': '106767235', 'indices': [233, 245]}, {'screen_name': 'GamecockWBB', 'name': 'GamecockWBB', 'id': 89492950, 'id_str': '89492950', 'indices': [246, 258]}, {'screen_name': 'GamecockBasebll', 'name': 'Gamecock Baseball', 'id': 106808419, 'id_str': '106808419', 'indices': [259, 275]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,425223416.0,425223416,GAMECOCKNATION,HellRoosters,"South Carolina, USA",#Gamecocknation,,,[],False,5273.0,569.0,36.0,Wed Nov 30 18:37:46 +0000 2011,338.0,,,True,False,20928.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/588803652879396864/4cYeeeE3_normal.jpg,https://pbs.twimg.com/profile_images/588803652879396864/4cYeeeE3_normal.jpg,https://pbs.twimg.com/profile_banners/425223416/1513615285,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,False,237.0,857.0,False,False,en,,,,,,,,,,,,,,,,,,,,,,,
72,Thu Jan 23 22:09:37 +0000 2020,1220468654535372800,1220468654535372800,@HaukBill @ConversationUS @UofSC You'll be in our next installment of a megaphone for scholarship! Thank you for making topics like tariffs and Brexit more understandable for the general public.,False,"[33, 194]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2204561013024932e+18,1220456101302493194,1011295230.0,1011295230,HaukBill,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'HaukBill', 'name': 'Bill Hauk', 'id': 1011295230, 'id_str': '1011295230', 'indices': [0, 9]}, {'screen_name': 'ConversationUS', 'name': 'The Conversation US', 'id': 2733320850, 'id_str': '2733320850', 'indices': [10, 25]}, {'screen_name': 'UofSC', 'name': 'University of South Carolina', 'id': 28161251, 'id_str': '28161251', 'indices': [26, 32]}]",[],en,recent,235188617,235188617,Peggy Binette,PeggyBinette,"Columbia, SC","Associate Director | Integrated Communications | University of South Carolina | @UofSC peggy@mailbox.sc.edu | 
IG: peggybinette
@SCPRSA",https://t.co/xvyDArnFAM,[],False,3769,3667,160,Fri Jan 07 15:40:41 +0000 2011,21310,,,True,False,14616,,False,False,False,6E0404,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/474274441938358272/QblYwV-j_normal.jpeg,https://pbs.twimg.com/profile_images/474274441938358272/QblYwV-j_normal.jpeg,https://pbs.twimg.com/profile_banners/235188617/1398197730,0084B4,FFFFFF,DDFFCC,333333,False,True,False,False,False,False,False,none,"[{'url': 'https://t.co/xvyDArnFAM', 'expanded_url': 'http://www.sc.edu/uofsc', 'display_url': 'sc.edu/uofsc', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Thu Jan 23 20:51:12 +0000 2020,1220448921690038285,1220448921690038285,@jpeelle @BrielleStarkPhD @aphasia_lab @UofSC That seems prohibitive to young investigators and students. Why on earth was this plan even discussed?,False,"[46, 148]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2204064593069998e+18,1220406459306999808,37563.0,37563,jpeelle,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'jpeelle', 'name': 'Jonathan Peelle', 'id': 37563, 'id_str': '37563', 'indices': [0, 8]}, {'screen_name': 'BrielleStarkPhD', 'name': 'Brielle C. Stark, PhD', 'id': 1067448828197052417, 'id_str': '1067448828197052417', 'indices': [9, 25]}, {'screen_name': 'aphasia_lab', 'name': 'Julius Fridriksson', 'id': 107478064, 'id_str': '107478064', 'indices': [26, 38]}, {'screen_name': 'UofSC', 'name': 'University of South Carolina', 'id': 28161251, 'id_str': '28161251', 'indices': [39, 45]}]",[],en,recent,1189709638406533121,1189709638406533121,Megan C. Fitzhugh,Dr_Fitzhugh,"Los Angeles, CA","Cognitive neuroscientist studying aging, dementia, and hearing loss @USCLONI. Here to spotlight when the scientific process is both hilarious and informative.",,[],False,6,32,0,Thu Oct 31 01:07:16 +0000 2019,18,,,False,False,12,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1189710496162893825/hu7jwD0J_normal.jpg,https://pbs.twimg.com/profile_images/1189710496162893825/hu7jwD0J_normal.jpg,https://pbs.twimg.com/profile_banners/1189709638406533121/1573106250,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Thu Jan 23 18:02:28 +0000 2020,1220406459306999808,1220406459306999808,"@BrielleStarkPhD @aphasia_lab @UofSC The original plan was $2500 for a new protocol, $1500 for a continuing review, $500 for each modification

This resulted in some...vigorous discussion...and now I can still do single site IRBs (most of my applications) for free.",False,"[37, 265]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2204053903761654e+18,1220405390376165378,37563.0,37563,jpeelle,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'BrielleStarkPhD', 'name': 'Brielle C. Stark, PhD', 'id': 1067448828197052417, 'id_str': '1067448828197052417', 'indices': [0, 16]}, {'screen_name': 'aphasia_lab', 'name': 'Julius Fridriksson', 'id': 107478064, 'id_str': '107478064', 'indices': [17, 29]}, {'screen_name': 'UofSC', 'name': 'University of South Carolina', 'id': 28161251, 'id_str': '28161251', 'indices': [30, 36]}]",[],en,recent,37563,37563,Jonathan Peelle,jpeelle,"Saint Louis, USA","Looking for meaningful (mostly auditory) things in the human brain • good science, inclusiveness. #academicparent

Co-host @juicesqueezepod

Lab: @peellelab",https://t.co/Wft4Eb7ITk,[],False,5490,3129,189,Sat Dec 02 19:37:38 +0000 2006,10946,,,True,False,18243,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1649546185/photo_small_normal.jpg,https://pbs.twimg.com/profile_images/1649546185/photo_small_normal.jpg,https://pbs.twimg.com/profile_banners/37563/1355702702,0073FF,EEEEEE,EFEFEF,333333,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/Wft4Eb7ITk', 'expanded_url': 'http://jonathanpeelle.net/', 'display_url': 'jonathanpeelle.net', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Thu Jan 23 17:58:13 +0000 2020,1220405390376165378,1220405390376165378,"@BrielleStarkPhD @aphasia_lab @UofSC yup 🙄

There was a plan to charge for all IRB activities but they've now scaled back to only charge for sIRB ones (at the moment).",False,"[37, 167]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2204009090600591e+18,1220400909060059141,1.0674488281970524e+18,1067448828197052417,BrielleStarkPhD,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'BrielleStarkPhD', 'name': 'Brielle C. Stark, PhD', 'id': 1067448828197052417, 'id_str': '1067448828197052417', 'indices': [0, 16]}, {'screen_name': 'aphasia_lab', 'name': 'Julius Fridriksson', 'id': 107478064, 'id_str': '107478064', 'indices': [17, 29]}, {'screen_name': 'UofSC', 'name': 'University of South Carolina', 'id': 28161251, 'id_str': '28161251', 'indices': [30, 36]}]",[],en,recent,37563,37563,Jonathan Peelle,jpeelle,"Saint Louis, USA","Looking for meaningful (mostly auditory) things in the human brain • good science, inclusiveness. #academicparent

Co-host @juicesqueezepod

Lab: @peellelab",https://t.co/Wft4Eb7ITk,[],False,5490,3129,189,Sat Dec 02 19:37:38 +0000 2006,10946,,,True,False,18243,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1649546185/photo_small_normal.jpg,https://pbs.twimg.com/profile_images/1649546185/photo_small_normal.jpg,https://pbs.twimg.com/profile_banners/37563/1355702702,0073FF,EEEEEE,EFEFEF,333333,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/Wft4Eb7ITk', 'expanded_url': 'http://jonathanpeelle.net/', 'display_url': 'jonathanpeelle.net', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Thu Jan 23 17:40:25 +0000 2020,1220400909060059141,1220400909060059141,@aphasia_lab @jpeelle @UofSC Some universities charge?!?,False,"[29, 56]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220395083737989e+18,1220395083737989121,107478064.0,107478064,aphasia_lab,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'aphasia_lab', 'name': 'Julius Fridriksson', 'id': 107478064, 'id_str': '107478064', 'indices': [0, 12]}, {'screen_name': 'jpeelle', 'name': 'Jonathan Peelle', 'id': 37563, 'id_str': '37563', 'indices': [13, 21]}, {'screen_name': 'UofSC', 'name': 'University of South Carolina', 'id': 28161251, 'id_str': '28161251', 'indices': [22, 28]}]",[],en,recent,1067448828197052417,1067448828197052417,"Brielle C. Stark, PhD",BrielleStarkPhD,"Bloomington, IN","Asst Prof @IUBloomington, @IUSPHS & @IUB_PNS. NEURoscience of Adult Language [NEURAL] Lab. #Aphasia. #Discourse. dog lover, coxswain. {she/her}. views her own",https://t.co/8WyMPC2EE3,[],False,660,754,4,Tue Nov 27 16:03:27 +0000 2018,4516,,,False,False,1152,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1180485074632019968/TyNfnwh6_normal.jpg,https://pbs.twimg.com/profile_images/1180485074632019968/TyNfnwh6_normal.jpg,https://pbs.twimg.com/profile_banners/1067448828197052417/1543335154,ABB8C2,000000,000000,000000,False,True,False,False,False,False,False,none,"[{'url': 'https://t.co/8WyMPC2EE3', 'expanded_url': 'http://www.neuralresearchlab.com', 'display_url': 'neuralresearchlab.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Thu Jan 23 11:47:20 +0000 2020,1220312053568675840,1220312053568675840,"@jlounsbury59 @UofSC As the research illustrates, if we are to generalize, #Millennials are much more conservative about their finances and purposeful about life planning (i.e. #education) than the rhetoric would suggest.",False,"[21, 221]","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1.220289437038469e+18,1220289437038469120,21770520.0,21770520,jlounsbury59,,,,,False,0,2,False,False,en,"[{'text': 'Millennials', 'indices': [75, 87]}, {'text': 'education', 'indices': [177, 187]}]",[],"[{'screen_name': 'jlounsbury59', 'name': 'John Lounsbury', 'id': 21770520, 'id_str': '21770520', 'indices': [0, 13]}, {'screen_name': 'UofSC', 'name': 'University of South Carolina', 'id': 28161251, 'id_str': '28161251', 'indices': [14, 20]}]",[],en,recent,3186320168,3186320168,Jimmie Lenz,jimmie_lenz,United States,"Student, teacher, and practitioner of FinTech as a solution. https://t.co/w5DcbcSpsg",,"[{'url': 'https://t.co/w5DcbcSpsg', 'expanded_url': 'https://www.linkedin.com/in/jimmie-lenz-5a80485', 'display_url': 'linkedin.com/in/jimmie-lenz…', 'indices': [61, 84]}]",False,504,670,234,Tue May 05 14:56:41 +0000 2015,917,,,False,False,2948,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/807604916994895872/pK4kU_Yf_normal.jpg,https://pbs.twimg.com/profile_images/807604916994895872/pK4kU_Yf_normal.jpg,https://pbs.twimg.com/profile_banners/3186320168/1469062028,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Thu Jan 23 08:14:13 +0000 2020,1220258419250270208,1220258419250270208,"RT @Bob_Caslen: At @UofSC, we work to create a campus built on the tenets of the @UofSCCreed, inclusivity &amp; respect for all. We value all p…",False,"[0, 144]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,14,0,False,False,en,[],[],"[{'screen_name': 'Bob_Caslen', 'name': 'Bob Caslen', 'id': 2601895080, 'id_str': '2601895080', 'indices': [3, 14]}, {'screen_name': 'UofSC', 'name': 'University of South Carolina', 'id': 28161251, 'id_str': '28161251', 'indices': [19, 25]}, {'screen_name': 'UofSCCreed', 'name': 'Carolinian Creed', 'id': 784920577, 'id_str': '784920577', 'indices': [81, 92]}]",[],en,recent,1039244415355813888,1039244415355813888,Angela Yu,aangelayuu,"Charleston, SC",UofSC 2022,,[],False,20,39,0,Mon Sep 10 20:09:11 +0000 2018,347,,,False,False,131,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1154341956966932480/vk1V2mqh_normal.jpg,https://pbs.twimg.com/profile_images/1154341956966932480/vk1V2mqh_normal.jpg,https://pbs.twimg.com/profile_banners/1039244415355813888/1536610269,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,Tue Jan 21 21:26:57 +0000 2020,1.2197331410715075e+18,1219733141071507457,"At @UofSC, we work to create a campus built on the tenets of the @UofSCCreed, inclusivity &amp; respect for all. We value all people &amp; seek to create an environment in which each of us feels valued.  Racist messages run contrary to who we are and we can--and must--do better.",False,"[0, 279]",[],[],"[{'screen_name': 'UofSC', 'name': 'University of South Carolina', 'id': 28161251, 'id_str': '28161251', 'indices': [3, 9]}, {'screen_name': 'UofSCCreed', 'name': 'Carolinian Creed', 'id': 784920577, 'id_str': '784920577', 'indices': [65, 76]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2197328799257068e+18,1219732879925706754,2601895080.0,2601895080,Bob_Caslen,2601895080.0,2601895080,Bob Caslen,Bob_Caslen,"South Carolina, USA",President of the University of South Carolina “Learning humanizes character and does not permit it to be cruel.” @UofSC Motto #ForeverToThee,https://t.co/5T8lLcL9Ze,"[{'url': 'https://t.co/5T8lLcL9Ze', 'expanded_url': 'https://uof.sc/2Gky2Lf', 'display_url': 'uof.sc/2Gky2Lf', 'indices': [0, 23]}]",[],False,13201.0,149.0,41.0,Thu Jul 03 16:27:24 +0000 2014,882.0,,,True,False,1174.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1154853041151062016/bM-WJ5WC_normal.jpg,https://pbs.twimg.com/profile_images/1154853041151062016/bM-WJ5WC_normal.jpg,https://pbs.twimg.com/profile_banners/2601895080/1563557698,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,14.0,97.0,False,False,en,,,,,,,,,,,6057f1e35bcc6c20,https://api.twitter.com/1.1/geo/id/6057f1e35bcc6c20.json,admin,South Carolina,"South Carolina, USA",US,United States,[],Polygon,"[[[-83.353955, 32.04683], [-78.499301, 32.04683], [-78.499301, 35.215449], [-83.353955, 35.215449]]]",,,
95,Thu Jan 23 04:15:04 +0000 2020,1220198238726369280,1220198238726369280,RT @mlramsdale_law: @AdamNewshound12 @Bob_Caslen @UofSC @henrymcmaster I am trying to figure out what he has done so far to merit a standin…,False,"[0, 140]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,2,0,False,False,en,[],[],"[{'screen_name': 'mlramsdale_law', 'name': 'Marie-Louise Ramsdal', 'id': 825772057053057025, 'id_str': '825772057053057025', 'indices': [3, 18]}, {'screen_name': 'AdamNewshound12', 'name': 'Adam Benson', 'id': 272383728, 'id_str': '272383728', 'indices': [20, 36]}, {'screen_name': 'Bob_Caslen', 'name': 'Bob Caslen', 'id': 2601895080, 'id_str': '2601895080', 'indices': [37, 48]}, {'screen_name': 'UofSC', 'name': 'University of South Carolina', 'id': 28161251, 'id_str': '28161251', 'indices': [49, 55]}, {'screen_name': 'henrymcmaster', 'name': 'Gov. Henry McMaster', 'id': 16335288, 'id_str': '16335288', 'indices': [56, 70]}]",[],en,recent,400089636,400089636,Madelyne #DemCastSC 🇺🇲 #NOWAR,MadelyneRants,Geeks Resist HQ Lowcountry SC,"#DemCast Social Media Captain for S.C. 
Patriot.Feminist♀️Animal lover🐾Scientist 🌈 Ally. ✭Cowboys✭  #ALLIN #IspeakfortheTrees 🌴#TheResistance✊ Views my own",https://t.co/j11tUSYd7m,[],False,23268,18391,17,Fri Oct 28 13:54:08 +0000 2011,63836,,,False,False,159932,,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/1160581048209739777/I5Ob3Sly_normal.jpg,https://pbs.twimg.com/profile_images/1160581048209739777/I5Ob3Sly_normal.jpg,https://pbs.twimg.com/profile_banners/400089636/1519178430,981CEB,65B0DA,7AC3EE,3D1957,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/j11tUSYd7m', 'expanded_url': 'http://DemCastUSA.com', 'display_url': 'DemCastUSA.com', 'indices': [0, 23]}]",Thu Jan 23 04:06:08 +0000 2020,1.220195989501481e+18,1220195989501480960,@AdamNewshound12 @Bob_Caslen @UofSC @henrymcmaster I am trying to figure out what he has done so far to merit a standing ovation besides be appointed by a lawless board majority. Not knocking his history of military service at all so maybe it was for that?,False,"[51, 256]",[],[],"[{'screen_name': 'AdamNewshound12', 'name': 'Adam Benson', 'id': 272383728, 'id_str': '272383728', 'indices': [0, 16]}, {'screen_name': 'Bob_Caslen', 'name': 'Bob Caslen', 'id': 2601895080, 'id_str': '2601895080', 'indices': [17, 28]}, {'screen_name': 'UofSC', 'name': 'University of South Carolina', 'id': 28161251, 'id_str': '28161251', 'indices': [29, 35]}, {'screen_name': 'henrymcmaster', 'name': 'Gov. Henry McMaster', 'id': 16335288, 'id_str': '16335288', 'indices': [36, 50]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2201404521307177e+18,1220140452130717699,272383728.0,272383728,AdamNewshound12,8.25772057053057e+17,825772057053057025,Marie-Louise Ramsdal,mlramsdale_law,"Sullivan's Island, SC",Family Court Lawyer; Mom; ReSister; Immigrant; Runner and Yoga-ist. Tweets should not be considered legal advice.,,,[],False,1454.0,1423.0,22.0,Sun Jan 29 18:26:15 +0000 2017,11590.0,,,False,False,4368.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/832987020016365568/Oer6EsK-_normal.jpg,https://pbs.twimg.com/profile_images/832987020016365568/Oer6EsK-_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,2.0,5.0,False,False,en,,,,,,,,,,,,,,,,,,,,,,,
99,Thu Jan 23 02:57:24 +0000 2020,1220178690216202241,1220178690216202241,"No shame in loss to Auburn. But L's to Tenn, Stetson, and BU should ruin chance to qualify for @marchmadness.

37/67, 55.2% in free throws in 3 games. Combined total points in L's? 16 points.

@UofSC could be 13-5 (3-1, SEC) shooting a LITTLE bit better from the charity stripe.",False,"[0, 278]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,5,False,False,en,[],[],"[{'screen_name': 'marchmadness', 'name': 'NCAA March Madness', 'id': 202416362, 'id_str': '202416362', 'indices': [95, 108]}, {'screen_name': 'UofSC', 'name': 'University of South Carolina', 'id': 28161251, 'id_str': '28161251', 'indices': [193, 199]}]",[],en,recent,1012736461043625985,1012736461043625985,Wardlaw News Network,LeeWardlaw3,"Columbia, SC","Reporter @ColaDaily RT’s not endorsements, opinions my own.
@UofSC_SJMC alum, Gamecock born and bred. Go @Canes @Raiders 

News Tips: wardlaww@email.sc.edu",https://t.co/Qa9wjxrbBi,[],False,182,633,0,Fri Jun 29 16:36:02 +0000 2018,97,,,False,False,193,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1016875732755238912/uG6X-_o4_normal.jpg,https://pbs.twimg.com/profile_images/1016875732755238912/uG6X-_o4_normal.jpg,https://pbs.twimg.com/profile_banners/1012736461043625985/1530290412,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,"[{'url': 'https://t.co/Qa9wjxrbBi', 'expanded_url': 'https://leewardlaw1996.wixsite.com/website/', 'display_url': 'leewardlaw1996.wixsite.com/website/', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
