,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.user.entities.url.urls
110,Wed Jan 22 21:21:06 +0000 2020,1220094058523066368,1220094058523066368,@DanielMagleby Welcome to @unlv !,False,"[15, 33]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220093188121084e+18,1220093188121083904,213277947.0,213277947,DanielMagleby,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'DanielMagleby', 'name': 'Daniel Magleby', 'id': 213277947, 'id_str': '213277947', 'indices': [0, 14]}, {'screen_name': 'unlv', 'name': 'UNLV', 'id': 40268530, 'id_str': '40268530', 'indices': [26, 31]}]",[],en,recent,935240274,935240274,Austin H. Wang,wearytolove,"Davis, CA",Assistant professor at @UNLVPoliSci. Duke PolSci PhD. Political behavior and Asian politics. Father of two kids. I play with data everyday. 🇺🇸,https://t.co/5X4X45c9LS,[],False,1635,844,32,Thu Nov 08 19:25:46 +0000 2012,2310,,,True,False,1372,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/956313401944190976/QnYqODuI_normal.jpg,https://pbs.twimg.com/profile_images/956313401944190976/QnYqODuI_normal.jpg,https://pbs.twimg.com/profile_banners/935240274/1516837797,E81C4F,000000,000000,000000,False,True,False,False,False,False,False,none,"[{'url': 'https://t.co/5X4X45c9LS', 'expanded_url': 'http://sites.duke.edu/austinwang/aboutme/', 'display_url': 'sites.duke.edu/austinwang/abo…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Wed Jan 22 21:11:47 +0000 2020,1220091712028065792,1220091712028065792,@frankthapoet @UNLV_GC @unlv Amazing news! Congratulations!!,False,"[29, 60]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200903380789043e+18,1220090338078904320,1323929612.0,1323929612,frankthapoet,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'frankthapoet', 'name': 'Pac Baldwin', 'id': 1323929612, 'id_str': '1323929612', 'indices': [0, 13]}, {'screen_name': 'UNLV_GC', 'name': 'UNLV Grad College', 'id': 613660457, 'id_str': '613660457', 'indices': [14, 22]}, {'screen_name': 'unlv', 'name': 'UNLV', 'id': 40268530, 'id_str': '40268530', 'indices': [23, 28]}]",[],en,recent,520115739,520115739,Anne H. Stevens,ahstevens1,Las Vegas,"Professor of English and chair of the Department of Interdisciplinary, Gender, & Ethnic Studies, UNLV. New book @Microgenres",,[],False,1081,1194,27,Sat Mar 10 05:21:37 +0000 2012,6131,,,False,False,5046,,False,False,False,EBEBEB,http://abs.twimg.com/images/themes/theme7/bg.gif,https://abs.twimg.com/images/themes/theme7/bg.gif,False,http://pbs.twimg.com/profile_images/1200792816248590336/UbXHB6hK_normal.jpg,https://pbs.twimg.com/profile_images/1200792816248590336/UbXHB6hK_normal.jpg,https://pbs.twimg.com/profile_banners/520115739/1579828214,3C12E6,FFFFFF,A0C5C7,333333,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Wed Jan 22 19:12:38 +0000 2020,1220061729884921857,1220061729884921857,"@native_nevadan @John_Nissan @LasVegasLocally @unevadareno @PresMarcJohnson @unlv Lol. Man, that is a quick block.",False,"[82, 114]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2198086174837883e+18,1219808617483788288,1477911595.0,1477911595,native_nevadan,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'native_nevadan', 'name': 'Native Nevadan', 'id': 1477911595, 'id_str': '1477911595', 'indices': [0, 15]}, {'screen_name': 'John_Nissan', 'name': '🐺', 'id': 55772157, 'id_str': '55772157', 'indices': [16, 28]}, {'screen_name': 'LasVegasLocally', 'name': 'Las Vegas Locally 🌴', 'id': 1587143948, 'id_str': '1587143948', 'indices': [29, 45]}, {'screen_name': 'unevadareno', 'name': 'Univ. of Nevada Reno', 'id': 25580902, 'id_str': '25580902', 'indices': [46, 58]}, {'screen_name': 'PresMarcJohnson', 'name': 'Marc A. Johnson', 'id': 2980194990, 'id_str': '2980194990', 'indices': [59, 75]}, {'screen_name': 'unlv', 'name': 'UNLV', 'id': 40268530, 'id_str': '40268530', 'indices': [76, 81]}]",[],en,recent,36756612,36756612,Brian,unlvbravesfins,"LV, KC, Detroit ","UNLV ‘08, UMKC ‘10, UNLV Rebels, Vegas Golden Knights, Atlanta Braves, Hip Hop.",,[],False,83,357,0,Thu Apr 30 20:03:51 +0000 2009,3530,,,True,False,1733,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/956780370002784257/gNwIlS_4_normal.jpg,https://pbs.twimg.com/profile_images/956780370002784257/gNwIlS_4_normal.jpg,https://pbs.twimg.com/profile_banners/36756612/1573674899,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Wed Jan 22 17:55:05 +0000 2020,1220042214673248261,1220042214673248261,"@unlv ""two..."" [dammit]",False,"[6, 23]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200396576535593e+18,1220039657653559296,8.645047386912686e+17,864504738691268609,DocsPSCbasics,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'unlv', 'name': 'UNLV', 'id': 40268530, 'id_str': '40268530', 'indices': [0, 5]}]",[],en,recent,864504738691268609,864504738691268609,Dr. Jonathan Doc Bradley,DocsPSCbasics,"North Las Vegas, NV","PhD PoliSci Prof. This account is for my student, but most are welcomed. I follow back my students. Retweets are not endorsements of statement. @unlv @CSNCoyote",https://t.co/QrYuPA41eh,[],False,366,516,2,Tue May 16 15:36:06 +0000 2017,4951,,,False,False,5051,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/915016975201345536/vGB2mv0P_normal.jpg,https://pbs.twimg.com/profile_images/915016975201345536/vGB2mv0P_normal.jpg,https://pbs.twimg.com/profile_banners/864504738691268609/1550861805,19CF86,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/QrYuPA41eh', 'expanded_url': 'http://jonathandocbradley.net', 'display_url': 'jonathandocbradley.net', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Wed Jan 22 04:59:57 +0000 2020,1219847145060106240,1219847145060106240,"So @unlv's financial aid office took back a scholarship that I got, saying it was sent out in ""mistake"".... 😠",False,"[0, 109]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'unlv', 'name': 'UNLV', 'id': 40268530, 'id_str': '40268530', 'indices': [3, 8]}]",[],en,recent,1188516090600509440,1188516090600509440,Tony 🐭🦋🕊,tf245yay,"LV, NV",UNLV (I AM NOT A UNR STUDENT) || 23 || I'm back || #NoBanNoWall || #Bernie2020 || He/Him,,[],False,187,485,0,Sun Oct 27 18:01:37 +0000 2019,3335,,,True,False,3062,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1214434366580916225/jPggRlha_normal.jpg,https://pbs.twimg.com/profile_images/1214434366580916225/jPggRlha_normal.jpg,https://pbs.twimg.com/profile_banners/1188516090600509440/1578784485,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Tue Jan 21 22:10:09 +0000 2020,1219744013013544960,1219744013013544960,"access codes should be illegal. how much do I ALREADY pay for tuition, now I have to pay $80 per class on top of that just to submit my homework? @Barstool__UNLV @unlv",False,"[0, 167]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,2,8,False,False,en,[],[],"[{'screen_name': 'Barstool__UNLV', 'name': 'UNLV Barstool', 'id': 930146838983749632, 'id_str': '930146838983749632', 'indices': [146, 161]}, {'screen_name': 'unlv', 'name': 'UNLV', 'id': 40268530, 'id_str': '40268530', 'indices': [162, 167]}]",[],en,recent,3104309540,3104309540,em 👼🏼,wolfhealey,Las Vegas,UNLV 2020. your future defense attorney. 👩🏼‍⚖️ legal assistant/case manager. legal advocate for @legalaidsnv ⚖️ TAK 💍 #vegasborn,,[],False,313,253,2,Mon Mar 23 05:29:22 +0000 2015,30494,,,True,False,2912,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1198365348849844225/4SfC6DTB_normal.jpg,https://pbs.twimg.com/profile_images/1198365348849844225/4SfC6DTB_normal.jpg,https://pbs.twimg.com/profile_banners/3104309540/1571624354,91D2FA,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Mon Jan 20 03:50:51 +0000 2020,1219104979387961344,1219104979387961344,"@TheRunninRebels @MountainWest @unlv @mcolemannn22 Ball Baller #REBELS4LIFE!!
#VegastheStaroftheUSA!!
#VegasHomie!!",False,"[51, 115]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2187269614191288e+18,1218726961419128834,3194502006.0,3194502006,TheRunninRebels,,,,,False,0,0,False,False,en,"[{'text': 'REBELS4LIFE', 'indices': [63, 75]}, {'text': 'VegastheStaroftheUSA', 'indices': [78, 99]}, {'text': 'VegasHomie', 'indices': [102, 113]}]",[],"[{'screen_name': 'TheRunninRebels', 'name': ""UNLV Men's Basketball"", 'id': 3194502006, 'id_str': '3194502006', 'indices': [0, 16]}, {'screen_name': 'MountainWest', 'name': 'Mountain West', 'id': 23244842, 'id_str': '23244842', 'indices': [17, 30]}, {'screen_name': 'unlv', 'name': 'UNLV', 'id': 40268530, 'id_str': '40268530', 'indices': [31, 36]}, {'screen_name': 'mcolemannn22', 'name': 'Marvin Coleman II', 'id': 2614878260, 'id_str': '2614878260', 'indices': [37, 50]}]",[],en,recent,298953272,298953272,Patrick Anthony,MadcapAnthony,"Las Vegas, NV. 89148","VEGAS Born&Raised! Night Manager LV Resort. #Rebels4Life! #UNLVFamily!
#ThinkForward! #OneLove! #PeopleFirst!
#YogaforLife! #Vegan! #StayVigilant!💙Namaste!",,[],False,288,252,15,Sun May 15 07:29:26 +0000 2011,26833,,,True,False,25827,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1042694389166858240/fxHuWYT5_normal.jpg,https://pbs.twimg.com/profile_images/1042694389166858240/fxHuWYT5_normal.jpg,https://pbs.twimg.com/profile_banners/298953272/1524912110,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Sun Jan 19 16:26:50 +0000 2020,1218932840907169792,1218932840907169792,@mcolemannn22 @unlv @bham_10 Correction: @bham_10's 35 points is the most by a @TheRunninRebels player since @ike_nwamu scored 38 vs. Air Force in 2016 #BEaREBEL,False,"[29, 161]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2187504167388938e+18,1218750416738893824,3194502006.0,3194502006,TheRunninRebels,,,,,False,2,14,False,False,en,"[{'text': 'BEaREBEL', 'indices': [152, 161]}]",[],"[{'screen_name': 'mcolemannn22', 'name': 'Marvin Coleman II', 'id': 2614878260, 'id_str': '2614878260', 'indices': [0, 13]}, {'screen_name': 'unlv', 'name': 'UNLV', 'id': 40268530, 'id_str': '40268530', 'indices': [14, 19]}, {'screen_name': 'bham_10', 'name': 'Bryce Hamilton', 'id': 2670333479, 'id_str': '2670333479', 'indices': [20, 28]}, {'screen_name': 'bham_10', 'name': 'Bryce Hamilton', 'id': 2670333479, 'id_str': '2670333479', 'indices': [41, 49]}, {'screen_name': 'TheRunninRebels', 'name': ""UNLV Men's Basketball"", 'id': 3194502006, 'id_str': '3194502006', 'indices': [79, 95]}, {'screen_name': 'ike_nwamu', 'name': 'Ike Nwamu', 'id': 152821491, 'id_str': '152821491', 'indices': [109, 119]}]",[],en,recent,3194502006,3194502006,UNLV Men's Basketball,TheRunninRebels,"Las Vegas, NV",Official Account of UNLV Men's Basketball,https://t.co/vtV9ml4B2p,[],False,16571,461,151,Wed May 13 17:04:30 +0000 2015,2269,,,True,True,5665,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1047119614495191040/luvHQ7Fj_normal.jpg,https://pbs.twimg.com/profile_images/1047119614495191040/luvHQ7Fj_normal.jpg,https://pbs.twimg.com/profile_banners/3194502006/1452496198,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/vtV9ml4B2p', 'expanded_url': 'http://www.unlvrebels.com/sports/m-baskbl/unlv-m-baskbl-body-main.html', 'display_url': 'unlvrebels.com/sports/m-baskb…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Sun Jan 19 15:59:30 +0000 2020,1218925961825148930,1218925961825148930,"@BLCoulthard @unlv Penn State is similar with the requirement to notify in the first few weeks of class. I realize many students aren't thinking about final exam week during the first week of class, so I wanted to make sure I was ready for them when they did realize it.",False,"[19, 270]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2189256245107098e+18,1218925624510709762,900288428.0,900288428,BLCoulthard,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'BLCoulthard', 'name': 'Bethany Coulthard', 'id': 900288428, 'id_str': '900288428', 'indices': [0, 12]}, {'screen_name': 'unlv', 'name': 'UNLV', 'id': 40268530, 'id_str': '40268530', 'indices': [13, 18]}]",[],en,recent,966958057,966958057,Jadrian Wooten,Wootenomics,"State College, PA",Educator at @Penn_State | Creator of @EconMedia | Advisor for @PennStateWES | Ravenclaw | Alumnus of @SamHoustonState & @WSUPullman,https://t.co/MU6KLyar5t,[],False,2507,1028,70,Fri Nov 23 22:32:58 +0000 2012,4261,,,True,False,20721,,False,False,False,FFCC33,http://abs.twimg.com/images/themes/theme13/bg.gif,https://abs.twimg.com/images/themes/theme13/bg.gif,False,http://pbs.twimg.com/profile_images/1030918747991810048/lj98uUJ2_normal.jpg,https://pbs.twimg.com/profile_images/1030918747991810048/lj98uUJ2_normal.jpg,https://pbs.twimg.com/profile_banners/966958057/1526221282,3D7196,FFFFFF,FFFFFF,333333,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/MU6KLyar5t', 'expanded_url': 'http://jadrianwooten.com', 'display_url': 'jadrianwooten.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Sun Jan 19 15:38:56 +0000 2020,1218920785407905792,1218920785407905792,RT @tyronenesby: @TheRunninRebels @MountainWest @unlv @mcolemannn22 Keep up the good work young Fella,False,"[0, 101]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,2,0,False,False,en,[],[],"[{'screen_name': 'tyronenesby', 'name': 'Tnes', 'id': 75414513, 'id_str': '75414513', 'indices': [3, 15]}, {'screen_name': 'TheRunninRebels', 'name': ""UNLV Men's Basketball"", 'id': 3194502006, 'id_str': '3194502006', 'indices': [17, 33]}, {'screen_name': 'MountainWest', 'name': 'Mountain West', 'id': 23244842, 'id_str': '23244842', 'indices': [34, 47]}, {'screen_name': 'unlv', 'name': 'UNLV', 'id': 40268530, 'id_str': '40268530', 'indices': [48, 53]}, {'screen_name': 'mcolemannn22', 'name': 'Marvin Coleman II', 'id': 2614878260, 'id_str': '2614878260', 'indices': [54, 67]}]",[],en,recent,832090343239618561,832090343239618561,UNLV REBEL BASKETBALL,UNLVREBELBB,"Paradise, NV","UNLV basketball sage 👁🏀👁
🏆Win with the Rebels
A victory today
Win with the Rebels
The scarlet and grey🏆",https://t.co/45mFY1iZNf,[],False,78,213,0,Thu Feb 16 04:52:52 +0000 2017,7583,,,False,False,6419,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1185733230583934976/oqvrctV5_normal.jpg,https://pbs.twimg.com/profile_images/1185733230583934976/oqvrctV5_normal.jpg,https://pbs.twimg.com/profile_banners/832090343239618561/1578341462,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/45mFY1iZNf', 'expanded_url': 'https://www.unlvtickets.com/mobileInfo/ath/6/runnin-rebel-basketball/', 'display_url': 'unlvtickets.com/mobileInfo/ath…', 'indices': [0, 23]}]",Sun Jan 19 15:30:45 +0000 2020,1.2189187271456645e+18,1218918727145664513,@TheRunninRebels @MountainWest @unlv @mcolemannn22 Keep up the good work young Fella,False,"[51, 84]",[],[],"[{'screen_name': 'TheRunninRebels', 'name': ""UNLV Men's Basketball"", 'id': 3194502006, 'id_str': '3194502006', 'indices': [0, 16]}, {'screen_name': 'MountainWest', 'name': 'Mountain West', 'id': 23244842, 'id_str': '23244842', 'indices': [17, 30]}, {'screen_name': 'unlv', 'name': 'UNLV', 'id': 40268530, 'id_str': '40268530', 'indices': [31, 36]}, {'screen_name': 'mcolemannn22', 'name': 'Marvin Coleman II', 'id': 2614878260, 'id_str': '2614878260', 'indices': [37, 50]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2187269614191288e+18,1218726961419128834,3194502006.0,3194502006,TheRunninRebels,75414513.0,75414513,Tnes,tyronenesby,All Over,"Tyrone Nesby retired NBA player, Former UNLV Rebel,  Criminal Justice Major. Head Boys Basketball Coach  At Muhlenberg High School. “1ShotChangeLives”",https://t.co/PW4I04MrXZ,[],False,1482.0,3107.0,7.0,Fri Sep 18 23:19:43 +0000 2009,6435.0,,,True,False,973.0,,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/424405584/images_2__normal.jpg,https://pbs.twimg.com/profile_images/424405584/images_2__normal.jpg,https://pbs.twimg.com/profile_banners/75414513/1452183441,FF0000,65B0DA,7AC3EE,3D1957,True,True,False,False,False,False,False,none,,,,,False,2.0,8.0,False,False,en,,,,,,,,,,,"[{'url': 'https://t.co/PW4I04MrXZ', 'expanded_url': 'http://nesbsports.com', 'display_url': 'nesbsports.com', 'indices': [0, 23]}]"
146,Sun Jan 19 15:30:45 +0000 2020,1218918727145664513,1218918727145664513,@TheRunninRebels @MountainWest @unlv @mcolemannn22 Keep up the good work young Fella,False,"[51, 84]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2187269614191288e+18,1218726961419128834,3194502006.0,3194502006,TheRunninRebels,,,,,False,2,8,False,False,en,[],[],"[{'screen_name': 'TheRunninRebels', 'name': ""UNLV Men's Basketball"", 'id': 3194502006, 'id_str': '3194502006', 'indices': [0, 16]}, {'screen_name': 'MountainWest', 'name': 'Mountain West', 'id': 23244842, 'id_str': '23244842', 'indices': [17, 30]}, {'screen_name': 'unlv', 'name': 'UNLV', 'id': 40268530, 'id_str': '40268530', 'indices': [31, 36]}, {'screen_name': 'mcolemannn22', 'name': 'Marvin Coleman II', 'id': 2614878260, 'id_str': '2614878260', 'indices': [37, 50]}]",[],en,recent,75414513,75414513,Tnes,tyronenesby,All Over,"Tyrone Nesby retired NBA player, Former UNLV Rebel,  Criminal Justice Major. Head Boys Basketball Coach  At Muhlenberg High School. “1ShotChangeLives”",https://t.co/PW4I04MrXZ,[],False,1482,3107,7,Fri Sep 18 23:19:43 +0000 2009,6435,,,True,False,973,,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/424405584/images_2__normal.jpg,https://pbs.twimg.com/profile_images/424405584/images_2__normal.jpg,https://pbs.twimg.com/profile_banners/75414513/1452183441,FF0000,65B0DA,7AC3EE,3D1957,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/PW4I04MrXZ', 'expanded_url': 'http://nesbsports.com', 'display_url': 'nesbsports.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Sun Jan 19 02:53:06 +0000 2020,1218728058015797250,1218728058015797250,"@TheRunninRebels @MountainWest @unlv @mcolemannn22 Coach T.J. said it the best, @mcolemannn22 is a man of character and his performance tonight, alongside his teammates was well deserved! He embodies what it means to #BEaREBEL",False,"[51, 226]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2187269614191288e+18,1218726961419128834,3194502006.0,3194502006,TheRunninRebels,,,,,False,0,9,False,False,en,"[{'text': 'BEaREBEL', 'indices': [217, 226]}]",[],"[{'screen_name': 'TheRunninRebels', 'name': ""UNLV Men's Basketball"", 'id': 3194502006, 'id_str': '3194502006', 'indices': [0, 16]}, {'screen_name': 'MountainWest', 'name': 'Mountain West', 'id': 23244842, 'id_str': '23244842', 'indices': [17, 30]}, {'screen_name': 'unlv', 'name': 'UNLV', 'id': 40268530, 'id_str': '40268530', 'indices': [31, 36]}, {'screen_name': 'mcolemannn22', 'name': 'Marvin Coleman II', 'id': 2614878260, 'id_str': '2614878260', 'indices': [37, 50]}, {'screen_name': 'mcolemannn22', 'name': 'Marvin Coleman II', 'id': 2614878260, 'id_str': '2614878260', 'indices': [80, 93]}]",[],en,recent,1077795380,1077795380,Mallory Poole,malloryapoole,"Paradise, NV",Assistant Athletics Director for Student-Athlete Wellness and Leadership Development #UNLV #BEaREBEL,,[],False,212,251,2,Thu Jan 10 21:50:57 +0000 2013,1322,,,False,False,156,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/903633167428403201/C0UNBBnO_normal.jpg,https://pbs.twimg.com/profile_images/903633167428403201/C0UNBBnO_normal.jpg,https://pbs.twimg.com/profile_banners/1077795380/1358001505,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
