,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
49,Thu Jan 23 11:58:18 +0000 2020,1220314812116324352,1220314812116324352,@uiowa It’s a shame his son didn’t choose to attend college here. UI should be actively recruiting autistic students like him,False,"[7, 125]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2203039241602908e+18,1220303924160290819,1.1623498512140452e+18,1162349851214045184,UISenatorMiller,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'uiowa', 'name': 'University of Iowa', 'id': 14534931, 'id_str': '14534931', 'indices': [0, 6]}]",[],en,recent,1162349851214045184,1162349851214045184,Claire,UISenatorMiller,,Disability Constituency Senator in UI Student Government ‘19-20 - she/her/hers - views are my own but they represent the interests of my constituency,,[],False,22,139,0,Fri Aug 16 13:06:27 +0000 2019,66,,,True,False,258,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1168337234925367300/hXt7OnaV_normal.jpg,https://pbs.twimg.com/profile_images/1168337234925367300/hXt7OnaV_normal.jpg,https://pbs.twimg.com/profile_banners/1162349851214045184/1567388208,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Thu Jan 23 11:15:02 +0000 2020,1220303924160290819,1220303924160290819,"@uiowa When you only feature disability in a medicalized context, you perpetuate the stigma of disability as an abnormality to be cured, rather than actually representing most people’s lived experience of disability as a fact and facet of their existence",False,"[7, 254]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2202971679628534e+18,1220297167962853376,1.1623498512140452e+18,1162349851214045184,UISenatorMiller,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'uiowa', 'name': 'University of Iowa', 'id': 14534931, 'id_str': '14534931', 'indices': [0, 6]}]",[],en,recent,1162349851214045184,1162349851214045184,Claire,UISenatorMiller,,Disability Constituency Senator in UI Student Government ‘19-20 - she/her/hers - views are my own but they represent the interests of my constituency,,[],False,22,139,0,Fri Aug 16 13:06:27 +0000 2019,66,,,True,False,258,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1168337234925367300/hXt7OnaV_normal.jpg,https://pbs.twimg.com/profile_images/1168337234925367300/hXt7OnaV_normal.jpg,https://pbs.twimg.com/profile_banners/1162349851214045184/1567388208,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Thu Jan 23 10:48:11 +0000 2020,1220297167962853376,1220297167962853376,@uiowa ...who are doing things WITH (not in spite of) their disabilities that should make this university proud. Why not feature one of us for a change? #DisabedAtIowa,False,"[7, 167]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2202964863339274e+18,1220296486333927424,1.1623498512140452e+18,1162349851214045184,UISenatorMiller,,,,,False,0,0,False,False,en,"[{'text': 'DisabedAtIowa', 'indices': [153, 167]}]",[],"[{'screen_name': 'uiowa', 'name': 'University of Iowa', 'id': 14534931, 'id_str': '14534931', 'indices': [0, 6]}]",[],en,recent,1162349851214045184,1162349851214045184,Claire,UISenatorMiller,,Disability Constituency Senator in UI Student Government ‘19-20 - she/her/hers - views are my own but they represent the interests of my constituency,,[],False,22,139,0,Fri Aug 16 13:06:27 +0000 2019,66,,,True,False,258,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1168337234925367300/hXt7OnaV_normal.jpg,https://pbs.twimg.com/profile_images/1168337234925367300/hXt7OnaV_normal.jpg,https://pbs.twimg.com/profile_banners/1162349851214045184/1567388208,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Thu Jan 23 10:45:29 +0000 2020,1220296486333927424,1220296486333927424,"@uiowa Hey! I know the university is proud of its neurological research, but it’s problematic when this is the only presentation of disability that you feature on social media. There are hundreds of students, faculty, and staff at UI with neurological conditions (myself included!)...",False,"[7, 284]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2200094785166254e+18,1220009478516625409,14534931.0,14534931,uiowa,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'uiowa', 'name': 'University of Iowa', 'id': 14534931, 'id_str': '14534931', 'indices': [0, 6]}]",[],en,recent,1162349851214045184,1162349851214045184,Claire,UISenatorMiller,,Disability Constituency Senator in UI Student Government ‘19-20 - she/her/hers - views are my own but they represent the interests of my constituency,,[],False,22,139,0,Fri Aug 16 13:06:27 +0000 2019,66,,,True,False,258,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1168337234925367300/hXt7OnaV_normal.jpg,https://pbs.twimg.com/profile_images/1168337234925367300/hXt7OnaV_normal.jpg,https://pbs.twimg.com/profile_banners/1162349851214045184/1567388208,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Thu Jan 23 06:31:41 +0000 2020,1220232618303741956,1220232618303741956,@DanStanfieldII @uiowa I love that phrase “radically hopeful act.” I’ll have to remember that,False,"[23, 93]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220224066193367e+18,1220224066193367040,22221239.0,22221239,DanStanfieldII,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'DanStanfieldII', 'name': 'DanSiberianOrchestra', 'id': 22221239, 'id_str': '22221239', 'indices': [0, 15]}, {'screen_name': 'uiowa', 'name': 'University of Iowa', 'id': 14534931, 'id_str': '14534931', 'indices': [16, 22]}]",[],en,recent,1162349851214045184,1162349851214045184,Claire,UISenatorMiller,,Disability Constituency Senator in UI Student Government ‘19-20 - she/her/hers - views are my own but they represent the interests of my constituency,,[],False,22,139,0,Fri Aug 16 13:06:27 +0000 2019,66,,,True,False,258,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1168337234925367300/hXt7OnaV_normal.jpg,https://pbs.twimg.com/profile_images/1168337234925367300/hXt7OnaV_normal.jpg,https://pbs.twimg.com/profile_banners/1162349851214045184/1567388208,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Thu Jan 23 06:26:09 +0000 2020,1220231226029748225,1220231226029748225,"... It’s paradoxical to me that supporting those values (that @uiowa champions) and advocating for actions in line with them has been the most “othering” experience of my college career. 

I feel like I have both the lowest level of university pride and the highest level of hope.",False,"[0, 280]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2202269411204055e+18,1220226941120405504,1.1623498512140452e+18,1162349851214045184,UISenatorMiller,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'uiowa', 'name': 'University of Iowa', 'id': 14534931, 'id_str': '14534931', 'indices': [62, 68]}]",[],en,recent,1162349851214045184,1162349851214045184,Claire,UISenatorMiller,,Disability Constituency Senator in UI Student Government ‘19-20 - she/her/hers - views are my own but they represent the interests of my constituency,,[],False,22,139,0,Fri Aug 16 13:06:27 +0000 2019,66,,,True,False,258,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1168337234925367300/hXt7OnaV_normal.jpg,https://pbs.twimg.com/profile_images/1168337234925367300/hXt7OnaV_normal.jpg,https://pbs.twimg.com/profile_banners/1162349851214045184/1567388208,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Thu Jan 23 06:09:08 +0000 2020,1220226941120405504,1220226941120405504,"... community but rather working against it. This is so weird to me because my advocacy comes from a place of love- love for members of the UI community and for the university itself- because I believe @uiowa is capable of being a more inclusive, accessible, accepting place...",False,"[0, 277]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220221876192129e+18,1220221876192129025,1.1623498512140452e+18,1162349851214045184,UISenatorMiller,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'uiowa', 'name': 'University of Iowa', 'id': 14534931, 'id_str': '14534931', 'indices': [202, 208]}]",[],en,recent,1162349851214045184,1162349851214045184,Claire,UISenatorMiller,,Disability Constituency Senator in UI Student Government ‘19-20 - she/her/hers - views are my own but they represent the interests of my constituency,,[],False,22,139,0,Fri Aug 16 13:06:27 +0000 2019,66,,,True,False,258,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1168337234925367300/hXt7OnaV_normal.jpg,https://pbs.twimg.com/profile_images/1168337234925367300/hXt7OnaV_normal.jpg,https://pbs.twimg.com/profile_banners/1162349851214045184/1567388208,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Thu Jan 23 05:57:42 +0000 2020,1220224066193367040,1220224066193367040,"@UISenatorMiller @uiowa I see advocacy like I see criticism . Criticism is not a judgement that something is bad or wrong. It is a radically hopeful act. One that says this ""thing"" is something that should not be and we should work to imagine elsewise. That seems to be the impetus behind advocacy.",False,"[24, 298]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.220221876192129e+18,1220221876192129025,1.1623498512140452e+18,1162349851214045184,UISenatorMiller,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'UISenatorMiller', 'name': 'Claire', 'id': 1162349851214045184, 'id_str': '1162349851214045184', 'indices': [0, 16]}, {'screen_name': 'uiowa', 'name': 'University of Iowa', 'id': 14534931, 'id_str': '14534931', 'indices': [17, 23]}]",[],en,recent,22221239,22221239,DanSiberianOrchestra,DanStanfieldII,,"PhD Student university of Iowa
Endless levels of imposter syndrome
Anxious mess",,[],False,361,942,3,Sat Feb 28 02:48:04 +0000 2009,6572,,,False,False,7218,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1220090572653977602/gBX19S8i_normal.jpg,https://pbs.twimg.com/profile_images/1220090572653977602/gBX19S8i_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Thu Jan 23 05:49:00 +0000 2020,1220221876192129025,1220221876192129025,"Asking because I used to feel neutral about the @uiowa, but when I started doing advocacy work, many, many staff responded as if l were picking a fight against them. And because staff embody the university, this created a strange sense that I was no longer a part of the UI...",False,"[0, 276]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220214227937497e+18,1220214227937497089,1.1623498512140452e+18,1162349851214045184,UISenatorMiller,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'uiowa', 'name': 'University of Iowa', 'id': 14534931, 'id_str': '14534931', 'indices': [48, 54]}]",[],en,recent,1162349851214045184,1162349851214045184,Claire,UISenatorMiller,,Disability Constituency Senator in UI Student Government ‘19-20 - she/her/hers - views are my own but they represent the interests of my constituency,,[],False,22,139,0,Fri Aug 16 13:06:27 +0000 2019,66,,,True,False,258,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1168337234925367300/hXt7OnaV_normal.jpg,https://pbs.twimg.com/profile_images/1168337234925367300/hXt7OnaV_normal.jpg,https://pbs.twimg.com/profile_banners/1162349851214045184/1567388208,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Thu Jan 23 02:37:00 +0000 2020,1220173558351003648,1220173558351003648,"@DiversityUI P.S. When I send comments like this, please recognize that I am a student doing unpaid DEI labor. 

Marginalized @uiowa students should not have to do unpaid DEI labor. This is #WhyDisabledPeopleDropout",False,"[13, 215]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2201698370220114e+18,1220169837022011399,1.1623498512140452e+18,1162349851214045184,UISenatorMiller,,,,,False,0,0,False,False,en,"[{'text': 'WhyDisabledPeopleDropout', 'indices': [190, 215]}]",[],"[{'screen_name': 'DiversityUI', 'name': 'Diversity at Iowa', 'id': 783339068826320897, 'id_str': '783339068826320897', 'indices': [0, 12]}, {'screen_name': 'uiowa', 'name': 'University of Iowa', 'id': 14534931, 'id_str': '14534931', 'indices': [126, 132]}]",[],en,recent,1162349851214045184,1162349851214045184,Claire,UISenatorMiller,,Disability Constituency Senator in UI Student Government ‘19-20 - she/her/hers - views are my own but they represent the interests of my constituency,,[],False,22,139,0,Fri Aug 16 13:06:27 +0000 2019,66,,,True,False,258,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1168337234925367300/hXt7OnaV_normal.jpg,https://pbs.twimg.com/profile_images/1168337234925367300/hXt7OnaV_normal.jpg,https://pbs.twimg.com/profile_banners/1162349851214045184/1567388208,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Thu Jan 23 00:22:06 +0000 2020,1220139608614363136,1220139608614363136,@spasspolitik @UIPoliscience @uiowa @mlewisbeck @DavidRedlawsk Lucky you!,False,"[63, 73]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2201073659005706e+18,1220107365900570625,85963643.0,85963643,spasspolitik,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'spasspolitik', 'name': 'Dr. Stephen Quinlan', 'id': 85963643, 'id_str': '85963643', 'indices': [0, 13]}, {'screen_name': 'UIPoliscience', 'name': 'U of I Political Sci', 'id': 344135786, 'id_str': '344135786', 'indices': [14, 28]}, {'screen_name': 'uiowa', 'name': 'University of Iowa', 'id': 14534931, 'id_str': '14534931', 'indices': [29, 35]}, {'screen_name': 'mlewisbeck', 'name': 'Michael Lewis-Beck', 'id': 3310761713, 'id_str': '3310761713', 'indices': [36, 47]}, {'screen_name': 'DavidRedlawsk', 'name': 'Dave Redlawsk', 'id': 2385620298, 'id_str': '2385620298', 'indices': [48, 62]}]",[],en,recent,3404100525,3404100525,Marina Costa Lobo,MarinaCostaLobo,Lisboa,"Political Scientist at the Institute of Social Sciences, University of Lisbon. PI of ERC Project MAPLE @MapleERC. Retweets are not endorsements. Views my own.",https://t.co/ykuLC2PpBd,[],False,3324,1559,58,Wed Aug 05 12:52:10 +0000 2015,2523,,,True,False,2568,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/628914162907893760/Hc7bgO0K_normal.jpg,https://pbs.twimg.com/profile_images/628914162907893760/Hc7bgO0K_normal.jpg,https://pbs.twimg.com/profile_banners/3404100525/1493150205,3B94D9,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/ykuLC2PpBd', 'expanded_url': 'http://www.marinacostalobo.pt', 'display_url': 'marinacostalobo.pt', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Wed Jan 22 23:40:13 +0000 2020,1220129070102523904,1220129070102523904,@spasspolitik @UIPoliscience @uiowa @mlewisbeck Thanks!,False,"[48, 55]","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1.2201073659005706e+18,1220107365900570625,85963643.0,85963643,spasspolitik,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'spasspolitik', 'name': 'Dr. Stephen Quinlan', 'id': 85963643, 'id_str': '85963643', 'indices': [0, 13]}, {'screen_name': 'UIPoliscience', 'name': 'U of I Political Sci', 'id': 344135786, 'id_str': '344135786', 'indices': [14, 28]}, {'screen_name': 'uiowa', 'name': 'University of Iowa', 'id': 14534931, 'id_str': '14534931', 'indices': [29, 35]}, {'screen_name': 'mlewisbeck', 'name': 'Michael Lewis-Beck', 'id': 3310761713, 'id_str': '3310761713', 'indices': [36, 47]}]",[],en,recent,2385620298,2385620298,Dave Redlawsk,DavidRedlawsk,"Newark, DE","Political Scientist & Recover[ed/ing] Politician. Past Pres., Int'l Society of Pol. Psychology. Author of Why Iowa? Opinions are my own. https://t.co/A1pg1reguk",https://t.co/bc1m5qxxSR,"[{'url': 'https://t.co/A1pg1reguk', 'expanded_url': 'http://www.whyiowa.org', 'display_url': 'whyiowa.org', 'indices': [137, 160]}]",False,2324,1173,78,Wed Mar 12 18:06:42 +0000 2014,3814,,,False,False,15063,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1173295900313182208/pYHOLjGA_normal.png,https://pbs.twimg.com/profile_images/1173295900313182208/pYHOLjGA_normal.png,https://pbs.twimg.com/profile_banners/2385620298/1579016083,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/bc1m5qxxSR', 'expanded_url': 'http://www.redlawsk.com', 'display_url': 'redlawsk.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Wed Jan 22 22:35:14 +0000 2020,1220112713365540864,1220112713365540864,@uiowa cancel classes tomorrow? it's actually bad out there and i don't foresee it getting better,False,"[0, 97]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,14534931.0,14534931,uiowa,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'uiowa', 'name': 'University of Iowa', 'id': 14534931, 'id_str': '14534931', 'indices': [0, 6]}]",[],en,recent,769937617026621440,769937617026621440,President Tom,tomreinier_,,straight edge. || uiowa 23 🖤💛,,[],False,171,653,0,Sun Aug 28 16:40:07 +0000 2016,2066,,,False,False,3704,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1214564802128801792/9DDGKBCX_normal.jpg,https://pbs.twimg.com/profile_images/1214564802128801792/9DDGKBCX_normal.jpg,https://pbs.twimg.com/profile_banners/769937617026621440/1578966624,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Wed Jan 22 20:00:30 +0000 2020,1220073775779237894,1220073775779237894,"@uiowa community members are invited to attend the annual Update on #Diversity, #Equity, and #Inclusion TONIGHT from 5:00-6:00pm in the Main Lounge of the @uiowaIMU! @DiversityUI @uiowaCDE @cph_heal",False,"[0, 198]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,14534931.0,14534931,uiowa,,,,,False,0,0,False,False,en,"[{'text': 'Diversity', 'indices': [68, 78]}, {'text': 'Equity', 'indices': [80, 87]}, {'text': 'Inclusion', 'indices': [93, 103]}]",[],"[{'screen_name': 'uiowa', 'name': 'University of Iowa', 'id': 14534931, 'id_str': '14534931', 'indices': [0, 6]}, {'screen_name': 'uiowaIMU', 'name': 'Iowa Memorial Union', 'id': 20002175, 'id_str': '20002175', 'indices': [155, 164]}, {'screen_name': 'DiversityUI', 'name': 'Diversity at Iowa', 'id': 783339068826320897, 'id_str': '783339068826320897', 'indices': [166, 178]}, {'screen_name': 'uiowaCDE', 'name': 'Center for Diversity', 'id': 1283467934, 'id_str': '1283467934', 'indices': [179, 188]}, {'screen_name': 'cph_heal', 'name': 'H.E.A.L. @ CPH', 'id': 2835611113, 'id_str': '2835611113', 'indices': [189, 198]}]",[],en,recent,1097740225076436993,1097740225076436993,"Jessica Andino, MPH",JessicaFerdig,"Iowa City, IA",Research associate @UIowa. Community engagement coordinator @IowaSRP. Human Rights Commissioner @CityofIowaCity. @UIowaResearch Council Rep. (she/her/hers/ella),,[],False,64,124,1,Tue Feb 19 06:10:39 +0000 2019,715,,,True,False,446,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1187086411935166469/fA5Bkeqo_normal.jpg,https://pbs.twimg.com/profile_images/1187086411935166469/fA5Bkeqo_normal.jpg,https://pbs.twimg.com/profile_banners/1097740225076436993/1551975527,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,01e0b1c656c5070f,https://api.twitter.com/1.1/geo/id/01e0b1c656c5070f.json,city,Iowa City,"Iowa City, IA",US,United States,[],Polygon,"[[[-91.6110574, 41.599181], [-91.463067, 41.599181], [-91.463067, 41.6955258], [-91.6110574, 41.6955258]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
