,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates
46,Fri Jan 24 10:56:42 +0000 2020,1220661700254425088,1220661700254425088,@Sherelle_E_J @LSEnews The ecological Taliban in its eco-Madrasa only permits authorised text. This is how the idiot theocracy persists.,False,"[23, 136]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2206612152125112e+18,1220661215212511232,89742111.0,89742111,clim8resistance,,,,,False,3,10,False,False,en,[],[],"[{'screen_name': 'Sherelle_E_J', 'name': 'Sherelle Jacobs', 'id': 2963823767, 'id_str': '2963823767', 'indices': [0, 13]}, {'screen_name': 'LSEnews', 'name': 'LSE', 'id': 155924984, 'id_str': '155924984', 'indices': [14, 22]}]",[],en,recent,89742111,89742111,Ben Pile,clim8resistance,UK,"Researcher, writer, blogger. Sceptical of environmentalism. For science, against scientism.",http://t.co/ssU0jhTqvk,[],False,8411,1688,196,Fri Nov 13 16:59:33 +0000 2009,32781,,,False,False,63685,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/378800000637166713/292792167371d4a500598197a59bb400_normal.jpeg,https://pbs.twimg.com/profile_images/378800000637166713/292792167371d4a500598197a59bb400_normal.jpeg,https://pbs.twimg.com/profile_banners/89742111/1557122447,009999,EEEEEE,EFEFEF,333333,True,False,False,False,False,False,False,none,"[{'url': 'http://t.co/ssU0jhTqvk', 'expanded_url': 'http://www.climate-resistance.org', 'display_url': 'climate-resistance.org', 'indices': [0, 22]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Fri Jan 24 10:54:47 +0000 2020,1220661215212511232,1220661215212511232,"@Sherelle_E_J @LSEnews It is only by signalling an abomination that the zealots can enforce the consensus. It censures the journalist, censors the paper, and raps the reader's knuckles in case his intellectual curiosity was sparked by its argument.",False,"[23, 248]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2206593048454472e+18,1220659304845447168,89742111.0,89742111,clim8resistance,,,,,False,3,9,False,False,en,[],[],"[{'screen_name': 'Sherelle_E_J', 'name': 'Sherelle Jacobs', 'id': 2963823767, 'id_str': '2963823767', 'indices': [0, 13]}, {'screen_name': 'LSEnews', 'name': 'LSE', 'id': 155924984, 'id_str': '155924984', 'indices': [14, 22]}]",[],en,recent,89742111,89742111,Ben Pile,clim8resistance,UK,"Researcher, writer, blogger. Sceptical of environmentalism. For science, against scientism.",http://t.co/ssU0jhTqvk,[],False,8411,1688,196,Fri Nov 13 16:59:33 +0000 2009,32781,,,False,False,63685,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/378800000637166713/292792167371d4a500598197a59bb400_normal.jpeg,https://pbs.twimg.com/profile_images/378800000637166713/292792167371d4a500598197a59bb400_normal.jpeg,https://pbs.twimg.com/profile_banners/89742111/1557122447,009999,EEEEEE,EFEFEF,333333,True,False,False,False,False,False,False,none,"[{'url': 'http://t.co/ssU0jhTqvk', 'expanded_url': 'http://www.climate-resistance.org', 'display_url': 'climate-resistance.org', 'indices': [0, 22]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Fri Jan 24 10:47:11 +0000 2020,1220659304845447168,1220659304845447168,"@Sherelle_E_J @LSEnews You can see from his ""genuine"" question, when you compare it to the article, that Capstick is not very bright. 

Mediocrats from mediocracies, HATE debate. Zealots HATE debate. Instead, they tend to frame seemingly opposing points of view as abominations.",False,"[23, 278]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2206575939847332e+18,1220657593984733185,89742111.0,89742111,clim8resistance,,,,,False,3,5,False,False,en,[],[],"[{'screen_name': 'Sherelle_E_J', 'name': 'Sherelle Jacobs', 'id': 2963823767, 'id_str': '2963823767', 'indices': [0, 13]}, {'screen_name': 'LSEnews', 'name': 'LSE', 'id': 155924984, 'id_str': '155924984', 'indices': [14, 22]}]",[],en,recent,89742111,89742111,Ben Pile,clim8resistance,UK,"Researcher, writer, blogger. Sceptical of environmentalism. For science, against scientism.",http://t.co/ssU0jhTqvk,[],False,8411,1688,196,Fri Nov 13 16:59:33 +0000 2009,32781,,,False,False,63685,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/378800000637166713/292792167371d4a500598197a59bb400_normal.jpeg,https://pbs.twimg.com/profile_images/378800000637166713/292792167371d4a500598197a59bb400_normal.jpeg,https://pbs.twimg.com/profile_banners/89742111/1557122447,009999,EEEEEE,EFEFEF,333333,True,False,False,False,False,False,False,none,"[{'url': 'http://t.co/ssU0jhTqvk', 'expanded_url': 'http://www.climate-resistance.org', 'display_url': 'climate-resistance.org', 'indices': [0, 22]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Fri Jan 24 10:37:59 +0000 2020,1220656988952068101,1220656988952068101,"@Sherelle_E_J @LSEnews It's only a few hundred words. In a newspaper, that only a few hundred thousand will read. And it makes no controversial statements of fact. Yet it has upset these three mediocrities of the Apocalypse.",False,"[23, 224]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220656470653571e+18,1220656470653571072,89742111.0,89742111,clim8resistance,,,,,False,3,7,False,False,en,[],[],"[{'screen_name': 'Sherelle_E_J', 'name': 'Sherelle Jacobs', 'id': 2963823767, 'id_str': '2963823767', 'indices': [0, 13]}, {'screen_name': 'LSEnews', 'name': 'LSE', 'id': 155924984, 'id_str': '155924984', 'indices': [14, 22]}]",[],en,recent,89742111,89742111,Ben Pile,clim8resistance,UK,"Researcher, writer, blogger. Sceptical of environmentalism. For science, against scientism.",http://t.co/ssU0jhTqvk,[],False,8411,1688,196,Fri Nov 13 16:59:33 +0000 2009,32781,,,False,False,63685,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/378800000637166713/292792167371d4a500598197a59bb400_normal.jpeg,https://pbs.twimg.com/profile_images/378800000637166713/292792167371d4a500598197a59bb400_normal.jpeg,https://pbs.twimg.com/profile_banners/89742111/1557122447,009999,EEEEEE,EFEFEF,333333,True,False,False,False,False,False,False,none,"[{'url': 'http://t.co/ssU0jhTqvk', 'expanded_url': 'http://www.climate-resistance.org', 'display_url': 'climate-resistance.org', 'indices': [0, 22]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Fri Jan 24 10:35:55 +0000 2020,1220656470653571072,1220656470653571072,"@Sherelle_E_J @LSEnews This is not an accident. 

You do not often get bright, independently-minded zealots.

Mediocrity is jealous, angry, spiteful. And managerialism is a medicracy. It is Blairism. It is EU federalism. It is climate alarmism.",False,"[23, 244]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2206557167233188e+18,1220655716723318786,89742111.0,89742111,clim8resistance,,,,,False,2,13,False,False,en,[],[],"[{'screen_name': 'Sherelle_E_J', 'name': 'Sherelle Jacobs', 'id': 2963823767, 'id_str': '2963823767', 'indices': [0, 13]}, {'screen_name': 'LSEnews', 'name': 'LSE', 'id': 155924984, 'id_str': '155924984', 'indices': [14, 22]}]",[],en,recent,89742111,89742111,Ben Pile,clim8resistance,UK,"Researcher, writer, blogger. Sceptical of environmentalism. For science, against scientism.",http://t.co/ssU0jhTqvk,[],False,8411,1688,196,Fri Nov 13 16:59:33 +0000 2009,32781,,,False,False,63685,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/378800000637166713/292792167371d4a500598197a59bb400_normal.jpeg,https://pbs.twimg.com/profile_images/378800000637166713/292792167371d4a500598197a59bb400_normal.jpeg,https://pbs.twimg.com/profile_banners/89742111/1557122447,009999,EEEEEE,EFEFEF,333333,True,False,False,False,False,False,False,none,"[{'url': 'http://t.co/ssU0jhTqvk', 'expanded_url': 'http://www.climate-resistance.org', 'display_url': 'climate-resistance.org', 'indices': [0, 22]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Fri Jan 24 10:32:56 +0000 2020,1220655716723318786,1220655716723318786,"@Sherelle_E_J @LSEnews Managerial ideology allows mediocrity to triumph. The Carbon Brief - Business Green - Grantham Institute nexus is a hot-spot of medicrity. Failed journalists, failed scientists and advertising salesmen reinvent themselves as planet-savers. But they are just lobbyists.",False,"[23, 291]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2206553231340257e+18,1220655323134025728,89742111.0,89742111,clim8resistance,,,,,False,5,7,False,False,en,[],[],"[{'screen_name': 'Sherelle_E_J', 'name': 'Sherelle Jacobs', 'id': 2963823767, 'id_str': '2963823767', 'indices': [0, 13]}, {'screen_name': 'LSEnews', 'name': 'LSE', 'id': 155924984, 'id_str': '155924984', 'indices': [14, 22]}]",[],en,recent,89742111,89742111,Ben Pile,clim8resistance,UK,"Researcher, writer, blogger. Sceptical of environmentalism. For science, against scientism.",http://t.co/ssU0jhTqvk,[],False,8411,1688,196,Fri Nov 13 16:59:33 +0000 2009,32781,,,False,False,63685,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/378800000637166713/292792167371d4a500598197a59bb400_normal.jpeg,https://pbs.twimg.com/profile_images/378800000637166713/292792167371d4a500598197a59bb400_normal.jpeg,https://pbs.twimg.com/profile_banners/89742111/1557122447,009999,EEEEEE,EFEFEF,333333,True,False,False,False,False,False,False,none,"[{'url': 'http://t.co/ssU0jhTqvk', 'expanded_url': 'http://www.climate-resistance.org', 'display_url': 'climate-resistance.org', 'indices': [0, 22]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Fri Jan 24 10:31:22 +0000 2020,1220655323134025728,1220655323134025728,@Sherelle_E_J @LSEnews One reason these three angry men might be so cross with the article is that @Sherelle_E_J rightly observes the convergence of managerialism and climate alarmism.,False,"[23, 184]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2206544508780995e+18,1220654450878099456,89742111.0,89742111,clim8resistance,,,,,False,5,12,False,False,en,[],[],"[{'screen_name': 'Sherelle_E_J', 'name': 'Sherelle Jacobs', 'id': 2963823767, 'id_str': '2963823767', 'indices': [0, 13]}, {'screen_name': 'LSEnews', 'name': 'LSE', 'id': 155924984, 'id_str': '155924984', 'indices': [14, 22]}, {'screen_name': 'Sherelle_E_J', 'name': 'Sherelle Jacobs', 'id': 2963823767, 'id_str': '2963823767', 'indices': [99, 112]}]",[],en,recent,89742111,89742111,Ben Pile,clim8resistance,UK,"Researcher, writer, blogger. Sceptical of environmentalism. For science, against scientism.",http://t.co/ssU0jhTqvk,[],False,8411,1688,196,Fri Nov 13 16:59:33 +0000 2009,32781,,,False,False,63685,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/378800000637166713/292792167371d4a500598197a59bb400_normal.jpeg,https://pbs.twimg.com/profile_images/378800000637166713/292792167371d4a500598197a59bb400_normal.jpeg,https://pbs.twimg.com/profile_banners/89742111/1557122447,009999,EEEEEE,EFEFEF,333333,True,False,False,False,False,False,False,none,"[{'url': 'http://t.co/ssU0jhTqvk', 'expanded_url': 'http://www.climate-resistance.org', 'display_url': 'climate-resistance.org', 'indices': [0, 22]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Thu Jan 23 13:53:26 +0000 2020,1220343786427047936,1220343786427047936,@RoshniManglore @saliltripathi @LSEnews It is in the Old Building.,False,"[40, 66]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.22034111174042e+18,1220341111740420096,93968004.0,93968004,RoshniManglore,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'RoshniManglore', 'name': 'Roshni', 'id': 93968004, 'id_str': '93968004', 'indices': [0, 15]}, {'screen_name': 'saliltripathi', 'name': 'Salil Tripathi سلیل تریپاٹھی સલિલ ત્રિપાઠી', 'id': 14582087, 'id_str': '14582087', 'indices': [16, 30]}, {'screen_name': 'LSEnews', 'name': 'LSE', 'id': 155924984, 'id_str': '155924984', 'indices': [31, 39]}]",[],en,recent,1304572332,1304572332,Edward Anderson,edanderson101,Munich/Cambridge/London,"Work on politics & history of India & diaspora @LMU_Muenchen. 
PhD'd & postdoc'd @Cambridge_Uni.
Visiting Fellow @SAsiaLSE.",,[],False,3894,1677,76,Tue Mar 26 15:45:26 +0000 2013,17276,,,True,False,12167,,False,False,False,022330,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/889454034305810433/F5x9Mp1g_normal.jpg,https://pbs.twimg.com/profile_images/889454034305810433/F5x9Mp1g_normal.jpg,https://pbs.twimg.com/profile_banners/1304572332/1510844029,0084B4,A8C7F7,C0DFEC,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Wed Jan 22 19:15:21 +0000 2020,1220062412348456964,1220062412348456964,"@sianelizabethha @LSEnews @e_mugaju @CharitySoWhite Hi Sian, ahh great. Fantastic you're up for it. Unfortunately the focus group is now full but would be happy to do an interview with you (and your little one!) at another time? If you're happy with that, could you poss email me at c.g.fitzgerald@lse.ac.uk. Thanks.",False,"[52, 316]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2199725897051587e+18,1219972589705158657,57960235.0,57960235,sianelizabethha,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'sianelizabethha', 'name': 'sian hawkins', 'id': 57960235, 'id_str': '57960235', 'indices': [0, 16]}, {'screen_name': 'LSEnews', 'name': 'LSE', 'id': 155924984, 'id_str': '155924984', 'indices': [17, 25]}, {'screen_name': 'e_mugaju', 'name': 'Mwine-Mugaju', 'id': 835577259436158976, 'id_str': '835577259436158976', 'indices': [26, 35]}, {'screen_name': 'CharitySoWhite', 'name': '#CharitySoWhite', 'id': 1166277130935660544, 'id_str': '1166277130935660544', 'indices': [36, 51]}]",[],en,recent,2203056367,2203056367,Catherine Fitzgerald,FitzCatherine,London,"Research Design Lead for @comicrelief. Young, feminist mum. Passionate about addressing racial inequalities. @LSE MRes student.",,[],False,79,182,2,Tue Nov 19 12:51:13 +0000 2013,77,,,True,False,87,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1204830088933642240/uxan_X2__normal.jpg,https://pbs.twimg.com/profile_images/1204830088933642240/uxan_X2__normal.jpg,https://pbs.twimg.com/profile_banners/2203056367/1428704546,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Wed Jan 22 10:12:30 +0000 2020,1219925799010275328,1219925799010275328,@PjThinker @LSEnews Thank you! I’m so excited to start! 😊,False,"[20, 57]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.219925346176209e+18,1219925346176208897,1.1718106380599788e+18,1171810638059978752,PjThinker,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'PjThinker', 'name': 'Prof PJ Kelly LSE', 'id': 1171810638059978752, 'id_str': '1171810638059978752', 'indices': [0, 10]}, {'screen_name': 'LSEnews', 'name': 'LSE', 'id': 155924984, 'id_str': '155924984', 'indices': [11, 19]}]",[],en,recent,1208174915465162752,1208174915465162752,Alicia✨,aliciakt97,,22 🧠psych undergrad 👸🏻she/her,,[],False,38,135,0,Fri Dec 20 23:58:48 +0000 2019,368,,,False,False,117,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1213154347397394432/p27tvAQJ_normal.jpg,https://pbs.twimg.com/profile_images/1213154347397394432/p27tvAQJ_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Wed Jan 22 10:05:13 +0000 2020,1219923966049112064,1219923966049112064,"RT @LSEnews: @aliciakt97 Congratulations, Alicia!!! 🤩 👏 👏 👏 👏",False,"[0, 61]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'LSEnews', 'name': 'LSE', 'id': 155924984, 'id_str': '155924984', 'indices': [3, 11]}, {'screen_name': 'aliciakt97', 'name': 'Alicia✨', 'id': 1208174915465162752, 'id_str': '1208174915465162752', 'indices': [13, 24]}]",[],en,recent,1208174915465162752,1208174915465162752,Alicia✨,aliciakt97,,22 🧠psych undergrad 👸🏻she/her,,[],False,38,135,0,Fri Dec 20 23:58:48 +0000 2019,368,,,False,False,117,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1213154347397394432/p27tvAQJ_normal.jpg,https://pbs.twimg.com/profile_images/1213154347397394432/p27tvAQJ_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,Wed Jan 22 10:04:20 +0000 2020,1.219923743348265e+18,1219923743348264960,"@aliciakt97 Congratulations, Alicia!!! 🤩 👏 👏 👏 👏",False,"[12, 48]",[],[],"[{'screen_name': 'aliciakt97', 'name': 'Alicia✨', 'id': 1208174915465162752, 'id_str': '1208174915465162752', 'indices': [0, 11]}]",[],en,recent,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",1.2199217307451105e+18,1219921730745110530,1.2081749154651628e+18,1208174915465162752,aliciakt97,155924984.0,155924984,LSE,LSEnews,London,The official Twitter account of the London School of Economics and Political Science (LSE). What makes you feel #partofLSE? Explore events @LSEpublicevents,http://t.co/BBsMwHSdaj,"[{'url': 'http://t.co/BBsMwHSdaj', 'expanded_url': 'http://www.lse.ac.uk/', 'display_url': 'lse.ac.uk', 'indices': [0, 22]}]",[],False,92954.0,1269.0,1211.0,Tue Jun 15 14:36:51 +0000 2010,4374.0,,,True,True,18235.0,,False,False,False,C7C7C7,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1149676509789151232/QvknKq4k_normal.png,https://pbs.twimg.com/profile_images/1149676509789151232/QvknKq4k_normal.png,https://pbs.twimg.com/profile_banners/155924984/1562939010,DD2E44,FFFFFF,C8CCCC,333333,False,False,False,False,False,False,False,none,,,,,False,1.0,7.0,False,False,en,,,,,,,,,,
94,Tue Jan 21 21:47:28 +0000 2020,1219738304658202624,1219738304658202624,@clarewenham @LSEHealthPolicy @LSEGlobalHealth @LSEnews Well done @clarewenham Clear and objective communication is crucial in this moment.,False,"[56, 139]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2194046471584932e+18,1219404647158493185,301409241.0,301409241,clarewenham,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'clarewenham', 'name': 'Clare Wenham', 'id': 301409241, 'id_str': '301409241', 'indices': [0, 12]}, {'screen_name': 'LSEHealthPolicy', 'name': 'LSE Health Policy', 'id': 472009727, 'id_str': '472009727', 'indices': [13, 29]}, {'screen_name': 'LSEGlobalHealth', 'name': 'LSE Global Health', 'id': 913335104428232704, 'id_str': '913335104428232704', 'indices': [30, 46]}, {'screen_name': 'LSEnews', 'name': 'LSE', 'id': 155924984, 'id_str': '155924984', 'indices': [47, 55]}, {'screen_name': 'clarewenham', 'name': 'Clare Wenham', 'id': 301409241, 'id_str': '301409241', 'indices': [66, 78]}]",[],en,recent,810890208602419200,810890208602419200,Gustavo Matta,GustavoCMatta,,"Researcher in Public Health at Fiocruz. Coordinator of Zika Social Sciences Network. Interested on Science Studies in Health, Critical Global Health and poetry.",,[],False,479,850,1,Mon Dec 19 16:51:06 +0000 2016,2784,,,True,False,1360,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1175080359186325505/DIvXeNhh_normal.jpg,https://pbs.twimg.com/profile_images/1175080359186325505/DIvXeNhh_normal.jpg,https://pbs.twimg.com/profile_banners/810890208602419200/1482168230,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Tue Jan 21 12:31:42 +0000 2020,1219598444769218560,1219598444769218560,@TheLSECourse @Kathryn_Miles @LSEnews The underlining problem here is too many schools and too many people seeking a degree. Trade unions can be a better choice for many. Falling revenue has lead colleges around the country to make poor choices. Are we going to become like China and wear a social media score?,False,"[38, 310]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.219568128822145e+18,1219568128822145024,3292941550.0,3292941550,TheLSECourse,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'TheLSECourse', 'name': 'LSE100', 'id': 3292941550, 'id_str': '3292941550', 'indices': [0, 13]}, {'screen_name': 'Kathryn_Miles', 'name': 'Kathryn Miles', 'id': 298034812, 'id_str': '298034812', 'indices': [14, 28]}, {'screen_name': 'LSEnews', 'name': 'LSE', 'id': 155924984, 'id_str': '155924984', 'indices': [29, 37]}]",[],en,recent,3028440164,3028440164,Mark Scott,mwscott004,"Gallatin, TN","Biotech enthusiast, power plant worker, former want to be writer, stock trader, and graduate student at the University of Florida.",,[],False,343,1137,4,Thu Feb 19 03:26:08 +0000 2015,3880,,,False,False,1058,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/568251834121220096/80YkrBuV_normal.jpeg,https://pbs.twimg.com/profile_images/568251834121220096/80YkrBuV_normal.jpeg,https://pbs.twimg.com/profile_banners/3028440164/1454643098,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
