,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,user.entities.url.urls,user.profile_banner_url,retweeted_status.user.profile_banner_url,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.user.entities.url.urls
44,Thu Jan 23 03:22:18 +0000 2020,1220184956124659712,1220184956124659712,RT @ashcrain16: So is IUPUI going to reimburse me for all the gas I’m going to waste looking for a parking spot until I’m  late for my clas…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,5,0,False,False,en,[],[],"[{'screen_name': 'ashcrain16', 'name': 'Ashley Crain', 'id': 1558443200, 'id_str': '1558443200', 'indices': [3, 14]}]",[],en,recent,397741499,397741499,IUPUI Problems,IUPUIKidPrblms,"Indianapolis, IN",Tweeting the funny and relatable problems of an IUPUI student. (No affiliation with IUPUI),https://t.co/68dBlTcEUZ,[],False,5281,153,28,Tue Oct 25 03:02:26 +0000 2011,23306,,,False,False,19407,,False,False,False,940505,http://abs.twimg.com/images/themes/theme11/bg.gif,https://abs.twimg.com/images/themes/theme11/bg.gif,False,http://pbs.twimg.com/profile_images/2627032908/al92vyvf8a37f54xtyzk_normal.png,https://pbs.twimg.com/profile_images/2627032908/al92vyvf8a37f54xtyzk_normal.png,B3840D,000000,DDEEF6,333333,False,False,False,False,False,False,False,none,Wed Sep 18 15:32:11 +0000 2019,1.1743453792965468e+18,1174345379296546825,So is IUPUI going to reimburse me for all the gas I’m going to waste looking for a parking spot until I’m  late for my classes even though I leave an hour early and somehow still end up being late this year? @IUPUI @IUPUIKidPrblms @IUPUIPARK,False,"[0, 241]",[],[],"[{'screen_name': 'IUPUI', 'name': 'IUPUI', 'id': 10086382, 'id_str': '10086382', 'indices': [208, 214]}, {'screen_name': 'IUPUIKidPrblms', 'name': 'IUPUI Problems', 'id': 397741499, 'id_str': '397741499', 'indices': [215, 230]}, {'screen_name': 'IUPUIPARK', 'name': 'IUPUI Parking', 'id': 102693320, 'id_str': '102693320', 'indices': [231, 241]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1558443200.0,1558443200,Ashley Crain,ashcrain16,The Milky Way,IUPUI '20,https://t.co/HSUEMFmgIy,[],False,790.0,1187.0,2.0,Sun Jun 30 16:39:56 +0000 2013,16487.0,,,True,False,16021.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1209116764971446273/zhZkOc0t_normal.jpg,https://pbs.twimg.com/profile_images/1209116764971446273/zhZkOc0t_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,5.0,22.0,False,False,en,"[{'url': 'https://t.co/68dBlTcEUZ', 'expanded_url': 'https://twitter.com/illumiCATii', 'display_url': 'twitter.com/illumiCATii', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/397741499/1348068230,https://pbs.twimg.com/profile_banners/1558443200/1544331117,,,,,,,,,,,"[{'url': 'https://t.co/HSUEMFmgIy', 'expanded_url': 'https://www.instagram.com/ashcrain16/', 'display_url': 'instagram.com/ashcrain16/', 'indices': [0, 23]}]"
52,Wed Jan 22 18:14:26 +0000 2020,1220047081538228224,1220047081538228224,"@s_morganwheeler @IUPUI @IUPUIKidPrblms Great! Please ask for Logan Chitwood, he is our director for this location.",False,"[40, 115]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2200467471935447e+18,1220046747193544704,541211893.0,541211893,s_morganwheeler,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 's_morganwheeler', 'name': 'Stephanie M Wheeler', 'id': 541211893, 'id_str': '541211893', 'indices': [0, 16]}, {'screen_name': 'IUPUI', 'name': 'IUPUI', 'id': 10086382, 'id_str': '10086382', 'indices': [17, 23]}, {'screen_name': 'IUPUIKidPrblms', 'name': 'IUPUI Problems', 'id': 397741499, 'id_str': '397741499', 'indices': [24, 39]}]",[],en,recent,43326855,43326855,Chartwells Dining at IUPUI,eatatIUPUI,"IUPUI - Indianapolis, IN","Chartwells Dining at IUPUI including retail, resident dining and catering operations",https://t.co/fzJVs22SjY,[],False,1244,343,40,Fri May 29 13:12:58 +0000 2009,719,,,True,False,2569,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/1184198118239281154/rB2lmnng_normal.jpg,https://pbs.twimg.com/profile_images/1184198118239281154/rB2lmnng_normal.jpg,2FC2EF,181A1E,252429,666666,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/fzJVs22SjY', 'expanded_url': 'http://www.dineoncampus.com/IUPUI', 'display_url': 'dineoncampus.com/IUPUI', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/43326855/1572618134,,,,,,,,,,,,
53,Wed Jan 22 17:37:06 +0000 2020,1220037688054644736,1220037688054644736,@IUPUI @s_morganwheeler @IUPUIKidPrblms Please come back to the Market at the Campus Center and we will be happy to fix this for you.,False,"[40, 133]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2200372684440003e+18,1220037268444000263,10086382.0,10086382,IUPUI,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'IUPUI', 'name': 'IUPUI', 'id': 10086382, 'id_str': '10086382', 'indices': [0, 6]}, {'screen_name': 's_morganwheeler', 'name': 'Stephanie M Wheeler', 'id': 541211893, 'id_str': '541211893', 'indices': [7, 23]}, {'screen_name': 'IUPUIKidPrblms', 'name': 'IUPUI Problems', 'id': 397741499, 'id_str': '397741499', 'indices': [24, 39]}]",[],en,recent,43326855,43326855,Chartwells Dining at IUPUI,eatatIUPUI,"IUPUI - Indianapolis, IN","Chartwells Dining at IUPUI including retail, resident dining and catering operations",https://t.co/fzJVs22SjY,[],False,1244,343,40,Fri May 29 13:12:58 +0000 2009,719,,,True,False,2569,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/1184198118239281154/rB2lmnng_normal.jpg,https://pbs.twimg.com/profile_images/1184198118239281154/rB2lmnng_normal.jpg,2FC2EF,181A1E,252429,666666,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/fzJVs22SjY', 'expanded_url': 'http://www.dineoncampus.com/IUPUI', 'display_url': 'dineoncampus.com/IUPUI', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/43326855/1572618134,,,,,,,,,,,,
55,Wed Jan 22 14:14:43 +0000 2020,1219986756151447552,1219986756151447552,"@KeithAnliker @IUPUI Great photo, @KeithAnliker!",False,"[21, 48]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.219965065933312e+18,1219965065933312001,4827459431.0,4827459431,KeithAnliker,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'KeithAnliker', 'name': 'Keith Anliker aka Caffeinated Keith', 'id': 4827459431, 'id_str': '4827459431', 'indices': [0, 13]}, {'screen_name': 'IUPUI', 'name': 'IUPUI', 'id': 10086382, 'id_str': '10086382', 'indices': [14, 20]}, {'screen_name': 'KeithAnliker', 'name': 'Keith Anliker aka Caffeinated Keith', 'id': 4827459431, 'id_str': '4827459431', 'indices': [34, 47]}]",[],en,recent,18804737,18804737,Nasser Paydar,paydar,"Indianapolis, IN",@IUPUI Chancellor & @IndianaUniv Executive Vice President. Mechanical Engineer. Husband & father. Jaguar super fan.,http://t.co/1xhLK26MwD,[],False,4468,2493,73,Fri Jan 09 15:56:23 +0000 2009,7585,,,True,False,3822,,False,False,False,7D110C,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1201599021237899265/RwxVw98Z_normal.jpg,https://pbs.twimg.com/profile_images/1201599021237899265/RwxVw98Z_normal.jpg,990000,990000,F8F3D2,333333,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'http://t.co/1xhLK26MwD', 'expanded_url': 'http://chancellor.iupui.edu', 'display_url': 'chancellor.iupui.edu', 'indices': [0, 22]}]",https://pbs.twimg.com/profile_banners/18804737/1575317944,,,,,,,,,,,,
59,Tue Jan 21 21:01:49 +0000 2020,1219726819336822785,1219726819336822785,"@IUPUI @SportsCapJour Well, I mean, it'd be good ANY time, but you know what I mean! 😄",False,"[22, 86]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2197267199654175e+18,1219726719965417473,1566921690.0,1566921690,smbahr14,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'IUPUI', 'name': 'IUPUI', 'id': 10086382, 'id_str': '10086382', 'indices': [0, 6]}, {'screen_name': 'SportsCapJour', 'name': 'Sports Capital Jour', 'id': 4364566222, 'id_str': '4364566222', 'indices': [7, 21]}]",[],en,recent,1566921690,1566921690,Sarah Bahr,smbahr14,The New York Times,"MA in English @IUPUI 2020. Recently: Flex desk editor @NYTimes. Words for @NYTimes, @ForbesInspector, @USAToday, @IndyStar, @IndyMonthly, @IndyMaven, @ButlerU.",,[],False,985,777,35,Thu Jul 04 00:03:21 +0000 2013,25844,,,True,False,16862,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/751342675572494336/pEXC_W3p_normal.jpg,https://pbs.twimg.com/profile_images/751342675572494336/pEXC_W3p_normal.jpg,981CEB,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/1566921690/1567120635,,,,,,,,,,,,
60,Tue Jan 21 18:58:31 +0000 2020,1219695789649297410,1219695789649297410,@MingBell @IUPUI We understand that but the garages fill at similar rates from day to day and week to week. Did you check Gateway?,False,"[17, 130]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2196889522628076e+18,1219688952262807558,106217677.0,106217677,MingBell,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'MingBell', 'name': 'm.bell', 'id': 106217677, 'id_str': '106217677', 'indices': [0, 9]}, {'screen_name': 'IUPUI', 'name': 'IUPUI', 'id': 10086382, 'id_str': '10086382', 'indices': [10, 16]}]",[],en,recent,102693320,102693320,IUPUI Parking,IUPUIPARK,"Indianapolis, IN",IUPUI Parking & Transportation Services,http://t.co/GuhUv9diY7,[],False,3920,317,54,Thu Jan 07 14:27:49 +0000 2010,1185,,,False,False,5467,,False,False,False,131516,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1181995052182192129/BkyxVh2R_normal.jpg,https://pbs.twimg.com/profile_images/1181995052182192129/BkyxVh2R_normal.jpg,009999,FFFFFF,EFEFEF,333333,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'http://t.co/GuhUv9diY7', 'expanded_url': 'http://www.parking.iupui.edu', 'display_url': 'parking.iupui.edu', 'indices': [0, 22]}]",https://pbs.twimg.com/profile_banners/102693320/1569268629,,,,,,,,,,,,
64,Tue Jan 21 17:52:34 +0000 2020,1219679190401867776,1219679190401867776,"@IUPUI @MingBell Hi, 

Sorry you're having trouble. We had plenty of space available in multiple garages every day last week. Gateway never filled. Have you tried there?",False,"[17, 169]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.219659967554257e+18,1219659967554256896,10086382.0,10086382,IUPUI,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'IUPUI', 'name': 'IUPUI', 'id': 10086382, 'id_str': '10086382', 'indices': [0, 6]}, {'screen_name': 'MingBell', 'name': 'm.bell', 'id': 106217677, 'id_str': '106217677', 'indices': [7, 16]}]",[],en,recent,102693320,102693320,IUPUI Parking,IUPUIPARK,"Indianapolis, IN",IUPUI Parking & Transportation Services,http://t.co/GuhUv9diY7,[],False,3920,317,54,Thu Jan 07 14:27:49 +0000 2010,1185,,,False,False,5467,,False,False,False,131516,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1181995052182192129/BkyxVh2R_normal.jpg,https://pbs.twimg.com/profile_images/1181995052182192129/BkyxVh2R_normal.jpg,009999,FFFFFF,EFEFEF,333333,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'http://t.co/GuhUv9diY7', 'expanded_url': 'http://www.parking.iupui.edu', 'display_url': 'parking.iupui.edu', 'indices': [0, 22]}]",https://pbs.twimg.com/profile_banners/102693320/1569268629,,,,,,,,,,,,
67,Tue Jan 21 16:31:55 +0000 2020,1219658897050472448,1219658897050472448,"@IUPUI Awe.... A birthday party on my birthday? Thanks @IUPUI, you really outdid yourselves this year 😉🎂🎉 It's fun being birthday twins!",False,"[7, 136]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2196403788795453e+18,1219640378879545345,10086382.0,10086382,IUPUI,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'IUPUI', 'name': 'IUPUI', 'id': 10086382, 'id_str': '10086382', 'indices': [0, 6]}, {'screen_name': 'IUPUI', 'name': 'IUPUI', 'id': 10086382, 'id_str': '10086382', 'indices': [55, 61]}]",[],en,recent,886949973107109888,886949973107109888,Erika Thomison,Erika_Rhiannon,"Indiana, USA",@IUPUI student. Nina Mason Pulliam Scholar. Mentor. Social Worker. Mom. Student Advocate. Photographer and artist at heart. Being the change ❤,,[],False,131,464,0,Mon Jul 17 14:05:27 +0000 2017,492,,,False,False,426,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/887671994057203713/4lFKjsgt_normal.jpg,https://pbs.twimg.com/profile_images/887671994057203713/4lFKjsgt_normal.jpg,19CF86,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/886949973107109888/1500472337,,,,,,,,,,,,
70,Tue Jan 21 14:54:53 +0000 2020,1219634477179318273,1219634477179318273,@Brandi_Herbert1 @IPS_CFI @IUPUI @TNolanWatkins What an awesome agenda for the day! 💪🏽👏🏽👍🏽,False,"[48, 90]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2196220269373604e+18,1219622026937360387,1635994224.0,1635994224,Brandi_Herbert1,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'Brandi_Herbert1', 'name': 'Brandi Herbert', 'id': 1635994224, 'id_str': '1635994224', 'indices': [0, 16]}, {'screen_name': 'IPS_CFI', 'name': 'Center for Inquiry', 'id': 2331140557, 'id_str': '2331140557', 'indices': [17, 25]}, {'screen_name': 'IUPUI', 'name': 'IUPUI', 'id': 10086382, 'id_str': '10086382', 'indices': [26, 32]}, {'screen_name': 'TNolanWatkins', 'name': 'Troy Nolan-Watkins', 'id': 1022633331383521283, 'id_str': '1022633331383521283', 'indices': [33, 47]}]",[],en,recent,1293436447,1293436447,Aleesia Johnson,AleesiaLJohnson,"Indianapolis, IN","Proud superintendent of @IPSSchools, the largest school district in Indiana serving over 31,000 students. #TeamIPS. #IPSProud. #StrongerTogetherIPS.",https://t.co/c1NjBF3lO8,[],False,1991,985,16,Sun Mar 24 03:26:17 +0000 2013,8049,,,True,False,3208,,False,False,False,BADFCD,http://abs.twimg.com/images/themes/theme12/bg.gif,https://abs.twimg.com/images/themes/theme12/bg.gif,False,http://pbs.twimg.com/profile_images/1191897212659343360/vY0KQn9-_normal.jpg,https://pbs.twimg.com/profile_images/1191897212659343360/vY0KQn9-_normal.jpg,FF0000,F2E195,FFF7CC,0C3E53,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/c1NjBF3lO8', 'expanded_url': 'http://www.myips.org', 'display_url': 'myips.org', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/1293436447/1573821029,,,,,,,,,,,,
72,Tue Jan 21 14:30:13 +0000 2020,1219628267159855106,1219628267159855106,"@stpinindy @IUPUI ~30% of our campus fleet is EV, including the majority of carts. As the carts age out, they are replaced with electric! ⚡️",False,"[18, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2182494758037094e+18,1218249475803709440,4150054629.0,4150054629,stpinindy,,,,,False,1,1,False,False,en,[],[],"[{'screen_name': 'stpinindy', 'name': 'john t', 'id': 4150054629, 'id_str': '4150054629', 'indices': [0, 10]}, {'screen_name': 'IUPUI', 'name': 'IUPUI', 'id': 10086382, 'id_str': '10086382', 'indices': [11, 17]}]",[],en,recent,517798075,517798075,IUPUI Sustainability,IUPUISustain,"Indianapolis, Indiana",We are committed to fostering a culture of sustainability at @IUPUI and in the Indianapolis community. 🌎 #JagsGoGreen,https://t.co/zys3febaea,[],False,2251,824,96,Wed Mar 07 17:49:28 +0000 2012,897,,,True,False,4288,,False,False,False,000000,http://abs.twimg.com/images/themes/theme13/bg.gif,https://abs.twimg.com/images/themes/theme13/bg.gif,False,http://pbs.twimg.com/profile_images/1039504552167399424/G4yEIm0X_normal.jpg,https://pbs.twimg.com/profile_images/1039504552167399424/G4yEIm0X_normal.jpg,990000,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/zys3febaea', 'expanded_url': 'http://sustainability.iupui.edu', 'display_url': 'sustainability.iupui.edu', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/517798075/1579801764,,,,,,,,,,,,
74,Tue Jan 21 13:01:37 +0000 2020,1219605971896610816,1219605971896610816,"Hope you're ready to celebrate today 🥳 Learn more about @IUPUI, dance with your friends, and Celebrate IUPUI Day. 11a.m. - 2 p.m. and 7-10 p.m. 💃🎂",False,"[0, 146]","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,,,,,,,,,False,0,8,False,False,en,[],[],"[{'screen_name': 'IUPUI', 'name': 'IUPUI', 'id': 10086382, 'id_str': '10086382', 'indices': [56, 62]}]",[],en,recent,777842785068130304,777842785068130304,IUPUI Student Affairs,IUPUIStuAffairs,"Indianapolis, IN",The Division of Student Affairs is at the center of campus life at IUPUI. We give you the life skills you need to succeed in college and beyond.,https://t.co/12ysV75RZe,[],False,1288,265,25,Mon Sep 19 12:12:26 +0000 2016,4200,,,True,False,5783,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1144242180824948738/rW6QA5w4_normal.jpg,https://pbs.twimg.com/profile_images/1144242180824948738/rW6QA5w4_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/12ysV75RZe', 'expanded_url': 'http://studentaffairs.iupui.edu', 'display_url': 'studentaffairs.iupui.edu', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/777842785068130304/1579978426,,,,,,,,,,,,
80,Mon Jan 20 21:21:02 +0000 2020,1219369266853679104,1219369266853679104,@paydar @IUPUI @IUPUIdm Omg I am SO excited have a wonderful rest of your day Chancellor Paydar ❤️,False,"[24, 98]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.219363046818308e+18,1219363046818308096,18804737.0,18804737,paydar,,,,,False,0,4,False,False,en,[],[],"[{'screen_name': 'paydar', 'name': 'Nasser Paydar', 'id': 18804737, 'id_str': '18804737', 'indices': [0, 7]}, {'screen_name': 'IUPUI', 'name': 'IUPUI', 'id': 10086382, 'id_str': '10086382', 'indices': [8, 14]}, {'screen_name': 'IUPUIdm', 'name': 'Jagathon', 'id': 635649116, 'id_str': '635649116', 'indices': [15, 23]}]",[],en,recent,1385354268,1385354268,mak,_maksmith,"Indianapolis, IN",iupui ‘20 | #FTK | @BradenSchroeder 💛,https://t.co/CMdNAvNJEr,[],False,467,569,1,Sat Apr 27 20:13:10 +0000 2013,21596,,,True,False,12931,,False,False,False,ACDED6,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,False,http://pbs.twimg.com/profile_images/1213614961655566336/4HWF6jID_normal.jpg,https://pbs.twimg.com/profile_images/1213614961655566336/4HWF6jID_normal.jpg,038543,EEEEEE,F6F6F6,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/CMdNAvNJEr', 'expanded_url': 'https://events.dancemarathon.com/participant/makenzie', 'display_url': 'events.dancemarathon.com/participant/ma…', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/1385354268/1573404827,,,,,,,,,,,,
