,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls,retweeted_status.user.profile_banner_url
142,Mon Jan 20 16:08:30 +0000 2020,1219290614165958656,1219290614165958656,@ScottCharton @Mizzou @KOMUnews @KBIA I could listen to him talk all day,False,"[38, 72]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.219284838441726e+18,1219284838441725961,68009696.0,68009696,ScottCharton,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'ScottCharton', 'name': 'Scott Charton', 'id': 68009696, 'id_str': '68009696', 'indices': [0, 13]}, {'screen_name': 'Mizzou', 'name': 'Mizzou', 'id': 23620660, 'id_str': '23620660', 'indices': [14, 21]}, {'screen_name': 'KOMUnews', 'name': 'KOMU 8 News', 'id': 7166582, 'id_str': '7166582', 'indices': [22, 31]}, {'screen_name': 'KBIA', 'name': 'KBIA', 'id': 22699484, 'id_str': '22699484', 'indices': [32, 37]}]",[],en,recent,190285541,190285541,Real Scott Wilson,scottawilsons,"Columbia, MO",Mostly here for the dad jokes; trial attorney; fan of all things Mizzou; news junkie; likes bacon and vodka (but not bacon vodka),,[],False,854,1399,27,Mon Sep 13 15:25:53 +0000 2010,5675,,,True,False,8684,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1208799800667197440/3p8YrCgZ_normal.jpg,https://pbs.twimg.com/profile_images/1208799800667197440/3p8YrCgZ_normal.jpg,https://pbs.twimg.com/profile_banners/190285541/1525795431,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Mon Jan 20 04:23:21 +0000 2020,1219113158721273857,1219113158721273857,@RenEWin24 @Mizzou Sorry mom thank you and god bless,False,"[19, 52]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2190823501618135e+18,1219082350161813505,57728005.0,57728005,RenEWin24,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'RenEWin24', 'name': 'Renee Windsor', 'id': 57728005, 'id_str': '57728005', 'indices': [0, 10]}, {'screen_name': 'Mizzou', 'name': 'Mizzou', 'id': 23620660, 'id_str': '23620660', 'indices': [11, 18]}]",[],en,recent,1218993518477238275,1218993518477238275,stlsportsfan87,stlsportsfan871,With my wife,sports fan since ‘67 dog lover Chicago state cougars and mizzou tigers thanks and god bless,,[],False,9,58,0,Sun Jan 19 20:28:07 +0000 2020,31,,,False,False,216,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1219788490449334272/JiW4aBGz_normal.jpg,https://pbs.twimg.com/profile_images/1219788490449334272/JiW4aBGz_normal.jpg,https://pbs.twimg.com/profile_banners/1218993518477238275/1579823796,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Mon Jan 20 04:19:01 +0000 2020,1219112068189687808,1219112068189687808,@PurdueCivE @Mizzou I’m tougher than your boilermakers thanks and god bless,False,"[20, 75]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2190720351979438e+18,1219072035197943810,4849637902.0,4849637902,PurdueCivE,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'PurdueCivE', 'name': 'Joseph', 'id': 4849637902, 'id_str': '4849637902', 'indices': [0, 11]}, {'screen_name': 'Mizzou', 'name': 'Mizzou', 'id': 23620660, 'id_str': '23620660', 'indices': [12, 19]}]",[],en,recent,1218993518477238275,1218993518477238275,stlsportsfan87,stlsportsfan871,With my wife,sports fan since ‘67 dog lover Chicago state cougars and mizzou tigers thanks and god bless,,[],False,9,58,0,Sun Jan 19 20:28:07 +0000 2020,31,,,False,False,216,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1219788490449334272/JiW4aBGz_normal.jpg,https://pbs.twimg.com/profile_images/1219788490449334272/JiW4aBGz_normal.jpg,https://pbs.twimg.com/profile_banners/1218993518477238275/1579823796,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Mon Jan 20 04:18:06 +0000 2020,1219111837352022017,1219111837352022017,@Christina_PRCom @Mizzou Sorry my wife and I are trying to go to bed thanks and god bless,False,"[25, 89]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2190767902762312e+18,1219076790276231168,1.1843141017633341e+18,1184314101763334144,Christina_PRCom,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'Christina_PRCom', 'name': 'Christina Mascarenas', 'id': 1184314101763334144, 'id_str': '1184314101763334144', 'indices': [0, 16]}, {'screen_name': 'Mizzou', 'name': 'Mizzou', 'id': 23620660, 'id_str': '23620660', 'indices': [17, 24]}]",[],en,recent,1218993518477238275,1218993518477238275,stlsportsfan87,stlsportsfan871,With my wife,sports fan since ‘67 dog lover Chicago state cougars and mizzou tigers thanks and god bless,,[],False,9,58,0,Sun Jan 19 20:28:07 +0000 2020,31,,,False,False,216,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1219788490449334272/JiW4aBGz_normal.jpg,https://pbs.twimg.com/profile_images/1219788490449334272/JiW4aBGz_normal.jpg,https://pbs.twimg.com/profile_banners/1218993518477238275/1579823796,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Mon Jan 20 01:58:50 +0000 2020,1219076790276231168,1219076790276231168,@stlsportsfan871 @Mizzou Killer of fun.,False,"[25, 39]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2190583698745795e+18,1219058369874579456,1.2189935184772383e+18,1218993518477238275,stlsportsfan871,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'stlsportsfan871', 'name': 'stlsportsfan87', 'id': 1218993518477238275, 'id_str': '1218993518477238275', 'indices': [0, 16]}, {'screen_name': 'Mizzou', 'name': 'Mizzou', 'id': 23620660, 'id_str': '23620660', 'indices': [17, 24]}]",[],en,recent,1184314101763334144,1184314101763334144,Christina Mascarenas,Christina_PRCom,"Colorado/Missouri, USA",Graduate Student at @Mizzou #Journalism #StratComm #PublicRelations • Public Affairs Student Trainee • Colorado girl missing my mountains. M-I-Z 🐯,https://t.co/7FhY4daZJE,[],False,25,169,0,Wed Oct 16 03:44:38 +0000 2019,846,,,False,False,387,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1184322759574380550/F-AT3Ddq_normal.jpg,https://pbs.twimg.com/profile_images/1184322759574380550/F-AT3Ddq_normal.jpg,https://pbs.twimg.com/profile_banners/1184314101763334144/1571199476,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/7FhY4daZJE', 'expanded_url': 'http://www.christinamascarenas.com/', 'display_url': 'christinamascarenas.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Mon Jan 20 00:50:11 +0000 2020,1219059512323256320,1219059512323256320,@Mizzou Count STL in. Go Chiefs.,False,"[8, 32]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2190578998188442e+18,1219057899818844167,23620660.0,23620660,Mizzou,,,,False,0,7,False,False,en,[],[],"[{'screen_name': 'Mizzou', 'name': 'Mizzou', 'id': 23620660, 'id_str': '23620660', 'indices': [0, 7]}]",[],en,recent,26770576,26770576,Ray Ward,Tweetnwildwood,"Wildwood, MO",Serving God. Loving family. Hiking Colorado. Cheering MIZZOU. Celebrating Cardinals. Waving the flag. Building brands.,,[],False,43,69,6,Thu Mar 26 15:14:35 +0000 2009,3330,,,True,False,2277,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/476884292543344641/o_iB3qoc_normal.jpeg,https://pbs.twimg.com/profile_images/476884292543344641/o_iB3qoc_normal.jpeg,https://pbs.twimg.com/profile_banners/26770576/1398310708,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,22c7e8e90ce80ef3,https://api.twitter.com/1.1/geo/id/22c7e8e90ce80ef3.json,city,Wildwood,"Wildwood, MO",US,United States,[],Polygon,"[[[-90.677998, 38.542551], [-90.581245, 38.542551], [-90.581245, 38.649521], [-90.677998, 38.649521]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Mon Jan 20 00:45:39 +0000 2020,1219058369874579456,1219058369874579456,@Mizzou This is inappropriate please only tweet information relevant to the university thanks and god bless,False,"[8, 107]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2190578998188442e+18,1219057899818844167,23620660.0,23620660,Mizzou,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'Mizzou', 'name': 'Mizzou', 'id': 23620660, 'id_str': '23620660', 'indices': [0, 7]}]",[],en,recent,1218993518477238275,1218993518477238275,stlsportsfan87,stlsportsfan871,With my wife,sports fan since ‘67 dog lover Chicago state cougars and mizzou tigers thanks and god bless,,[],False,9,58,0,Sun Jan 19 20:28:07 +0000 2020,31,,,False,False,216,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1219788490449334272/JiW4aBGz_normal.jpg,https://pbs.twimg.com/profile_images/1219788490449334272/JiW4aBGz_normal.jpg,https://pbs.twimg.com/profile_banners/1218993518477238275/1579823796,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Sat Jan 18 19:30:38 +0000 2020,1218616705699676163,1218616705699676163,"@Mizzou @MizzouBreaks @WWAY @WARMNC Wow!!  This is amazing!!  Go Tigers, way to share the love!!  🙏🏻🙏🏻🇱🇷🇱🇷👏👏🖤💛🐯👩‍❤️‍👩😀😃😄😁😊☺️😇😍😎😜",False,"[36, 128]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2186155734264259e+18,1218615573426425858,23620660.0,23620660,Mizzou,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'Mizzou', 'name': 'Mizzou', 'id': 23620660, 'id_str': '23620660', 'indices': [0, 7]}, {'screen_name': 'MizzouBreaks', 'name': 'MU Alternative Breaks', 'id': 62887462, 'id_str': '62887462', 'indices': [8, 21]}, {'screen_name': 'WWAY', 'name': 'WWAY News', 'id': 19925353, 'id_str': '19925353', 'indices': [22, 27]}, {'screen_name': 'WARMNC', 'name': 'WARM, Inc.', 'id': 25510756, 'id_str': '25510756', 'indices': [28, 35]}]",[],en,recent,1082935529040240640,1082935529040240640,Cheryl Floyd,CherylF86066945,"Mission, KS","Kansas City native, major sports fan - especially KC Chiefs, KC Royals and MU Tigers!!! Playing in this snow or watching our fav teams play is the best!",,[],False,385,491,0,Wed Jan 09 09:42:04 +0000 2019,7,,,True,False,4108,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1091343813786984448/Aqu2YF0E_normal.jpg,https://pbs.twimg.com/profile_images/1091343813786984448/Aqu2YF0E_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Sat Jan 18 14:51:12 +0000 2020,1218546385856819206,1218546385856819206,@_HenryTNguyen @Mizzou @cafnr @NAASIndia @rajvarshney Congratulations to you! Great recognition on your great contribution!,False,"[54, 123]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2181797356557353e+18,1218179735655735296,1614265098.0,1614265098,_HenryTNguyen,,,,False,0,1,False,False,en,[],[],"[{'screen_name': '_HenryTNguyen', 'name': 'Henry T. Nguyen', 'id': 1614265098, 'id_str': '1614265098', 'indices': [0, 14]}, {'screen_name': 'Mizzou', 'name': 'Mizzou', 'id': 23620660, 'id_str': '23620660', 'indices': [15, 22]}, {'screen_name': 'cafnr', 'name': 'Mizzou CAFNR', 'id': 23105307, 'id_str': '23105307', 'indices': [23, 29]}, {'screen_name': 'NAASIndia', 'name': 'National Academy of Agricultural Sciences-NAAS', 'id': 964513826359017473, 'id_str': '964513826359017473', 'indices': [30, 40]}, {'screen_name': 'rajvarshney', 'name': 'Rajeev Varshney', 'id': 112490032, 'id_str': '112490032', 'indices': [41, 53]}]",[],en,recent,1052108034493702144,1052108034493702144,Yinglong Chen,chen_yinglong,"Perth, Western Australia","Research scientist @ The University of Western Australia with interests in agricultural science, plant physiology, phenotyping, rhizosphere interactions",https://t.co/qgVLTrwmlQ,[],False,108,271,0,Tue Oct 16 08:04:37 +0000 2018,352,,,False,False,240,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1052112902134480897/xoq1KhDJ_normal.jpg,https://pbs.twimg.com/profile_images/1052112902134480897/xoq1KhDJ_normal.jpg,https://pbs.twimg.com/profile_banners/1052108034493702144/1539678056,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/qgVLTrwmlQ', 'expanded_url': 'http://www.web.uwa.edu.au/people/yinglong.chen', 'display_url': 'web.uwa.edu.au/people/yinglon…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Sat Jan 18 06:53:41 +0000 2020,1218426213003337733,1218426213003337733,@_HenryTNguyen @Mizzou @cafnr @NAASIndia @rajvarshney Congratulations 🎉 Henry,False,"[54, 77]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2181797356557353e+18,1218179735655735296,1614265098.0,1614265098,_HenryTNguyen,,,,False,0,0,False,False,en,[],[],"[{'screen_name': '_HenryTNguyen', 'name': 'Henry T. Nguyen', 'id': 1614265098, 'id_str': '1614265098', 'indices': [0, 14]}, {'screen_name': 'Mizzou', 'name': 'Mizzou', 'id': 23620660, 'id_str': '23620660', 'indices': [15, 22]}, {'screen_name': 'cafnr', 'name': 'Mizzou CAFNR', 'id': 23105307, 'id_str': '23105307', 'indices': [23, 29]}, {'screen_name': 'NAASIndia', 'name': 'National Academy of Agricultural Sciences-NAAS', 'id': 964513826359017473, 'id_str': '964513826359017473', 'indices': [30, 40]}, {'screen_name': 'rajvarshney', 'name': 'Rajeev Varshney', 'id': 112490032, 'id_str': '112490032', 'indices': [41, 53]}]",[],en,recent,2828320668,2828320668,Manish Pandey,Manishpandey99,"Hyderabad, India","Senior Scientist -Groundnut Genomics, ICRISAT, Hyderabad, India. Tweets/retweets/comments personal",https://t.co/oAlOo7lzOG,[],False,440,645,2,Tue Sep 23 16:36:17 +0000 2014,859,,,False,False,544,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/968660059025678336/ftl80o8V_normal.jpg,https://pbs.twimg.com/profile_images/968660059025678336/ftl80o8V_normal.jpg,https://pbs.twimg.com/profile_banners/2828320668/1546308592,FFCC4D,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/oAlOo7lzOG', 'expanded_url': 'http://www.icrisat.org', 'display_url': 'icrisat.org', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
