,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,user.profile_banner_url,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.place
4,Sun Jan 26 02:26:42 +0000 2020,1221258130962747392,1221258130962747392,@NCState As Jimmy V said.... SURVIVE (each mile) &amp; ADVANCE!,False,"[9, 63]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2212526802758902e+18,1221252680275890176,487624974.0,487624974,NCState,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'NCState', 'name': 'NC State University', 'id': 487624974, 'id_str': '487624974', 'indices': [0, 8]}]",[],en,recent,20118375,20118375,Kelly P. Fitzgerald,fitz19,"Green Bay, WI",A Teacher and darn proud of that. Alum of @NCState & @UWMadison #GoPack #OnWisconsin #GoPackGo 🐺🤘🐾🦡 TITLETOWN U.S.A.,,[],False,173,534,1,Thu Feb 05 03:42:54 +0000 2009,2479,,,True,False,6260,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1204958799435620352/H4gUv5kA_normal.jpg,https://pbs.twimg.com/profile_images/1204958799435620352/H4gUv5kA_normal.jpg,E81C4F,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/20118375/1510197207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Sun Jan 26 02:15:39 +0000 2020,1221255348650217477,1221255348650217477,"@iancdunne02 @statefansnation @NCState Eh, that was the tagline - but the commercials were epic!",False,"[39, 96]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2212506621404488e+18,1221250662140448769,82014410.0,82014410,iancdunne02,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'iancdunne02', 'name': 'Ian C. Dunne', 'id': 82014410, 'id_str': '82014410', 'indices': [0, 12]}, {'screen_name': 'statefansnation', 'name': 'statefansnation', 'id': 17897616, 'id_str': '17897616', 'indices': [13, 29]}, {'screen_name': 'NCState', 'name': 'NC State University', 'id': 487624974, 'id_str': '487624974', 'indices': [30, 38]}]",[],en,recent,997146034949296130,997146034949296130,𝕵𝖔𝖓𝖆𝖙𝖍𝖆𝖓,DuctileIronman,"North Carolina, USA",#PackAlum #AlwaysFightingNeverAlone Opinions are my own,,[],False,146,1213,0,Thu May 17 16:05:15 +0000 2018,5302,,,False,False,2160,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1206075306802581504/Ao7DcCEf_normal.jpg,https://pbs.twimg.com/profile_images/1206075306802581504/Ao7DcCEf_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/997146034949296130/1530990196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Sat Jan 25 22:30:51 +0000 2020,1221198777161175041,1221198777161175041,@PackTimPeeler @NCState @NCStateEngr Yep.  I live in CA now...what happened to the $1000/ yr I paid in state?,False,"[37, 109]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2211977390248796e+18,1221197739024879616,33522863.0,33522863,PackTimPeeler,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'PackTimPeeler', 'name': 'Tim Peeler', 'id': 33522863, 'id_str': '33522863', 'indices': [0, 14]}, {'screen_name': 'NCState', 'name': 'NC State University', 'id': 487624974, 'id_str': '487624974', 'indices': [15, 23]}, {'screen_name': 'NCStateEngr', 'name': 'NC State Engineering', 'id': 143126563, 'id_str': '143126563', 'indices': [24, 36]}]",[],en,recent,63872224,63872224,Jeff Harris,JeffHarris1970,"Alamo, CA","North Carolina State alum, engineer, husband and father, budding pilot, & Reds fan",,[],False,58,208,0,Sat Aug 08 01:16:52 +0000 2009,6592,,,True,False,1570,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/584466239403196417/MeahgaPt_normal.jpg,https://pbs.twimg.com/profile_images/584466239403196417/MeahgaPt_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Sat Jan 25 22:29:57 +0000 2020,1221198548932448256,1221198548932448256,RT @PackTimPeeler: Congrats to all who received their notifications of acceptance to @NCState yesterday. Our family now has three consecuti…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,3,0,False,False,en,[],[],"[{'screen_name': 'PackTimPeeler', 'name': 'Tim Peeler', 'id': 33522863, 'id_str': '33522863', 'indices': [3, 17]}, {'screen_name': 'NCState', 'name': 'NC State University', 'id': 487624974, 'id_str': '487624974', 'indices': [85, 93]}]",[],en,recent,37047560,37047560,SR,gromwal23,,Daddy to a sweet daughter and proud State alum. Kicking it in the Cap City.,,[],False,200,2728,5,Fri May 01 21:29:17 +0000 2009,31477,,,True,False,11153,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/707963228802965504/D3RI4pQo_normal.jpg,https://pbs.twimg.com/profile_images/707963228802965504/D3RI4pQo_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,Sat Jan 25 17:55:22 +0000 2020,1.221129447425835e+18,1221129447425835008,"Congrats to all who received their notifications of acceptance to @NCState yesterday. Our family now has three consecutive generations who qualified for @NCStateEngr.
Couldn't be prouder.",False,"[0, 187]",[],[],"[{'screen_name': 'NCState', 'name': 'NC State University', 'id': 487624974, 'id_str': '487624974', 'indices': [66, 74]}, {'screen_name': 'NCStateEngr', 'name': 'NC State Engineering', 'id': 143126563, 'id_str': '143126563', 'indices': [153, 165]}]",[],en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,33522863.0,33522863,Tim Peeler,PackTimPeeler,"Cary, NC","NC State grad, author, unofficial historian of Wolfpack athletics says the @nytimes. All opinions, right or mostly right, are my own.",https://t.co/pMZ2Nu271o,"[{'url': 'https://t.co/pMZ2Nu271o', 'expanded_url': 'http://timpeeler.blogspot.com/', 'display_url': 'timpeeler.blogspot.com', 'indices': [0, 23]}]",[],False,5268.0,333.0,155.0,Mon Apr 20 14:09:20 +0000 2009,7361.0,,,True,False,12461.0,,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/972303714907279360/ZvZ7cEbQ_normal.jpg,https://pbs.twimg.com/profile_images/972303714907279360/ZvZ7cEbQ_normal.jpg,https://pbs.twimg.com/profile_banners/33522863/1505330556,ABB8C2,FFFFFF,DDFFCC,333333,True,True,False,False,False,False,False,none,,,161d2f18e3a0445a,https://api.twitter.com/1.1/geo/id/161d2f18e3a0445a.json,city,Raleigh,"Raleigh, NC",US,United States,[],Polygon,"[[[-78.818343, 35.7158045], [-78.497331, 35.7158045], [-78.497331, 35.9721579], [-78.818343, 35.9721579]]]",,False,3.0,164.0,False,False,en,
20,Sat Jan 25 22:02:36 +0000 2020,1221191667279171592,1221191667279171592,"@statefansnation I loved the ""Knowledge is the prey, we are the hunters"" ad campaign @NCState did a decade ago. It was AWESOME!",False,"[17, 127]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2211911393295647e+18,1221191139329564674,17897616.0,17897616,statefansnation,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'statefansnation', 'name': 'statefansnation', 'id': 17897616, 'id_str': '17897616', 'indices': [0, 16]}, {'screen_name': 'NCState', 'name': 'NC State University', 'id': 487624974, 'id_str': '487624974', 'indices': [85, 93]}]",[],en,recent,997146034949296130,997146034949296130,𝕵𝖔𝖓𝖆𝖙𝖍𝖆𝖓,DuctileIronman,"North Carolina, USA",#PackAlum #AlwaysFightingNeverAlone Opinions are my own,,[],False,146,1213,0,Thu May 17 16:05:15 +0000 2018,5302,,,False,False,2160,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1206075306802581504/Ao7DcCEf_normal.jpg,https://pbs.twimg.com/profile_images/1206075306802581504/Ao7DcCEf_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/997146034949296130/1530990196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Sat Jan 25 21:52:43 +0000 2020,1221189179603685376,1221189179603685376,@PackTimPeeler @NCState @NCStateEngr We just got our 2nd gen yesterday,False,"[37, 70]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.221129447425835e+18,1221129447425835008,33522863.0,33522863,PackTimPeeler,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'PackTimPeeler', 'name': 'Tim Peeler', 'id': 33522863, 'id_str': '33522863', 'indices': [0, 14]}, {'screen_name': 'NCState', 'name': 'NC State University', 'id': 487624974, 'id_str': '487624974', 'indices': [15, 23]}, {'screen_name': 'NCStateEngr', 'name': 'NC State Engineering', 'id': 143126563, 'id_str': '143126563', 'indices': [24, 36]}]",[],en,recent,63872224,63872224,Jeff Harris,JeffHarris1970,"Alamo, CA","North Carolina State alum, engineer, husband and father, budding pilot, & Reds fan",,[],False,58,208,0,Sat Aug 08 01:16:52 +0000 2009,6592,,,True,False,1570,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/584466239403196417/MeahgaPt_normal.jpg,https://pbs.twimg.com/profile_images/584466239403196417/MeahgaPt_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Sat Jan 25 01:29:45 +0000 2020,1220881409117650944,1220881409117650944,@uncprep88 @NCState @greivousdragon So proud of their hard work! 👍🏻❤️🎈 Welcome to the Wolfpack!🎉 #NCState24,False,"[36, 107]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220851414215336e+18,1220851414215335936,372297713.0,372297713,uncprep88,,,,,False,0,1,False,False,en,"[{'text': 'NCState24', 'indices': [97, 107]}]",[],"[{'screen_name': 'uncprep88', 'name': 'Wendy WG', 'id': 372297713, 'id_str': '372297713', 'indices': [0, 10]}, {'screen_name': 'NCState', 'name': 'NC State University', 'id': 487624974, 'id_str': '487624974', 'indices': [11, 19]}, {'screen_name': 'greivousdragon', 'name': 'Turner Taft Gantt', 'id': 807790421392900097, 'id_str': '807790421392900097', 'indices': [20, 35]}]",[],en,recent,300442075,300442075,New Student Programs,NCStateNSP,"Raleigh, NC",North Carolina State University New Student Programs #NCState23 #NCStateTransfers #NCStateStart #NCStateWWW #OnePackOneBook,https://t.co/wyxmL6VV8q,[],False,4658,196,47,Tue May 17 19:31:00 +0000 2011,8592,,,True,False,11470,,False,False,False,0A0607,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/516390264995205120/WhSLp0NR_normal.jpeg,https://pbs.twimg.com/profile_images/516390264995205120/WhSLp0NR_normal.jpeg,CC0000,FFFFFF,C9C9C9,1C1F23,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/wyxmL6VV8q', 'expanded_url': 'http://linktr.ee/ncstatensp', 'display_url': 'linktr.ee/ncstatensp', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/300442075/1542742439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Fri Jan 24 22:11:28 +0000 2020,1220831508640030722,1220831508640030722,@AndreaCatSLP @NCState @NCStateEngr Congratulations!! So excited to have him as part of the Pack!,False,"[36, 97]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220829101931606e+18,1220829101931606017,983809446.0,983809446,AndreaCatSLP,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'AndreaCatSLP', 'name': 'Andrea Cataneo', 'id': 983809446, 'id_str': '983809446', 'indices': [0, 13]}, {'screen_name': 'NCState', 'name': 'NC State University', 'id': 487624974, 'id_str': '487624974', 'indices': [14, 22]}, {'screen_name': 'NCStateEngr', 'name': 'NC State Engineering', 'id': 143126563, 'id_str': '143126563', 'indices': [23, 35]}]",[],en,recent,72425383,72425383,NC State Admissions,applyncstate,"Raleigh, NC",Official NC State Undergraduate Admissions account 🐺,https://t.co/hwOZqx8Veh,[],False,5927,563,116,Tue Sep 08 00:26:17 +0000 2009,3306,,,True,False,16564,,False,False,False,CC0000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1136359985363861505/M4wyVpah_normal.png,https://pbs.twimg.com/profile_images/1136359985363861505/M4wyVpah_normal.png,CC0000,000000,DDEEF6,333333,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/hwOZqx8Veh', 'expanded_url': 'https://admissions.ncsu.edu', 'display_url': 'admissions.ncsu.edu', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/72425383/1579903024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Fri Jan 24 20:00:21 +0000 2020,1220798511383531522,1220798511383531522,@MsRiversACHS @UNC @NCState @DukeU @unccharlotte @EastCarolina @WCU @DavidsonCollege @WakeForest @campbelledu We’d love for Aggie Pride to be represented! Please send an email to rjworthy@ncat.edu and we will send one to you 💙💛.,False,"[110, 228]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2207146325636792e+18,1220714632563679233,2441011077.0,2441011077,MsRiversACHS,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'MsRiversACHS', 'name': 'Christy Rivers', 'id': 2441011077, 'id_str': '2441011077', 'indices': [0, 13]}, {'screen_name': 'UNC', 'name': 'UNC-Chapel Hill', 'id': 20683724, 'id_str': '20683724', 'indices': [14, 18]}, {'screen_name': 'NCState', 'name': 'NC State University', 'id': 487624974, 'id_str': '487624974', 'indices': [19, 27]}, {'screen_name': 'DukeU', 'name': 'Duke University', 'id': 23450421, 'id_str': '23450421', 'indices': [28, 34]}, {'screen_name': 'unccharlotte', 'name': 'UNC Charlotte', 'id': 281285283, 'id_str': '281285283', 'indices': [35, 48]}, {'screen_name': 'EastCarolina', 'name': 'ECU', 'id': 179111246, 'id_str': '179111246', 'indices': [49, 62]}, {'screen_name': 'WCU', 'name': 'Western Carolina University', 'id': 16349298, 'id_str': '16349298', 'indices': [63, 67]}, {'screen_name': 'DavidsonCollege', 'name': 'Davidson College', 'id': 353477625, 'id_str': '353477625', 'indices': [68, 84]}, {'screen_name': 'WakeForest', 'name': 'Wake Forest University', 'id': 34685994, 'id_str': '34685994', 'indices': [85, 96]}, {'screen_name': 'campbelledu', 'name': 'Campbell University', 'id': 36977227, 'id_str': '36977227', 'indices': [97, 109]}]",[],en,recent,80351365,80351365,NC A&T Admissions,NCATAdmissions,"Greensboro, NC",Office of Undergraduate Admissions,https://t.co/fDqV5q9ZCs,[],False,3242,359,40,Tue Oct 06 17:11:42 +0000 2009,4566,,,True,False,5458,,False,False,False,022330,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/659807549198368769/cE4rdDAU_normal.png,https://pbs.twimg.com/profile_images/659807549198368769/cE4rdDAU_normal.png,0084B4,A8C7F7,C0DFEC,333333,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/fDqV5q9ZCs', 'expanded_url': 'http://www.ncat.edu/admissions/undergraduate', 'display_url': 'ncat.edu/admissions/und…', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/80351365/1415278547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Fri Jan 24 17:32:00 +0000 2020,1220761177766158336,1220761177766158336,@MsRiversACHS @UNC @NCState @DukeU @unccharlotte @NCATAdmissions @EastCarolina @WCU @DavidsonCollege @WakeForest @campbelledu We’d love to send a WFU pennant your way! DM us your address. 🎩 #godeacs,False,"[126, 198]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2207146325636792e+18,1220714632563679233,2441011077.0,2441011077,MsRiversACHS,,,,,False,0,9,False,False,en,"[{'text': 'godeacs', 'indices': [190, 198]}]",[],"[{'screen_name': 'MsRiversACHS', 'name': 'Christy Rivers', 'id': 2441011077, 'id_str': '2441011077', 'indices': [0, 13]}, {'screen_name': 'UNC', 'name': 'UNC-Chapel Hill', 'id': 20683724, 'id_str': '20683724', 'indices': [14, 18]}, {'screen_name': 'NCState', 'name': 'NC State University', 'id': 487624974, 'id_str': '487624974', 'indices': [19, 27]}, {'screen_name': 'DukeU', 'name': 'Duke University', 'id': 23450421, 'id_str': '23450421', 'indices': [28, 34]}, {'screen_name': 'unccharlotte', 'name': 'UNC Charlotte', 'id': 281285283, 'id_str': '281285283', 'indices': [35, 48]}, {'screen_name': 'NCATAdmissions', 'name': 'NC A&T Admissions', 'id': 80351365, 'id_str': '80351365', 'indices': [49, 64]}, {'screen_name': 'EastCarolina', 'name': 'ECU', 'id': 179111246, 'id_str': '179111246', 'indices': [65, 78]}, {'screen_name': 'WCU', 'name': 'Western Carolina University', 'id': 16349298, 'id_str': '16349298', 'indices': [79, 83]}, {'screen_name': 'DavidsonCollege', 'name': 'Davidson College', 'id': 353477625, 'id_str': '353477625', 'indices': [84, 100]}, {'screen_name': 'WakeForest', 'name': 'Wake Forest University', 'id': 34685994, 'id_str': '34685994', 'indices': [101, 112]}, {'screen_name': 'campbelledu', 'name': 'Campbell University', 'id': 36977227, 'id_str': '36977227', 'indices': [113, 125]}]",[],en,recent,1901670500,1901670500,Wake Forest Alumni,WFUAlumni,"Winston-Salem, NC",Cultivating goodwill and engagement between Deacons everywhere and @WakeForest. The official voice of the Office of Alumni Engagement. #WFUAlumni,https://t.co/0GtrFmKEtJ,[],False,2892,518,38,Tue Sep 24 20:27:39 +0000 2013,7647,,,True,False,4104,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/598138664246448128/qPF8R_iI_normal.jpg,https://pbs.twimg.com/profile_images/598138664246448128/qPF8R_iI_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/0GtrFmKEtJ', 'expanded_url': 'http://alumni.wfu.edu', 'display_url': 'alumni.wfu.edu', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/1901670500/1579878098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Fri Jan 24 16:44:42 +0000 2020,1220749274130132997,1220749274130132997,@MsRiversACHS @UNC @NCState @DukeU @unccharlotte @NCATAdmissions @EastCarolina @DavidsonCollege @WakeForest @campbelledu Email our admissions office at admiss@wcu.edu!,False,"[121, 167]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2207146325636792e+18,1220714632563679233,2441011077.0,2441011077,MsRiversACHS,,,,,False,0,6,False,False,en,[],[],"[{'screen_name': 'MsRiversACHS', 'name': 'Christy Rivers', 'id': 2441011077, 'id_str': '2441011077', 'indices': [0, 13]}, {'screen_name': 'UNC', 'name': 'UNC-Chapel Hill', 'id': 20683724, 'id_str': '20683724', 'indices': [14, 18]}, {'screen_name': 'NCState', 'name': 'NC State University', 'id': 487624974, 'id_str': '487624974', 'indices': [19, 27]}, {'screen_name': 'DukeU', 'name': 'Duke University', 'id': 23450421, 'id_str': '23450421', 'indices': [28, 34]}, {'screen_name': 'unccharlotte', 'name': 'UNC Charlotte', 'id': 281285283, 'id_str': '281285283', 'indices': [35, 48]}, {'screen_name': 'NCATAdmissions', 'name': 'NC A&T Admissions', 'id': 80351365, 'id_str': '80351365', 'indices': [49, 64]}, {'screen_name': 'EastCarolina', 'name': 'ECU', 'id': 179111246, 'id_str': '179111246', 'indices': [65, 78]}, {'screen_name': 'DavidsonCollege', 'name': 'Davidson College', 'id': 353477625, 'id_str': '353477625', 'indices': [79, 95]}, {'screen_name': 'WakeForest', 'name': 'Wake Forest University', 'id': 34685994, 'id_str': '34685994', 'indices': [96, 107]}, {'screen_name': 'campbelledu', 'name': 'Campbell University', 'id': 36977227, 'id_str': '36977227', 'indices': [108, 120]}]",[],en,recent,16349298,16349298,Western Carolina University,WCU,"Cullowhee, NC","We look for students who fight for success. Who are ready to explore, challenge themselves, and work harder for their ambitions. RTs are not endorsements.",https://t.co/c4jHvhRnES,[],False,18807,750,181,Thu Sep 18 16:57:35 +0000 2008,11488,,,True,True,17817,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme2/bg.gif,https://abs.twimg.com/images/themes/theme2/bg.gif,False,http://pbs.twimg.com/profile_images/925766074481590272/x1OqMteU_normal.jpg,https://pbs.twimg.com/profile_images/925766074481590272/x1OqMteU_normal.jpg,4D038A,FFFFFF,C6A85E,401683,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/c4jHvhRnES', 'expanded_url': 'http://wcu.edu', 'display_url': 'wcu.edu', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/16349298/1551889701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
